,OR4A5 (81318)
ACH-000004,-0.06814395173961647
ACH-000005,-0.12968160376431218
ACH-000007,-0.25710698949951816
ACH-000009,-0.019592151006434955
ACH-000011,-0.18864351116206896
ACH-000012,-0.2611644361543189
ACH-000013,-0.03803750655992748
ACH-000014,0.020524854482177377
ACH-000015,-0.14691808442158766
ACH-000017,-0.18785009256494212
ACH-000018,-0.20704921389359152
ACH-000019,-0.2817481314891606
ACH-000021,-0.13783694692047244
ACH-000022,-0.2492791511938233
ACH-000025,-0.17139369954130282
ACH-000028,-0.18203762794774486
ACH-000030,-0.23826536129711434
ACH-000035,-0.09940289027972812
ACH-000036,-0.2379913531799657
ACH-000037,-0.3109953205919607
ACH-000039,-0.1725637612345529
ACH-000040,-0.2450888474620885
ACH-000041,-0.016642973293415082
ACH-000042,-0.16332590081780066
ACH-000045,-0.08893107746753402
ACH-000047,-0.03494308299440076
ACH-000052,-0.32638201521370724
ACH-000053,-0.07535249119910302
ACH-000054,-0.13406823808604154
ACH-000055,-0.10858415532401272
ACH-000060,-0.0266601030386406
ACH-000067,-0.29602142641159995
ACH-000070,-0.25629877611124097
ACH-000075,-0.15447646413474708
ACH-000078,-0.22212347179774272
ACH-000082,-0.17958415438620426
ACH-000085,-0.1798765855413277
ACH-000086,-0.3274682534174671
ACH-000087,-0.3351471899796292
ACH-000092,-0.059654577758530024
ACH-000095,-0.052459071285700036
ACH-000097,-0.2575743523919025
ACH-000098,-0.10147565508843433
ACH-000099,-0.08568672507364057
ACH-000108,-0.0774238157989136
ACH-000113,-0.1998075825053781
ACH-000116,-0.07752906173387566
ACH-000118,-0.1816386791032991
ACH-000120,-0.07446506200322364
ACH-000123,-0.13480353936569106
ACH-000127,-0.165635458738285
ACH-000128,-0.10879946944363708
ACH-000132,-0.146403369989252
ACH-000133,-0.16735212222427834
ACH-000137,-0.19056227081049645
ACH-000138,-0.05008456066452773
ACH-000142,-0.6122440549818786
ACH-000143,-0.20284116006735764
ACH-000146,-0.1691315168976208
ACH-000148,-0.05275650775122352
ACH-000150,-0.3912286056271638
ACH-000152,-0.014390495585350941
ACH-000153,-0.06982522674114669
ACH-000159,-0.2489194834078292
ACH-000160,-0.13613777651831802
ACH-000163,-0.09991093297303988
ACH-000167,-0.3135069599308797
ACH-000168,-0.21023056756686592
ACH-000169,0.04243708390948433
ACH-000178,-0.17088457374460006
ACH-000183,-0.11996173306808025
ACH-000188,-0.4001127201546048
ACH-000189,-0.16188102193620696
ACH-000190,0.044716487938255695
ACH-000198,-0.130813220289095
ACH-000203,-0.4551064345650911
ACH-000204,-0.02091482242521256
ACH-000206,-0.2878894659442905
ACH-000207,-0.3370038034621633
ACH-000208,-0.11470519116590487
ACH-000210,-0.5052680794562122
ACH-000211,0.020096107270548277
ACH-000215,-0.10523350470144574
ACH-000221,-0.15530033634672488
ACH-000222,-0.16382831404595405
ACH-000223,-0.28829863835749875
ACH-000226,-0.2969590059131325
ACH-000227,-0.13973652903941966
ACH-000228,-0.2021452934926473
ACH-000231,-0.18150243561277887
ACH-000232,-0.13258267512616734
ACH-000233,-0.07790749406692593
ACH-000234,-0.2123360204487408
ACH-000235,-0.14191053547482435
ACH-000237,-0.25114880887180946
ACH-000238,-0.15001694326571213
ACH-000242,-0.13634905776069553
ACH-000243,-0.10463948944921772
ACH-000244,-0.3059408870096357
ACH-000246,-0.1272373391998944
ACH-000248,-0.07523436771861229
ACH-000250,-0.06983116756722381
ACH-000251,-0.3511637566917556
ACH-000252,-0.22322104270663468
ACH-000253,-0.15018748281234928
ACH-000255,-0.1484740868678561
ACH-000256,-0.16339383686190134
ACH-000257,-0.1776178186972881
ACH-000258,-0.1264617951136569
ACH-000259,-0.2059590097869054
ACH-000260,-0.2508288499873317
ACH-000261,-0.16735421684354398
ACH-000262,0.11882116168037488
ACH-000263,-0.09702590836174706
ACH-000264,-0.19097610672988574
ACH-000265,-0.27802920046326196
ACH-000266,-0.12585295942283184
ACH-000272,-0.2164335289736195
ACH-000274,-0.08209747666468606
ACH-000277,-0.1106046502963075
ACH-000278,-0.1236384753800674
ACH-000279,-0.042001230229118135
ACH-000280,-0.013058218494189457
ACH-000281,-0.10625017935292218
ACH-000288,-0.2733640691103772
ACH-000291,-0.2327529842147402
ACH-000293,-0.0940865940304931
ACH-000294,0.04824158786155517
ACH-000295,-0.2185421855577916
ACH-000296,-0.20832586764397934
ACH-000302,-0.08222402510669505
ACH-000304,-0.2127770631472613
ACH-000307,-0.1394364987494721
ACH-000308,-0.35062188655259385
ACH-000310,-0.0721713660705341
ACH-000311,0.009964572948833256
ACH-000312,-0.09444751364008316
ACH-000315,0.08275956574202381
ACH-000316,-0.24596514569584585
ACH-000317,-0.3896918762947933
ACH-000318,-0.16525981988998115
ACH-000319,-0.40309908095640223
ACH-000320,-0.08410343761132599
ACH-000322,-0.1155856888027681
ACH-000323,-0.4021772733737029
ACH-000324,-0.0868281586296073
ACH-000329,-0.2555290497106715
ACH-000330,-0.29094194302178633
ACH-000331,-0.11755957006033585
ACH-000332,-0.17455628598206455
ACH-000334,-0.30676721725690786
ACH-000335,-0.24969638824238005
ACH-000336,-0.13107504982466325
ACH-000337,-0.04232697209537143
ACH-000338,-0.2348463351428463
ACH-000339,-0.16682280785679662
ACH-000341,-0.17796958539715235
ACH-000348,0.028545756858809862
ACH-000350,-0.042076305078280765
ACH-000352,-0.19920483546393256
ACH-000356,-0.12220418268090785
ACH-000361,-0.3607525733515365
ACH-000362,-0.15141215661877389
ACH-000363,-0.13814375829174508
ACH-000364,-0.18402762482780155
ACH-000365,-0.1108059829492345
ACH-000366,-0.2972409544998512
ACH-000368,-0.2359688356256814
ACH-000374,-0.2938877907475149
ACH-000375,0.07313672300208429
ACH-000376,-0.19582389398038946
ACH-000381,-0.13642470838281354
ACH-000383,-0.12721779393000018
ACH-000387,-0.08310734540943092
ACH-000389,0.017527160153940263
ACH-000390,-0.11198108535067673
ACH-000393,-0.15819554512819367
ACH-000395,-0.31224707962251885
ACH-000396,-0.20111651896548752
ACH-000397,-0.2353921841464343
ACH-000401,0.0099292117055658
ACH-000402,-0.13502392823022413
ACH-000403,-0.09291114895669
ACH-000404,-0.2650531260266581
ACH-000406,-0.3412378131281615
ACH-000407,-0.2058991328091972
ACH-000408,-0.14073593847451085
ACH-000410,-0.2396517488619087
ACH-000411,-0.049521931695287215
ACH-000414,-0.08793907070464829
ACH-000415,-0.0667690015179173
ACH-000416,0.05186378048326315
ACH-000420,-0.1923464008339132
ACH-000421,-0.013433322798333614
ACH-000424,-0.29983101543692425
ACH-000425,-0.1578033130772004
ACH-000426,-0.09984977230863884
ACH-000427,-0.184502288035767
ACH-000433,-0.18315962915586695
ACH-000435,-0.4898806476327002
ACH-000436,-0.17626212942129438
ACH-000444,-0.15659558770986504
ACH-000445,0.04141030989549692
ACH-000448,-0.12115212888203546
ACH-000450,-0.22082381041685548
ACH-000452,-0.19546178875361467
ACH-000454,-0.08009836731835471
ACH-000458,-0.08768618060080463
ACH-000459,0.20648242617637336
ACH-000460,-0.09961578871862244
ACH-000461,-0.3899741608045713
ACH-000463,-0.19442119330636626
ACH-000464,-0.3716504167273107
ACH-000466,-0.2141419480463676
ACH-000467,-0.15378500474838144
ACH-000468,-0.3157243318270324
ACH-000469,-0.3202189617004075
ACH-000470,-0.007423034031576844
ACH-000471,-0.13254011044414676
ACH-000472,-0.1076095365533264
ACH-000473,-0.08929866848437609
ACH-000475,-0.3348716992329006
ACH-000476,-0.25684551959028346
ACH-000477,-0.20819359389344533
ACH-000479,-0.3803416823878369
ACH-000480,-0.4050254266236599
ACH-000481,-0.1540283195062466
ACH-000483,-0.0762217301415642
ACH-000484,-0.2330779074522895
ACH-000485,-0.3368837177321282
ACH-000486,-0.09025429951410456
ACH-000487,-0.1709507381538054
ACH-000488,-0.05320477387483315
ACH-000490,-0.13787780492750118
ACH-000491,-0.0562417259271478
ACH-000495,-0.21168772161064667
ACH-000496,-0.0346058871577606
ACH-000499,-0.17530477677139275
ACH-000500,0.024881600085505256
ACH-000502,-0.15192982133028854
ACH-000503,-0.19981730778605944
ACH-000505,-0.09804396815616563
ACH-000507,-0.15370440674489674
ACH-000510,-0.2471075316939813
ACH-000511,-0.3294496057912505
ACH-000512,-0.1371035912049015
ACH-000516,0.026621055277210964
ACH-000517,-0.20187591406262384
ACH-000518,-0.0011328004633491136
ACH-000520,-0.19001914307962897
ACH-000521,-0.008465727940870044
ACH-000522,-0.1566647436985068
ACH-000524,-0.08964222480707193
ACH-000527,-0.14133871093759914
ACH-000528,-0.12990247183134773
ACH-000537,-0.12944151498632486
ACH-000541,0.028538513279612543
ACH-000542,-0.11268658973962975
ACH-000544,-0.13438498781712568
ACH-000545,-0.01843763477264282
ACH-000547,-0.14249944310671442
ACH-000548,-0.19010683932351444
ACH-000549,-0.1552274169245841
ACH-000550,-0.2311123535077325
ACH-000552,-0.011171567889222378
ACH-000556,0.005836733860749785
ACH-000557,-0.02344865637562612
ACH-000569,-0.22176983182513965
ACH-000570,-0.2526651215760615
ACH-000571,-0.211560691583432
ACH-000573,-0.1369224985241149
ACH-000576,-0.060491384907694776
ACH-000579,-0.21606086086425466
ACH-000580,0.015224601734135784
ACH-000584,-0.08969601038187798
ACH-000585,-0.09476259012521833
ACH-000588,-0.1979195613216034
ACH-000589,-0.3042154157094574
ACH-000591,-0.09056874639513016
ACH-000593,-0.14326708267334629
ACH-000600,-0.3089162632888211
ACH-000601,-0.19426335155296415
ACH-000605,-0.004847509760461101
ACH-000606,-0.28073283981252395
ACH-000608,-0.0980378904441065
ACH-000614,-0.4346459772457869
ACH-000616,-0.11667783703236274
ACH-000618,-0.24990968807411745
ACH-000619,-0.10700272181486102
ACH-000620,-0.1059535431980658
