,LHX6 (26468)
ACH-000004,0.057779579614918336
ACH-000005,0.1994731670609668
ACH-000007,-0.05517207561399546
ACH-000009,-0.21305096621760394
ACH-000011,-0.0156980239479129
ACH-000012,-0.07654023424756487
ACH-000013,-0.11789580107280803
ACH-000014,0.1734337226325643
ACH-000015,-0.1786382590224742
ACH-000017,-0.03498993667539648
ACH-000018,-0.08107423638139696
ACH-000019,-0.06054926704396368
ACH-000021,-0.058586073768092675
ACH-000022,-0.12379460299672512
ACH-000025,0.010888546190674288
ACH-000028,0.04752378451469898
ACH-000030,-0.13567599205742226
ACH-000035,-0.11127019191463793
ACH-000036,-0.11844875403329486
ACH-000037,-0.031585627577751484
ACH-000039,-0.2496104972973967
ACH-000040,0.022458519898358592
ACH-000041,-0.09271779177400613
ACH-000042,-0.14825416777189146
ACH-000045,-0.012481457756530036
ACH-000047,-0.05006162070571273
ACH-000052,-0.3169003176004621
ACH-000053,-0.037347781835502775
ACH-000054,-0.04194958174335056
ACH-000055,-0.15204904729466198
ACH-000060,0.017129182355788142
ACH-000067,0.006363665192418529
ACH-000070,-0.01939675692801333
ACH-000075,0.1617589007949744
ACH-000078,-0.08165663177858057
ACH-000082,-0.04188884491663103
ACH-000085,-0.19172467401000154
ACH-000086,-0.12232469082882715
ACH-000087,0.16587217831744114
ACH-000092,-0.11151313862946902
ACH-000095,0.06499258864185473
ACH-000097,-0.09118091968435793
ACH-000098,-0.07254256080625833
ACH-000099,-0.09680281665429114
ACH-000108,0.012230535518215109
ACH-000113,0.040322134232564776
ACH-000116,-0.06042253702305104
ACH-000118,0.0071146226065224045
ACH-000120,0.027306935617134685
ACH-000123,-0.03763394999031629
ACH-000127,-0.06406589926471831
ACH-000128,0.01178598670594952
ACH-000132,-0.07187103468161593
ACH-000133,-0.12383425430820615
ACH-000137,-0.12083412607051287
ACH-000138,-0.1925757766013914
ACH-000142,-0.04024553276546458
ACH-000143,-0.0873446963282063
ACH-000146,-0.09280788006243236
ACH-000148,-0.033585920042122006
ACH-000150,0.03273416479369593
ACH-000152,-0.05656178412569762
ACH-000153,0.048866532189759726
ACH-000159,-0.10103128278888876
ACH-000160,-0.1529578056340338
ACH-000163,-0.04858577177480376
ACH-000167,0.08933593267341329
ACH-000168,-0.20286470810774973
ACH-000169,-0.02215061272494676
ACH-000178,-0.15155524129429693
ACH-000183,-0.18185542018549636
ACH-000188,-0.09760055304997534
ACH-000189,-0.10317157315929763
ACH-000190,-0.1227159095560173
ACH-000198,-0.038582333218056215
ACH-000203,-0.13453062011190975
ACH-000204,-0.2250370242777576
ACH-000206,-0.13633515413297026
ACH-000207,-0.0965845643771536
ACH-000208,0.037392255676788486
ACH-000210,0.07654277021743798
ACH-000211,-0.03933225684606717
ACH-000215,-0.10103966403883764
ACH-000221,-0.22231118623226984
ACH-000222,-0.030212969226181087
ACH-000223,-0.060672205443080815
ACH-000226,-0.13656213348891805
