,APOBEC3D (140564)
ACH-000258,-0.07586205749169002
ACH-000259,-0.17774897989484414
ACH-000260,-0.11297831390722518
ACH-000261,-0.1222076926413698
ACH-000262,-0.39234053999062624
ACH-000263,-0.14783656635894252
ACH-000264,-0.26056794645212483
ACH-000265,-0.15116116114429065
ACH-000266,-0.12999168295952182
ACH-000272,-0.1951711844385819
ACH-000274,-0.23867166184709684
ACH-000277,0.07000070674936554
ACH-000278,-0.25086564198136635
ACH-000279,-0.13303285921254032
ACH-000280,-0.3082189254511818
ACH-000281,-0.30373604941016197
ACH-000288,-0.040550342061375325
ACH-000291,-0.09896752597201876
ACH-000293,0.01522613858827709
ACH-000294,-0.1302101439116953
ACH-000295,-0.3989271760823502
ACH-000296,-0.009489539367780329
ACH-000302,-0.2681828276294561
ACH-000304,0.12620683498728466
ACH-000307,-0.13639027820757155
ACH-000308,-0.20107981797064844
ACH-000310,-0.28958106886068563
ACH-000311,-0.17844689641994407
ACH-000312,-0.185468579644132
ACH-000315,-0.2749698998400397
ACH-000316,-0.1486039415211748
ACH-000317,-0.1806854600230712
ACH-000318,-0.26988286481385626
ACH-000319,-0.08860015453567156
ACH-000320,-0.19682127119828155
ACH-000322,-0.044739484897224964
ACH-000323,-0.20471365564492167
ACH-000324,-0.20875385309143632
ACH-000329,-0.05811225041755786
ACH-000330,-0.0950940866534554
ACH-000331,-0.0282928473033326
ACH-000332,-0.17333976255647165
ACH-000334,-0.11311313332361896
ACH-000335,-0.17509114764714098
ACH-000336,-0.05090005307341705
ACH-000337,-0.2443246091583739
ACH-000338,-0.07920282368900493
ACH-000339,-0.1327132034292882
ACH-000341,-0.17435751114129971
ACH-000348,-0.15647335896161418
ACH-000350,-0.17107744141114273
ACH-000352,-0.024059648390232304
ACH-000356,-0.2789713260142614
ACH-000361,-0.14229599348359687
ACH-000362,-0.2039126288325449
ACH-000363,-0.1319264012534411
ACH-000364,-0.08757699694345356
ACH-000365,-0.2433504198441841
ACH-000366,-0.08046237799920468
ACH-000368,-0.2440719637881656
ACH-000374,0.04094572962423234
ACH-000375,-0.1298737905528714
ACH-000376,-0.06801801754322398
ACH-000381,-0.10647494317350667
ACH-000383,-0.13148042894326306
ACH-000387,-0.20436581987927946
ACH-000389,-0.06829255421794099
ACH-000390,-0.1892100343743795
ACH-000393,-0.2545896334803678
ACH-000395,-0.098622532999945
ACH-000396,-0.16780726198781254
ACH-000397,-0.13398045924707747
ACH-000401,-0.1987731794661665
ACH-000402,0.20840447843064688
ACH-000403,-0.05727561561174493
ACH-000404,-0.2572302191261597
ACH-000406,-0.19745300323936027
ACH-000407,-0.22252562146164864
ACH-000408,-0.2887042550862182
ACH-000410,-0.16601948614223178
ACH-000411,0.03416011168205719
ACH-000414,-0.08416785450524437
ACH-000415,-0.03636982892298308
ACH-000416,-0.1668182000124868
ACH-000420,-0.25529569411773273
ACH-000421,-0.0334284881205329
ACH-000424,-0.01797253258285176
ACH-000425,-0.38528932521706394
ACH-000426,-0.2447128232589444
ACH-000427,-0.00185143946000058
ACH-000433,-0.2882142582866323
ACH-000435,-0.1415662300799086
ACH-000436,-0.2275106957027589
ACH-000444,-0.18151158407589246
ACH-000445,-0.0865516396152132
ACH-000448,0.002560943084017875
ACH-000450,-0.10515590579366657
ACH-000452,-0.1159459721064776
ACH-000454,-0.2370844329960786
ACH-000458,-0.1728723030907447
ACH-000459,-0.04087653403183237
ACH-000460,-0.24376420412654426
ACH-000461,-0.20695345658517555
ACH-000463,-0.20553973448252533
ACH-000464,-0.11631137107503385
ACH-000466,-0.023216087216728114
ACH-000467,-0.020626352695457862
ACH-000468,-0.13724143603160716
ACH-000469,-0.2569993903365396
ACH-000470,-0.1477976631836527
ACH-000471,-0.1634408864383409
ACH-000472,-0.17525727865366084
ACH-000473,-0.2732087004030948
ACH-000475,-0.057328460061960275
ACH-000476,-0.1917074305012612
ACH-000477,-0.1124503062685813
ACH-000479,-0.13813240908018987
ACH-000480,-0.10972785374652423
ACH-000481,-0.08674206517791752
ACH-000483,-0.17485651296915075
ACH-000484,-0.048405021426022286
ACH-000485,-0.07429232163597717
ACH-000486,-0.04000286630808913
ACH-000487,-0.06463354685467279
ACH-000488,-0.14111711722127246
ACH-000490,-0.13648671876320806
ACH-000491,-0.03648869930730949
ACH-000495,-0.2417386266290177
ACH-000496,-0.06199704735207665
ACH-000499,-0.12248150147366105
ACH-000500,-0.05962759806295345
ACH-000502,-0.1644065501393718
ACH-000503,-0.2363538022462161
ACH-000505,-0.07465166915001338
ACH-000507,-0.26762977764410995
ACH-000510,-0.20738317865555092
ACH-000511,-0.12708406413260367
ACH-000512,0.1101146033120837
ACH-000516,-0.4673685137485702
ACH-000517,-0.14703553771181202
ACH-000518,-0.2758886083070823
ACH-000520,0.01514533570403172
ACH-000521,0.04102080098887642
ACH-000522,-0.05207371841276609
ACH-000524,-0.2471245577009714
ACH-000527,-0.13505680932413575
ACH-000528,-0.20669708094118347
ACH-000537,-0.14330956632012756
ACH-000541,-0.36466875928793496
ACH-000542,-0.16237659931575382
ACH-000544,0.03322234256512281
ACH-000545,-0.07750517248757513
ACH-000547,-0.06064876656470696
ACH-000548,-0.15472079579342865
ACH-000549,-0.020086024803005868
ACH-000550,-0.03261706529931945
ACH-000552,-0.103308741976006
ACH-000556,-0.08584519899441878
ACH-000557,-0.14001592119349476
ACH-000569,-0.18488301491788794
ACH-000570,-0.22284308770100966
ACH-000571,-0.2190525261947892
ACH-000573,-0.20419021119238365
ACH-000576,0.04078818722888915
ACH-000579,-0.21320057208321525
ACH-000580,-0.19820205932284027
ACH-000584,-0.1527888133726167
ACH-000585,-0.060542558632751486
ACH-000588,-0.23028928725400205
ACH-000589,-0.1325685967615748
ACH-000591,-0.4385721666911697
ACH-000593,-0.18042231916001344
ACH-000600,-0.16632390617705067
ACH-000601,-0.16656911987099146
ACH-000605,-0.2099261844724864
ACH-000606,-0.08021929662641647
ACH-000608,-0.21877335549017832
ACH-000614,-0.1649994546786697
ACH-000616,-0.20075952504069197
ACH-000618,-0.10437081405978972
ACH-000619,-0.13684878193451494
ACH-000620,-0.10306323959021743
ACH-000621,-0.1912531082810115
ACH-000622,-0.16967035393514554
ACH-000623,-0.20276091428676712
ACH-000624,-0.20598570368524285
ACH-000627,-0.25681083870364385
ACH-000630,-0.0971829788843601
ACH-000631,0.15324847269441846
ACH-000632,-0.13245014522465795
ACH-000633,-0.1819454949296989
ACH-000637,-0.1979539601385369
ACH-000638,-0.1414998992852911
ACH-000646,-0.15833438548636974
ACH-000647,-0.25038425885786275
ACH-000648,0.04040878758548986
ACH-000649,-0.10396845355157464
ACH-000651,-0.19650046488927672
ACH-000652,-0.16403051109606862
ACH-000653,-0.07400548993464251
ACH-000657,-0.05334404038610363
ACH-000658,-0.02631881364730751
ACH-000661,-0.1044815860111726
ACH-000662,0.08643063201407551
ACH-000663,-0.16516959492445346
ACH-000665,-0.3285749912050803
ACH-000671,-0.1617805261652811
ACH-000672,-0.3599781379201014
ACH-000673,-0.12590299862783014
ACH-000676,-0.16119708427141086
ACH-000677,-0.19966885393649955
ACH-000681,-0.16876802873085878
ACH-000683,-0.12572732415497906
ACH-000684,-0.20091463557628805
ACH-000688,-0.11718323122341492
ACH-000693,-0.1905224854811816
ACH-000694,-0.23327771190638694
ACH-000695,0.269047281798291
ACH-000696,-0.054951720689262885
ACH-000697,-0.2601185442527598
ACH-000699,-0.08736743989025933
ACH-000701,-0.16823573829930805
ACH-000706,-0.2173033370775726
ACH-000711,-0.19207933274718447
ACH-000713,-0.06713916885621432
ACH-000714,-0.1458139082230216
ACH-000718,-0.13478871750304994
ACH-000720,0.025191401378849204
ACH-000721,-0.20465773688868635
ACH-000724,-0.1434191259692269
ACH-000725,-0.2877410341540849
ACH-000732,-0.2708923846295881
ACH-000734,-0.22483103034913896
ACH-000735,-0.0900707241223891
ACH-000736,-0.12246413068558575
ACH-000738,-0.11439050959229062
ACH-000746,-0.2029582737172463
ACH-000747,-0.0860266992449939
ACH-000748,-0.14606960971646116
ACH-000753,-0.06954037936457133
ACH-000756,-0.16688105429947306
ACH-000757,-0.1765835098652816
ACH-000758,-0.0899200411093875
ACH-000760,-0.2442760892755888
ACH-000762,-0.14062019977732862
ACH-000763,-0.2677004765316242
ACH-000764,-0.01529640781849497
ACH-000765,-0.09179709456491066
ACH-000766,-0.12241290599340393
ACH-000767,-0.1691528349629019
ACH-000768,-0.14784272503785045
ACH-000769,-0.2385884746113911
ACH-000770,-0.15521212210891866
ACH-000771,-0.12901598981594084
ACH-000773,-0.08858143298079486
ACH-000776,-0.18724142895313886
ACH-000777,-0.30530512411999056
ACH-000778,-0.1953669840901753
ACH-000781,-0.13309454732646095
ACH-000782,-0.29909273081062165
ACH-000783,-0.16183919205366387
ACH-000784,-0.14160834442711662
ACH-000785,-0.15135763520671566
ACH-000787,-0.2535817837951742
ACH-000788,-0.23166262059329146
ACH-000791,-0.15655871418107714
ACH-000792,-0.12396967858314105
ACH-000794,-0.08492315897491623
ACH-000796,-0.13126856557645955
ACH-000798,-0.02465672405301182
ACH-000799,-0.08415627613364936
ACH-000800,-0.17886340343785198
ACH-000802,-0.011068335040304977
ACH-000804,-0.19278866629630392
ACH-000805,-0.3495120066821374
ACH-000809,-0.1686604042663542
ACH-000810,-0.0021254043931203987
ACH-000811,-0.09956716997485893
ACH-000817,-0.2815974015064505
ACH-000819,-0.1938033052962484
ACH-000820,-0.14756263323985924
ACH-000821,-0.21196553751148087
ACH-000822,-0.1572794505312195
ACH-000823,-0.1745080102758184
ACH-000824,-0.1389325420458775
ACH-000827,-0.11079125606569644
ACH-000829,-0.27727143161838674
ACH-000831,-0.11048071295688708
ACH-000832,-0.07993382962828505
ACH-000833,-0.22834371987031546
ACH-000834,-0.1402229973741981
ACH-000835,-0.11992266544429846
ACH-000836,-0.13339190516914434
ACH-000837,-0.12234859334893325
ACH-000838,-0.11777197991021254
ACH-000839,-0.1921054363643033
ACH-000840,-0.2143949576157996
ACH-000841,-0.06019744822678389
ACH-000843,-0.2807475069990099
ACH-000846,-0.21168883453355852
ACH-000847,-0.014547608418059353
ACH-000848,-0.2504917085593679
ACH-000849,-0.09920749710262644
ACH-000851,-0.018951144600253357
ACH-000855,-0.3541351563729765
ACH-000856,-0.10158858303724023
ACH-000858,-0.1927020221828533
ACH-000859,-0.2861358904925221
ACH-000861,-0.05073209201689259
ACH-000862,-0.07314026272401683
ACH-000865,-0.17434763202268405
ACH-000866,-0.08261900891351283
ACH-000867,-0.14374592283834425
ACH-000869,-0.1256382200321678
ACH-000872,-0.3388752063627987
ACH-000873,-0.03625659073841656
ACH-000876,-0.20720713259161716
ACH-000878,-0.2757820040897611
ACH-000880,-0.13862281382875938
ACH-000881,-0.14998129850066505
ACH-000882,-0.1428559357619716
ACH-000884,-0.2616163944228671
ACH-000885,-0.05112532531216223
ACH-000887,-0.1138324934434636
ACH-000889,-0.1763092401231917
ACH-000896,-0.17755115217026768
ACH-000898,-0.12208029724953305
ACH-000900,-0.1643498600755503
ACH-000901,-0.24628275379183226
ACH-000905,-0.013627141053562634
ACH-000906,-0.199153313658671
ACH-000907,-0.21357774220740505
ACH-000910,-0.16235447020590665
ACH-000911,-0.021559807575855697
ACH-000912,-0.00966913047045875
ACH-000913,-0.12133888965769928
ACH-000915,-0.10775920280028137
ACH-000916,0.6120060870211358
ACH-000917,-0.1058799420284052
ACH-000920,-0.14009882922892866
ACH-000921,-0.14586684395039629
ACH-000924,-0.1563039244350846
ACH-000926,-0.17706603092963108
ACH-000928,-0.001605563836630411
ACH-000929,-0.0549332046786372
ACH-000932,0.09658510998224434
ACH-000935,0.009097739455408486
ACH-000936,-0.0032380386736036854
ACH-000937,-0.03934218940254555
ACH-000938,0.016279139487014413
ACH-000939,-0.13242859254277667
ACH-000941,-0.05315560512186352
ACH-000943,-0.07001457615534598
ACH-000946,0.07353944861154806
ACH-000947,0.009869595520117984
ACH-000948,0.07964335270984785
ACH-000950,-0.2454868624989265
ACH-000953,-0.032391765281212036
ACH-000954,0.05812926108302888
ACH-000957,-0.1069541022771546
ACH-000958,-0.015771692467407252
ACH-000960,-0.1195606440529712
ACH-000963,-0.004134237407900579
ACH-000968,-0.2957361488634402
ACH-000969,0.01909616346647546
ACH-000972,0.06429675171143365
ACH-000973,-0.14453738141319106
ACH-000974,-0.07353718164798385
ACH-000978,-0.2516781454247993
ACH-000984,0.027171194863155692
ACH-000986,-0.2352973090197458
ACH-000988,-0.0759819556713369
ACH-000993,-0.017750249690189672
ACH-000994,-0.1007348070872906
ACH-000996,-0.058620513839488
ACH-001001,-0.0271079296707518
ACH-001020,-0.234996458906141
ACH-001028,-0.05948280839149835
ACH-001031,-0.14372403956173702
ACH-001038,-0.06778813502277943
ACH-001048,-0.14346486674338055
ACH-001050,-0.16472007478677894
ACH-001053,-0.2388102628399865
ACH-001054,-0.1944451878436049
ACH-001061,0.0756692644539716
ACH-001067,-0.03022804237790506
ACH-001075,-0.16351675978811014
ACH-001096,-0.2582550112933513
ACH-001111,-0.14583554923626904
ACH-001119,-0.332876206562581
ACH-001128,-0.16434823866301
ACH-001134,-0.12211890591243725
ACH-001151,-0.03179360739965256
ACH-001163,-0.08131762665048138
ACH-001164,-0.29303355328097835
ACH-001183,-0.334140759702286
ACH-001192,-0.23148801451969275
ACH-001193,-0.1825522081150385
ACH-001196,-0.12509759912327406
ACH-001197,-0.058323336686147115
ACH-001205,-0.053108563933814135
ACH-001211,-0.10255816918719247
ACH-001212,-0.18416504825277136
ACH-001228,-0.08019245772563073
ACH-001232,-0.1925498684563376
ACH-001239,-0.12982961458915865
ACH-001270,-0.14915326451107014
ACH-001274,-0.17884421320182642
ACH-001275,-0.07208144663551125
ACH-001277,-0.09754320370850544
ACH-001278,-0.024150503527052263
ACH-001280,-0.20965337869108627
ACH-001283,-0.09516136549623566
ACH-001289,-0.10030810455275843
ACH-001300,-0.14656078577179169
ACH-001301,-0.21316433177493854
ACH-001302,-0.27124885377832497
ACH-001306,-0.09581400353038433
ACH-001318,-0.16408303545783007
ACH-001322,-0.005211701453341401
ACH-001328,-0.008773801539085954
ACH-001332,-0.2739343131920596
ACH-001336,-0.1510248953317306
ACH-001346,-0.3206124327632772
ACH-001353,-0.0572001103666223
ACH-001354,-0.11840473552042645
ACH-001367,-0.1114214409901316
ACH-001368,-0.19738922112382967
ACH-001374,0.020272676627350845
ACH-001377,0.10796635037084808
ACH-001380,-0.055595576820191284
ACH-001391,-0.2363732092148916
ACH-001408,-0.09367376323759052
ACH-001430,-0.3654764797379335
ACH-001431,-0.2688038262926474
ACH-001450,-0.10335189199932324
ACH-001496,-0.13108879626298384
ACH-001500,-0.11219611032742696
ACH-001523,-0.006392922885652303
ACH-001532,-0.13700022809014545
ACH-001550,-0.2602166050197985
ACH-001552,-0.06214735470898498
ACH-001554,-0.10256359668254128
ACH-001654,-0.19663877413640835
ACH-001735,-0.12314443324639696
ACH-001736,-0.10344198565544704
ACH-001737,-0.4595581058211018
ACH-001740,-0.15756220089160988
ACH-001745,-0.13054254396422693
ACH-001765,-0.1405922916029668
