,ACY1 (95)
ACH-000004,-0.07072281791763745
ACH-000005,0.30515516329397163
ACH-000007,0.15831841814290593
ACH-000009,-0.04758116945461019
ACH-000011,0.008704254283709117
ACH-000012,-0.034017942622764086
ACH-000013,0.14425195327076734
ACH-000014,-0.01211716570451183
ACH-000015,0.07010579552486076
ACH-000017,-0.07221511023669053
ACH-000018,0.07724210576279184
ACH-000019,0.06840770175116412
ACH-000021,0.0069874999468352355
ACH-000022,-0.1576562698573432
ACH-000025,-0.022172683404279254
ACH-000028,0.07279286958662197
ACH-000030,0.04784157761678631
ACH-000035,0.084300140082239
ACH-000036,-0.10614506808787473
ACH-000037,-0.20611712579290467
ACH-000039,0.03434689624281291
ACH-000040,0.14076653457253827
ACH-000041,0.0496680629390905
ACH-000042,-0.09043462428341728
ACH-000045,-0.05541420107211471
ACH-000047,-0.01071713174317456
ACH-000052,0.07895087526125742
ACH-000053,-0.013663953575837278
ACH-000054,0.10162551575911384
ACH-000055,0.10384323463372004
ACH-000060,0.019692785222992646
ACH-000067,-0.09195813718516296
ACH-000070,-0.05911342656614864
ACH-000075,-0.1154124428540046
ACH-000078,0.035153814869849705
ACH-000082,0.056491930848273364
ACH-000085,0.11683135507933234
ACH-000086,-0.0174161581461204
ACH-000087,-0.0431414979804796
ACH-000092,0.07515594031946675
ACH-000095,-0.035894358088085415
ACH-000097,-0.010522723598289246
ACH-000098,0.021959000684758798
ACH-000099,0.04268119610713423
ACH-000108,-0.03911776271800735
ACH-000113,0.02720879947949072
ACH-000116,0.04071937884417909
ACH-000118,-0.012718495553592692
ACH-000120,-0.1007977369134024
ACH-000123,-0.02123851012603751
ACH-000127,-0.037219923454957005
ACH-000128,-0.1315137924955961
ACH-000132,0.11685604541800908
ACH-000133,-0.02747798282709236
ACH-000137,0.1431081770230029
ACH-000138,-0.18822552797099726
ACH-000142,0.014104016184601276
ACH-000143,0.2357712818611465
ACH-000146,-0.05515723595705771
ACH-000148,0.04871055619692725
ACH-000150,-0.2402079590643597
ACH-000152,-0.04250348132657596
ACH-000153,0.3232072174007176
ACH-000159,-0.0018544819276983145
ACH-000160,-0.013931935445093559
ACH-000163,0.09151776549470048
ACH-000167,-0.102062457653766
ACH-000168,-0.03713995029524003
ACH-000169,0.010189512815968249
ACH-000178,0.08202459215439671
ACH-000183,-0.025827431873868614
ACH-000188,-0.12165828826775825
ACH-000189,-0.1558095381382115
ACH-000190,-0.09163254774078748
ACH-000198,0.019525219599183696
ACH-000203,-0.11063591322542148
ACH-000204,-0.07180868273705397
ACH-000206,-0.12237017533929492
ACH-000207,-0.09089342021298982
ACH-000208,-0.07888095381686452
ACH-000210,-0.010684444282301996
ACH-000211,0.0073213589540835405
ACH-000215,-0.02775432152306203
ACH-000221,-0.009442856423217488
ACH-000222,-0.016422314635873517
ACH-000223,0.11616526589817022
ACH-000226,0.012337664631750407
ACH-000227,-0.16090541753108126
ACH-000228,-0.17712249496233756
ACH-000231,-0.08500452202793006
ACH-000232,0.13027125541162934
ACH-000233,-0.04244338791485118
ACH-000234,-0.0018931223632437106
ACH-000235,0.020047580609297747
ACH-000237,0.036278437008920986
ACH-000238,-0.17006413503684906
ACH-000242,0.1340106021744048
ACH-000243,0.025395792040909027
ACH-000244,-0.14000135057755886
ACH-000246,0.043225697262630855
ACH-000248,0.002477748503468299
ACH-000250,0.02437816280499054
ACH-000251,0.1870607537838989
ACH-000252,0.10389850582558413
ACH-000253,-0.04441517668065123
ACH-000255,0.008927776535101241
ACH-000256,0.10664328146262808
