,UTP23 (84294)
ACH-000004,-0.6358966425082306
ACH-000005,-0.6640484597168894
ACH-000007,-0.9008022775706132
ACH-000009,-0.7172041413170306
ACH-000011,-0.8845453687363981
ACH-000012,-0.6451945088374231
ACH-000013,-0.7030691394737082
ACH-000014,-0.7471771217738151
ACH-000015,-0.6090510950364384
ACH-000017,-0.6663411935758582
ACH-000018,-0.4630604128358114
ACH-000019,-0.43195090554736704
ACH-000021,-0.6256240240198816
ACH-000022,-0.5658200728334174
ACH-000025,-0.4808470318179405
ACH-000028,-0.7596987167989696
ACH-000030,-0.7556663323760568
ACH-000035,-0.6066354657889651
ACH-000036,-0.6777018092798066
ACH-000037,-0.6035859815462193
ACH-000039,-0.5345813179151149
ACH-000040,-0.8733446695282671
ACH-000041,-0.6918397877668772
ACH-000042,-0.4763923352495291
ACH-000045,-0.6251641411758989
ACH-000047,-0.5149186876182658
ACH-000052,-0.6766331459263534
ACH-000053,-0.6450257280974482
ACH-000054,-0.6544425578598909
ACH-000055,-0.6440299399756589
ACH-000060,-0.5363410873411696
ACH-000067,-0.7854369044236063
ACH-000070,-0.6458757296919555
ACH-000075,-0.6547766525756323
ACH-000078,-0.574070010045778
ACH-000082,-0.5812816444695714
ACH-000085,-0.6875630166599686
ACH-000086,-0.4621942417685306
ACH-000087,-0.6956964305724403
ACH-000092,-0.7034659711711926
ACH-000095,-0.5175996577474941
ACH-000097,-0.6114886615726398
ACH-000098,-0.6178415600447422
ACH-000099,-0.4948828822242659
ACH-000108,-0.7364797621213812
ACH-000113,-0.4719379700587372
ACH-000116,-0.8219734417983703
ACH-000118,-0.6561279390691585
ACH-000120,-0.6422182645674704
ACH-000123,-0.5647138482776458
ACH-000127,-0.5941648965365209
ACH-000128,-0.7705234264369393
ACH-000132,-0.6177845081700191
ACH-000133,-0.7590157256141553
ACH-000137,-0.7495211590212537
ACH-000138,-0.6537855923032618
ACH-000142,-0.6407764774071589
ACH-000143,-0.7863131164090568
ACH-000146,-0.7017367038557903
ACH-000148,-0.6466891840099395
ACH-000150,-0.6218012673981319
ACH-000152,-0.8365149365294812
ACH-000153,-0.5848937408454896
ACH-000159,-0.6771624314683544
ACH-000160,-0.6509791346283401
ACH-000163,-0.6942782580291801
ACH-000167,-0.8421192720960736
ACH-000168,-0.6268606659968408
ACH-000169,-0.8979808353367048
ACH-000178,-0.6933272764765043
ACH-000183,-0.6466217875328453
ACH-000188,-0.6508970410126685
ACH-000189,-0.6451243662252188
ACH-000190,-0.4343272915802179
ACH-000198,-0.5101518977084045
ACH-000203,-0.810467663673837
ACH-000204,-0.6838370522060707
ACH-000206,-0.8615375326505601
ACH-000207,-0.6114182978173215
ACH-000208,-0.7729666211013918
ACH-000210,-1.0004135655050697
ACH-000211,-0.6224933499374775
ACH-000215,-0.7036664921343377
ACH-000221,-0.7341456658489333
ACH-000222,-0.5865587192967566
ACH-000223,-0.5147694669196147
ACH-000226,-0.6574919222912071
ACH-000227,-0.4988162938651119
ACH-000228,-0.5487629285831956
ACH-000231,-0.7268055610662718
ACH-000232,-0.8059076117662491
ACH-000233,-0.7998706934688329
ACH-000234,-0.6633808321510809
ACH-000235,-0.6049250905227278
ACH-000237,-0.678201289715724
ACH-000238,-0.5343050566140845
ACH-000242,-0.5776398500911873
ACH-000243,-0.7738622328154342
ACH-000244,-0.719817904199984
ACH-000246,-0.5391128473990487
ACH-000248,-0.5638746438300942
ACH-000250,-0.6145251422213076
ACH-000251,-1.0501064547151808
ACH-000252,-0.8018325619468902
ACH-000253,-0.6981239167142851
ACH-000255,-0.5883240541249399
ACH-000256,-0.9292060853559748
ACH-000257,-0.6414960380423965
ACH-000258,-1.098447720351
ACH-000259,-0.747277783505528
ACH-000260,-0.9726576491126528
ACH-000261,-0.7821201734445025
ACH-000262,-0.5716021087354016
ACH-000263,-0.3940060163570501
ACH-000264,-0.6080866375477892
ACH-000265,-0.5112654519693118
ACH-000266,-0.5545942595079082
ACH-000272,-0.6627315078483492
ACH-000274,-0.6809053011791107
ACH-000277,-0.6854523250251268
ACH-000278,-0.6732912463741343
ACH-000279,-0.5506754729292573
ACH-000280,-0.5358792125154944
ACH-000281,-0.7544666592603398
ACH-000288,-0.4641674235771258
ACH-000291,-0.6995792381383726
ACH-000293,-0.7232975512336701
ACH-000294,-0.9758895650299118
ACH-000295,-0.34858603505887914
ACH-000296,-0.6962294595636639
ACH-000302,-0.7792031764362797
ACH-000304,-0.6326208661423073
ACH-000307,-0.7306614096216923
ACH-000308,-0.5815656210423756
ACH-000310,-0.6770014843136088
ACH-000311,-0.6859147507370953
ACH-000312,-0.7098222662384426
ACH-000315,-0.8822790181647787
ACH-000316,-0.8394225050000759
ACH-000317,-0.8319510536718321
ACH-000318,-0.7197433833632525
ACH-000319,-0.6856922433385247
ACH-000320,-0.6661208096170659
ACH-000322,-0.5413144013194331
ACH-000323,-0.6502948812716399
ACH-000324,-0.6780765907479134
ACH-000329,-0.7089032228813732
ACH-000330,-0.5302302296415861
ACH-000331,-0.9359747586813568
ACH-000332,-0.6146700387728845
ACH-000334,-0.39156432110188616
ACH-000335,-0.8622582486823352
ACH-000336,-0.7985369978754786
ACH-000337,-0.5538368428387542
ACH-000338,-0.3643683519536789
ACH-000339,-0.7423316797257221
ACH-000341,-0.9069678601678434
ACH-000348,-0.6139779899343023
ACH-000350,-0.5734634919901525
ACH-000352,-0.6358970323305891
ACH-000356,-0.5063003640077028
ACH-000361,-0.8818486167404005
ACH-000362,-0.3724878923277233
ACH-000363,-0.6088507616570091
ACH-000364,-0.4727333780696189
ACH-000365,-0.6393906453999018
ACH-000366,-0.7190590767650492
ACH-000368,-0.6612012773979109
ACH-000374,-0.5208154427280506
ACH-000375,-0.614893195382879
ACH-000376,-0.7586292363454061
ACH-000381,-0.6392592962454013
ACH-000383,-0.4975651090271931
ACH-000387,-0.4952412664599881
ACH-000389,-0.5132299505902926
ACH-000390,-0.6745627343867542
ACH-000393,-0.8393807574921729
ACH-000395,-0.4322286158852541
ACH-000396,-0.33546815563850285
ACH-000397,-0.6370627460670786
ACH-000401,-0.7535349921385487
ACH-000402,-0.5234627258654789
ACH-000403,-0.5326029087045644
ACH-000404,-0.6115386699805514
ACH-000406,-0.6559760762599536
ACH-000407,-0.6558618369985709
ACH-000408,-0.7475591016538918
ACH-000410,-0.6807985169826067
ACH-000411,-0.5915182562370065
ACH-000414,-0.5009498934131895
ACH-000415,-0.7237276224464911
ACH-000416,-0.7440118923214172
ACH-000420,-0.5921984309280507
ACH-000421,-0.6740493618168266
ACH-000424,-0.5032129726356822
ACH-000425,-0.6162734965870088
ACH-000426,-0.4370971167727272
ACH-000427,-0.28761030574218743
ACH-000433,-0.6288969623584072
ACH-000435,-0.3495950882355189
ACH-000436,-0.6396093232565909
ACH-000444,-0.6679118453004845
ACH-000445,-0.6648574209070406
ACH-000448,-0.7155058685923001
ACH-000450,-0.4511887056454027
ACH-000452,-0.769048129634326
ACH-000454,-0.7092060593103016
ACH-000458,-0.6409311278884327
ACH-000459,-0.5599703449943849
ACH-000460,-0.8078873801233807
ACH-000461,-0.2980675095538062
ACH-000463,-0.7784188340440192
ACH-000464,-0.7015682671346188
ACH-000466,-0.6676461229751165
ACH-000467,-0.6978134930105856
ACH-000468,-0.5171549955587998
ACH-000469,-0.7410271439647186
ACH-000470,-0.3946279391420768
ACH-000471,-0.5132416742356236
ACH-000472,-0.7072178443691278
ACH-000473,-0.699472930156439
ACH-000475,-0.7026104855074939
ACH-000476,-0.6139623079008122
ACH-000477,-0.8572371615048169
ACH-000479,-0.3633157711772072
ACH-000480,-0.691900517069353
ACH-000481,-0.81880994346257
ACH-000483,-0.8666682521428388
ACH-000484,-0.5661689508663934
ACH-000485,-0.4671955503313274
ACH-000486,-0.663974946126087
ACH-000487,-0.33353906351240364
ACH-000488,-0.4161674329615779
ACH-000490,-0.6307493316243794
ACH-000491,-0.4707446660179797
ACH-000495,-0.5460195189381459
ACH-000496,-0.7330233525662754
ACH-000499,-0.5664044669376868
ACH-000500,-0.6613100458831964
ACH-000502,-0.7274353136464787
ACH-000503,-0.6825743444398937
ACH-000505,-0.7436316804794916
ACH-000507,-0.6133904321131001
ACH-000510,-0.6308172353111108
ACH-000511,-0.9484848223736354
ACH-000512,-0.4110055760507025
ACH-000516,-0.7301548731361476
ACH-000517,-0.576861372595639
ACH-000518,-0.7506790080426344
ACH-000520,-0.4793309700781993
ACH-000521,-0.7296630821996828
ACH-000522,-0.6335329458655538
ACH-000524,-0.5088852807931025
ACH-000527,-0.5829607658702952
ACH-000528,-0.5819633374312789
ACH-000537,-0.7445770262360156
ACH-000541,-0.5669117638925981
ACH-000542,-0.4852872979587205
ACH-000544,-0.6286857168865216
ACH-000545,-0.6476602261080001
ACH-000547,-0.8918325937049625
ACH-000548,-0.5426835680077593
ACH-000549,-0.5650548148706105
ACH-000550,-0.7759061920630228
ACH-000552,-0.4539938147803353
ACH-000556,-1.00583332295035
ACH-000557,-0.5344123468359465
ACH-000569,-0.7606497260013502
ACH-000570,-0.6911141307303641
ACH-000571,-0.7056462964271732
ACH-000573,-0.5128857495868975
ACH-000576,-0.8023440484380561
ACH-000579,-0.6064576794048686
ACH-000580,-0.6238792531500815
ACH-000584,-0.5477558006607745
ACH-000585,-0.6602893653589041
ACH-000588,-0.8002398293317485
ACH-000589,-0.7208774934990314
ACH-000591,-0.7096715259668936
ACH-000593,-0.6042745209029549
ACH-000600,-0.7647671952132792
ACH-000601,-0.7290425455341905
ACH-000605,-0.6399119212290889
ACH-000606,-0.8014209086045344
ACH-000608,-0.5831727311448786
ACH-000614,-0.7918381351863214
ACH-000616,-0.5782499515396762
ACH-000618,-0.7925392065095846
ACH-000619,-0.7028594843260946
ACH-000620,-0.4207294368778943
ACH-000621,-0.4778958067817299
ACH-000622,-0.8669833146388952
ACH-000623,-0.7756755018895973
ACH-000624,-0.5144238863805233
ACH-000627,-0.696984817033921
ACH-000630,-0.7340964768404183
ACH-000631,-0.7613150044003272
ACH-000632,-0.7162213881116215
ACH-000633,-0.5235418722160997
ACH-000637,-0.7050330325020931
ACH-000638,-0.8595921421404473
ACH-000646,-0.2746521467001945
ACH-000647,-0.698123712090886
