,CLTA (1211)
ACH-000004,0.012700360204114771
ACH-000005,-0.22480654390802604
ACH-000007,0.19159645116558968
ACH-000009,0.21832062644210548
ACH-000011,0.3545625455658169
ACH-000012,0.020030988421021512
ACH-000013,0.004747281855810648
ACH-000014,0.1336560145098901
ACH-000015,0.1352900067950651
ACH-000017,0.06445631146568209
ACH-000018,-0.08646357251378578
ACH-000019,0.11668514503631955
ACH-000021,-0.005002021909888486
ACH-000022,-0.0011953786623895848
ACH-000025,0.11125012880163372
ACH-000028,0.13938207069314076
ACH-000030,0.035903676489974785
ACH-000035,0.024607135992515686
ACH-000036,0.3126665968533361
ACH-000037,0.14970773546182528
ACH-000039,0.15396686830484865
ACH-000040,0.2816783224723857
ACH-000041,0.24257987335058656
ACH-000042,0.004496803974961638
ACH-000045,0.188436355782851
ACH-000047,0.16240226088496085
ACH-000052,-0.13387164475027594
ACH-000053,0.02701116083236346
ACH-000054,0.13924483397897874
ACH-000055,0.2316452838761213
ACH-000060,0.223137497365452
ACH-000067,0.02810268274033824
ACH-000070,-0.0012365446048730332
ACH-000075,0.18614223336552946
ACH-000078,0.2617230997542886
ACH-000082,0.10297714541819214
ACH-000085,0.09924875221825412
ACH-000086,0.1181039300862315
ACH-000087,0.2312931642499692
ACH-000092,0.09569382095186807
ACH-000095,0.11398969463393842
ACH-000097,0.0897212198135859
ACH-000098,0.14986841466462225
ACH-000099,0.1897828059102956
ACH-000108,0.2971356111070997
ACH-000113,0.09745011313211407
ACH-000116,0.040270020423720035
ACH-000118,0.060633425927206185
ACH-000120,0.10914563153231556
ACH-000123,0.07297297771010539
ACH-000127,0.14060815660984316
ACH-000128,-0.07565344762610361
ACH-000132,0.0785354825057107
ACH-000133,0.12840506846261332
ACH-000137,-0.2078722654652484
ACH-000138,0.16237981289442868
ACH-000142,0.09989136545593352
ACH-000143,0.1964408673502928
ACH-000146,0.20376728930719856
ACH-000148,0.14894892208353758
ACH-000150,0.051188667903643806
ACH-000152,0.20677690111761707
ACH-000153,0.25772191372120923
ACH-000159,0.12735790211852868
ACH-000160,0.06580321439993038
ACH-000163,0.14557215890232145
ACH-000167,0.1261039963463551
ACH-000168,0.3419091664425916
ACH-000169,0.11625801598169933
ACH-000178,0.11451099970271457
ACH-000183,0.1795444856104139
ACH-000188,0.18784954671271714
ACH-000189,0.1251581132576323
ACH-000190,0.1045437100352293
ACH-000198,-0.03773621797228535
ACH-000203,-0.5687296952869328
ACH-000204,0.033935210234574735
ACH-000206,0.07801547094032417
ACH-000207,0.14334787552632994
ACH-000208,0.08606262989029062
ACH-000210,0.2772490042068818
ACH-000211,0.13754853023716826
ACH-000215,0.11002816740083617
ACH-000221,0.04880060277316625
ACH-000222,0.13660964541028173
ACH-000223,0.14157458732775605
ACH-000226,0.02397781374614157
ACH-000227,0.2043679087250864
ACH-000228,-0.034851954083323804
ACH-000231,0.1056856398672212
ACH-000232,0.1935125191955031
ACH-000233,0.11582041557041567
ACH-000234,0.0021839465345006573
ACH-000235,0.02907449991719189
ACH-000237,0.057412662964993075
ACH-000238,0.0977469963897134
ACH-000242,0.10884315624097016
ACH-000243,-0.01831561961829165
ACH-000244,0.13434563865894442
ACH-000246,0.036128488162719664
ACH-000248,-0.004950760171461328
ACH-000250,0.0992465981128668
ACH-000251,0.06833158358240604
ACH-000252,-0.06226047106669962
ACH-000253,0.18658345232561271
ACH-000255,0.14896190393880207
ACH-000256,0.08097168418798288
ACH-000257,0.30201504737097795
ACH-000258,0.004412994210693484
ACH-000259,0.0807390715487959
ACH-000260,0.016534371172121053
ACH-000261,0.15259362502739368
ACH-000262,0.2508504894852099
ACH-000263,0.16902191856976373
ACH-000264,0.15356176302500427
ACH-000265,0.027821984393371385
ACH-000266,0.1098071776486661
ACH-000272,0.0296888740332283
ACH-000274,0.0972871356416749
ACH-000277,-0.036723700832298416
ACH-000278,-0.06142590050755034
ACH-000279,0.1140472919140862
ACH-000280,0.007800927083580342
ACH-000281,0.029152521454714662
ACH-000288,0.10079703767794827
ACH-000291,0.10828947912762828
ACH-000293,-0.05566020696919957
ACH-000294,-0.13967927354534285
ACH-000295,0.004350682590722031
ACH-000296,0.2509713160055144
ACH-000302,0.037966589660035764
ACH-000304,0.2532573534485236
ACH-000307,0.16387465865665168
ACH-000308,0.09987551410225494
ACH-000310,0.13109296524072442
ACH-000311,0.1046734622149742
ACH-000312,0.1662371754012279
ACH-000315,0.14713728622423738
ACH-000316,0.06731116083267702
ACH-000317,0.1863693827814976
ACH-000318,-0.0021287372333634318
ACH-000319,0.16120556368362973
ACH-000320,0.3916395556826194
