,SP140L (93349)
ACH-000004,0.18413763798999996
ACH-000005,-0.0014718451068079686
ACH-000007,0.30259844126921365
ACH-000009,0.05239154669354559
ACH-000011,0.09597767086406826
ACH-000012,-0.07926915553907872
ACH-000013,0.07578786757185269
ACH-000014,0.1158739164539736
ACH-000015,0.02024642854895306
ACH-000017,0.09564010540148674
ACH-000018,0.022015686507726825
ACH-000019,0.22445693067837955
ACH-000021,0.13130457261680034
ACH-000022,0.08294234974772033
ACH-000025,0.10214683529544767
ACH-000028,0.2174713747961966
ACH-000030,0.07305008383146727
ACH-000035,0.2475717325464301
ACH-000036,0.1120321903964577
ACH-000037,0.05239536940354565
ACH-000039,0.1791150670299659
ACH-000040,-0.2647427785830868
ACH-000041,-0.12089371586782527
ACH-000042,-0.05457362217942272
ACH-000045,-0.11083708931912788
ACH-000047,-0.026984781804867488
ACH-000052,0.3310327607645959
ACH-000053,0.21590309529753124
ACH-000054,0.09793904787310187
ACH-000055,-0.008140160561434556
ACH-000060,0.06196012536050328
ACH-000067,0.074507067037504
ACH-000070,0.09781675852233378
ACH-000075,-0.07058698109040107
ACH-000078,0.05801316393846466
ACH-000082,0.047902960880235664
ACH-000085,-0.006177730048354655
ACH-000086,0.08572799273935346
ACH-000087,0.09747240113522797
ACH-000092,0.04058355242393438
ACH-000095,0.030642054624212007
ACH-000097,0.01903854436904315
ACH-000098,0.022423328605776453
ACH-000099,0.057163493603565735
ACH-000108,0.13107373024747146
ACH-000113,-0.01696214336064158
ACH-000116,-0.004244577096213475
ACH-000118,0.19020616924909206
ACH-000120,0.11911422164908768
ACH-000123,0.21564741700335865
ACH-000127,0.18164082711930715
ACH-000128,-0.020048977223033684
ACH-000132,0.127405320990888
ACH-000133,-0.023276949325736998
ACH-000137,0.22207928719068068
ACH-000138,0.06330822021092758
ACH-000142,0.16105653226610722
ACH-000143,0.2376507763420995
ACH-000146,0.12794720631731735
ACH-000148,0.17596011264645242
ACH-000150,0.08961985038847461
ACH-000152,0.1650099880879649
ACH-000153,-0.10505238511519503
ACH-000159,0.10099682667677966
ACH-000160,0.3602273907410293
ACH-000163,0.2278245172775773
ACH-000167,0.4693283579504564
ACH-000168,0.04568163446660986
ACH-000169,0.07113065242009912
ACH-000178,0.0815205501339259
ACH-000183,0.002735015011741925
ACH-000188,0.006534745070050177
ACH-000189,-0.04671602009532473
ACH-000190,0.4218491495139469
ACH-000198,-0.05541137901344821
ACH-000203,0.14327624349120285
ACH-000204,0.1084387769894067
ACH-000206,0.061444808369359526
ACH-000207,0.06905959779596213
ACH-000208,-0.18010337768752893
ACH-000210,-0.1869697728307976
ACH-000211,0.14849696226785503
ACH-000215,0.056537335362146536
ACH-000221,0.05453080616507496
ACH-000222,0.0685327556439464
ACH-000223,-0.017464225593900134
ACH-000226,0.006720926704206
ACH-000227,0.11862709842086418
ACH-000228,0.06243198979094788
ACH-000231,0.01866720642490128
ACH-000232,0.11673961468261773
ACH-000233,0.06200095390617787
ACH-000234,0.009236388209995993
ACH-000235,0.05545183630532865
ACH-000237,0.14911697197151194
ACH-000238,0.14621178065379398
ACH-000242,-0.24802739899702675
ACH-000243,0.021416141354060086
ACH-000244,0.36225184267861055
ACH-000246,0.11329603980873636
ACH-000248,0.008172985180733377
ACH-000250,0.0871291565135154
ACH-000251,-0.2749010273174808
ACH-000252,0.27580068478292663
ACH-000253,0.051774611357889314
ACH-000255,-0.025154349370137958
ACH-000256,0.07088489624494591
ACH-000257,0.4362426606009348
ACH-000258,0.2755071536153059
ACH-000259,0.03979114378465227
ACH-000260,0.13286746512507636
ACH-000261,0.06093151872493506
ACH-000262,0.3167972427933098
ACH-000263,-0.1286572397162627
ACH-000264,-0.02493461186839705
ACH-000265,0.1232522526033672
ACH-000266,0.026206115398568926
ACH-000272,0.037695951439945606
ACH-000274,0.01857166622319276
ACH-000277,0.07439133028469609
ACH-000278,0.10866472808403936
ACH-000279,0.10242335297072608
ACH-000280,-0.01579834674150156
ACH-000281,-0.023420779094785838
ACH-000288,0.06682720512195871
ACH-000291,0.04850684118411628
ACH-000293,0.09747084919245937
ACH-000294,0.030243982349119836
ACH-000295,-0.02045066368832995
ACH-000296,0.16452839553456425
ACH-000302,-0.008644162393164975
ACH-000304,-0.21808687032451565
ACH-000307,-0.042831184028776434
ACH-000308,0.11566496736872753
ACH-000310,0.11830915778209675
ACH-000311,0.1255036595476956
ACH-000312,-0.010052092517849314
ACH-000315,0.2247773276191564
ACH-000316,-0.030168178082044063
ACH-000317,-0.022084645154797414
ACH-000318,-0.016875121632928324
ACH-000319,0.2543423406716885
ACH-000320,0.013479687316624822
ACH-000322,-0.15591328370026092
ACH-000323,0.039507671603915
ACH-000324,0.08796566528334698
ACH-000329,-0.05282120206049
ACH-000330,-0.021650464565589736
ACH-000331,-0.05961259442817711
ACH-000332,-0.07001766083555883
ACH-000334,0.1223703363405538
ACH-000335,0.14679393433808147
ACH-000336,-0.12115411234580348
ACH-000337,0.07608895934764058
ACH-000338,-0.2704439881152264
ACH-000339,0.040971360094032315
ACH-000341,0.19834262981634848
ACH-000348,0.1425985105235098
ACH-000350,0.03109978143160785
ACH-000352,0.07126618576541285
ACH-000356,0.16595780494645945
ACH-000361,0.1124625505424766
ACH-000362,0.02781737479738997
ACH-000363,0.11069256762837744
ACH-000364,0.06756591313375186
ACH-000365,0.04824510112777137
ACH-000366,0.07449776880593525
ACH-000368,0.0763535480438988
ACH-000374,0.03802543815859705
ACH-000375,0.26756801959143584
ACH-000376,0.06915528044059296
ACH-000381,0.08637647027440543
ACH-000383,0.10607529522575064
ACH-000387,-0.01193600452915269
ACH-000389,0.008553085171510481
ACH-000390,0.06752867229378692
ACH-000393,0.03170006355677346
ACH-000395,0.2036441154047611
ACH-000396,0.10553752722882542
ACH-000397,0.031038162568881027
ACH-000401,0.09619671981594932
ACH-000402,-0.09503803189911192
ACH-000403,0.012944662497365358
ACH-000404,0.5051072458291533
ACH-000406,0.0825785500661815
ACH-000407,0.1099444005555726
ACH-000408,0.061489168920554074
ACH-000410,-0.041760959342491764
ACH-000411,0.04831496257055131
ACH-000414,0.06292248144076514
ACH-000415,0.06538092600858003
ACH-000416,0.1308044139708495
ACH-000420,0.050363750558672565
ACH-000421,0.1344038634118241
ACH-000424,0.22544059489625964
ACH-000425,0.018850963253629213
ACH-000426,0.1802988040484612
ACH-000427,0.09018877627800664
ACH-000433,0.08675915378692545
ACH-000435,0.2871492688801441
ACH-000436,0.06270180283850221
ACH-000444,0.024723269682604684
ACH-000445,-0.05637497174222403
ACH-000448,0.03527516508245486
ACH-000450,0.1408520990036008
ACH-000452,0.036452039232629
ACH-000454,0.20738176482616347
ACH-000458,0.08341200318717196
ACH-000459,0.010068885419000369
ACH-000460,-0.02759143148285104
ACH-000461,-0.06891656982930115
ACH-000463,0.0184448856447083
ACH-000464,0.18615824650995186
ACH-000466,0.07096993636524361
ACH-000467,0.08455132612095127
ACH-000468,0.08225294830840547
ACH-000469,0.2300787259842308
ACH-000470,0.051571707054474204
ACH-000471,0.08916312434573477
ACH-000472,0.005893580641817479
ACH-000473,0.2618942034628227
ACH-000475,0.02808386380104956
ACH-000476,0.12468052184346995
ACH-000477,-0.09567216559250798
ACH-000479,0.05046743109473093
ACH-000480,0.12142839169049847
ACH-000481,0.03143422538314767
ACH-000483,0.2079436507290956
ACH-000484,0.07469055790242203
ACH-000485,0.16299961021477447
ACH-000486,0.06732328280110966
ACH-000487,-0.049990356757410384
ACH-000488,-0.03354398893446807
ACH-000490,0.21922965068344571
ACH-000491,0.02691664978493635
ACH-000495,-0.0854182119449835
