,THTPA (79178)
ACH-000004,0.037493216480360435
ACH-000005,-0.2595929078623646
ACH-000007,-0.20714432416356116
ACH-000009,-0.19394518073729405
ACH-000011,-0.07966561411926495
ACH-000012,-0.2006477727387438
ACH-000013,-0.0132262873141583
ACH-000014,-0.2067646597055675
ACH-000015,-0.020696230602861163
ACH-000017,-0.23305744068525705
ACH-000018,-0.026108996970576
ACH-000019,-0.16155396692973162
ACH-000021,-0.14841656048487992
ACH-000022,0.008362792677663274
ACH-000025,-0.06372346130502284
ACH-000028,-0.1917154642591928
ACH-000030,-0.1248789778870351
ACH-000035,-0.07539205269414176
ACH-000036,-0.1185133884134201
ACH-000037,-0.10178407820203476
ACH-000039,-0.23830304790998874
ACH-000040,-0.03131750783398817
ACH-000041,-0.021886808766680012
ACH-000042,0.010818399523999205
ACH-000045,-0.05541960028867938
ACH-000047,-0.09971758635605844
ACH-000052,0.008036644692302664
ACH-000053,-0.22059409407693395
ACH-000054,-0.08764515505345179
ACH-000055,-0.043798013375148055
ACH-000060,-0.32136697519847923
ACH-000067,-0.2651204564656352
ACH-000070,-0.0017423661104000948
ACH-000075,-0.1751445142097693
ACH-000078,-0.05253587207142122
ACH-000082,-0.04511853219934199
ACH-000085,-0.06370225228190515
ACH-000086,-0.06597920659605801
ACH-000087,-0.08614442327872844
ACH-000092,-0.2397871757044025
ACH-000095,-0.17390456740500426
ACH-000097,-0.17995804087956965
ACH-000098,-0.18680069407621508
ACH-000099,-0.07856895071495879
ACH-000108,-0.05735364486912777
ACH-000113,-0.028037780562775328
ACH-000116,-0.12998391803727172
ACH-000118,-0.17119245538158095
ACH-000120,-0.035002584380565034
ACH-000123,-0.11131776188797868
ACH-000127,-0.06546611725019806
ACH-000128,-0.03201243012826865
ACH-000132,0.013345313629480876
ACH-000133,-0.20045725631737246
ACH-000137,-0.248756055123818
ACH-000138,-0.0032451526519837147
ACH-000142,-0.02596398725632921
ACH-000143,-0.18706559784552584
ACH-000146,-0.04008814601380773
ACH-000148,-0.0520107219076868
ACH-000150,-0.015950431343828567
ACH-000152,-0.2053497068033057
ACH-000153,0.06871095014013615
ACH-000159,-0.11621815051268802
ACH-000160,-0.33144230324282864
ACH-000163,-0.02687618859881731
ACH-000167,-0.16073342228616627
ACH-000168,-0.04715891976234885
ACH-000169,-0.14445623852046946
ACH-000178,-0.040630136260840624
ACH-000183,-0.2185299115593172
ACH-000188,-0.11239232381306233
ACH-000189,-0.5700402009195195
ACH-000190,-0.044872174189139066
ACH-000198,-0.11588603462861638
ACH-000203,-0.4494484441134325
ACH-000204,0.03189152703356836
ACH-000206,-0.1647930951998348
ACH-000207,-0.2143635195206208
ACH-000208,-0.22440763360036148
ACH-000210,0.020872990434598254
ACH-000211,-0.12318416292308045
ACH-000215,-0.10919358158981307
ACH-000221,-0.004988008173932531
ACH-000222,-0.12321525090836538
ACH-000223,-0.09446150780369483
ACH-000226,-0.18167787058371476
ACH-000227,0.10314537874243727
ACH-000228,-0.3470911094325021
ACH-000231,-0.13007788909368515
ACH-000232,-0.06061719196678653
ACH-000233,-0.008766698364111727
ACH-000234,-0.053132413300172376
ACH-000235,-0.1377123709104406
ACH-000237,0.08993764015341403
ACH-000238,-0.1542418161580969
ACH-000242,0.07743480665483528
ACH-000243,-0.1664937043695996
ACH-000244,-0.1013864923825375
ACH-000246,-0.09240164919780952
ACH-000248,0.007095958258724775
ACH-000250,-0.10548089978331693
ACH-000251,-0.15401328941171438
ACH-000252,-0.014221244823474024
ACH-000253,-0.05236923464542626
ACH-000255,-0.028371982686749682
ACH-000256,-0.17451420415620114
ACH-000257,-0.1315396686026055
ACH-000258,0.0020158677736252318
ACH-000259,-0.095619478412519
ACH-000260,-0.2191200821658063
ACH-000261,-0.12020107505860048
ACH-000262,-0.07777524803857003
ACH-000263,-0.23282410722833724
ACH-000264,-0.19821674900812752
ACH-000265,-0.06827378021945027
ACH-000266,-0.1402755999301403
ACH-000272,-0.10007029168097982
ACH-000274,-0.1367697068822592
ACH-000277,-0.0249969991491507
ACH-000278,-0.10649993667510747
ACH-000279,-0.09435473464096086
ACH-000280,-0.07352829634059309
ACH-000281,0.042068102153772984
ACH-000288,-0.04900975173210439
ACH-000291,-0.14378172063265382
ACH-000293,-0.12121136377541547
ACH-000294,-0.12871203720070262
ACH-000295,-0.08998104598336565
ACH-000296,-0.010386184694494113
ACH-000302,-0.08037584710321187
ACH-000304,-0.07626879533596401
ACH-000307,-0.044300743133000337
ACH-000308,-0.08616400139121608
ACH-000310,-0.09769233905011183
ACH-000311,-0.033787143913464955
ACH-000312,-0.050523712421878315
ACH-000315,-0.1269109351183009
ACH-000316,-0.08563069208307035
ACH-000317,-0.3170348543289772
ACH-000318,-0.3460952464701379
ACH-000319,0.026649590835552288
ACH-000320,-0.12754343306557628
ACH-000322,-0.014528641051215627
ACH-000323,-0.16724213414905584
ACH-000324,-0.10206783703657868
ACH-000329,-0.09860317348999674
ACH-000330,-0.04092647033770915
ACH-000331,-0.1437978221031034
ACH-000332,-0.08581530326184475
ACH-000334,-0.23524749779040866
ACH-000335,-0.1466589434255864
ACH-000336,0.032936175511921566
ACH-000337,-0.3287241499733607
ACH-000338,-0.049809573628571586
ACH-000339,-0.16579010803696545
ACH-000341,-0.1026665890472617
ACH-000348,-0.12049084492515405
ACH-000350,-0.04085021529772945
ACH-000352,-0.09557529133008633
ACH-000356,-0.0963349228150366
ACH-000361,-0.18664732353988733
ACH-000362,-0.1029766016296327
ACH-000363,-0.16706341168949307
ACH-000364,-0.03709510481731869
ACH-000365,-0.09459795614965004
ACH-000366,-0.17558673040660114
ACH-000368,-0.2045110944686852
ACH-000374,-0.04440487021321125
ACH-000375,-0.05209735072755412
ACH-000376,-0.1215227846309743
ACH-000381,-0.21868720315856288
ACH-000383,-0.1266938229965245
ACH-000387,-0.18225376754847206
ACH-000389,-0.08486874022785547
ACH-000390,-0.0978044638387722
ACH-000393,-0.042725211845794364
ACH-000395,-0.06405686760748837
ACH-000396,-0.3864021289243959
ACH-000397,-0.10236352189854196
ACH-000401,-0.2515440240605915
ACH-000402,-0.13254359527098014
ACH-000403,-0.28197976545380626
ACH-000404,0.12671180027438644
ACH-000406,-0.10874464737423543
ACH-000407,-0.037294122750215854
ACH-000408,-0.10590728948707752
ACH-000410,-0.07977537832389382
ACH-000411,-0.15089548175060147
ACH-000414,-0.06393812263684777
ACH-000415,-0.15227000931809306
ACH-000416,-0.05357414565208608
ACH-000420,0.03393266247772125
ACH-000421,-0.034267804717351934
ACH-000424,-0.1813579203742143
ACH-000425,-0.08701430147202617
ACH-000426,-0.03162316788513223
ACH-000427,0.060268451450446237
ACH-000433,-0.24848230323122605
ACH-000435,-0.2194872654299762
ACH-000436,-0.12046358202946104
ACH-000444,-0.047508927149834325
ACH-000445,-0.2294020579185363
ACH-000448,-0.17851146387124853
ACH-000450,-0.09438325134110302
ACH-000452,-0.08276895235516474
ACH-000454,-0.08279438210436553
ACH-000458,-0.20785258243339974
ACH-000459,-0.0192064344653254
ACH-000460,-0.12973381219899655
ACH-000461,-0.10984409169102212
ACH-000463,-0.23809010988678525
ACH-000464,0.04090337492646756
ACH-000466,-0.018389081019801672
ACH-000467,-0.1939128765678409
ACH-000468,-0.013228426899655506
ACH-000469,-0.06706474167389755
ACH-000470,-0.1866412870564994
ACH-000471,-0.17970416443580545
ACH-000472,-0.08996933298664304
ACH-000473,-0.02018092609376217
ACH-000475,-0.1968331737302091
ACH-000476,-0.18493331051948755
ACH-000477,-0.04800712032191395
ACH-000479,-0.13576386819405645
ACH-000480,-0.10203196945075133
ACH-000481,-0.2526446502866231
ACH-000483,-0.0385759973214129
ACH-000484,-0.2584670772056452
ACH-000485,-0.1920634421269651
ACH-000486,-0.2410484434090802
ACH-000487,0.005846285232521327
ACH-000488,-0.09357933513300973
ACH-000490,-0.021700389698503388
ACH-000491,-0.0197639139483584
ACH-000495,-0.139797065361049
ACH-000496,-0.010537390834047169
ACH-000499,-0.2826870373218126
ACH-000500,-0.3689793109808344
ACH-000502,-0.16205600665232262
ACH-000503,-0.1277416013212408
ACH-000505,-0.10048328268025736
ACH-000507,-0.11893141789996288
ACH-000510,-0.17245682333632326
ACH-000511,-0.1524814317519592
ACH-000512,0.059688168152961074
ACH-000516,-0.13171581300131036
ACH-000517,-0.15416324020804176
ACH-000518,0.019684031711818914
ACH-000520,-0.2692143736973708
ACH-000521,-0.0898679045956228
ACH-000522,-0.08200628506295099
ACH-000524,-0.16191607019425716
ACH-000527,-0.057058479894113265
ACH-000528,-0.06742888193271862
ACH-000537,-0.001809656680037032
ACH-000541,-0.2132659001619614
ACH-000542,-0.10507622578208232
ACH-000544,-0.22296182946476786
ACH-000545,-0.0510911714216105
ACH-000547,-0.0005548748469081599
ACH-000548,-0.11646253657486046
ACH-000549,-0.013442620832822341
ACH-000550,-0.13108714911428712
ACH-000552,-0.18469087547048302
ACH-000556,-0.07930140775285678
ACH-000557,-0.008679305506640934
ACH-000569,-0.17468259449587878
ACH-000570,-0.10066208014813996
ACH-000571,-0.19767152070630006
ACH-000573,-0.17273336911514955
ACH-000576,-0.07638908343524611
ACH-000579,-0.22021395556010076
ACH-000580,0.10072368517398726
ACH-000584,-0.15601361295838234
ACH-000585,-0.12309366645917187
ACH-000588,-0.11494542221069122
ACH-000589,-0.10939443405124777
ACH-000591,-0.16728202975511494
ACH-000593,-0.14815186121933166
ACH-000600,-0.06716410573958892
ACH-000601,-0.11081641001885162
ACH-000605,0.019732435617287408
ACH-000606,-0.13126626992130278
ACH-000608,-0.14404004981616242
ACH-000614,-0.11076794795759734
ACH-000616,0.017978389489882948
ACH-000618,-0.09587742349666707
ACH-000619,-0.17020981244657366
ACH-000620,-0.04152444329623303
ACH-000621,-0.040649046766874086
ACH-000622,-0.15302522458631884
ACH-000623,-0.2113500122898619
ACH-000624,-0.09121866219943216
ACH-000627,-0.12573407196105002
ACH-000630,-0.0674437785670904
ACH-000631,0.08010321703456197
ACH-000632,-0.17301254251923695
ACH-000633,-0.10802894248743217
ACH-000637,-0.019298994907482842
ACH-000638,-0.13472304887302824
ACH-000646,-0.1324372328299493
ACH-000647,-0.1472033571373523
ACH-000648,-0.08863091812523845
ACH-000649,-0.11607942591403543
ACH-000651,-0.005887880020781475
ACH-000652,0.06632033617484383
ACH-000653,-0.08769415465020299
ACH-000657,-0.2452506824129993
ACH-000658,0.1217493214805408
ACH-000661,-0.005665014696034689
ACH-000662,-0.2181943407336944
ACH-000663,-0.014147520497959984
ACH-000665,-0.05667463491225672
ACH-000671,-0.15430149748994912
ACH-000672,-0.5642803395074065
ACH-000673,-0.12026323725892404
ACH-000676,-0.16495705708366787
ACH-000677,-0.1655629253219783
ACH-000681,-0.08476719213333764
ACH-000683,-0.045804197633592704
ACH-000684,-0.10192333084699344
ACH-000688,-0.07707132266467037
ACH-000693,-0.11971892942179416
