,FOXA2 (3170)
ACH-000004,-0.22634424734023675
ACH-000005,0.07882310336942835
ACH-000007,-0.4467360171296278
ACH-000009,0.11897936562322226
ACH-000011,-0.316624654306792
ACH-000012,0.07404077862979881
ACH-000013,-0.0644480272119917
ACH-000014,-0.26498686261501525
ACH-000015,-0.05712247896855217
ACH-000017,-0.1301430950628705
ACH-000018,-0.3378540768585026
ACH-000019,-0.06477350029527403
ACH-000021,-0.02182698132230045
ACH-000022,0.09487140882878284
ACH-000025,-0.0654898780819212
ACH-000028,-0.1775589554882809
ACH-000030,-0.04611041988776493
ACH-000035,-0.19632003079829655
ACH-000036,-0.3835852264910497
ACH-000037,-0.03860765836221376
ACH-000039,-0.07574587896814876
ACH-000040,-0.1488695335202133
ACH-000041,-0.007071506574670259
ACH-000042,-0.1563171008442877
ACH-000045,0.10141785474012152
ACH-000047,-0.1188063042973271
ACH-000052,-0.16470692026678468
ACH-000053,-0.08896318694035457
ACH-000054,-0.20533710560423124
ACH-000055,-0.17024598532735025
ACH-000060,-0.0632512232738238
ACH-000067,-0.14811175546056995
ACH-000070,-0.08548858433994375
ACH-000075,-0.3336483491900065
ACH-000078,-0.08324929825868359
ACH-000082,-0.07471745278604254
ACH-000085,-0.2619653391084041
ACH-000086,-0.12631885483312594
ACH-000087,0.15708838439539474
ACH-000092,-0.023738306449481883
ACH-000095,-0.08087698003377099
ACH-000097,-0.26258504273733324
ACH-000098,-0.091797687164066
ACH-000099,-0.9153779438904092
ACH-000108,0.02936326069854931
ACH-000113,-0.14429422711550607
ACH-000116,-0.09172264100913144
ACH-000118,-0.040373698175567414
ACH-000120,-0.13015336650562215
ACH-000123,-0.11625307767401655
ACH-000127,-0.14436234982960475
ACH-000128,-0.17250892630054335
ACH-000132,-0.05539736119157554
ACH-000133,-0.055478102948382665
ACH-000137,-0.2789192078884226
ACH-000138,0.048905856250823915
ACH-000142,0.09464909218374376
ACH-000143,0.005048348399730884
ACH-000146,-0.1014202854809082
ACH-000148,-0.15231728220490004
ACH-000150,-0.21941113251718414
ACH-000152,-0.038046950369878665
ACH-000153,-0.029443719535158338
ACH-000159,0.08631256191066773
ACH-000160,-0.1806909190248032
ACH-000163,-0.12489262655064387
ACH-000167,0.3191834688830525
ACH-000168,-0.006906215563308185
ACH-000169,-0.12875795601363518
ACH-000178,-0.3079654534023133
ACH-000183,-0.1642220982134358
ACH-000188,0.03785905053742281
ACH-000189,-0.18055011174319213
ACH-000190,-0.08631834002737708
ACH-000198,-0.12732408106528656
ACH-000203,0.6373310697860649
ACH-000204,-0.13089889002481964
ACH-000206,-0.0992805842381876
ACH-000207,-0.24853933777260226
ACH-000208,-0.4253083524517357
ACH-000210,-0.11775167247264427
ACH-000211,-0.02037846194354033
ACH-000215,-0.10678627503444972
ACH-000221,0.02816401379250815
ACH-000222,-0.03857090026334985
ACH-000223,-0.07168918579828137
ACH-000226,-0.0691314231557923
ACH-000227,0.01956163018150684
ACH-000228,0.01128331879402331
ACH-000231,-0.14594970534023444
ACH-000232,-0.12269345370171235
ACH-000233,-0.04058600166566397
ACH-000234,-0.15965055735641512
ACH-000235,-0.12480527983923205
ACH-000237,-0.12946828744427188
ACH-000238,-0.0303585081667056
ACH-000242,-0.2945072071710418
ACH-000243,-0.5413382550230691
ACH-000244,0.11845899287511423
ACH-000246,-0.0778233363030508
ACH-000248,0.04938323214078368
ACH-000250,-0.013550279013554269
ACH-000251,-0.10063860535076764
ACH-000252,-0.2517470642408758
ACH-000253,-0.5854448924921629
ACH-000255,-0.22933696095420425
ACH-000256,0.11706934126085088
ACH-000257,-0.12035635845855525
ACH-000258,-0.15306357913017862
ACH-000259,-0.12871030177812734
ACH-000260,-0.08373012872179911
ACH-000261,-0.1003889830093324
ACH-000262,-0.1064476839875428
ACH-000263,-0.30287331860092265
ACH-000264,-0.20779195216807586
ACH-000265,-0.036064795088090164
ACH-000266,-0.013344991758515857
ACH-000272,-0.06608442105203907
ACH-000274,-0.08372697303442432
ACH-000277,-0.07108580422391705
ACH-000278,-0.4040080536541429
ACH-000279,0.13021556231759085
ACH-000280,-0.22326958825143384
ACH-000281,-0.21190899648922226
ACH-000288,-0.014520762090335627
ACH-000291,-0.2658540106321552
ACH-000293,-0.04328222571944381
ACH-000294,-0.41694990571722185
ACH-000295,-0.04066561974074713
ACH-000296,-0.18830598659580824
ACH-000302,-0.01507670002442511
ACH-000304,-0.14710738875550813
ACH-000307,-0.35139089197415857
ACH-000308,-0.16217175564073066
ACH-000310,-0.014046093206731829
ACH-000311,-0.2194885412300813
ACH-000312,-0.049647681698725486
ACH-000315,-0.20028008272883524
ACH-000316,-0.5463352656953377
ACH-000317,-0.24709409323750697
ACH-000318,-0.19828200111949335
ACH-000319,-0.12623020096102375
ACH-000320,-0.28984342126708657
ACH-000322,0.014467611934890375
ACH-000323,-0.1044040110510354
ACH-000324,-0.117283082210453
ACH-000329,-0.022670193408381032
