,ECI2 (10455)
ACH-000004,0.034408924289245885
ACH-000005,0.309667144627943
ACH-000007,0.041770054084463736
ACH-000009,-0.046787279311421785
ACH-000011,0.05539133726352775
ACH-000012,0.06726379103244266
ACH-000013,-0.031082898825982093
ACH-000014,-0.02450111494112394
ACH-000015,0.043799439342379405
ACH-000017,-0.08849486018051934
ACH-000018,-0.04400626403076864
ACH-000019,0.003355646625315841
ACH-000021,-0.016288319585651422
ACH-000022,0.04959983971202879
ACH-000025,0.008115648490609759
ACH-000028,0.04339375810075975
ACH-000030,-0.009298079132980568
ACH-000035,0.08431030014367442
ACH-000036,-0.15465941732294988
ACH-000037,0.013402653599089152
ACH-000039,-0.00030649417596537984
ACH-000040,-0.07197118281236746
ACH-000041,-0.0707435389065254
ACH-000042,-0.012872930976632956
ACH-000045,0.011661474345864242
ACH-000047,0.15487083149702047
ACH-000052,0.11442805508113832
ACH-000053,-0.06199428931194259
ACH-000054,-0.06733859545886764
ACH-000055,0.01944880571887046
ACH-000060,-0.06764032028673185
ACH-000067,-0.004733912977008942
ACH-000070,0.011969592453472616
ACH-000075,0.05008118107508341
ACH-000078,-0.09496108040728488
ACH-000082,0.02285374400397117
ACH-000085,-0.02318767083376343
ACH-000086,0.02915366059979428
ACH-000087,0.13574355325502635
ACH-000092,-0.0007549639326644241
ACH-000095,0.012950068231566416
ACH-000097,-0.034874967399218186
ACH-000098,-0.09828984839378413
ACH-000099,-0.05001117522365232
ACH-000108,0.05902825364458844
ACH-000113,-0.058997527941558325
ACH-000116,0.04373693453960628
ACH-000118,-0.035799979768704984
ACH-000120,-0.025866726068646997
ACH-000123,-0.012573848610829216
ACH-000127,-0.07502480995046237
ACH-000128,-0.03302181325733372
ACH-000132,-0.0021539785081424773
ACH-000133,0.07011832168037953
ACH-000137,-0.04933518337535423
ACH-000138,-0.06145308659585995
ACH-000142,-0.040801951034697775
ACH-000143,0.05065807443159884
ACH-000146,-0.03797264590215645
ACH-000148,-0.011668734398430362
ACH-000150,0.0488074337219067
ACH-000152,-0.002849576579995883
ACH-000153,0.0814205922964873
ACH-000159,-0.12401336956100277
ACH-000160,0.012126452005253226
ACH-000163,0.20269666684072665
ACH-000167,0.013208806227029262
ACH-000168,-0.14665780335226966
ACH-000169,0.003322548442741005
ACH-000178,0.03024912798589455
ACH-000183,-0.03980374038628683
ACH-000188,-0.10242879913803277
ACH-000189,0.13608006960670455
ACH-000190,-0.04183941245850615
ACH-000198,0.012026002351990505
ACH-000203,-0.42175029662307184
ACH-000204,0.009019590928073662
ACH-000206,-0.2884502011385288
ACH-000207,-0.08407251054425235
ACH-000208,-0.005945518565530246
ACH-000210,-0.13741022546009254
ACH-000211,-0.06001249543807316
ACH-000215,-0.03579009146662408
ACH-000221,0.044404251098830436
ACH-000222,-0.184521986183298
ACH-000223,-0.012087310388327478
ACH-000226,-0.009358915346471321
ACH-000227,0.004710235779717828
ACH-000228,0.06461354508927501
ACH-000231,0.01465199233953711
ACH-000232,-0.01877025593565158
ACH-000233,0.012454636638360871
ACH-000234,-0.11054105840793513
ACH-000235,-4.279881167984148e-05
ACH-000237,-0.041952361700482166
ACH-000238,0.0432738661806082
ACH-000242,-0.007628909198242341
ACH-000243,-0.003369817517459883
ACH-000244,0.014704624279672363
ACH-000246,-0.061112362848663525
ACH-000248,0.08400209737543365
ACH-000250,-0.07472099874419108
ACH-000251,0.10621909612494332
ACH-000252,-0.14684422044040502
ACH-000253,0.04473628164927916
ACH-000255,0.15175764010085271
ACH-000256,-0.002655752649802416
ACH-000257,-0.1466711455341996
ACH-000258,0.10576721623151353
ACH-000259,-0.0206195323369034
ACH-000260,0.056196491469948234
ACH-000261,0.02002034792986037
ACH-000262,-0.14846711844754334
ACH-000263,-0.24420681620406925
ACH-000264,0.035579167776293726
ACH-000265,0.09575329463140383
ACH-000266,-0.05051775122467397
ACH-000272,-0.16644876168872091
ACH-000274,-0.1965363423847716
ACH-000277,-0.03285681853542647
ACH-000278,0.06663908003617992
