,ACOT11 (26027)
ACH-000004,-0.14379209148118674
ACH-000005,-0.346770764316378
ACH-000007,0.07060017239133362
ACH-000009,-0.1447224784584805
ACH-000011,0.09183487807477546
ACH-000012,0.09883967611997473
ACH-000013,-0.05627643998715474
ACH-000014,-0.1635625649854441
ACH-000015,-0.01310041227981147
ACH-000017,0.03456002873435926
ACH-000018,0.10225139221945737
ACH-000019,-0.10918041043792463
ACH-000021,0.05115651644367896
ACH-000022,0.1052162077130636
ACH-000025,-0.06872050004684863
ACH-000028,0.05367622645521918
ACH-000030,-0.05291825500555763
ACH-000035,-0.1128081776583876
ACH-000036,0.03357805630942544
ACH-000037,0.01388461587538782
ACH-000039,-0.09593729587634572
ACH-000040,0.09110895125253184
ACH-000041,-0.05475875610986952
ACH-000042,-0.08445047204320656
ACH-000045,0.03747465923501839
ACH-000047,0.06572353624872956
ACH-000052,-0.15846606227664192
ACH-000053,-0.11629731882709393
ACH-000054,-0.06551163998495795
ACH-000055,-0.30744984111598594
ACH-000060,-0.17807596163338624
ACH-000067,-0.040581070683279465
ACH-000070,-0.14911915721752186
ACH-000075,-0.015185968187744902
ACH-000078,-0.025549477262818837
ACH-000082,-0.02489530745405055
ACH-000085,-0.0340057635570774
ACH-000086,-0.05007459557950318
ACH-000087,-0.2010794832264745
ACH-000092,-0.0934591445639715
ACH-000095,0.06604799825533096
ACH-000097,0.06425187237254629
ACH-000098,-0.08132629431957268
ACH-000099,-0.16070535234939207
ACH-000108,-0.059087379488158766
ACH-000113,0.02015515978649297
ACH-000116,0.02332093706465168
ACH-000118,0.05550713075579037
ACH-000120,-0.07929061118273042
ACH-000123,0.022983480663250018
ACH-000127,0.0422566601744228
ACH-000128,-0.1176281618090063
ACH-000132,0.008383687940914548
ACH-000133,-0.12875753455688424
ACH-000137,-0.08189176619450413
ACH-000138,0.051628108400423416
ACH-000142,-0.013178572471315408
ACH-000143,-0.01100704761867598
ACH-000146,-0.0738583312965332
ACH-000148,0.048000408292758014
ACH-000150,-0.010959772300035602
ACH-000152,0.03329383655194377
ACH-000153,0.08743518962226786
ACH-000159,-0.015694662688135252
ACH-000160,0.036674129269739286
ACH-000163,-0.006402853767061572
ACH-000167,0.09463553563538987
ACH-000168,0.1171623342456122
ACH-000169,-0.14533171001813774
ACH-000178,-0.0934688010431962
ACH-000183,-0.06940898147175993
ACH-000188,-0.16840228679488947
ACH-000189,0.12109091592103675
ACH-000190,-0.19456319671494468
ACH-000198,-0.16874775258984334
ACH-000203,-0.21844751124324496
ACH-000204,-0.10904412683903253
ACH-000206,-0.20104030352301866
ACH-000207,-0.11013707370619398
ACH-000208,-0.1983225428781942
ACH-000210,0.01662654417094879
ACH-000211,0.11728347982160288
ACH-000215,-0.1303897621784917
ACH-000221,-0.009041904231841454
ACH-000222,-0.10870670055330643
ACH-000223,-0.014088289396886352
ACH-000226,-0.06509705067359603
ACH-000227,-0.06337354215952748
ACH-000228,-0.07728393449035377
ACH-000231,0.031867146840991206
ACH-000232,-0.09764395400207683
ACH-000233,0.24664348256873034
ACH-000234,-0.02848081097715891
ACH-000235,-0.06394348439273971
ACH-000237,-0.029431314113013182
