,GHDC (84514)
ACH-000004,-0.14570152341557693
ACH-000005,0.06176923093209322
ACH-000007,0.0811482216591524
ACH-000009,-0.13344755722854615
ACH-000011,0.044968035726136495
ACH-000012,-0.05322812131521474
ACH-000013,-0.04428260965757862
ACH-000014,0.1129674572902369
ACH-000015,0.05415390915738436
ACH-000017,0.0547545075138756
ACH-000018,0.14686017829388
ACH-000019,0.12332500368642794
ACH-000021,0.09714207866830728
ACH-000022,0.049237097805926035
ACH-000025,0.11262594513526522
ACH-000028,0.13658807972091075
ACH-000030,0.05089050151913732
ACH-000035,-0.1298076513485836
ACH-000036,0.022549280328619033
ACH-000037,0.15027279809312516
ACH-000039,0.1291705276412488
ACH-000040,-0.04205925451174724
ACH-000041,0.08427886296413763
ACH-000042,0.08236388573795002
ACH-000045,-0.07883711224528618
ACH-000047,-0.04589598619075253
ACH-000052,0.07207336626159433
ACH-000053,0.07182153561603785
ACH-000054,-0.0018561547112718442
ACH-000055,0.1387873582984588
ACH-000060,0.00708343159245887
ACH-000067,0.04320599577124146
ACH-000070,-0.0060736644031461895
ACH-000075,-0.01188878374969335
ACH-000078,0.12020545574763407
ACH-000082,-0.006177905853195387
ACH-000085,0.12862531752738945
ACH-000086,0.12494959753952033
ACH-000087,-0.07102865801639059
ACH-000092,-0.017932400556041953
ACH-000095,-0.054955989963494815
ACH-000097,-0.002253314859493047
ACH-000098,0.1282260803962265
ACH-000099,0.031113915370735837
ACH-000108,0.06593187928093026
ACH-000113,0.09728373611111044
ACH-000116,0.0020424043423686493
ACH-000118,0.058206217655938086
ACH-000120,-0.03959412205747734
ACH-000123,-0.03636322365419108
ACH-000127,0.1997248288202872
ACH-000128,0.019744579941311804
ACH-000132,0.03231805687024946
ACH-000133,0.01634741420083153
ACH-000137,-0.008861640176567705
ACH-000138,0.10727740514555056
ACH-000142,-0.10924360711619044
ACH-000143,0.1955804531463486
ACH-000146,0.0973497922934762
ACH-000148,0.08473399844702967
ACH-000150,-0.10395326813559104
ACH-000152,-0.04016812963992519
ACH-000153,-0.033069755833678695
ACH-000159,0.07975715466454243
ACH-000160,0.057275420796340966
ACH-000163,0.1699518631944968
ACH-000167,0.11788590079996775
ACH-000168,0.2138515359078858
ACH-000169,0.07627513804405706
ACH-000178,-0.012345783057674418
ACH-000183,-0.14552623354980024
ACH-000188,-0.0463940502634574
ACH-000189,-0.019385175700407528
ACH-000190,0.014793165858703553
ACH-000198,-0.0031457021721421896
ACH-000203,0.07371655174709503
ACH-000204,0.10986912532323098
ACH-000206,0.10422407780729824
ACH-000207,0.09528095447768246
ACH-000208,0.02168174835329296
ACH-000210,0.1014772427862289
ACH-000211,-0.00818767033668287
ACH-000215,0.09933707090082687
ACH-000221,0.1525773368982236
ACH-000222,0.0712448537996329
ACH-000223,0.07596600130939199
ACH-000226,0.06557502779689386
ACH-000227,0.07443329332167248
ACH-000228,-0.06650967491127696
ACH-000231,-0.07342315294859014
ACH-000232,0.1901374101368757
ACH-000233,0.15524771415656627
ACH-000234,0.022739784216978524
ACH-000235,0.04435996933821579
ACH-000237,0.08774896345699718
ACH-000238,0.02034297506153045
ACH-000242,0.2767599968103249
ACH-000243,-0.025818567780003968
ACH-000244,-0.05352683526689428
ACH-000246,0.09665751797212617
ACH-000248,-0.25647999640451713
ACH-000250,0.0009408236419076783
ACH-000251,-0.09464671294102378
ACH-000252,0.07657553858864857
ACH-000253,0.0597846174426425
ACH-000255,0.02670365635055983
ACH-000256,-0.17147205806316151
ACH-000257,-0.05392188302407763
ACH-000258,-0.04765436028422385
ACH-000259,0.055321697293169984
ACH-000260,0.06628238554990279
ACH-000261,0.0573756143739758
ACH-000262,0.09454445352650152
ACH-000263,0.1669974644067592
ACH-000264,-0.012626081750346735
ACH-000265,0.04427644599389525
ACH-000266,0.06198924988596832
ACH-000272,0.0949973392739235
ACH-000274,-0.06939197152312676
ACH-000277,0.100004820184045
ACH-000278,0.01367277760766572
ACH-000279,0.11678801729046533
ACH-000280,0.04937151278678688
ACH-000281,0.067483064850549
ACH-000288,-0.03964845809150632
ACH-000291,-0.020626246198991643
ACH-000293,0.007078410949189958
ACH-000294,-0.008985002442473647
ACH-000295,0.03139739137329349
ACH-000296,-0.031653395145216534
ACH-000302,0.061812514857952465
ACH-000304,0.13683700556544992
ACH-000307,0.11262219058853427
ACH-000308,0.09086725103180192
ACH-000310,0.17380064369579135
ACH-000311,0.22105395505735356
ACH-000312,-0.018928583121887468
ACH-000315,0.06954430516928155
ACH-000316,0.026008616956431432
ACH-000317,0.13199801256255475
ACH-000318,0.105313321370878
ACH-000319,0.022105654295396588
ACH-000320,-0.03182435457687314
ACH-000322,0.06916191276607872
ACH-000323,-0.033627883983253545
ACH-000324,-0.0248685043650527
ACH-000329,0.01824109162143705
ACH-000330,-0.03481221925975188
ACH-000331,0.03338697404321818
ACH-000332,0.08741527649005748
ACH-000334,0.06253902725072727
ACH-000335,0.11544884228718005
ACH-000336,0.0716267776804819
ACH-000337,0.12965165165091105
ACH-000338,0.043753258321987634
ACH-000339,0.0834810807149109
ACH-000341,0.226728958016911
ACH-000348,0.05065923901576034
ACH-000350,0.02357042802976236
ACH-000352,0.07208473367335606
ACH-000356,-0.0831893108813711
ACH-000361,0.011161815887765979
ACH-000362,0.03850492114214745
ACH-000363,0.0992669686323136
ACH-000364,0.01718200538074166
ACH-000365,0.05175419763328944
ACH-000366,0.1465565730172366
ACH-000368,0.12747437322993185
ACH-000374,0.1291234935554433
ACH-000375,-0.11899544235952025
ACH-000376,0.04829510339898757
ACH-000381,0.001945036558480844
ACH-000383,0.10425453549984537
