,CHRNA7 (1139)
ACH-000004,-0.14193234223048087
ACH-000005,-0.3423066989756532
ACH-000007,-0.09735793563666427
ACH-000009,-0.2155155704925228
ACH-000011,-0.09401578583670253
ACH-000012,-0.1454796312094173
ACH-000013,-0.1035971721907352
ACH-000014,-0.1465539136443494
ACH-000015,-0.07358893648819419
ACH-000017,-0.025993166574800664
ACH-000018,0.14676064784145784
ACH-000019,0.12561807938806954
ACH-000021,-0.05615898934020053
ACH-000022,-0.10923950696538537
ACH-000025,-0.08391032953783185
ACH-000028,0.09695188716262904
ACH-000030,-0.07661446079745751
ACH-000035,-0.049684658702936806
ACH-000036,0.029181023982374973
ACH-000037,0.008694785321780118
ACH-000039,-0.1077083792305629
ACH-000040,0.024772453213448845
ACH-000041,0.02320651203462104
ACH-000042,0.10519527539235854
ACH-000045,-0.1002518467379618
ACH-000047,-0.08663060784910946
ACH-000052,-0.18822997029580094
ACH-000053,-0.1899233145014165
ACH-000054,-0.1585545346619776
ACH-000055,-0.06649441619600005
ACH-000060,-0.13851873728458836
ACH-000067,-0.003825622427766469
ACH-000070,-0.0979610448404641
ACH-000075,-0.0749935455046078
ACH-000078,-0.16143826101477227
ACH-000082,-0.22321607969644874
ACH-000085,0.09081730011659056
ACH-000086,-0.02427652243305988
ACH-000087,0.04005778036875653
ACH-000092,-0.0656103287479415
ACH-000095,-0.07576738456986537
ACH-000097,-0.1010533027143082
ACH-000098,-0.01669971649432325
ACH-000099,-0.04791427604983888
ACH-000108,-0.06919629250960939
ACH-000113,-0.18936826052851816
ACH-000116,-0.13681725336682096
ACH-000118,-0.030106955424583123
ACH-000120,-0.1054488603590613
ACH-000123,-0.09235433222904132
ACH-000127,-0.11424500389260173
ACH-000128,-0.07680802199795979
ACH-000132,-0.08236656592152687
ACH-000133,-0.02526779510348669
ACH-000137,-0.05668928906098392
ACH-000138,0.0370521111210456
ACH-000142,0.04237561106447667
ACH-000143,0.014761536752529404
ACH-000146,-0.168083411623573
ACH-000148,-0.0600881631729261
ACH-000150,-0.09269058230588938
ACH-000152,-0.16311797707275247
ACH-000153,-0.11800150621346744
ACH-000159,-0.11736673448139112
ACH-000160,-0.1940132265677225
ACH-000163,-0.10515625831057752
ACH-000167,-0.4289350256104534
ACH-000168,-0.2051953993782836
ACH-000169,-0.08275643556551608
ACH-000178,-0.1194131346713302
ACH-000183,-0.12800283646787808
ACH-000188,-0.13691341272676666
ACH-000189,-0.1620210479763861
ACH-000190,-0.10074859785873114
ACH-000198,-0.10297078773499613
ACH-000203,-0.3385970594058553
ACH-000204,-0.04428033225747211
ACH-000206,-0.16950830947107676
ACH-000207,0.054537343503997665
ACH-000208,-0.2118575252876305
ACH-000210,-0.11007434575951082
ACH-000211,-0.02844679021841922
ACH-000215,-0.08896412384757889
ACH-000221,-0.04685975849806755
ACH-000222,-0.050011597054492665
ACH-000223,-0.21634529517224133
ACH-000226,-0.1755197436825853
ACH-000227,-0.10810148172801567
ACH-000228,-0.10792756161856724
ACH-000231,-0.08373198671646424
ACH-000232,-0.021413626833678347
ACH-000233,-0.10594889237108944
ACH-000234,-0.07766068056079044
ACH-000235,-0.1575336267145375
ACH-000237,-0.1546239489749774
ACH-000238,-0.03703289348605805
ACH-000242,0.12451289637274482
ACH-000243,-0.17396820685768358
ACH-000244,-0.31863459110958753
ACH-000246,0.01292102555934398
ACH-000248,-0.02042781975221845
ACH-000250,-0.09509400584595362
ACH-000251,0.10366086138595322
ACH-000252,-0.08312835044316014
ACH-000253,-0.06837299614158744
ACH-000255,-0.25044231603081185
ACH-000256,-0.18340792596090644
ACH-000257,-0.4156945658703653
ACH-000258,-0.40978640907185293
ACH-000259,0.0036808112791534343
ACH-000260,-0.1573177126118467
ACH-000261,-0.1975327595090034
ACH-000262,-0.14464060411943047
ACH-000263,-0.24036664428334986
ACH-000264,-0.03478219805324123
ACH-000265,-0.15144872221591507
ACH-000266,-0.12188780041536565
ACH-000272,-0.21781148179665916
ACH-000274,-0.12633964325882066
ACH-000277,0.035879569994840065
ACH-000278,-0.06307710907480313
ACH-000279,-0.14884953738719675
ACH-000280,-0.03087034683731427
ACH-000281,0.06973441601012557
ACH-000288,-0.14752495588537054
ACH-000291,-0.17948540132163324
ACH-000293,0.010980275110145828
ACH-000294,-0.2498740790955981
ACH-000295,-0.10866007474134366
ACH-000296,-0.3933047699150788
ACH-000302,-0.16983236373551344
ACH-000304,-0.2315873627198062
ACH-000307,-0.02064967367310339
ACH-000308,-0.07573049629983115
ACH-000310,-0.2210048306621254
ACH-000311,-0.042828537481533514
ACH-000312,-0.04690539336308645
ACH-000315,-0.3238793660841197
ACH-000316,-0.1606313269457796
ACH-000317,0.10002731713151364
ACH-000318,0.0418195909167935
ACH-000319,-0.24679453419055655
ACH-000320,-0.132691446497925
ACH-000322,0.13244108791645046
ACH-000323,-0.014827145037763056
