,TACO1 (51204)
ACH-000004,-0.19841525889132705
ACH-000005,0.08588268863554914
ACH-000007,-0.11156311957275383
ACH-000009,-0.2027993111454064
ACH-000011,-0.0036307552180340477
ACH-000012,-0.18570454221990096
ACH-000013,-0.10480369504732852
ACH-000014,-0.09656440910671203
ACH-000015,-0.15461925240990948
ACH-000017,-0.10868398280807684
ACH-000018,-0.08507417453726368
ACH-000019,-0.2015725199545171
ACH-000021,-0.1374134617182947
ACH-000022,-0.1375768646893247
ACH-000025,-0.13421074809824934
ACH-000028,-0.1905605709229132
ACH-000030,-0.15962302366283246
ACH-000035,-0.2809314101875756
ACH-000036,0.003074202179122233
ACH-000037,-0.26970008242066595
ACH-000039,-0.42129942966808986
ACH-000040,-0.2843087361802763
ACH-000041,-0.15060094117155046
ACH-000042,-0.05972143854545218
ACH-000045,-0.11640793242663705
ACH-000047,-0.06806409863065414
ACH-000052,-0.05215634089946033
ACH-000053,-0.09559825479241077
ACH-000054,-0.157373460413992
ACH-000055,0.15040588870428326
ACH-000060,-0.22234499650755649
ACH-000067,-0.2213430375611029
ACH-000070,-0.12224883034032072
ACH-000075,-0.04434735049916717
ACH-000078,-0.19226900552902826
ACH-000082,-0.009817239952376587
ACH-000085,-0.019331077003673498
ACH-000086,-0.15490904376160944
ACH-000087,-0.1767295916202101
ACH-000092,-0.1961862331205563
ACH-000095,-0.21628817968159186
ACH-000097,-0.08197655662435299
ACH-000098,-0.11832206023791317
ACH-000099,-0.14970848339278836
ACH-000108,-0.08959354387389508
ACH-000113,-0.5715543597229089
ACH-000116,-0.1420658115409397
ACH-000118,-0.2393651308566853
ACH-000120,-0.2347175620773556
ACH-000123,-0.16565236508789746
ACH-000127,-0.06719707721420716
ACH-000128,-0.3397091360663137
ACH-000132,-0.1902684475906282
ACH-000133,-0.07619017606182013
ACH-000137,-0.02846301976298285
ACH-000138,-0.05620631580231784
ACH-000142,-0.2592169926448843
ACH-000143,-0.16640115186580498
ACH-000146,-0.2233242189127581
ACH-000148,-0.2847694876246089
ACH-000150,-0.2157667057523154
ACH-000152,-0.2017138416008622
ACH-000153,0.07386274629114717
ACH-000159,-0.06214297558945767
ACH-000160,-0.16405651604325575
ACH-000163,-0.10286927141532527
ACH-000167,-0.3070725545645116
ACH-000168,0.1266997593397993
ACH-000169,-0.09287398047972903
ACH-000178,-0.006602936887491531
ACH-000183,-0.13885255525062226
ACH-000188,-0.06381150561460901
ACH-000189,0.12803520036314198
ACH-000190,-0.12941772343094554
ACH-000198,-0.18800407078195824
ACH-000203,-0.20914472259380648
ACH-000204,-0.04673527319725202
ACH-000206,-0.07681067866784949
ACH-000207,-0.08670979395582512
ACH-000208,0.13643322810072914
ACH-000210,-0.30387822777304885
ACH-000211,-0.15821239881051646
ACH-000215,-0.07031699013957134
ACH-000221,-0.0761621137582389
ACH-000222,0.2402383908652883
ACH-000223,-0.15455895319223042
ACH-000226,-0.15834596313166746
ACH-000227,-0.16004467885969853
ACH-000228,-0.14405251201551594
ACH-000231,-0.10144703510445348
ACH-000232,-0.05492467989172633
ACH-000233,-0.014839937246797457
ACH-000234,-0.10215734220363493
ACH-000235,-0.11967470753301387
ACH-000237,-0.0760297578403027
ACH-000238,-0.09316063494178846
ACH-000242,-0.09585725194324682
ACH-000243,-0.1483833837386408
ACH-000244,-0.03002172682398265
ACH-000246,-0.18083047354648285
ACH-000248,-0.2491527984539004
ACH-000250,-0.046385021812336266
ACH-000251,-0.08149273175380405
ACH-000252,-0.1899739314825132
ACH-000253,-0.1653814594538868
ACH-000255,-0.11888690861037295
ACH-000256,-0.214718527790186
ACH-000257,-0.2393294052138755
ACH-000258,-0.14023533322132312
ACH-000259,-0.15653852097977908
ACH-000260,-0.032985811196942064
ACH-000261,-0.15642774647050164
ACH-000262,0.003434648577675625
ACH-000263,-0.27812615575231986
ACH-000264,0.00862775377519144
ACH-000265,-0.2199431079454514
ACH-000266,-0.15816629779128502
ACH-000272,-0.1397736227064691
ACH-000274,-0.15543662396542815
ACH-000277,-0.10195928107516093
ACH-000278,-0.2313424872791867
ACH-000279,-0.10878940765291817
ACH-000280,0.03998815836782281
ACH-000281,-0.09680971881794788
ACH-000288,-0.15305502592763814
ACH-000291,-0.0771408394608916
ACH-000293,-0.061708309207940334
ACH-000294,-0.07309464427571573
ACH-000295,-0.4029270862820313
ACH-000296,-0.2125986363688664
ACH-000302,0.021932382410992404
ACH-000304,-0.045602309318887216
ACH-000307,-0.11768681869093298
ACH-000308,-0.04419716794668595
ACH-000310,-0.28209412509492704
ACH-000311,-0.020945433270052084
ACH-000312,-0.17463342154198144
ACH-000315,-0.07306894772773037
ACH-000316,-0.017880930877885733
ACH-000317,-0.08463256743779649
ACH-000318,-0.2168698015603404
ACH-000319,-0.18551768073741587
ACH-000320,-0.03017505956400946
ACH-000322,0.027217514095094188
ACH-000323,-0.21903305292274375
ACH-000324,-0.15966941691520514
ACH-000329,-0.15440528029327444
ACH-000330,-0.26767377503511425
ACH-000331,-0.21362465772065592
ACH-000332,-0.11382773423468405
ACH-000334,-8.259950537255256e-05
ACH-000335,-0.15858833089742114
ACH-000336,-0.14665036734154346
ACH-000337,-0.28706568894837264
ACH-000338,-0.8213978277602171
ACH-000339,-0.05721027354736009
ACH-000341,-0.0259409033880804
ACH-000348,-0.11570179578315605
ACH-000350,-0.0584546840825956
ACH-000352,-0.06746543067562141
ACH-000356,-0.10391536278441282
ACH-000361,0.1920381012144344
ACH-000362,-0.01486778720576469
ACH-000363,-0.12169493368761244
ACH-000364,-0.19788651177632172
ACH-000365,-0.3576549389197381
ACH-000366,-0.021577019915403468
ACH-000368,-0.18500197531324056
ACH-000374,-0.060166272298912964
ACH-000375,-0.05875784835110979
ACH-000376,-0.20449754362766048
ACH-000381,-0.2551593897075378
ACH-000383,-0.06676645410545462
ACH-000387,-0.2485326273297513
ACH-000389,0.1493154805510001
ACH-000390,-0.22503516664600012
ACH-000393,-0.004714689696923219
ACH-000395,-0.10328120892417672
ACH-000396,-0.15877556574349094
ACH-000397,-0.060081171162211074
ACH-000401,-0.1343603551945306
ACH-000402,0.2836901514928908
ACH-000403,-0.2538322970463797
ACH-000404,0.049179513847359684
ACH-000406,-0.13849903449798567
ACH-000407,-0.2979410081120289
ACH-000408,-0.06925050951431319
ACH-000410,-0.21625371384377365
ACH-000411,0.05852951365361535
ACH-000414,0.02502187919745565
ACH-000415,-0.09913199363195142
ACH-000416,-0.12475854709130685
ACH-000420,-0.17597558854998013
ACH-000421,-0.12060965912138225
ACH-000424,-0.1720407634108239
ACH-000425,-0.0443361608287721
ACH-000426,-0.051623061512918574
ACH-000427,0.028990529316819176
ACH-000433,-0.108634791931805
ACH-000435,-0.12355022176426247
ACH-000436,-0.026359020974734432
ACH-000444,-0.09245989979086314
ACH-000445,-0.21508460282632288
ACH-000448,-0.015078101243140875
ACH-000450,-0.12870385798916606
ACH-000452,-0.10962241397818254
ACH-000454,-0.053036679414636
ACH-000458,-0.0745079476506669
ACH-000459,0.13366964792648076
ACH-000460,-0.2075297259588768
ACH-000461,-0.15063977365943662
ACH-000463,-0.06421533655121298
ACH-000464,-0.08584626258722948
ACH-000466,-0.2484808528919311
ACH-000467,-0.08799311363892552
ACH-000468,-0.2029808318703233
ACH-000469,-0.039408056982443415
ACH-000470,-0.03388815540197558
ACH-000471,-0.006907528537873215
ACH-000472,-0.034471733618759215
ACH-000473,-0.05390360223154545
ACH-000475,-0.09405195320608087
ACH-000476,-0.17896545859246768
ACH-000477,-0.12535369689387024
ACH-000479,-0.2531105814061164
ACH-000480,-0.17133877797167585
ACH-000481,-0.06521685827678833
ACH-000483,-0.11117293769393402
ACH-000484,-0.14268613592247548
ACH-000485,-0.019283692786319268
ACH-000486,-0.06949508768591782
ACH-000487,-0.11316686826891333
ACH-000488,-0.2422373930199131
ACH-000490,-0.026192219925336463
ACH-000491,-0.2624161782345865
ACH-000495,0.06652974143135015
ACH-000496,-0.009681514887871764
ACH-000499,-0.12394948641942563
ACH-000500,0.07029110977241132
ACH-000502,0.0060030860592245145
ACH-000503,-0.08498275428902219
ACH-000505,-0.1824188376671084
ACH-000507,-0.11187066533226712
ACH-000510,-0.15371214440841408
ACH-000511,-0.04579155988941603
ACH-000512,-0.2576837092578685
ACH-000516,-0.12010004802950228
ACH-000517,-0.18578358965914632
ACH-000518,-0.09225037682325207
ACH-000520,-0.2579623293862677
ACH-000521,-0.019435720449422492
ACH-000522,-0.04091514393660495
ACH-000524,-0.2405764072701729
ACH-000527,-0.07706862903903829
ACH-000528,-0.23375444771562384
ACH-000537,-0.1165815109385518
ACH-000541,0.2491762849473909
ACH-000542,-0.15002625843280393
ACH-000544,-0.08017997524076675
ACH-000545,-0.21927936615523405
ACH-000547,-0.09022739838018463
ACH-000548,-0.12309184655575058
ACH-000549,0.0068005831140467545
ACH-000550,-0.11382534531615507
ACH-000552,-0.28134533491144953
ACH-000556,-0.07308629541776371
ACH-000557,-0.1153091950099247
ACH-000569,0.2964164577330011
ACH-000570,-0.1978404082079108
ACH-000571,-0.2128603159285612
ACH-000573,-0.04860282923498382
ACH-000576,0.1509215270221225
ACH-000579,-0.01634354699003427
ACH-000580,0.03557202574104513
ACH-000584,-0.13441887641344213
ACH-000585,0.011529559427462891
ACH-000588,-0.21601248374318355
ACH-000589,-0.08804333802381906
ACH-000591,-0.07381243149926296
ACH-000593,-0.2389018754778031
