,CUL3 (8452)
ACH-000004,-0.4541716753990468
ACH-000005,-0.4243705268404173
ACH-000007,-0.4438487706915267
ACH-000009,-0.4209917354641847
ACH-000011,-0.2425144875870776
ACH-000012,-0.6099766635246482
ACH-000013,-0.3177271350872025
ACH-000014,-0.4275940523714916
ACH-000015,-0.35715055740272084
ACH-000017,-0.5687934265846543
ACH-000018,-0.3018804745111719
ACH-000019,-0.4097460766200221
ACH-000021,-0.4550997796469472
ACH-000022,-0.5918336989757883
ACH-000025,-0.3945824133134652
ACH-000028,-0.5679238029592891
ACH-000030,-0.2808551841853336
ACH-000035,-0.4812866391837986
ACH-000036,-0.4432102251607519
ACH-000037,-0.3264812456723275
ACH-000039,-0.5729475163679797
ACH-000040,-0.3945408743026689
ACH-000041,-0.44772712713120427
ACH-000042,-0.302223403051232
ACH-000045,-0.3533426519352028
ACH-000047,-0.7176569220587296
ACH-000052,-0.514539877021491
ACH-000053,-0.5780051196466811
ACH-000054,-0.6333515360151593
ACH-000055,-0.512366870769522
ACH-000060,-0.025599530720467226
ACH-000067,-0.19286583162911214
ACH-000070,-0.20055890621705405
ACH-000075,-0.6457060741804266
ACH-000078,-0.3921579539560969
ACH-000082,-0.20296424150154269
ACH-000085,-0.4204641813673627
ACH-000086,-0.4915665587828146
ACH-000087,-0.5818020545586413
ACH-000092,-0.1975045564863459
ACH-000095,-0.3318801115057392
ACH-000097,-0.5220213570428606
ACH-000098,0.4331599269707092
ACH-000099,-0.5402703234147676
ACH-000108,-0.6208206252071493
ACH-000113,-0.23033755300945
ACH-000116,-0.3442301046849737
ACH-000118,-0.3102253334181244
ACH-000120,-0.26976907103738273
ACH-000123,-0.4044355231329261
ACH-000127,-0.4756379962749016
ACH-000128,-0.4091114745944347
ACH-000132,-0.16243530866886752
ACH-000133,-0.5978447980758597
ACH-000137,-0.12772166106582547
ACH-000138,-0.4037065190686464
ACH-000142,-0.2059399716440185
ACH-000143,-0.36238330473291946
ACH-000146,-0.38684925195756537
ACH-000148,-0.5140119424812754
ACH-000150,-0.4367448463541993
ACH-000152,-0.37349693594129496
ACH-000153,-0.40776241159348026
ACH-000159,-0.7884479385686511
ACH-000160,-0.2993115417810699
ACH-000163,-0.4808827746517798
ACH-000167,-0.04162909795260164
ACH-000168,-0.4476451354003976
ACH-000169,-0.262350474575919
ACH-000178,-0.5132836111822003
ACH-000183,-0.42273703571155175
ACH-000188,-0.4055110835158781
ACH-000189,-0.2256006128129293
ACH-000190,-0.8855804039447469
ACH-000198,-0.241911046855298
ACH-000203,-0.4574943134968022
ACH-000204,-0.5043932503524174
ACH-000206,-0.3784452353006748
ACH-000207,0.09082924735611957
ACH-000208,-0.5742793009197824
ACH-000210,-0.4594331582549643
ACH-000211,-0.5172779100283561
ACH-000215,-0.3884128769244244
ACH-000221,-0.2460340622489101
ACH-000222,-0.14475734723453024
ACH-000223,-0.5754333205558586
ACH-000226,-0.39044455724103455
ACH-000227,-0.3294158916524157
ACH-000228,-0.08160651242575638
ACH-000231,-0.5048720053127204
ACH-000232,-0.05759298409659356
ACH-000233,-0.5025175588976616
ACH-000234,-0.5764705015152225
ACH-000235,-0.19903393869698816
ACH-000237,-0.4356881687137183
ACH-000238,-0.3916435013960679
ACH-000242,-0.5571255472723617
ACH-000243,-0.517083607798876
ACH-000244,-0.35644179400631903
ACH-000246,0.007815715672847858
ACH-000248,-0.5035612369535
ACH-000250,-0.4222469808815879
ACH-000251,-0.2068368463217164
ACH-000252,-0.6251820760522091
ACH-000253,-0.6488828144420582
ACH-000255,-0.4770141097391477
ACH-000256,-0.6882360523883081
ACH-000257,-0.3288632548233457
ACH-000258,-0.5106951063638727
ACH-000259,-0.47873917762220203
ACH-000260,-0.4639658666884177
ACH-000261,-0.5291687287181935
ACH-000262,-0.2973969476924321
ACH-000263,-0.3843067657931383
ACH-000264,-0.6485547071710395
ACH-000265,-0.30987572177521244
ACH-000266,-0.05697594247685344
ACH-000272,-0.03366697153492308
ACH-000274,0.07115418635751161
ACH-000277,-0.4707783310256299
ACH-000278,-0.5011971943569357
ACH-000279,-0.5064101019911784
ACH-000280,0.4895193493617961
ACH-000281,-0.4968935202224037
ACH-000288,-0.6010992436155949
ACH-000291,-0.5959952620148359
ACH-000293,-0.2691445942136105
ACH-000294,-0.4257379907018937
ACH-000295,-0.38579914249153496
ACH-000296,-0.577416189984861
ACH-000302,-0.5456044176998771
ACH-000304,-0.4608238799221922
ACH-000307,-0.23211565415179056
ACH-000308,-0.12815679702234645
ACH-000310,-0.3609492310819181
ACH-000311,-0.12950324670000368
ACH-000312,-0.39297327210501215
ACH-000315,-0.4084410210022159
ACH-000316,-0.3197036159136462
ACH-000317,-0.7015238124556459
ACH-000318,-0.03662628777933952
ACH-000319,-0.4902545208557951
ACH-000320,-0.0467977328539126
ACH-000322,-0.5556205541060408
ACH-000323,-0.4759383348975692
ACH-000324,-0.5253876554444765
ACH-000329,-0.4801283546209389
ACH-000330,-0.6035243696700131
ACH-000331,-0.4690481353703019
ACH-000332,-0.3502803210258866
ACH-000334,-0.3205642371032805
ACH-000335,-0.3699459157653621
ACH-000336,-0.2995631616330615
ACH-000337,-0.28645806328770423
ACH-000338,-0.3022225797017269
ACH-000339,-0.4462618978095409
ACH-000341,-0.5854206282306087
ACH-000348,-0.2770022473252723
ACH-000350,-0.3997820495905552
ACH-000352,-0.5792660784109034
ACH-000356,-0.4331398489270978
ACH-000361,-0.47459709024555996
ACH-000362,-0.2646148749062197
ACH-000363,-0.3510967782298903
ACH-000364,-0.06262629747781764
ACH-000365,-0.3103329549438983
ACH-000366,-0.5034511375103888
ACH-000368,-0.4772358552145758
ACH-000374,-0.5776227415224982
ACH-000375,-0.34142127372099024
ACH-000376,-0.5046040420659735
ACH-000381,-0.4095670618763146
ACH-000383,-0.6055884520272579
ACH-000387,-0.7263598203961962
ACH-000389,-0.5423910396654418
ACH-000390,-0.3991648567440601
ACH-000393,-0.6945576250255379
ACH-000395,-0.5121383211660792
ACH-000396,-0.5127447571559417
ACH-000397,-0.3536660804562992
ACH-000401,-0.3567791414988385
ACH-000402,-0.29506717482357425
ACH-000403,-0.2860480187539129
ACH-000404,-0.2151927557355429
ACH-000406,-0.3281294766721145
ACH-000407,-0.34189429126046644
ACH-000408,-0.2872049680119492
ACH-000410,-0.4462740688292699
ACH-000411,-0.3610498732461733
ACH-000414,-0.13095898089068214
ACH-000415,-0.2757100710565836
ACH-000416,-0.6745471828077468
ACH-000420,-0.4053538083339688
ACH-000421,-0.3245213779092771
ACH-000424,-0.4675260925299614
ACH-000425,-0.5211207567606724
ACH-000426,-0.3049118240057485
ACH-000427,0.0642136884756838
ACH-000433,-0.1339365675529928
ACH-000435,-0.4440313863957369
ACH-000436,-0.22882954814606185
ACH-000444,-0.4374297287258323
ACH-000445,-0.27778812359316085
ACH-000448,-0.382645617230173
ACH-000450,-0.22404969685258389
ACH-000452,-0.5059670393812861
ACH-000454,-0.5956763362442505
ACH-000458,-0.5490137132850672
ACH-000459,-0.17014542049814396
ACH-000460,-0.4999884596737651
ACH-000461,-0.6281305983942957
ACH-000463,-0.22979858733592146
ACH-000464,-0.8139973974076262
ACH-000466,-0.3002276000551042
ACH-000467,-0.5709531650807321
ACH-000468,-0.4362990512622431
ACH-000469,-0.3373191864473061
ACH-000470,-0.6654838807575336
ACH-000471,-0.13499340002511295
ACH-000472,-0.5986627003684108
ACH-000473,-0.3358304545933136
ACH-000475,-0.3983824226230876
ACH-000476,-0.5910888362752972
ACH-000477,-0.2471000529190796
ACH-000479,-0.1713687138112294
ACH-000480,-0.4731641383648486
ACH-000481,-0.1871345776244644
ACH-000483,-0.6269932262615138
ACH-000484,-0.6450823339384106
ACH-000485,-0.27919447771180955
ACH-000486,-0.38966882312560064
ACH-000487,-0.4341885435631221
ACH-000488,-0.3868576971596913
ACH-000490,-0.3118253777259267
ACH-000491,-0.3904330333499185
ACH-000495,-0.507951385311213
ACH-000496,-0.4701863457038578
ACH-000499,-0.6438573406052054
ACH-000500,-0.3567046450674451
ACH-000502,-0.3716337415972537
ACH-000503,-0.3407855750245871
ACH-000505,-0.4627347891692669
ACH-000507,-0.43560772866509706
ACH-000510,-0.4847331718313202
ACH-000511,-0.32062331713671033
ACH-000512,-0.5008110754990677
ACH-000516,-0.4728444048540562
ACH-000517,-0.1471329305064386
ACH-000518,-0.3790516271541949
ACH-000520,-0.6455245517223643
ACH-000521,-0.5322581631738595
ACH-000522,-0.5610641202947327
ACH-000524,-0.4064599508761839
ACH-000527,-0.3102316715369719
ACH-000528,-0.5849782207513765
ACH-000537,-0.6778091296617247
ACH-000541,-0.4354288344780329
ACH-000542,-0.4868183919765594
ACH-000544,-0.3384239929378232
ACH-000545,-0.21855683856575664
ACH-000547,-0.4111209075870725
ACH-000548,-0.7681803345675726
ACH-000549,-0.5780179436824283
ACH-000550,-0.3890448056148025
ACH-000552,-0.4768175929437283
ACH-000556,-0.7277190675337807
ACH-000557,-0.4259940274437848
ACH-000569,-0.35729034926149145
ACH-000570,-0.30177517868467896
ACH-000571,-0.5172206324449936
ACH-000573,-0.4307844023047286
ACH-000576,-0.4458306388432904
ACH-000579,-0.327865511111101
ACH-000580,-0.4587768214749415
ACH-000584,-0.4385703829610663
ACH-000585,-0.2820072387433752
ACH-000588,-0.3812881395701127
ACH-000589,-0.3416174772196889
ACH-000591,-0.27497958581295545
ACH-000593,-0.6027369905191895
ACH-000600,-0.2977662071175339
ACH-000601,-0.4616117993810008
ACH-000605,-0.43880724326922016
ACH-000606,-0.5671600820462359
ACH-000608,-0.4961799368702979
ACH-000614,-0.11534132437800525
ACH-000616,-0.4616348529585294
ACH-000618,-0.4196940238288506
ACH-000619,-0.2946146175227606
ACH-000620,-0.5086383344461983
ACH-000621,-0.2137119327016785
ACH-000622,-0.5685664744763652
ACH-000623,-0.6725683401072885
ACH-000624,-0.5928801183153032
ACH-000627,-0.14630746923564344
ACH-000630,-0.008121984422955851
ACH-000631,-0.5390978098501399
ACH-000632,-0.32633118812157336
ACH-000633,-0.6104734136672515
ACH-000637,-0.5054209310111802
ACH-000638,-0.3625032640969724
ACH-000646,-0.43404662730701504
ACH-000647,-0.5094149225090541
ACH-000648,-0.3504039146692003
ACH-000649,-0.3885643724865317
ACH-000651,-0.5365559337973401
ACH-000652,-0.3557050723792813
ACH-000653,-0.4621057888079994
ACH-000657,-0.2455159831750195
ACH-000658,-0.378683717022846
ACH-000661,-0.4829079970979228
ACH-000662,-0.5930858144730421
ACH-000663,-0.5642051894036401
ACH-000665,-0.4787893422641832
ACH-000671,0.2700389887537526
ACH-000672,-0.2032776365336472
ACH-000673,-0.4059003027093927
ACH-000676,-0.6759142401358795
ACH-000677,-0.18668969045557893
ACH-000681,-0.3595158934384112
ACH-000683,-0.4396237853501333
ACH-000684,0.7483995109999401
ACH-000688,0.09122157022426293
ACH-000693,-0.44127896201356703
ACH-000694,-0.3648437843380898
ACH-000695,-0.5945393303758787
ACH-000696,-0.5258282249702189
ACH-000697,-0.21182499967682386
ACH-000699,-0.4683686945069378
