,PWP2 (5822)
ACH-000414,-0.9675231041897524
ACH-000415,-1.4438380751155746
ACH-000416,-1.2053259570124044
ACH-000420,-1.2315883397643452
ACH-000421,-1.1680891228876713
ACH-000424,-1.3180287292605959
ACH-000425,-1.1409844974985082
ACH-000426,-0.8861737571185131
ACH-000427,-0.9651911979497348
ACH-000433,-1.4891975351072153
ACH-000435,-1.3462586268812489
ACH-000436,-0.7687602134685887
ACH-000444,-1.2113659388482363
ACH-000445,-1.1444706815884915
ACH-000448,-1.0047038423200216
ACH-000450,-0.9565812019396916
ACH-000452,-1.2382502586116395
ACH-000454,-1.2798946625562702
ACH-000458,-1.259498124437186
ACH-000459,-0.7309518316691691
ACH-000460,-0.9205967298711096
ACH-000461,-1.053684562062719
ACH-000463,-1.0544366928833775
ACH-000464,-1.0973558798995915
ACH-000466,-1.1822317357708132
ACH-000467,-0.9389992324782128
ACH-000468,-1.0468043095677486
ACH-000469,-0.992458133790218
ACH-000470,-1.0028133230420548
ACH-000471,-1.3951319034375744
ACH-000472,-1.2373005969146065
ACH-000473,-0.8902906562036541
ACH-000475,-1.2187110283236684
ACH-000476,-1.1631382817427676
ACH-000477,-0.8713169545824363
ACH-000479,-1.4438645636442526
ACH-000480,-1.0998319924251856
ACH-000481,-1.2547278975371714
ACH-000483,-1.0379176231478129
ACH-000484,-0.7792052165854085
ACH-000485,-1.0172978116343876
ACH-000486,-1.0118517268777802
ACH-000487,-0.9787852366897508
ACH-000488,-0.9482743903363584
ACH-000490,-1.0675834886174853
ACH-000491,-1.0010445642043155
ACH-000495,-1.0823693127578575
ACH-000496,-1.256197015435875
ACH-000499,-1.2156350524799528
ACH-000500,-1.3753603901068077
ACH-000502,-1.250445783794108
ACH-000503,-1.1732541093776965
ACH-000505,-1.0409127503207527
ACH-000507,-1.1293154254886126
ACH-000510,-1.2836587184419619
ACH-000511,-1.1682481522298944
ACH-000512,-1.1500666530445331
ACH-000516,-0.9330136968846264
ACH-000517,-1.0690908029070447
ACH-000518,-1.1521821037824511
ACH-000520,-0.9802959379545336
ACH-000521,-1.0121719052234126
ACH-000522,-1.3519057667893584
ACH-000524,-0.9029914037678524
ACH-000527,-0.9979911501866942
ACH-000528,-1.0853230211273242
ACH-000537,-1.0716418548675386
ACH-000541,-1.0869620147979515
ACH-000542,-1.2963350271048253
ACH-000544,-1.1022980203974229
ACH-000545,-1.3009704279379068
ACH-000547,-1.2349577955908841
ACH-000548,-1.1180036000762732
ACH-000549,-1.159321801850393
ACH-000550,-1.1293699234072212
ACH-000552,-0.9666096132080794
ACH-000556,-1.1110089743675484
ACH-000557,-1.014549207653657
ACH-000569,-0.9965976279962951
ACH-000570,-1.0887774913951482
ACH-000571,-0.9684227724029588
ACH-000573,-1.1875574533922892
ACH-000576,-0.9818244189616776
ACH-000579,-1.1028768069488608
ACH-000580,-1.021749282303075
ACH-000584,-1.2201779198808067
ACH-000585,-1.0997793462208822
ACH-000588,-1.060886092052038
ACH-000589,-1.1736329424028047
ACH-000591,-1.3696006723195224
ACH-000593,-1.200065841864368
ACH-000600,-1.125278971736507
ACH-000601,-1.1465729479614488
ACH-000605,-1.0912928540188291
ACH-000606,-1.1514291139258808
ACH-000608,-0.9763274161437209
ACH-000614,-1.2033471115922545
ACH-000616,-1.1673741441387278
ACH-000618,-1.2335391226180583
ACH-000619,-1.3203391201876409
ACH-000620,-1.1804853326062998
ACH-000621,-0.98464229427912
ACH-000622,-1.1822208756198394
ACH-000623,-1.0618035053616688
ACH-000624,-1.1334364578498843
ACH-000627,-1.2853173944858476
ACH-000630,-1.016102746459555
ACH-000631,-0.9128861445496784
ACH-000632,-1.3527744186856716
ACH-000633,-1.1950121074947109
ACH-000637,-1.249854825592674
ACH-000638,-1.1637291402626735
ACH-000646,-1.0596660725417801
ACH-000647,-1.1414058371006108
ACH-000648,-1.175064380727744
ACH-000649,-1.190278610247918
ACH-000651,-1.1725512035108117
ACH-000652,-1.1476616571872862
ACH-000653,-1.0981948663913357
ACH-000657,-0.9656644396355326
ACH-000658,-0.8749060563236665
ACH-000661,-0.8857957562516271
ACH-000662,-1.1663432282596198
ACH-000663,-1.1836069408649714
ACH-000665,-1.1297929528031916
ACH-000671,-1.2425625760154304
ACH-000672,-1.017879302027756
ACH-000673,-1.0987480073016374
ACH-000676,-1.28866176056406
ACH-000677,-0.8848423264254394
ACH-000681,-1.2368329941504042
ACH-000683,-1.091392308513271
ACH-000684,-1.130637228728543
ACH-000688,-1.00080061332737
ACH-000693,-1.2846127532982063
ACH-000694,-1.283849476809148
ACH-000695,-1.2384028144940715
ACH-000696,-1.1784905230952722
ACH-000697,-1.1552709799446024
ACH-000699,-0.8755293813676106
ACH-000701,-1.3725987468934944
ACH-000706,-1.144874768824652
ACH-000711,-1.117162419039477
ACH-000713,-1.2127845832325341
ACH-000714,-0.920789733043454
ACH-000718,-1.1331441746362454
ACH-000720,-1.172249065393575
ACH-000721,-1.1186157001503665
ACH-000724,-0.8892205300293499
ACH-000725,-0.7978143802296013
ACH-000732,-1.1255232146147247
ACH-000734,-1.311442085882037
ACH-000735,-1.1569561029453423
ACH-000736,-0.920965932863538
ACH-000738,-1.2228439826798765
ACH-000746,-1.2874042905429002
ACH-000747,-1.1412150082947021
ACH-000748,-1.1412874846034151
ACH-000753,-0.9118458166834784
ACH-000756,-1.0763131003200666
ACH-000757,-1.1847273592446708
ACH-000758,-0.9372863413245024
ACH-000760,-1.2809749315668015
ACH-000762,-1.1259459929042122
ACH-000763,-0.8224985749053788
ACH-000764,-1.2091105744300965
ACH-000765,-1.2511772040763092
ACH-000766,-1.0850996609847394
ACH-000767,-1.036444248399477
ACH-000768,-1.2073222923500004
ACH-000769,-1.0373630772649616
ACH-000770,-1.0697103692575587
ACH-000771,-0.9058350144070488
ACH-000773,-1.1677459967124408
ACH-000776,-1.0970605684983854
ACH-000777,-1.2483955179960224
ACH-000778,-0.9783318309838052
ACH-000781,-1.2328549058599318
ACH-000782,-0.887124269051376
ACH-000783,-1.073207789065605
ACH-000784,-1.0905568973114803
ACH-000785,-0.9798461623208368
ACH-000787,-1.1921264258414828
ACH-000788,-1.2844685611671212
ACH-000791,-1.0285991181904732
ACH-000792,-1.1701371146167296
ACH-000794,-1.2080178357438225
ACH-000796,-1.0828953778285395
ACH-000798,-1.0966072218840541
ACH-000799,-1.050620164339537
ACH-000800,-0.9709114126166432
ACH-000802,-1.1954291260724776
ACH-000804,-1.177394682234835
ACH-000805,-1.4356270402952704
ACH-000809,-1.081350976768588
ACH-000810,-1.193560298437318
ACH-000811,-1.0136432548762648
ACH-000817,-0.8391112595219881
ACH-000819,-1.2036099635854371
ACH-000820,-1.4615912040227426
ACH-000821,-0.962480471382712
ACH-000822,-0.607637696367215
ACH-000823,-1.182396148076176
ACH-000824,-1.1968183169567232
ACH-000827,-1.2282434573902696
ACH-000829,-0.9462565610602608
ACH-000831,-1.0849941774182683
ACH-000832,-1.135301658084417
ACH-000833,-1.053667645936721
ACH-000834,-1.0406657603922809
ACH-000835,-1.2606802754298403
ACH-000836,-1.0180014095744134
ACH-000837,-1.1959060902778975
ACH-000838,-1.058464218911518
ACH-000839,-1.235116878824073
ACH-000840,-0.9783638816017944
ACH-000841,-1.1781800876409143
ACH-000843,-1.1905713590375593
ACH-000846,-1.0646948439677342
ACH-000847,-1.1592167441168175
ACH-000848,-1.2776839041200865
ACH-000849,-0.970467275424618
ACH-000851,-1.2345184772810212
ACH-000855,-1.2493607849872737
ACH-000856,-1.0786580138151451
ACH-000858,-1.1444441519786983
ACH-000859,-1.2281344372920509
ACH-000861,-0.9379553384102618
ACH-000862,-1.0478839148535797
ACH-000865,-1.084282520326293
ACH-000866,-0.9129869170703648
ACH-000867,-1.1837988181532475
ACH-000869,-0.9419482075008182
ACH-000872,-1.081384847940152
ACH-000873,-1.034928706164774
ACH-000876,-0.8216292394897741
ACH-000878,-1.0526341691509755
ACH-000880,-1.0535810295724224
ACH-000881,-1.0051618503092992
ACH-000882,-1.0573686206572257
ACH-000884,-1.260742814171208
ACH-000885,-0.9165766604572804
ACH-000887,-1.2562644141836423
ACH-000889,-1.0787704144864192
ACH-000896,-1.0737829235690504
ACH-000898,-1.080530364685053
ACH-000900,-1.2581382155368508
ACH-000901,-1.1391812502005862
ACH-000905,-1.0045570520436058
ACH-000906,-1.2424304892344409
ACH-000907,-1.1856376891380551
ACH-000910,-0.9708074151513288
ACH-000911,-1.1470906953320894
ACH-000912,-1.2278645029373745
ACH-000913,-1.245437843105794
ACH-000915,-1.1763840343608991
ACH-000916,-0.8906958179511599
ACH-000917,-1.0481081199560838
ACH-000920,-0.8517491408402064
ACH-000921,-1.107010239396929
ACH-000924,-0.9566769700802096
ACH-000926,-1.1290514668995055
ACH-000928,-1.4018775730995758
ACH-000929,-1.2462342663859864
ACH-000932,-1.128834845996771
ACH-000935,-1.0519457058459092
ACH-000936,-1.126611022164142
ACH-000937,-1.0373728507918225
ACH-000938,-0.9840254021972884
ACH-000939,-1.1363567358298636
ACH-000941,-1.2302075013747034
ACH-000943,-0.9834336567440862
ACH-000946,-1.159390311181104
ACH-000947,-1.042868465576675
ACH-000948,-0.8207326698300129
ACH-000950,-1.0793586563881536
ACH-000953,-0.9957566583818338
ACH-000954,-1.2536889915675564
ACH-000957,-1.1733006877527523
ACH-000958,-1.1476459816742883
ACH-000960,-1.0421047700074606
ACH-000963,-1.2655266632083872
ACH-000968,-0.9912855237778964
ACH-000969,-1.154272773844703
ACH-000972,-1.1244723040908733
ACH-000973,-1.3835064289440733
ACH-000974,-0.8948192033229622
ACH-000978,-1.0700937833936943
ACH-000984,-1.0759105480771596
ACH-000986,-1.0074984004676721
ACH-000988,-1.4083969599863082
ACH-000993,-1.1462221222180755
ACH-000994,-0.972773365556172
ACH-000996,-1.0504108049840646
ACH-001001,-1.1093076576833971
ACH-001020,-1.1787879081165729
ACH-001028,-1.2075796101738123
ACH-001031,-0.8916694561536933
ACH-001038,-1.2684077281635382
ACH-001048,-1.10201011659908
ACH-001050,-1.0573107774463284
ACH-001053,-1.2548914065201078
ACH-001054,-1.2650925315218118
ACH-001061,-0.9247853299996796
ACH-001067,-1.0961270946757469
ACH-001075,-0.9860392409625358
ACH-001096,-1.1944110126292065
ACH-001111,-1.3057391881390856
ACH-001119,-1.32176604380825
ACH-001128,-1.3860626409168768
ACH-001134,-1.21548483983204
ACH-001151,-1.108685588791101
ACH-001163,-1.0292327218111852
ACH-001164,-0.8127123075493998
ACH-001183,-1.0200475736857249
ACH-001192,-1.0507970282665935
ACH-001193,-1.202474215389756
ACH-001196,-1.2088486861164849
ACH-001197,-0.9656368909113916
ACH-001205,-0.9950531768898062
ACH-001211,-1.1345979246343072
ACH-001212,-0.9964907101020244
ACH-001228,-1.0289296875428824
ACH-001232,-1.1602390029531136
ACH-001239,-1.1203446007056568
ACH-001270,-1.349003169595469
ACH-001274,-1.0550837083694429
ACH-001275,-0.975247053301315
ACH-001277,-1.063213477047432
ACH-001278,-1.1098742437639937
ACH-001280,-0.8645476286101832
ACH-001283,-0.9950421244308796
ACH-001289,-0.9594058512711194
ACH-001300,-1.1390780661280178
ACH-001301,-0.974938615242862
ACH-001302,-1.1448509341752788
ACH-001306,-1.046096983585662
ACH-001318,-1.0115995890120542
ACH-001322,-1.388124295969471
ACH-001328,-1.0143645861047128
ACH-001332,-1.3093047390264567
ACH-001336,-1.2478578217369414
ACH-001346,-1.0900056003069911
ACH-001353,-1.191009205048401
ACH-001354,-0.9413235465186891
ACH-001367,-0.8941548965513271
ACH-001368,-1.181320435658596
ACH-001374,-1.290484274268915
ACH-001377,-1.0023803406881235
ACH-001380,-1.1335375992772796
ACH-001391,-0.9485231724877704
ACH-001408,-0.8938697060531259
ACH-001430,-1.0376912629732076
ACH-001431,-1.000160341887738
ACH-001450,-0.9392402994976656
ACH-001496,-1.1397677253956668
ACH-001500,-1.2071623504555125
ACH-001523,-1.1177040764752804
ACH-001532,-0.7783879481770086
ACH-001550,-1.3826522021496088
ACH-001552,-0.97048462132704
ACH-001554,-1.0772331122877137
ACH-001654,-1.2763658918212049
ACH-001735,-1.2292183790408346
ACH-001736,-1.2133826731903428
ACH-001737,-0.844107225109389
ACH-001740,-1.0870786551475766
ACH-001745,-0.915065527628354
ACH-001765,-0.9953903710101918
