,NFYA (4800)
ACH-000004,-0.3231630207043159
ACH-000005,-0.13052689704242287
ACH-000007,-0.6112426056215079
ACH-000009,-0.09501080309765199
ACH-000011,-0.1914228033445952
ACH-000012,-0.3609357460232912
ACH-000013,-0.28764518822766844
ACH-000014,-0.3917141701096971
ACH-000015,-0.32760380679655376
ACH-000017,-0.4478702866941574
ACH-000018,-0.285411830190932
ACH-000019,-0.3692562320280706
ACH-000021,-0.05499883586912288
ACH-000022,-0.34377263967976546
ACH-000025,-0.2265696419822553
ACH-000028,-0.2920329407956137
ACH-000030,-0.2939911327904664
ACH-000035,-0.4135122148908989
ACH-000036,-0.1049751446149635
ACH-000037,-0.16877962497038013
ACH-000039,-0.09333209629182332
ACH-000040,-0.3779203049553377
ACH-000041,-0.2608406938262009
ACH-000042,-0.264160024927857
ACH-000045,-0.478604364042898
ACH-000047,-0.2622383657940471
ACH-000052,-0.5644514087965149
ACH-000053,-0.28339039387991216
ACH-000054,-0.4604426381767558
ACH-000055,-0.0796899913589125
ACH-000060,-0.1813894686048893
ACH-000067,-0.278206312443113
ACH-000070,-0.4482637437176946
ACH-000075,-0.3350006093340953
ACH-000078,-0.2001660685231002
ACH-000082,-0.4034414378808833
ACH-000085,-0.3467630640548517
ACH-000086,-0.3931944808987599
ACH-000087,-0.2678386283198216
ACH-000092,-0.20306822551270648
ACH-000095,-0.3238268556197965
ACH-000097,-0.4281694910990018
ACH-000098,-0.2374937379213734
ACH-000099,-0.21650354954014492
ACH-000108,-0.4484486358092134
ACH-000113,-0.1959978930731453
ACH-000116,-0.2431037502529836
ACH-000118,-0.6424135626901736
ACH-000120,-0.3993945651424923
ACH-000123,-0.45793750154853397
ACH-000127,-0.3763650633240548
ACH-000128,-0.4208852590542351
ACH-000132,-0.2688194952815581
ACH-000133,-0.1060864012884544
ACH-000137,-0.4586337176879874
ACH-000138,-0.24553351355883055
ACH-000142,-0.19250523199088745
ACH-000143,-0.2147229183284392
ACH-000146,-0.23812508024129245
ACH-000148,-0.15152340423249486
ACH-000150,-0.24300202969532156
ACH-000152,-0.2852730405327925
ACH-000153,-0.26334274440985805
ACH-000159,-0.30773960592646155
ACH-000160,0.13438393215644104
ACH-000163,-0.12776301962154873
ACH-000167,0.03523526297492368
ACH-000168,-0.11666182314677598
ACH-000169,-0.3497115215784709
ACH-000178,-0.3684181861843752
ACH-000183,-0.3055101859420956
ACH-000188,-0.13549253568659025
ACH-000189,-0.22481396998329048
ACH-000190,0.00035178277743061107
ACH-000198,-0.29326053260396145
ACH-000203,0.2272446292140398
ACH-000204,-0.14204296574835826
ACH-000206,-0.2458398811191911
ACH-000207,-0.2721814996417481
ACH-000208,-0.26483426860496834
ACH-000210,-0.5577018864895882
ACH-000211,-0.21429618173026024
ACH-000215,0.009387987253874243
ACH-000221,-0.3824698459671576
ACH-000222,-0.20781316145513104
ACH-000223,-0.15521103038807202
ACH-000226,-0.1880803212368641
ACH-000227,-0.19629223137817844
ACH-000228,-0.4398390690205981
ACH-000231,-0.2080018293940988
ACH-000232,-0.1251141924329645
ACH-000233,-0.16000266884367031
ACH-000234,-0.13273020650223452
ACH-000235,-0.30989083150108115
ACH-000237,-0.2620605336484782
ACH-000238,-0.2080393706524947
ACH-000242,-0.4407379224140066
ACH-000243,-0.2905614869714735
ACH-000244,-0.4256325083787527
ACH-000246,-0.3884341051603345
ACH-000248,-0.4902839841721528
ACH-000250,-0.1768597563478481
ACH-000251,-0.10839217174497172
ACH-000252,-0.5720609870429041
ACH-000253,-0.20367930214451327
ACH-000255,-0.3475639325134149
ACH-000256,-0.14512368730488612
ACH-000257,-0.4065203046212224
ACH-000258,-0.7571863468585688
ACH-000259,-0.3329554658849553
ACH-000260,-0.2449028553051165
ACH-000261,-0.36204842016919614
ACH-000262,-0.109213310686324
ACH-000263,-0.3817185492687979
ACH-000264,-0.4229238695690533
ACH-000265,-0.4119558044362888
ACH-000266,-0.19737835317514235
ACH-000272,-0.19556796395874496
ACH-000274,-0.15397893187122916
ACH-000277,-0.26590786889626544
ACH-000278,-0.13850162649645026
ACH-000279,-0.12473881757775145
ACH-000280,-0.19116568048630614
ACH-000281,0.006689155873615323
ACH-000288,-0.05561511361111551
ACH-000291,-0.4309846663467528
ACH-000293,-0.3232333534238156
ACH-000294,-0.19314693241747924
ACH-000295,-0.21052516696717224
ACH-000296,-0.12487953571951342
ACH-000302,-0.2635655661006267
ACH-000304,-0.4115546146071056
ACH-000307,-0.4100702315063231
ACH-000308,-0.3748432792630886
ACH-000310,-0.1929153234165024
ACH-000311,-0.3009415294091586
ACH-000312,-0.12365881953903728
ACH-000315,-0.051271487916104315
ACH-000316,-0.3080887908499911
ACH-000317,-0.5723959266596822
ACH-000318,-0.24891093584234816
ACH-000319,-0.2957398503307767
ACH-000320,-0.07519358494500518
ACH-000322,-0.3893696167640364
ACH-000323,-0.22111778119753026
ACH-000324,-0.2874266810494321
ACH-000329,-0.107071465251488
ACH-000330,-0.4910974042490298
ACH-000331,-0.4937234703884295
ACH-000332,-0.11687450274299742
ACH-000334,-0.02640644768122449
ACH-000335,-0.23206558822798104
ACH-000336,-0.14141262627453555
ACH-000337,-0.4301100829177672
ACH-000338,-0.4299168674325355
ACH-000339,-0.23339015303735886
ACH-000341,-0.4565907000192309
ACH-000348,-0.10019415192568117
ACH-000350,-0.18629923786295494
ACH-000352,-0.3463039576142825
ACH-000356,-0.24022341785447396
ACH-000361,-0.3718544646506423
ACH-000362,-0.2703558101056169
ACH-000363,-0.3803451293567818
ACH-000364,-0.3311939199823712
ACH-000365,-0.220145080080088
ACH-000366,-0.033296805132465974
ACH-000368,-0.21489746393074666
ACH-000374,-0.2510843386527693
ACH-000375,-0.22152275535990226
ACH-000376,-0.1037699730160735
ACH-000381,-0.1301342728990489
ACH-000383,-0.16077284908907616
ACH-000387,-0.2928816685505653
ACH-000389,-0.28735857326809816
ACH-000390,-0.19005793513568364
ACH-000393,-0.4008978174628092
ACH-000395,0.08850606359768026
ACH-000396,-0.05420145953632992
ACH-000397,-0.2473789201819361
ACH-000401,-0.3026803671852721
ACH-000402,-0.1692780613339285
ACH-000403,-0.2585695574147425
ACH-000404,-0.5237880000274031
ACH-000406,-0.10271685657785866
ACH-000407,-0.0920114556008088
ACH-000408,-0.3117176365574576
ACH-000410,-0.37210200506777297
ACH-000411,-0.37828664049134
ACH-000414,-0.2711368503068842
ACH-000415,-0.2828527849679693
ACH-000416,-0.3458856846471964
ACH-000420,-0.057462781222795474
ACH-000421,-0.3904733289585648
ACH-000424,-0.19225708247718312
ACH-000425,-0.281230000987594
ACH-000426,-0.5429022499397397
ACH-000427,-0.3248552217452771
ACH-000433,-0.3710589506333876
ACH-000435,-0.6169017386748912
ACH-000436,-0.4196666770112579
ACH-000444,-0.3265082623764444
ACH-000445,0.00851117834234293
ACH-000448,-0.2703943117927517
ACH-000450,-0.18404453632064052
ACH-000452,-0.21511357029670825
ACH-000454,-0.1901894197117169
ACH-000458,-0.2971550306198392
ACH-000459,-0.1243508030472118
ACH-000460,-0.44765737276794737
ACH-000461,-0.18325323260597
ACH-000463,-0.295935213661008
ACH-000464,-0.34234930982617096
ACH-000466,-0.2649830052094801
ACH-000467,-0.4093880604132786
ACH-000468,-0.05157291600322975
ACH-000469,-0.3734860084749717
ACH-000470,-0.08939741453759742
ACH-000471,-0.2493588742084284
ACH-000472,-0.22246886769470248
ACH-000473,-0.4935946697664217
ACH-000475,-0.11291656543767255
ACH-000476,-0.36665505878747534
ACH-000477,-0.1806549543885263
ACH-000479,-0.3492910430682661
ACH-000480,-0.20403894513013568
ACH-000481,-0.21497658110394333
ACH-000483,-0.15610793798563652
ACH-000484,-0.4755031650496016
ACH-000485,-0.44926797525839657
