,PPP1R13B (23368)
ACH-000004,-0.014117132953480724
ACH-000005,0.14179716712573714
ACH-000007,-0.034030403075223016
ACH-000009,0.01887394581134213
ACH-000011,0.08250862510758397
ACH-000012,0.2278432984289492
ACH-000013,0.0797689721606999
ACH-000014,0.001087975382339886
ACH-000015,0.07058076786266823
ACH-000017,0.05948739469423984
ACH-000018,0.03181357204804642
ACH-000019,0.14849245457540106
ACH-000021,0.10092462224929684
ACH-000022,0.056627927880278386
ACH-000025,-0.02623953766647741
ACH-000028,0.22173796511299296
ACH-000030,0.2290518065411512
ACH-000035,0.17078556703820974
ACH-000036,-0.08592958734712207
ACH-000037,0.02472270799755172
ACH-000039,-0.04633744912282855
ACH-000040,0.0885100472004145
ACH-000041,0.14036848509167538
ACH-000042,-0.06715237923734846
ACH-000045,0.21062778931861398
ACH-000047,0.17367806375683134
ACH-000052,0.045652576461482255
ACH-000053,0.06886388634571454
ACH-000054,-0.042161020675713284
ACH-000055,0.11712460627506265
ACH-000060,-0.08726766268115363
ACH-000067,0.13481383346801976
ACH-000070,0.01136076847343099
ACH-000075,-0.00420718946114768
ACH-000078,-0.04387157641096273
ACH-000082,-0.013140514794371344
ACH-000085,0.1177726305957864
ACH-000086,0.14660745782446238
ACH-000087,0.17473617216063356
ACH-000092,0.15298808568133648
ACH-000095,0.07813215515930476
ACH-000097,-0.03899929136435159
ACH-000098,-0.10282086122855087
ACH-000099,0.055358460844558935
ACH-000108,0.03896829833331277
ACH-000113,0.05920477791143418
ACH-000116,0.14826509637711474
ACH-000118,0.20927652666047275
ACH-000120,0.0724275686782442
ACH-000123,-0.032189445367670225
ACH-000127,0.17675946181771213
ACH-000128,0.16584029421727842
ACH-000132,0.031586717774249935
ACH-000133,-0.08100760493074156
ACH-000137,0.1212071505521734
ACH-000138,0.04745379348005724
ACH-000142,0.03271977563167647
ACH-000143,0.17241421183637112
ACH-000146,0.051046382033460166
ACH-000148,0.13218703681381413
ACH-000150,0.11914587659698375
ACH-000152,-0.03423024564231902
ACH-000153,0.3893469023808204
ACH-000159,0.08397633883060837
ACH-000160,0.042548251581608236
ACH-000163,0.06530519949534662
ACH-000167,-0.009759801611671823
ACH-000168,-0.014343569740566331
ACH-000169,0.13389242241223062
ACH-000178,0.1629773686766785
ACH-000183,-0.02049922932796596
ACH-000188,0.21243690307685156
ACH-000189,-0.15828052542171145
ACH-000190,0.16109477906657085
ACH-000198,0.20924244672562986
ACH-000203,0.091076600894435
ACH-000204,0.13060933186313053
ACH-000206,0.16799567218902764
ACH-000207,-0.029377667422542563
ACH-000208,0.10880407663831264
ACH-000210,0.21115484905804546
ACH-000211,-0.08208106711071528
ACH-000215,0.04696082580420749
ACH-000221,0.09605876454139936
ACH-000222,0.057235713580882426
ACH-000223,0.07637716362526087
ACH-000226,0.09224068070794593
ACH-000227,0.03223952794002107
ACH-000228,0.2031549950373729
ACH-000231,0.02811527369597859
ACH-000232,0.1185251111141358
ACH-000233,-0.032269918906918035
ACH-000234,0.13011864017891125
ACH-000235,0.03207934397471514
ACH-000237,0.18182555591479435
ACH-000238,-0.07968518390515092
ACH-000242,0.22168009334683847
ACH-000243,0.16525501677824192
ACH-000244,0.16091456292567285
ACH-000246,0.010492770183600505
ACH-000248,0.0962221756460988
ACH-000250,0.14571755067141212
ACH-000251,-0.08481541193393874
ACH-000252,0.06102895558473635
ACH-000253,0.05972485228294702
ACH-000255,0.26742354921609807
ACH-000256,0.03475251690984347
ACH-000257,-0.1038792457777062
ACH-000258,0.1262629276586801
ACH-000259,0.1053620205100068
ACH-000260,-0.01999949124989413
ACH-000261,0.055740085107213184
ACH-000262,0.19169224441520866
ACH-000263,0.13888969519909625
ACH-000264,0.07740875899252668
ACH-000265,0.19593230873572146
ACH-000266,0.03385656065961688
ACH-000272,0.12112309483689368
ACH-000274,0.07612227449932618
ACH-000277,0.14665187915673433
ACH-000278,0.08677427492033697
ACH-000279,-0.006905850828332346
ACH-000280,-0.13700193734075028
ACH-000281,-0.004967789070545368
ACH-000288,0.06748591598493947
ACH-000291,0.09957493109201362
ACH-000293,0.0452697913428303
ACH-000294,-0.020369720469379574
ACH-000295,0.15279319354100795
ACH-000296,0.13174524433878865
ACH-000302,0.0046166369164707755
ACH-000304,0.15930694298553993
ACH-000307,0.07697113602340658
ACH-000308,0.003737271811308436
ACH-000310,0.011534226959148216
ACH-000311,-0.05607796672325195
ACH-000312,0.10001448325744944
ACH-000315,-0.1944611544548184
ACH-000316,0.16579680519791035
ACH-000317,0.0861708169952637
ACH-000318,0.12018275682999655
ACH-000319,0.04412156566549527
ACH-000320,0.03754708338217089
ACH-000322,0.10708347764410796
ACH-000323,0.035764572390256745
ACH-000324,-0.027965267661942968
ACH-000329,0.09722384949157188
ACH-000330,0.06769700039705008
ACH-000331,0.16789983765987154
ACH-000332,0.03981377948580561
ACH-000334,0.016395202262530908
ACH-000335,0.16980897537396206
ACH-000336,-0.11380910052499793
ACH-000337,0.25744808153265475
ACH-000338,-0.14148818983285386
ACH-000339,0.06526961403835932
ACH-000341,0.21752119305740036
ACH-000348,0.06590928127400135
ACH-000350,0.06187729915362961
ACH-000352,0.12570866253894908
ACH-000356,0.18740640337565675
ACH-000361,0.11708285861045195
ACH-000362,0.012402307014705651
ACH-000363,0.039764402917907865
ACH-000364,0.2555744906375166
ACH-000365,0.07811050564574101
ACH-000366,0.14235296715458176
ACH-000368,0.02431228068974446
ACH-000374,0.16263367033641948
ACH-000375,0.09947555503155256
ACH-000376,0.04156773643207466
ACH-000381,0.0735283179681239
ACH-000383,0.030774796169297774
ACH-000387,-0.04155727213524412
ACH-000389,0.12479291268557745
ACH-000390,0.053782344949268125
ACH-000393,0.028260474726158325
ACH-000395,-0.2258015793183176
ACH-000396,0.1591555933951048
ACH-000397,0.09448135609694296
ACH-000401,0.1446976181052377
ACH-000402,-0.09710952271294636
ACH-000403,0.031304288626570365
ACH-000404,-0.1372956902519656
ACH-000406,0.03318476536214248
ACH-000407,-0.0043531637574159
ACH-000408,0.12765702441263346
ACH-000410,0.020527143549972964
ACH-000411,0.02121531921074721
ACH-000414,0.12753185406399653
ACH-000415,0.11008601040312424
ACH-000416,0.09220018080129308
ACH-000420,-0.07607520636550424
ACH-000421,0.02033815599114656
ACH-000424,0.029399522782712007
ACH-000425,0.04324471090387132
ACH-000426,0.2338487839626109
ACH-000427,0.012296804258597787
ACH-000433,0.06025572625652975
ACH-000435,0.14176552208397988
ACH-000436,0.04576385096037616
ACH-000444,0.10334828477243124
ACH-000445,-0.1026589165063624
ACH-000448,-0.0271303295332316
ACH-000450,-0.0914242969150418
ACH-000452,0.1309820342752627
ACH-000454,0.11459655178481246
ACH-000458,0.16189181434423708
ACH-000459,0.013558740510467059
ACH-000460,-0.05207368410098656
ACH-000461,0.08081743105003382
