,NCCRP1 (342897)
ACH-000004,0.050578544959185616
ACH-000005,0.01671045073595324
ACH-000007,-0.11523725232172695
ACH-000009,-0.027886663229552636
ACH-000011,0.04844229742517368
ACH-000012,-0.07475548007299569
ACH-000013,-0.4898557259435036
ACH-000014,-0.12531868164303667
ACH-000015,-0.16710708583754466
ACH-000017,0.03669705014857536
ACH-000018,-0.08158412749535722
ACH-000019,-0.24356874207768825
ACH-000021,-0.09558372761213192
ACH-000022,-0.10675898794532074
ACH-000025,0.05183818675416976
ACH-000028,-0.0906524189507338
ACH-000030,-0.123972047908218
ACH-000035,-0.07969405901935964
ACH-000036,0.027472541338247447
ACH-000037,-0.07626934831823519
ACH-000039,0.04771738540912854
ACH-000040,0.18663745118167707
ACH-000041,-0.04240457559972671
ACH-000042,0.0342330657139956
ACH-000045,-0.2468023643335775
ACH-000047,-0.13057117841509633
ACH-000052,-0.2120319248746919
ACH-000053,-0.0768907368293597
ACH-000054,-0.14140785666641578
ACH-000055,-0.2307380517263552
ACH-000060,0.17769648851574274
ACH-000067,-0.0036912750377268906
ACH-000070,0.022909671359228
ACH-000075,-0.00868795737216195
ACH-000078,-0.07410934671568732
ACH-000082,-0.05057350009876206
ACH-000085,-0.15818829343874208
ACH-000086,0.03899065998747253
ACH-000087,0.09772945969677764
ACH-000092,-0.020591788003859683
ACH-000095,0.021856754549025414
ACH-000097,-0.15605928950879092
ACH-000098,-0.10403506924994294
ACH-000099,-0.12458944506126995
ACH-000108,-0.2574461356873425
ACH-000113,0.010231095461290756
ACH-000116,-0.02131743663070864
ACH-000118,-0.12106141912513242
ACH-000120,-0.1818970518522756
ACH-000123,0.014074161009200356
ACH-000127,-0.060886471312875674
ACH-000128,-0.14617995690738994
ACH-000132,-0.08989064356235685
ACH-000133,-0.0018663358694378282
ACH-000137,-0.6177873248777037
ACH-000138,-0.038892626286154384
ACH-000142,-0.02900380207800627
ACH-000143,-0.0835378113994689
ACH-000146,-0.059034918466596725
ACH-000148,-0.01924018773583162
ACH-000150,0.017577988538985432
ACH-000152,0.009090927478282244
ACH-000153,-0.05248310681237376
ACH-000159,0.011721087438069612
ACH-000160,-0.08658523134204901
ACH-000163,-0.0803052936513332
ACH-000167,0.041173931213458914
ACH-000168,0.038985953955672566
ACH-000169,0.05863897346941361
ACH-000178,-0.12400130954822795
ACH-000183,-0.01476071153348068
ACH-000188,-0.012930350025078972
ACH-000189,0.2061448997297448
ACH-000190,-0.3506129421354852
ACH-000198,0.04884237063581714
ACH-000203,0.0001887089261384917
ACH-000204,-0.1435157937597395
ACH-000206,-0.16514374885145766
ACH-000207,-0.021881141158907262
ACH-000208,-0.03190090054763399
ACH-000210,-0.1254796295217367
ACH-000211,0.007232135428085252
ACH-000215,-0.016139052506449047
ACH-000221,-0.07139773491067472
ACH-000222,-0.039930757677336864
ACH-000223,-0.038954620405569185
ACH-000226,0.03125780376093572
ACH-000227,-0.0529577522284936
ACH-000228,-0.17865708835726135
ACH-000231,-0.002466645913938238
ACH-000232,-0.12426601338397708
ACH-000233,-0.046715705081885404
ACH-000234,0.02140652642972589
ACH-000235,-0.08743700585502519
ACH-000237,-0.006217247001820591
ACH-000238,0.009008280413790258
ACH-000242,0.27520003221568384
ACH-000243,-0.12210324777978142
ACH-000244,-0.22742722932319945
ACH-000246,0.03516534799163201
ACH-000248,0.03491480985314311
ACH-000250,-0.07624212948779788
ACH-000251,-0.5109739438517606
ACH-000252,-0.035611125004655984
ACH-000253,-0.16701993673400045
ACH-000255,-0.2564684298643777
ACH-000256,-0.014002368786833686
ACH-000257,0.08684724643456229
ACH-000258,-0.10642376208571992
ACH-000259,-0.10989709125361656
ACH-000260,-0.03992843128028743
ACH-000261,-0.020761220277464198
ACH-000262,-0.10884624540336013
ACH-000263,-0.0045817282524612405
ACH-000264,-0.02251166679042496
ACH-000265,-0.16916106780443302
ACH-000266,-0.1032232341262129
ACH-000272,0.005596595091468657
ACH-000274,-0.026411771393156886
ACH-000277,0.030354657556187208
ACH-000278,-0.0758306399667021
ACH-000279,-0.03733087250517377
ACH-000280,-0.07737506329888094
ACH-000281,0.06322878315396457
ACH-000288,-0.06943646191136749
ACH-000291,-0.22649902343337555
ACH-000293,-0.308022317248933
ACH-000294,0.051048449689918264
ACH-000295,-0.08628652464281099
ACH-000296,-0.11205076804398732
ACH-000302,-0.28729592581258745
ACH-000304,0.14107660143533104
ACH-000307,0.14571805314370903
ACH-000308,-0.13589975260068465
ACH-000310,0.02428305313808197
ACH-000311,-0.09103961212553427
ACH-000312,-0.04090022609875698
ACH-000315,-0.11555622210621007
ACH-000316,0.005387423030194923
ACH-000317,0.14189442628899676
ACH-000318,-0.13993134910812788
ACH-000319,-0.17347430458165986
ACH-000320,0.21697276032800586
ACH-000322,0.14612462097706633
ACH-000323,0.10274301962150928
ACH-000324,-0.12512190513929505
ACH-000329,-0.061889099701926235
ACH-000330,-0.20608370462859715
ACH-000331,0.052184910678088815
ACH-000332,-0.2338799218083691
ACH-000334,0.03733658703586208
ACH-000335,-0.0098106680013575
ACH-000336,0.04918132346918278
ACH-000337,0.04449443440018128
ACH-000338,-0.03146249224931575
ACH-000339,-0.16704436266352482
ACH-000341,-0.02479670307819878
ACH-000348,-0.03881543686471132
ACH-000350,0.055429656732932375
ACH-000352,0.0407196986497975
ACH-000356,0.019828244708564254
ACH-000361,-0.14602867831821525
ACH-000362,-0.061520031529407625
ACH-000363,-0.020847200107065308
ACH-000364,-0.047050763924588665
ACH-000365,-0.026558074538210415
ACH-000366,-0.12319451694105225
ACH-000368,-0.03839181993787773
ACH-000374,0.18290286722616655
ACH-000375,-0.10936282800543708
ACH-000376,-0.0013697298269091565
ACH-000381,-0.06448091470067531
ACH-000383,-0.03246475311188885
ACH-000387,0.0005884668881383187
ACH-000389,-0.22079663573388814
ACH-000390,-0.021692159360785487
ACH-000393,-0.01600592349940563
ACH-000395,-0.15952208963937106
ACH-000396,-0.12084840592609945
ACH-000397,-0.17426039280591712
