,AP1AR (55435)
ACH-000004,0.12414305098616313
ACH-000005,0.098020781281325
ACH-000007,0.3074181884497214
ACH-000009,0.16873063362369184
ACH-000011,-0.019054169815711515
ACH-000012,0.15396383479145648
ACH-000013,0.0782231797016564
ACH-000014,0.05695802697519535
ACH-000015,0.08750844465073715
ACH-000017,-0.0592442790384114
ACH-000018,-0.011518985722121157
ACH-000019,-0.12610561183335867
ACH-000021,0.06497046564812106
ACH-000022,0.13965289963117625
ACH-000025,0.0645423127002272
ACH-000028,0.025804137378274358
ACH-000030,0.1381169741073984
ACH-000035,0.15170600133232118
ACH-000036,0.06539273083137305
ACH-000037,-0.02130476058232871
ACH-000039,-0.07590805153195974
ACH-000040,0.10703268674535438
ACH-000041,0.02677957176158161
ACH-000042,0.06904682275347443
ACH-000045,0.05052583538604724
ACH-000047,0.07924907402267356
ACH-000052,0.13961825930040053
ACH-000053,0.12031262314507347
ACH-000054,0.0694417274584587
ACH-000055,0.16592884130742802
ACH-000060,0.11673918223351665
ACH-000067,0.013684209598047193
ACH-000070,0.2056844021941408
ACH-000075,0.020700101462875053
ACH-000078,0.07800497518879004
ACH-000082,-0.0028424649275715407
ACH-000085,0.16305122262047436
ACH-000086,0.07118621130882273
ACH-000087,-0.1811172063689253
ACH-000092,-0.025591975256802475
ACH-000095,0.11346403254875898
ACH-000097,0.0188122827908958
ACH-000098,0.10686712630633864
ACH-000099,0.08937236734925498
ACH-000108,0.043982243768565216
ACH-000113,0.118481812172093
ACH-000116,0.07920934230719624
ACH-000118,0.16098794486481846
ACH-000120,-0.05790550248687749
ACH-000123,0.1458690826826288
ACH-000127,0.16360432959266902
ACH-000128,-0.11748902054471425
ACH-000132,0.11780752023016705
ACH-000133,0.030910338247393043
ACH-000137,-0.04751578825227307
ACH-000138,0.12813653538641376
ACH-000142,-0.079128830239213
ACH-000143,0.08047607145746638
ACH-000146,0.03879721505386982
ACH-000148,0.14804168240719445
ACH-000150,-0.05276462115502654
ACH-000152,0.10851300881501467
ACH-000153,0.003664853752231685
ACH-000159,0.10977201859177332
ACH-000160,0.04117404049298146
ACH-000163,0.0283954616045574
ACH-000167,-0.3826906726539891
ACH-000168,0.09524958994218463
ACH-000169,0.15304487548595008
ACH-000178,0.06666585693544873
ACH-000183,0.03663893397677823
ACH-000188,0.1655178696002369
ACH-000189,-0.13696313188919615
ACH-000190,0.038881428157431716
ACH-000198,0.13215258137521918
ACH-000203,0.057913660806841585
ACH-000204,0.1570701656196825
