,OR10Z1 (128368)
ACH-000004,0.2267234818202671
ACH-000005,0.17431104946371465
ACH-000007,0.2908802317730061
ACH-000009,0.16802387406410846
ACH-000011,0.3417358192052156
ACH-000012,0.2680326064359661
ACH-000013,0.277913487754586
ACH-000014,0.30127388214247736
ACH-000015,0.2986984217796638
ACH-000017,0.2759228689496605
ACH-000018,0.27540240518097303
ACH-000019,0.124789904740745
ACH-000021,0.21796115314117748
ACH-000022,0.22495335724052906
ACH-000025,0.10435321729259757
ACH-000028,0.3164616460850185
ACH-000030,0.23177984038094895
ACH-000035,0.10054560578596683
ACH-000036,0.29007190181789394
ACH-000037,0.2781684857966571
ACH-000039,0.16450666998228328
ACH-000040,0.24746896276558025
ACH-000041,0.21640174510446167
ACH-000042,0.29634493795719324
ACH-000045,0.23976436898262535
ACH-000047,0.14654723427715474
ACH-000052,0.14432980350758814
ACH-000053,0.2249591037665134
ACH-000054,0.2287645455748477
ACH-000055,0.2752210333283178
ACH-000060,0.29280875131184386
ACH-000067,0.2228031440298462
ACH-000070,0.19377225011300694
ACH-000075,0.4180882681096741
ACH-000078,0.2380035193094343
ACH-000082,0.21188838133162693
ACH-000085,0.26720688116379965
ACH-000086,0.16647693662019514
ACH-000087,0.3595695420552792
ACH-000092,0.2314104985360007
ACH-000095,0.3440834156853217
ACH-000097,0.23003563429351634
ACH-000098,0.23663010875633805
ACH-000099,0.20053929187426775
ACH-000108,0.28232591938994755
ACH-000113,0.22043444140471366
ACH-000116,0.22808517271688394
ACH-000118,0.21578752008621746
ACH-000120,0.2795011326006072
ACH-000123,0.2587242563112979
ACH-000127,0.20281287725861188
ACH-000128,0.3013051310991969
ACH-000132,0.279703894422599
ACH-000133,0.203238266022167
ACH-000137,0.21935878796861727
ACH-000138,0.2718016257126085
ACH-000142,0.1886760794828568
ACH-000143,0.2123454800346067
ACH-000146,0.20395520593920227
ACH-000148,0.1702839336691283
ACH-000150,0.2449712907774236
ACH-000152,0.20660928404810044
ACH-000153,0.2085611269569569
ACH-000159,0.1689292687311741
ACH-000160,0.29085769911099396
ACH-000163,0.23591740638430475
ACH-000167,-0.006671369723561015
ACH-000168,0.2467492272691933
ACH-000169,0.15505420326768232
ACH-000178,0.2545197611415518
ACH-000183,0.20257356562920129
ACH-000188,0.21690428845488574
ACH-000189,0.272883504087789
ACH-000190,0.27180893306976833
ACH-000198,0.14011902280075408
ACH-000203,0.5368740992093213
ACH-000204,0.2770160045103592
ACH-000206,0.08860932628830852
ACH-000207,0.3108253868965418
ACH-000208,0.2888330302225744
ACH-000210,0.1360689192819486
ACH-000211,0.255253170739922
ACH-000215,0.2073132613834976
ACH-000221,0.30756676181446263
ACH-000222,0.11826757396483432
