,ARL2 (402)
ACH-000004,-1.428227819794837
ACH-000005,-0.9529694514009732
ACH-000007,-1.0784161117303699
ACH-000009,-1.2180258121605412
ACH-000011,-1.1473263953986998
ACH-000012,-1.092354714813497
ACH-000013,-1.3088887626655572
ACH-000014,-1.21713381224714
ACH-000015,-1.2127704981101934
ACH-000017,-1.0162574772264932
ACH-000018,-1.0292381104463355
ACH-000019,-1.132791460359552
ACH-000021,-1.2558016480218448
ACH-000022,-1.3496757204499796
ACH-000025,-1.1601363752885046
ACH-000028,-1.0912570271672382
ACH-000030,-1.1600423850365074
ACH-000035,-1.227005550181228
ACH-000036,-1.0842690515956803
ACH-000037,-1.376542956546028
ACH-000039,-1.3323663355197741
ACH-000040,-1.3709548955524742
ACH-000041,-1.0099689219523234
ACH-000042,-1.1704447349331593
ACH-000045,-1.2482156878161843
ACH-000047,-0.8576394582774267
ACH-000052,-0.9332348315408496
ACH-000053,-1.1876864540871617
ACH-000054,-1.1805168130887098
ACH-000055,-1.2059679090959057
ACH-000060,-1.1749630838295948
ACH-000067,-1.3766701517279745
ACH-000070,-1.1553624295944682
ACH-000075,-0.9608427684622324
ACH-000078,-1.190827522190986
ACH-000082,-1.1896177300522
ACH-000085,-1.250994673260305
ACH-000086,-1.0856098628198485
ACH-000087,-1.3602041082077965
ACH-000092,-1.1618059462978088
ACH-000095,-0.9814908462304508
ACH-000097,-1.2561821417686692
ACH-000098,-1.2012237793685094
ACH-000099,-1.348644429683639
ACH-000108,-1.0647889659307057
ACH-000113,-0.9365878101574068
ACH-000116,-1.0744662614022922
ACH-000118,-1.0621519266111692
ACH-000120,-1.22599283923338
ACH-000123,-1.0778896921522665
ACH-000127,-1.0976149775617479
ACH-000128,-1.0257942552601642
ACH-000132,-1.3294726045600185
ACH-000133,-1.2932106538280892
ACH-000137,-1.1571001860912558
ACH-000138,-1.1681691272523351
ACH-000142,-1.1745608109695658
ACH-000143,-1.1335522461602707
ACH-000146,-1.078592765579317
ACH-000148,-1.2007808552586787
ACH-000150,-1.1322228904302662
ACH-000152,-1.1601230008608088
ACH-000153,-1.3239133803504153
ACH-000159,-0.9486538260848544
ACH-000160,-1.3440243364291555
ACH-000163,-1.2387981925040106
ACH-000167,-1.533792844369478
ACH-000168,-1.2142676282944356
ACH-000169,-1.2111714107574627
ACH-000178,-1.0447603689181362
ACH-000183,-1.1616900697167587
ACH-000188,-0.9720056343746544
ACH-000189,-1.1531399224658059
ACH-000190,-1.2730080237182555
ACH-000198,-1.054333057600987
ACH-000203,-1.7278181214471582
ACH-000204,-1.0944666623430692
ACH-000206,-1.3101212460638116
ACH-000207,-1.1050559940316378
ACH-000208,-1.213091435308564
ACH-000210,-1.2709040055131768
ACH-000211,-1.2621318766319212
ACH-000215,-1.1052959489998944
ACH-000221,-1.298328542082012
ACH-000222,-1.1719831104672058
ACH-000223,-1.061259700137788
ACH-000226,-1.2269471809950598
ACH-000227,-0.8684435279393881
ACH-000228,-1.2953900378970944
ACH-000231,-1.3344811561206718
ACH-000232,-1.2646006328104964
ACH-000233,-1.2349746354797335
ACH-000234,-1.1059711757320014
ACH-000235,-0.8942408427760956
ACH-000237,-1.2635124140457563
ACH-000238,-1.0342681591116412
ACH-000242,-0.973241717150058
ACH-000243,-1.0755860343693129
ACH-000244,-1.0120671277690074
ACH-000246,-1.2461494157326394
ACH-000248,-1.263079757145013
ACH-000250,-1.1582774863863616
ACH-000251,-1.219129375675073
ACH-000252,-1.0642117357831609
