,DAND5 (199699)
ACH-000206,-0.15102807033236568
ACH-000207,-0.10489770143722793
ACH-000208,-0.3644813537085487
ACH-000210,-0.2680852743183143
ACH-000211,-0.23648661843138385
ACH-000215,-0.15664589762902034
ACH-000221,-0.019634751335303544
ACH-000222,-0.24196237300769344
ACH-000223,-0.3091000345732095
ACH-000226,-0.1324669969787996
ACH-000227,-0.22996958003804285
ACH-000228,-0.6037318073924322
ACH-000231,-0.07646530609969299
ACH-000232,-0.20326334585828912
ACH-000233,-0.20079895646770954
ACH-000234,-0.23691305671581075
ACH-000235,-0.15141436134533698
ACH-000237,-0.119028885277593
ACH-000238,0.029720273185348117
ACH-000242,0.08986981458373626
ACH-000243,-0.1851680662902344
ACH-000244,-0.33127691850574703
ACH-000246,-0.15252228493610126
ACH-000248,-0.22180382551891814
ACH-000250,-0.17401910422063027
ACH-000251,-0.004190547011295835
ACH-000252,-0.09933866779380933
ACH-000253,-0.24516201162337226
ACH-000255,-0.2336898092105044
ACH-000256,-0.016088073923214367
ACH-000257,-0.18632455291332145
ACH-000258,-0.20034190536464766
ACH-000259,-0.11569407186570765
ACH-000260,-0.20978923130736832
ACH-000261,-0.0983653733241966
ACH-000262,-0.2439184405216224
ACH-000263,-0.23771712390684285
ACH-000264,0.0033018175406685137
ACH-000265,-0.1331197115932147
ACH-000266,-0.07093395332658882
ACH-000272,-0.1188762350772764
ACH-000274,-0.10504743861995944
ACH-000277,-0.13117453478368846
ACH-000278,-0.2547411696606456
ACH-000279,-0.029035438414924307
ACH-000280,-0.013232249407922995
ACH-000281,-0.13572163288942068
ACH-000288,-0.15495689847795496
ACH-000291,-0.06331119708105645
ACH-000293,-0.16505285869248326
ACH-000294,-0.2847739001152775
ACH-000295,-0.08556630745777223
ACH-000296,-0.14824680604601112
ACH-000302,-0.18291548022972748
ACH-000304,-0.11313240704932905
ACH-000307,-0.1849717455292849
ACH-000308,-0.12459464466608745
ACH-000310,-0.04654237262754333
ACH-000311,-0.0415147816973
ACH-000312,-0.021586245350664918
ACH-000315,-0.07050419980936266
ACH-000316,0.05085970507875033
ACH-000317,-0.12591512792203752
ACH-000318,-0.2619504318250885
ACH-000319,-0.3387336152727913
ACH-000320,-0.005324397016282115
ACH-000322,-0.04207309527037903
ACH-000323,-0.20111612621851035
ACH-000324,-0.1305170685306726
ACH-000329,0.02035432028017532
ACH-000330,-0.12625758862632386
ACH-000331,-0.05835856008531505
ACH-000332,-0.13862800077220394
ACH-000334,-0.08555655902001978
ACH-000335,-0.19461003880626296
ACH-000336,-0.0817976487847895
ACH-000337,-0.13321746440231966
ACH-000338,-0.14008952850432368
ACH-000339,-0.1331123266146179
ACH-000341,-0.1973413093833825
ACH-000348,-0.1508937881157478
ACH-000350,-0.09673959775741756
ACH-000352,-0.194462999885373
ACH-000356,-0.07978539649546049
ACH-000361,-0.016813894013451285
ACH-000362,-0.2281720194639804
ACH-000363,-0.2288419124983793
ACH-000364,-0.07065920956498915
ACH-000365,-0.08433531259090735
ACH-000366,-0.1417613845444751
ACH-000368,-0.12852405143439333
ACH-000374,-0.20386686607467253
ACH-000375,-0.22665323420210526
ACH-000376,0.12048717772428735
ACH-000381,-0.04196100848274209
ACH-000383,-0.13943690757530855
ACH-000387,-0.33872123807293725
ACH-000389,0.11737631700734945
ACH-000390,-0.1628396098414914
ACH-000393,-0.1456318747880034
ACH-000395,-0.2534432769167952
ACH-000396,-0.4372648063547167
ACH-000397,-0.06894972582804948
ACH-000401,-0.10838322855751777
ACH-000402,-0.4754368432513581
ACH-000403,-0.18512704666248567
ACH-000404,-0.11107983738698712
ACH-000406,-0.08104050670458658
ACH-000407,-0.0734556986855303
ACH-000408,-0.21704719512889095
ACH-000410,-0.17412540458938747
ACH-000411,-0.09210957612240522
ACH-000414,0.05432236078770043
ACH-000415,-0.11650528134695687
ACH-000416,-0.2533631780144773
ACH-000420,-0.08090645910649531
ACH-000421,-0.2598184097003445
ACH-000424,-0.26978495650851914
ACH-000425,-0.1182669404737444
ACH-000426,-0.37032126711906976
ACH-000427,-0.2168322013668285
ACH-000433,-0.4863657303580455
ACH-000435,-0.3592140808259106
ACH-000436,-0.2191995637227263
ACH-000444,-0.11919929481392523
ACH-000445,-0.2816153805702481
ACH-000448,-0.18642912580423204
ACH-000450,0.052041962717007936
ACH-000452,-0.2417724103925388
ACH-000454,-0.2258968812833418
ACH-000458,-0.2740231246488405
ACH-000459,-0.3252607794064388
ACH-000460,-0.10682798255810036
ACH-000461,-0.3289399780413397
ACH-000463,-0.09928077553339908
ACH-000464,-0.039746377780830164
ACH-000466,-0.2945219352570834
ACH-000467,0.01611336517682244
ACH-000468,-0.21276484762931067
ACH-000469,-0.12949251259390507
ACH-000470,-0.09801541401848934
ACH-000471,-0.10030537451807092
ACH-000472,-0.19308584012673105
ACH-000473,-0.2129435926389928
ACH-000475,-0.09108882815955016
ACH-000476,-0.17719195232864024
ACH-000477,0.0294990945522596
ACH-000479,-0.11239457610619097
ACH-000480,-0.016964367884206903
ACH-000481,-0.10340050082475252
ACH-000483,-0.045896176686223006
ACH-000484,-0.04455123204002705
ACH-000485,-0.22354328973465928
ACH-000486,-0.04559355991665332
ACH-000487,-0.3939740016176079
ACH-000488,-0.21074807088586475
ACH-000490,-0.2504145539952251
ACH-000491,-0.19033822561694505
ACH-000495,0.004012442904373879
ACH-000496,0.06503409068177753
ACH-000499,-0.2846025484468234
ACH-000500,0.12107160217512924
ACH-000502,-0.2022695865327132
ACH-000503,-0.2939740324524933
ACH-000505,-0.17162191166420732
ACH-000507,-0.19251422715565447
ACH-000510,-0.15386357008570975
ACH-000511,-0.2419809921519121
ACH-000512,0.04287587978185655
ACH-000516,-0.11535679340743014
ACH-000517,-0.20937092170139707
ACH-000518,-0.1428783170240768
ACH-000520,-0.21320729163290253
ACH-000521,-0.13182633733676907
ACH-000522,-0.1463594998177185
ACH-000524,-0.07896134253558679
ACH-000527,-0.18773445383370665
ACH-000528,-0.1031948146040704
ACH-000537,-0.16889064779104734
ACH-000541,-0.43838764737315306
ACH-000542,-0.11440899234081045
ACH-000544,0.03184988967350441
ACH-000545,-0.3146468064931344
ACH-000547,-0.11051129360644137
ACH-000548,-0.2776267392536663
ACH-000549,-0.3391320559727093
ACH-000550,0.05159945547127178
ACH-000552,-0.049919003737381534
ACH-000556,-0.3560057748851275
ACH-000557,-0.1415606927339352
ACH-000569,0.026151895605607985
ACH-000570,-0.13300511208342633
ACH-000571,-0.19563462029646925
ACH-000573,-0.10458926165251063
ACH-000576,-0.16696128435117186
ACH-000579,-0.010028126011713259
ACH-000580,-0.10514665824590916
ACH-000584,-0.16822622738886595
ACH-000585,-0.39112765393778004
ACH-000588,0.051843226553344085
ACH-000589,-0.13185598272054122
ACH-000591,-0.30018824030851776
ACH-000593,-0.08585465369738034
ACH-000600,-0.2552130299515936
ACH-000601,-0.2468833047773791
ACH-000605,-0.13962152456538607
ACH-000606,-0.1984266548972719
ACH-000608,-0.2453879798344733
ACH-000614,0.0016255719720679347
ACH-000616,-0.09602718309859228
ACH-000618,-0.21631491543432524
ACH-000619,-0.13421240525404385
ACH-000620,-0.18019133748748112
ACH-000621,-0.12232264579350835
ACH-000622,-0.12229742417142395
ACH-000623,-0.18782169225958528
ACH-000624,-0.2364321306840325
ACH-000627,-0.2918709643786993
ACH-000630,-0.19890586087886367
ACH-000631,-0.17771777430971145
ACH-000632,-0.07123376151257843
ACH-000633,-0.11874518115617233
ACH-000637,-0.23850035470803596
ACH-000638,-0.14239694745579518
ACH-000646,-0.06906100448690028
ACH-000647,-0.0680613965323078
ACH-000648,-0.11405870698039147
ACH-000649,-0.11125182091562703
ACH-000651,-0.060277638947348236
ACH-000652,-0.1487929382334599
ACH-000653,-0.05017494563917916
ACH-000657,-0.15187864175884286
ACH-000658,-0.20399488930580187
ACH-000661,-0.06975198124947306
ACH-000662,-0.02773812301091423
ACH-000663,-0.047263965721216265
ACH-000665,-0.2622980828393663
ACH-000671,-0.1449910225021434
ACH-000672,-0.2163957320578864
ACH-000673,-0.29761446492568805
ACH-000676,-0.05003322870115537
ACH-000677,-0.0232720345730898
ACH-000681,-0.04364977910719636
ACH-000683,-0.23638940705734895
ACH-000684,-0.07413233144261476
ACH-000688,-0.2892051380450466
ACH-000693,-0.1865904783456688
ACH-000694,-0.05840162096240125
ACH-000695,0.04715728536788135
ACH-000696,-0.12024692991250688
ACH-000697,-0.11043110233394764
ACH-000699,-0.3263858142953004
ACH-000701,-0.2483527429704891
ACH-000706,-0.2433698062000657
ACH-000711,-0.19744695958000966
ACH-000713,-0.1697323813676792
ACH-000714,-0.19282850777934565
ACH-000718,-0.17832095514738613
ACH-000720,-0.2068380955620565
ACH-000721,-0.2397851401871988
ACH-000724,-0.23362921907917344
ACH-000725,-0.2620963658390487
ACH-000732,-0.14920460173137126
ACH-000734,-0.2300737731558581
ACH-000735,-0.03225878478144209
ACH-000736,0.060405357648822273
ACH-000738,-0.2351491024650876
ACH-000746,-0.032265286306256094
ACH-000747,-0.1908991051895056
ACH-000748,-0.13827996805132886
ACH-000753,-0.06679629926232122
ACH-000756,-0.28585881655918066
ACH-000757,-0.0076515830887873984
ACH-000758,-0.12364112118748424
ACH-000760,-0.1627025892554189
ACH-000762,-0.2473198450925231
ACH-000763,-0.02697965218941516
ACH-000764,-0.1963409379876884
ACH-000765,-0.061370854301187876
ACH-000766,-0.08475584298151194
ACH-000767,-0.20194122518997049
ACH-000768,-0.2328793007704513
ACH-000769,-0.3190534278417709
ACH-000770,-0.1135508580479637
ACH-000771,-0.11643924636694078
ACH-000773,0.04290642184441093
ACH-000776,-0.3604530008057911
ACH-000777,-0.1275525099164658
ACH-000778,-0.2880755106034451
ACH-000781,-0.1494001988840449
ACH-000782,-0.16406778000548042
ACH-000783,-0.1406814774569934
ACH-000784,-0.13168310547448564
ACH-000785,-0.2309683798380813
ACH-000787,-0.07214229230802426
ACH-000788,-0.2285497254211739
ACH-000791,-0.07854128675781953
ACH-000792,-0.271350727868735
ACH-000794,-0.22041679167932
ACH-000796,-0.05485956604564196
ACH-000798,-0.07414162202594504
ACH-000799,-0.2710777430247973
ACH-000800,-0.51335392855879
ACH-000802,-0.26439119578762205
ACH-000804,-0.3586571117610293
ACH-000805,-0.36189110610715214
ACH-000809,-0.15873872137944264
ACH-000810,-0.1059112512605341
ACH-000811,-0.14463937649266376
ACH-000817,-0.1013531131705111
ACH-000819,-0.08437397673766955
ACH-000820,-0.09802023582821724
ACH-000821,-0.2281026519711059
ACH-000822,-0.13137973490387356
ACH-000823,-0.2450609128234823
ACH-000824,-0.13871456644505864
ACH-000827,-0.05773837239220101
ACH-000829,0.029401924014268457
ACH-000831,-0.12755541019104755
ACH-000832,-0.20607595810790386
ACH-000833,-0.3723372516337457
ACH-000834,-0.13415367085915356
ACH-000835,-0.08471209513160839
ACH-000836,-0.4416661066505692
ACH-000837,-0.10466569216879916
ACH-000838,-0.099735938537759
ACH-000839,-0.2138790136543693
ACH-000840,0.11635452590372306
ACH-000841,-0.07978381894590933
ACH-000843,-0.12575142738866238
ACH-000846,-0.2147486493615888
ACH-000847,0.05519234743905144
ACH-000848,-0.18086662920333385
ACH-000849,-0.196545758564144
ACH-000851,-0.05270268141104013
ACH-000855,0.015463459020887116
ACH-000856,-0.1457533884524412
ACH-000858,-0.2901970479546082
ACH-000859,-0.3642091398015371
ACH-000861,-0.20365441814896715
ACH-000862,-0.1256701041849081
ACH-000865,-0.13367646609793604
ACH-000866,-0.07943972610009792
ACH-000867,-0.15385646553039165
ACH-000869,-0.08314540250003044
ACH-000872,-0.2688217968478636
ACH-000873,-0.25257317682160746
ACH-000876,-0.15919190310765033
ACH-000878,-0.2267881674662481
ACH-000880,-0.18930008431085954
ACH-000881,-0.10650167620108936
ACH-000882,-0.15851746561187238
ACH-000884,-0.2041603662478405
ACH-000885,-0.20361185735895454
ACH-000887,-0.22312312394048628
ACH-000889,0.012107974369219484
ACH-000896,-0.19397349772644176
ACH-000898,-0.18881650860648044
ACH-000900,-0.1397812055584831
ACH-000901,-0.17551045567926726
ACH-000905,-0.1214980644965598
ACH-000906,-0.1923858381939112
ACH-000907,-0.0646604278036303
ACH-000910,-0.014583049909987312
ACH-000911,-0.14223707749182146
ACH-000912,-0.12284781463191398
ACH-000913,0.07491409685371175
ACH-000915,-0.13276852915560305
ACH-000916,-0.015338930236231941
ACH-000917,-0.03258166329394549
ACH-000920,0.010827589951376834
ACH-000921,-0.14331332951518422
ACH-000924,-0.08103700357494947
ACH-000926,-0.009802952678213513
ACH-000928,-0.3288304519704539
ACH-000929,-0.1969701040603848
ACH-000932,-0.21882744991924932
ACH-000935,-0.15239154142051872
ACH-000936,-0.22323810916746206
ACH-000937,-0.1848904429625957
ACH-000938,-0.1514758248014042
ACH-000939,-0.23255305188298905
ACH-000941,-0.30354475994513697
ACH-000943,-0.15598974454159265
ACH-000946,-0.2503459937696892
ACH-000947,-0.12113125567411047
ACH-000948,-0.20142458101311506
ACH-000950,-0.19998286776514074
ACH-000953,-0.1412292059873385
ACH-000954,-0.2490007578559635
ACH-000957,0.011962816372142472
ACH-000958,0.003758848423252219
ACH-000960,-0.05746925169292776
ACH-000963,-0.12333986967855455
ACH-000968,0.005527857530553677
ACH-000969,-0.13719211478919835
ACH-000972,-0.27861143849507075
ACH-000973,-0.13875511208399802
ACH-000974,-0.08672605570992611
ACH-000978,0.09863942805358906
ACH-000984,-0.09548601191827563
ACH-000986,-0.17631864427043228
ACH-000988,-0.11839945828619372
ACH-000993,-0.3658146351804556
ACH-000994,-0.17566526412272482
ACH-000996,-0.01690843439214512
ACH-001001,-0.1414085595383171
ACH-001020,-0.3185916617369309
ACH-001028,-0.15081474976979936
ACH-001031,-0.05537371388911775
ACH-001038,-0.16944642554603515
ACH-001048,-0.17761142360458668
ACH-001050,-0.19972880748489072
ACH-001053,-0.1299283110930139
ACH-001054,-0.032690535559376066
ACH-001061,-0.10479386500570152
ACH-001067,-0.20175684910430788
ACH-001075,-0.07320532445534778
ACH-001096,-0.19670137143956792
ACH-001111,-0.3384092304665521
ACH-001119,-0.3239094903007889
ACH-001128,-0.3208614499572398
ACH-001134,-0.08121217930903067
ACH-001151,-0.07091436114188984
ACH-001163,-0.06704019599584339
ACH-001164,-0.2934455429398577
ACH-001183,-0.13155161872581986
ACH-001192,-0.11490030577245733
ACH-001193,-0.10469829201542896
ACH-001196,-0.1399981958907837
ACH-001197,-0.1132809975805776
ACH-001205,-0.2257280930236032
ACH-001211,-0.03742041285126828
ACH-001212,-0.09437319896715687
ACH-001228,-0.32012490202122906
ACH-001232,-0.11401758061447702
ACH-001239,-0.01645472927360541
ACH-001270,0.14923214645203536
ACH-001274,-0.19180230004530213
ACH-001275,-0.1907407771006317
ACH-001277,-0.029747414481849158
ACH-001278,-0.07361663271073654
ACH-001280,-0.3047298388598509
ACH-001283,-0.11110822924285266
ACH-001289,-0.005843714122735835
ACH-001300,-0.2343500670984941
ACH-001301,-0.13422406444820048
ACH-001302,-0.3523660556347932
ACH-001306,-0.22971804586496894
ACH-001318,-0.24623868499931265
ACH-001322,-0.13677821908631632
ACH-001328,-0.3267619578314437
ACH-001332,-0.2890643979700611
ACH-001336,-0.09078008102409732
ACH-001346,-0.3172789024060539
ACH-001353,-0.14516357920220235
ACH-001354,-0.004225897090567849
ACH-001367,-0.06763672981465914
ACH-001368,-0.2605714627024011
ACH-001374,-0.2805945244094639
ACH-001377,-0.1242184530532298
ACH-001380,-0.24187141332692916
ACH-001391,-0.23564671372102106
ACH-001408,-0.1508077972275498
ACH-001430,-0.07542112360315928
ACH-001431,-0.26922219327089114
ACH-001450,-0.2561886320791898
ACH-001496,-0.1681232069048796
ACH-001500,-0.2639048021082949
ACH-001523,-0.20782201612110426
ACH-001532,-0.17860603339330494
ACH-001550,-0.023144977668729364
ACH-001552,-0.14738612204050258
ACH-001554,-0.13247393815888764
ACH-001654,-0.27797433270125665
ACH-001735,-0.0568973588310534
ACH-001736,-0.07612378951918665
ACH-001737,-0.3630585111737923
ACH-001740,-0.2344161105041013
ACH-001745,-0.27090057372403675
ACH-001765,-0.13970127579790076
