,CRYM (1428)
ACH-000004,0.12108778165982037
ACH-000005,0.11736760404423408
ACH-000007,-0.004548696668239185
ACH-000009,-0.002923551609185948
ACH-000011,-0.09010738094463212
ACH-000012,-0.07768712757455007
ACH-000013,-0.06761912830225437
ACH-000014,0.11583240583961582
ACH-000015,-0.003298895019706898
ACH-000017,0.003745381797425743
ACH-000018,0.06973541836888686
ACH-000019,-0.07048199225361299
ACH-000021,-0.052358782695997766
ACH-000022,-0.08917675344745363
ACH-000025,-0.11483587540548318
ACH-000028,0.007997600511030984
ACH-000030,0.07514162279411463
ACH-000035,0.01346873256460268
ACH-000036,-0.048312016911089835
ACH-000037,-0.04892635401848487
ACH-000039,-0.17914764087024015
ACH-000040,-0.016406358909332036
ACH-000041,0.02198714909159772
ACH-000042,-0.10797290788380906
ACH-000045,0.017873547660534374
ACH-000047,-0.09424283100831762
ACH-000052,0.08186773655504379
ACH-000053,-0.031435197085673966
ACH-000054,-0.10903482526846553
ACH-000055,-0.0943949622896041
ACH-000060,-0.008344380827275146
ACH-000067,0.021858346174380792
ACH-000070,-0.03588816922535152
ACH-000075,-0.18738723411759112
ACH-000078,-0.09838381971330562
ACH-000082,0.04520763788741354
ACH-000085,0.021379915892181696
ACH-000086,0.04668535163363872
ACH-000087,-0.08573022356817117
ACH-000092,-0.02423352226906
ACH-000095,-0.16762208485718458
ACH-000097,-0.07021391632521523
ACH-000098,-0.22374915562429792
ACH-000099,-0.11632264524380445
ACH-000108,-0.1867634112730211
ACH-000113,0.13314519679911896
ACH-000116,-0.07022019973861221
ACH-000118,-0.0449340279617545
ACH-000120,-0.06209496146548571
ACH-000123,-0.06283388135214976
ACH-000127,-0.02352491363955097
ACH-000128,-0.03289318903105125
ACH-000132,0.05020120404376131
ACH-000133,-0.002748797578488542
ACH-000137,0.19174415158706945
ACH-000138,0.09541156634207572
ACH-000142,0.034967763949014616
ACH-000143,-0.27559624805534466
ACH-000146,-0.037665847335898735
ACH-000148,-0.016255479596520586
ACH-000150,0.030317923219881124
ACH-000152,-0.04809308832307648
ACH-000153,0.05741286090275435
ACH-000159,0.002167145332774553
ACH-000160,0.15819190840076736
ACH-000163,0.011149270133871993
ACH-000167,0.5038050922600309
ACH-000168,0.11039498849464076
ACH-000169,-0.16969720092720075
ACH-000178,-0.06861750839808707
ACH-000183,0.1219531909610095
ACH-000188,0.008855597964204608
ACH-000189,0.21209876385781426
ACH-000190,0.05194587774850765
ACH-000198,-0.018651811391092624
ACH-000203,0.2507578650173772
ACH-000204,0.053620253286742935
ACH-000206,-0.016748474553999675
ACH-000207,0.06440155630531598
ACH-000208,0.04672616971492583
ACH-000210,0.04119078789386677
ACH-000211,-0.04290864483747435
ACH-000215,-0.0501008466578814
ACH-000221,-0.1185666855614298
ACH-000222,-0.20630631927521206
ACH-000223,-0.06052888565942264
ACH-000226,-0.2642842262142106
ACH-000227,0.06508493890519712
ACH-000228,-0.07956323162052009
ACH-000231,-0.19479653192098256
ACH-000232,-0.024294851387918
ACH-000233,-0.03369325174742425
ACH-000234,0.0029758277559592808
ACH-000235,-0.0024026410380727607
ACH-000237,-0.04823717969713685
ACH-000238,-0.10958942188403699
ACH-000242,-0.36242202790969613
ACH-000243,-0.033868824041356216
ACH-000244,0.043885150345882334
ACH-000246,0.010981849995829105
ACH-000248,-0.07072920230689367
ACH-000250,-0.1358220986730897
ACH-000251,-0.2881023331787346
ACH-000252,-0.018098207955977
ACH-000253,-0.08932323565504392
ACH-000255,-0.13248470427728487
ACH-000256,-0.017207344452877454
ACH-000257,-0.13710216187319438
ACH-000258,-0.032085062692729635
ACH-000259,0.012070148470557656
ACH-000260,-0.12433878277615976
ACH-000261,-0.12486732868762355
