,DLG4 (1742)
ACH-000004,-0.3497302969257845
ACH-000005,-0.4566540242844669
ACH-000007,-0.24147792169810275
ACH-000009,-0.16504873284448746
ACH-000011,-0.18327602697194773
ACH-000012,-0.14207013671567426
ACH-000013,-0.3315511026075546
ACH-000014,-0.11032051785346952
ACH-000015,-0.167557844582707
ACH-000017,-0.14987373850392474
ACH-000018,-0.2438438925098821
ACH-000019,-0.13827937937370668
ACH-000021,-0.06239284046014261
ACH-000022,-0.15070496281935888
ACH-000025,-0.3116006039644786
ACH-000028,-0.2402169882901184
ACH-000030,-0.061388401655337765
ACH-000035,-0.2297575817708657
ACH-000036,-0.362139473502166
ACH-000037,-0.13045306034483245
ACH-000039,-0.11597540021036358
ACH-000040,-0.445731273386964
ACH-000041,-0.18376165876086226
ACH-000042,-0.15208529472502075
ACH-000045,0.06446229863793222
ACH-000047,-0.3434307677407431
ACH-000052,-0.3667076311078057
ACH-000053,-0.2222439912637677
ACH-000054,-0.005685353186554586
ACH-000055,-0.3513933922079506
ACH-000060,-0.5950449981271868
ACH-000067,-0.11528262524379235
ACH-000070,-0.20102801941767254
ACH-000075,-0.20155966932076586
ACH-000078,-0.15408604707867804
ACH-000082,-0.1613156365778914
ACH-000085,-0.2979364480222069
ACH-000086,-0.41060753002194617
ACH-000087,-0.1371950842805318
ACH-000092,-0.06813067991640448
ACH-000095,-0.1920382765559568
ACH-000097,-0.2486602540938953
ACH-000098,-0.3076852812826085
ACH-000099,-0.3247813728559704
ACH-000108,-0.13574401815027098
ACH-000113,-0.021178036396459876
ACH-000116,-0.12580927493185254
ACH-000118,-0.2289702453092307
ACH-000120,-0.2045364508516719
ACH-000123,-0.08894099791216083
ACH-000127,-0.08526433596947743
ACH-000128,-0.3197883228280068
ACH-000132,-0.3449139213109881
ACH-000133,-0.32524468583704197
ACH-000137,-0.21285888355544166
ACH-000138,-0.06207060396384801
ACH-000142,-0.21737476729376096
ACH-000143,-0.4209227078590173
ACH-000146,-0.2125214641612143
ACH-000148,-0.2453662531758357
ACH-000150,-0.3460722368989708
ACH-000152,-0.26984797211765765
ACH-000153,-0.19955980629192735
ACH-000159,-0.21533622311174105
ACH-000160,-0.24824204870348646
ACH-000163,-0.18534776536289704
ACH-000167,-0.0039570998740771
ACH-000168,-0.010885041561316006
ACH-000169,-0.1964434682852657
ACH-000178,-0.23890407770948
ACH-000183,-0.1647184154350003
ACH-000188,-0.1882020789689546
ACH-000189,-0.3165175198850201
ACH-000190,-0.5276509874979355
ACH-000198,-0.32299056778133595
ACH-000203,0.6874770416867599
ACH-000204,-0.2509521161278537
ACH-000206,-0.5465883122023728
ACH-000207,-0.2348668851903876
ACH-000208,-0.456985262725461
ACH-000210,-0.3694080560012625
ACH-000211,-0.1794745222730098
ACH-000215,-0.24832496767110634
ACH-000221,-0.23649474149318006
