,IGFLR1 (79713)
ACH-000004,-0.019008209708304673
ACH-000005,-0.060470012875640834
ACH-000007,-0.09260527709631836
ACH-000009,-0.25735979637895856
ACH-000011,-0.10831423197920426
ACH-000012,-0.2456753912089399
ACH-000013,-0.4723897248866088
ACH-000014,-0.19317106328816125
ACH-000015,-0.18955969280705126
ACH-000017,-0.17363845060811914
ACH-000018,-0.4090944427047298
ACH-000019,-0.2476160062102231
ACH-000021,-0.26941114319300397
ACH-000022,-0.1952468593980591
ACH-000025,-0.11001417233402297
ACH-000028,-0.2474706718398996
ACH-000030,-0.2613376397372631
ACH-000035,-0.2916514530871895
ACH-000036,-0.2331842500419693
ACH-000037,-0.2611013495846916
ACH-000039,-0.10747818766860656
ACH-000040,0.03363754265584565
ACH-000041,-0.22139278987452912
ACH-000042,-0.17685935098122318
ACH-000045,-0.3244896222201843
ACH-000047,0.0038593121575809506
ACH-000052,-0.2234910271062554
ACH-000053,-0.3046725155322628
ACH-000054,-0.2527882012461548
ACH-000055,-0.12260122301641985
ACH-000060,-0.11899727366587785
ACH-000067,-0.1205537977783106
ACH-000070,0.04904806713429701
ACH-000075,-0.30468517518586313
ACH-000078,-0.12454086616279135
ACH-000082,-0.25307728629248954
ACH-000085,0.00845676847130644
ACH-000086,-0.23074190791334576
ACH-000087,-0.023702674218967355
ACH-000092,-0.28895751087103777
ACH-000095,-0.18626073634157625
ACH-000097,-0.3026493788414974
ACH-000098,-0.2892358422257413
ACH-000099,-0.14862522184714666
ACH-000108,-0.19295229955235602
ACH-000113,-0.15109651158920345
ACH-000116,-0.06980129886625253
ACH-000118,-0.1742250940428964
ACH-000120,-0.18741240296378214
ACH-000123,-0.05255130623766269
ACH-000127,-0.19163125552074425
ACH-000128,-0.08217195991252545
ACH-000132,-0.07504203354169016
ACH-000133,-0.19070559213775515
ACH-000137,-0.35619025235339746
ACH-000138,-0.27519712844567473
ACH-000142,-0.2324355201512955
ACH-000143,-0.22284525357615803
ACH-000146,-0.3423119889724071
ACH-000148,-0.08621670162227635
ACH-000150,-0.2520451982729036
ACH-000152,-0.18175348096657815
ACH-000153,-0.0427868270049396
ACH-000159,-0.17105473110793196
ACH-000160,-0.22877664064714484
ACH-000163,-0.07546935938721491
ACH-000167,-0.23801998457201326
ACH-000168,-0.18034267861321132
ACH-000169,-0.1082771915459076
ACH-000178,-0.12588991632015456
ACH-000183,-0.35210954321162136
ACH-000188,-0.1981293990984944
ACH-000189,-0.3779674022688692
ACH-000190,-0.29175951262129224
ACH-000198,-0.029617983876496532
ACH-000203,0.08026008516712617
ACH-000204,-0.07914750467920775
ACH-000206,-0.038910985905195164
ACH-000207,0.06189419711356056
ACH-000208,-0.0906408550936686
ACH-000210,0.2747294019052582
ACH-000211,-0.15562774598951906
ACH-000215,-0.1488374421203772
ACH-000221,-0.1778752269902664
ACH-000222,-0.21137571213780376
ACH-000223,-0.053357975497331435
ACH-000226,-0.1182446773176286
ACH-000227,-0.1876204248681686
ACH-000228,-0.12982116578053976
ACH-000231,-0.06904633430811563
ACH-000232,-0.27765905243776
ACH-000233,-0.255843997792605
ACH-000234,-0.31771622630150026
ACH-000235,-0.18508248194666144
ACH-000237,-0.11268086625778972
ACH-000238,-0.06081120175682481
ACH-000242,0.1037835668844152
ACH-000243,-0.11710969233528205
ACH-000244,-0.11139728926170143
ACH-000246,-0.17910156393713556
ACH-000248,-0.2937850468314019
ACH-000250,-0.17862848022460084
ACH-000251,-0.4744452496193194
ACH-000252,0.011127242735816945
ACH-000253,-0.18068875217792654
ACH-000255,-0.20574128839124725
ACH-000256,-0.21209501609888784
ACH-000257,-0.026726214046797155
ACH-000258,-0.01218721426653712
ACH-000259,-0.1866898432708435
ACH-000260,-0.103155174161126
ACH-000261,-0.16923356454488012
ACH-000262,-0.2570142480657765
ACH-000263,0.050485014490114936
ACH-000264,-0.1060419954173442
ACH-000265,-0.15823389504428848
ACH-000266,-0.1840209160706351
ACH-000272,-0.12901750444470567
ACH-000274,-0.12817187272443278
ACH-000277,-0.1922886862289649
ACH-000278,-0.28797863051968714
ACH-000279,0.01195929156658502
ACH-000280,-0.3574897829016834
ACH-000281,0.10853070523982132
ACH-000288,-0.15316010187290852
ACH-000291,-0.3413254264119337
ACH-000293,-0.8026905793823965
ACH-000294,-0.06690178477219053
ACH-000295,0.1809560394280291
ACH-000296,-0.3108965680349983
ACH-000302,-0.4598940263851943
ACH-000304,-0.3423502175090154
ACH-000307,-0.04782009483449708
ACH-000308,-0.2510566730924111
ACH-000310,-0.24716446770297154
ACH-000311,-0.15799582964872252
ACH-000312,-0.13129113738711531
ACH-000315,-0.234465022233834
ACH-000316,0.013062018148797077
ACH-000317,0.1222604197654024
ACH-000318,-0.24085680423097303
ACH-000319,-0.29362167524233324
ACH-000320,-0.05495283772472823
ACH-000322,-0.00966351599690468
ACH-000323,-0.2230996792713298
ACH-000324,-0.2090916725745506
ACH-000329,-0.22733302746342465
ACH-000330,-0.1843649033816369
ACH-000331,-0.017638717410146932
ACH-000332,-0.14566887018701613
ACH-000334,-0.2867564366915703
ACH-000335,-0.2639166381738175
ACH-000336,-0.30089248679372155
ACH-000337,-0.11757668085255946
ACH-000338,-0.7799992229887296
ACH-000339,-0.20335970012285384
ACH-000341,-0.17953354360035392
ACH-000348,-0.09223494104540024
ACH-000350,-0.1959000772744013
ACH-000352,-0.16053414803309518
ACH-000356,-0.2482197299092425
ACH-000361,0.13169372582302766
ACH-000362,-0.15728376870690752
ACH-000363,-0.14074887427047633
ACH-000364,-0.12099708506556525
ACH-000365,-0.17313048936884246
ACH-000366,-0.24250935052073724
ACH-000368,-0.15220365863836788
ACH-000374,0.03815506676058812
ACH-000375,-0.21659070555169616
ACH-000376,-0.044379475640511035
ACH-000381,0.10212901740965513
ACH-000383,-0.18697830880425625
ACH-000387,-0.4230865601159547
ACH-000389,-0.3458311873782313
ACH-000390,-0.2240009962139718
ACH-000393,-0.026587491106342592
ACH-000395,-0.4827651780802815
ACH-000396,-0.6968275399189189
ACH-000397,-0.1885405787608239
ACH-000401,-0.19425615939528196
ACH-000402,-0.3433775787775738
ACH-000403,-0.21118245017858256
ACH-000404,0.06161214909464662
ACH-000406,-0.14935815624108054
ACH-000407,-0.08539472743867947
ACH-000408,-0.25896913020779083
ACH-000410,-0.019716051626155376
ACH-000411,-0.06443391386572114
ACH-000414,-0.22193425843885548
ACH-000415,-0.1833350019710628
ACH-000416,-0.19678136877011326
ACH-000420,-0.10518781215627462
ACH-000421,-0.0728001298823425
ACH-000424,-0.021583973688065458
ACH-000425,-0.05990461084479139
ACH-000426,0.006010492342218475
ACH-000427,-0.2716614487703258
ACH-000433,-0.1743999297958192
ACH-000435,-0.020920386426710187
ACH-000436,-0.07524530217634445
ACH-000444,-0.11506923333400285
ACH-000445,-0.3129980885209108
ACH-000448,-0.19828804672061232
ACH-000450,-0.1966571097128744
ACH-000452,-0.10846926227858918
ACH-000454,-0.2896135523918926
ACH-000458,-0.09716882413476048
ACH-000459,-0.08218374784064075
ACH-000460,-0.12381530370377974
ACH-000461,-0.09695120654228258
ACH-000463,-0.17659271589769074
ACH-000464,-0.1273766354625749
ACH-000466,-0.17713242843292792
ACH-000467,-0.18974201370908186
ACH-000468,-0.2549302600816786
ACH-000469,-0.0859965502949433
ACH-000470,-0.2630044370329511
ACH-000471,-0.2534807509980162
ACH-000472,-0.2574088544669762
ACH-000473,-0.17744137137258656
ACH-000475,-0.271759797767043
ACH-000476,-0.19359660647379245
ACH-000477,-0.0489904581928378
ACH-000479,-0.5181007157548774
ACH-000480,-0.10833844019018984
ACH-000481,-0.18655263068784547
ACH-000483,-0.2458106678995964
ACH-000484,-0.3747637770785524
ACH-000485,-0.022245790555751186
ACH-000486,-0.2984873168057469
ACH-000487,-0.13117662946932998
ACH-000488,-0.07294663052278284
ACH-000490,-0.22876736717622675
ACH-000491,-0.22060079229582216
ACH-000495,-0.08438811039153833
ACH-000496,-0.184867536651372
ACH-000499,-0.7061189374940418
ACH-000500,0.2397463072749769
ACH-000502,-0.3226349580140381
ACH-000503,-0.3695440498456247
ACH-000505,-0.2296148519573451
ACH-000507,-0.07929458064685349
ACH-000510,-0.39525363788850504
ACH-000511,-0.21087118253963355
ACH-000512,-0.1890732431989503
ACH-000516,-0.1866046521888484
ACH-000517,-0.2660203614903772
ACH-000518,-0.11697264903492498
ACH-000520,-0.18797278338170614
ACH-000521,-0.10196531200459956
ACH-000522,-0.11441490387146255
ACH-000524,-0.24967099744472046
ACH-000527,-0.20671674214893487
ACH-000528,-0.023144512442540226
ACH-000537,-0.05503798455303952
ACH-000541,-0.44287472002189615
ACH-000542,-0.09825291782204004
ACH-000544,-0.18237567031292407
ACH-000545,-0.17654496754182006
ACH-000547,-0.13119381907023486
ACH-000548,-0.1413877337252804
ACH-000549,-0.2304618821342138
ACH-000550,-0.17090749348885403
ACH-000552,-0.23228817848206595
ACH-000556,-0.2588498877421382
ACH-000557,-0.15958143448197165
ACH-000569,0.08830428994034928
ACH-000570,-0.13892547795728533
ACH-000571,-0.2193654403765144
ACH-000573,-0.12549082894763586
ACH-000576,-0.19991782316548176
ACH-000579,0.07117457807505223
ACH-000580,-0.09834354512198322
ACH-000584,-0.17540621716693375
ACH-000585,-0.2262664414375503
ACH-000588,-0.2839557716454881
ACH-000589,-0.12274161969638946
ACH-000591,-0.16308923224835392
ACH-000593,-0.14483961444207946
ACH-000600,-0.08373311464016321
ACH-000601,-0.1570202005746112
ACH-000605,-0.12230702240328782
ACH-000606,-0.29655480144564456
ACH-000608,-0.2074166179661888
ACH-000614,-0.17381885697991714
ACH-000616,-0.07409985009584598
ACH-000618,-0.1258874457593168
ACH-000619,0.06730875300879116
ACH-000620,-0.17259855487289905
ACH-000621,-0.26155345842686817
ACH-000622,-0.04060448525183703
ACH-000623,-0.09137262812403163
ACH-000624,-0.21006509044333152
ACH-000627,-0.1950571601698587
ACH-000630,-0.140242854633367
ACH-000631,-0.37771738505742425
ACH-000632,-0.12371090850994915
ACH-000633,-0.08695465630436915
ACH-000637,-0.2478202862870929
ACH-000638,-0.21523035572718333
ACH-000646,-0.2315513014890249
ACH-000647,-0.07682324231239236
ACH-000648,-0.21351612538512976
ACH-000649,-0.18075630715102564
ACH-000651,-0.10909592068016263
ACH-000652,0.05225067722004939
ACH-000653,-0.1834970948643352
ACH-000657,-0.10811320035108216
ACH-000658,-0.23493975547932036
ACH-000661,-0.20636570719956004
ACH-000662,-0.09741669439104324
ACH-000663,-0.15960618384037245
ACH-000665,-0.10154520004632582
ACH-000671,-0.06387182302594219
ACH-000672,-0.18042009958296634
ACH-000673,-0.1482029620216622
ACH-000676,-0.0034145997189889946
ACH-000677,-0.2526930287526093
ACH-000681,-0.18695240050181475
ACH-000683,-0.1741621357969846
ACH-000684,0.14832649200105816
ACH-000688,-0.2362820656204729
ACH-000693,-0.19308320365970671
ACH-000694,-0.20111981691428973
ACH-000695,-0.0743411057596735
ACH-000696,-0.1990323889575745
ACH-000697,-0.2750725901838486
ACH-000699,-0.28923125105030983
ACH-000701,-0.21555705233879413
ACH-000706,-0.19062446741736647
ACH-000711,-0.1551923593282929
ACH-000713,-0.20548330946794854
ACH-000714,-0.13527531007909965
ACH-000718,0.035272816900739065
ACH-000720,-0.18577909130366999
ACH-000721,-0.051455339587571286
ACH-000724,-0.3954393696913919
ACH-000725,-0.17235185263289615
ACH-000732,0.0014842038492945428
ACH-000734,-0.18809750035077494
ACH-000735,-0.17352354744545914
ACH-000736,-0.15917706296104084
ACH-000738,-0.027140469977079824
ACH-000746,-0.18868617462853648
ACH-000747,-0.31856522921319075
ACH-000748,-0.1615832109005433
ACH-000753,-0.0005169568673830594
ACH-000756,-0.20401429204259727
ACH-000757,-0.22879524751972194
ACH-000758,-0.22512011256463071
ACH-000760,-0.2759740306896197
ACH-000762,-0.1030146906982386
ACH-000763,-0.1630131090906208
ACH-000764,-0.22401441562752586
ACH-000765,-0.15176225830258455
ACH-000766,-0.15842912487426355
ACH-000767,-0.2360830993808212
ACH-000768,-0.14763093640615382
ACH-000769,-0.17791282156281746
ACH-000770,-0.28588857382131777
ACH-000771,-0.28466551988160643
ACH-000773,-0.31201051165873844
ACH-000776,-0.14187955921111126
