,RABIF (5877)
ACH-000004,-0.4160937578665741
ACH-000005,-0.014938453464724541
ACH-000007,-0.941251803276158
ACH-000009,-0.4627729291399466
ACH-000011,-0.5454464478118214
ACH-000012,-0.6334285259231874
ACH-000013,-0.5099738651643085
ACH-000014,-0.2911869211436098
ACH-000015,-0.6312024731277261
ACH-000017,-0.6932021780032206
ACH-000018,-0.18745701410390572
ACH-000019,-0.3947571138055295
ACH-000021,-0.36776645664835
ACH-000022,-0.7915429216380426
ACH-000025,-0.4889702538187021
ACH-000028,-0.4857352629332969
ACH-000030,-0.8882086807974766
ACH-000035,-0.563993317777152
ACH-000036,-0.28945109706076666
ACH-000037,-0.273930028721566
ACH-000039,-0.1101132792761266
ACH-000040,-0.14294463627312054
ACH-000041,-0.4617732460521946
ACH-000042,-0.6260950556930114
ACH-000045,-0.3517801167022527
ACH-000047,-0.24304247741734186
ACH-000052,-0.6766801687405156
ACH-000053,-0.2852067962197684
ACH-000054,-0.535533258116104
ACH-000055,-0.25129401356829784
ACH-000060,-0.9118525289642634
ACH-000067,-0.3386415959546556
ACH-000070,-0.466230615057019
ACH-000075,-0.303170786453041
ACH-000078,-0.4920904350392301
ACH-000082,-0.4051632988229192
ACH-000085,-0.38547655548767257
ACH-000086,-0.602690176316662
ACH-000087,-0.17197680665417442
ACH-000092,-0.6521654515767618
ACH-000095,-0.3522251029143058
ACH-000097,-0.5258834596937927
ACH-000098,-0.5092124704032438
ACH-000099,-0.7393640865209269
ACH-000108,-0.5569316151748062
ACH-000113,-0.5371520242448455
ACH-000116,-0.3113520523456939
ACH-000118,-0.3226417741985652
ACH-000120,-0.4664961672365001
ACH-000123,-0.255002149406709
ACH-000127,-0.3540584513751614
ACH-000128,-0.08399185521347312
ACH-000132,-0.1977291534863309
ACH-000133,-0.32443558679038936
ACH-000137,-0.22875062599275114
ACH-000138,-0.5107598727292416
ACH-000142,-0.2675267194537466
ACH-000143,-0.21287258186815214
ACH-000146,-0.3484949007656223
ACH-000148,-0.4845200170120893
ACH-000150,-0.4577456846183289
ACH-000152,-0.3670369741158878
ACH-000153,-0.019449465931515083
ACH-000159,-0.3346687964952277
ACH-000160,-0.5556847614867351
ACH-000163,-0.4979942835663614
ACH-000167,-0.6640243199794092
ACH-000168,-0.4706948300362162
ACH-000169,-0.2808804202923688
ACH-000178,-0.4058664287900329
ACH-000183,-0.6670817368427385
ACH-000188,-0.5638818948593051
ACH-000189,-0.5571112270815942
ACH-000190,-0.4965183900362799
ACH-000198,-0.239454215982822
ACH-000203,-0.511898988960395
ACH-000204,-0.4398975527848588
ACH-000206,-0.7842993878573714
ACH-000207,-0.5775644374961837
ACH-000208,-0.2443821997210381
ACH-000210,-0.3650017757265761
ACH-000211,-0.32400797088451033
ACH-000215,-0.22128585800736975
ACH-000221,-0.4679826728312974
ACH-000222,-0.6073210984220981
ACH-000223,-0.5659469664009816
ACH-000226,-0.2218101212237205
ACH-000227,-0.3397665610437732
ACH-000228,-0.658774755910925
ACH-000231,-0.2841654764581555
ACH-000232,-0.2482140599691516
ACH-000233,-0.4807781543881107
ACH-000234,-0.5213418296258924
ACH-000235,-0.8163487180229652
ACH-000237,-0.2351720063152096
ACH-000238,-0.5144578053047618
ACH-000242,-0.2603864605070031
ACH-000243,-0.6295177093187209
ACH-000244,-0.33027886365784004
ACH-000246,-0.6434710272002563
ACH-000248,-0.6915446253297944
ACH-000250,-0.5486446098814535
ACH-000251,-0.5298951931742633
ACH-000252,-0.4592251227647432
ACH-000253,-1.0298845386854762
ACH-000255,-0.3287048421207907
ACH-000256,-0.2151667332539156
ACH-000257,-0.4342036732833445
ACH-000258,-0.6906343602825603
ACH-000259,-0.6828206713809762
ACH-000260,-0.3188341066408264
ACH-000261,-0.2921733388047199
ACH-000262,-0.4387713803464892
ACH-000263,-1.0811055874682491
ACH-000264,-0.3494645931999417
ACH-000265,-0.09202393497647407
ACH-000266,-0.6107736493169708
ACH-000272,-0.5141449521105911
ACH-000274,-0.09966653971589284
ACH-000277,-0.6275676970653036
ACH-000278,-0.4748899903699098
ACH-000279,-0.1808437515933789
ACH-000280,-0.4254011139821114
ACH-000281,-0.8072144289479355
ACH-000288,-0.31152117459030804
ACH-000291,-0.20857305478235733
ACH-000293,-0.3839075728535489
ACH-000294,-1.0672751066893729
ACH-000295,-0.3673268470720145
ACH-000296,-0.6350725397852733
ACH-000302,-0.29089493909867664
ACH-000304,0.02406900890556955
ACH-000307,-0.8376299869415779
ACH-000308,-0.3430959579948083
ACH-000310,-0.3318824774956687
ACH-000311,-0.4834427511730133
ACH-000312,-0.4572362317901634
ACH-000315,-0.32250333189329866
ACH-000316,-0.4615720915294094
ACH-000317,-0.8376013382625799
ACH-000318,-1.0079572621844994
ACH-000319,-0.4404711580978457
ACH-000320,-0.2946288573879236
ACH-000322,-0.2534897204843378
ACH-000323,-0.3110495559263585
ACH-000324,-0.1748619989990306
ACH-000329,-0.3929493764088583
ACH-000330,-0.36899032983384655
ACH-000331,-0.6513610124197625
ACH-000332,-0.9289913127385698
ACH-000334,-0.5215907843017505
ACH-000335,-0.3036982869988619
ACH-000336,-0.6104259289234829
ACH-000337,-0.5928442521580215
ACH-000338,-0.5865518680521543
ACH-000339,-0.5079269637396717
ACH-000341,-0.3797731745718983
ACH-000348,-0.2593732557951502
ACH-000350,-0.2672505473849364
ACH-000352,-0.39273862273455706
ACH-000356,-0.7188813789055137
ACH-000361,-0.15474266202855758
ACH-000362,-0.7665895404351629
ACH-000363,-0.4003813841661816
ACH-000364,-0.3641794385212799
ACH-000365,-0.6110263152281477
ACH-000366,-0.3506319141136369
ACH-000368,-0.4226473776630673
ACH-000374,-0.15329935354089225
ACH-000375,-0.22482145089951389
ACH-000376,-0.4617708244137288
ACH-000381,-0.8598100797980395
ACH-000383,-0.8681456577649778
ACH-000387,-0.7611614411817883
ACH-000389,-0.3182489101257135
ACH-000390,-0.32716341477614364
ACH-000393,-0.4577713559417968
ACH-000395,-0.6190804315642211
ACH-000396,-0.4743333084461824
ACH-000397,-0.35701495190398297
ACH-000401,-0.09659177051897364
ACH-000402,-0.6283297519793436
ACH-000403,-0.4781027772958658
ACH-000404,0.03185773974709031
ACH-000406,-0.5964304470968385
ACH-000407,-0.4185626595897625
ACH-000408,-0.4338526491024736
ACH-000410,-0.6264211362807384
ACH-000411,-0.5785741146885841
ACH-000414,-0.2449382509274345
ACH-000415,-0.4695701914143967
ACH-000416,-0.5114392825195924
ACH-000420,-0.4455960813143442
ACH-000421,-0.5865025819056299
ACH-000424,-0.4732652424435375
ACH-000425,-0.2812231719262669
ACH-000426,-0.14645558100846934
ACH-000427,-0.1939089041053756
ACH-000433,-0.2253755784079011
ACH-000435,-0.5289667018514703
ACH-000436,-0.4251196931677317
ACH-000444,-0.35146831212875473
ACH-000445,-0.3690275294654565
ACH-000448,-0.4643408525465826
ACH-000450,-0.2739557380589323
ACH-000452,-0.3921522214789282
ACH-000454,-0.8038882881271909
ACH-000458,-0.5780199529737923
ACH-000459,-0.6028255517231307
ACH-000460,-0.5502962156658087
ACH-000461,-0.7352710351435432
ACH-000463,-0.2394006658503063
ACH-000464,-0.8290750054822515
ACH-000466,-0.7441985290697538
ACH-000467,-0.5404381797727957
ACH-000468,-0.3936621718921768
ACH-000469,-0.4469226600893878
ACH-000470,-0.571902169724962
ACH-000471,-0.5412697946734437
ACH-000472,-0.4647782282597228
ACH-000473,-0.34208948377352094
ACH-000475,-0.3967366625160387
ACH-000476,-0.3500025166718804
ACH-000477,-0.21798050329605734
ACH-000479,-0.25890440233278833
ACH-000480,-0.5276792206226273
ACH-000481,-0.5251323177079669
ACH-000483,-0.4225877668691386
ACH-000484,-0.4983581944026781
ACH-000485,-0.72109267696698
ACH-000486,-0.4664161523659527
ACH-000487,-0.6576300337288821
ACH-000488,-0.1697374236824453
ACH-000490,-0.3777889097321399
ACH-000491,-0.8956287467163714
ACH-000495,-0.3141830880610573
ACH-000496,-0.3011572352965013
ACH-000499,-0.1623539610058668
ACH-000500,-0.7431621172162175
ACH-000502,-0.6755796427987952
ACH-000503,-0.1388876388142806
ACH-000505,-0.38386939628249017
ACH-000507,-0.7499243376685204
ACH-000510,-0.6365280292070218
ACH-000511,-0.5234687384755108
ACH-000512,-0.32343244781769376
ACH-000516,-0.4294306108754236
ACH-000517,-0.4349783564052209
ACH-000518,-0.9410909368510141
ACH-000520,-0.3547452353328249
ACH-000521,-0.8554969689370079
ACH-000522,-0.412695113328974
ACH-000524,-0.3605886616129333
ACH-000527,-0.2698073187051072
ACH-000528,-0.3300120532063008
ACH-000537,-0.7402790621117956
ACH-000541,-0.5574031696051421
ACH-000542,-0.26655620055286583
ACH-000544,-0.4800363322536448
ACH-000545,-0.6054618526350022
ACH-000547,-0.5372758108190607
ACH-000548,-0.7008851873104432
ACH-000549,-0.43909530079811865
ACH-000550,-0.3694691259159879
ACH-000552,-0.9012453330133308
ACH-000556,-0.2992709673556156
ACH-000557,-0.6114943965610168
ACH-000569,-0.2046242140017333
ACH-000570,-0.3684927068541483
ACH-000571,-0.4922184145605562
ACH-000573,-0.3591586685389499
ACH-000576,-0.3564509081748287
ACH-000579,-0.2579295595685797
ACH-000580,-0.323844730508222
ACH-000584,-0.6606339677480115
ACH-000585,-0.985292339103553
ACH-000588,-0.3712949229468454
ACH-000589,-0.4186578078096983
ACH-000591,-0.13797802369505524
ACH-000593,-0.8677717602143522
ACH-000600,-0.7940056023185849
ACH-000601,-0.20823119085826886
ACH-000605,-0.6146206529994117
ACH-000606,-0.3201944928313681
ACH-000608,-0.5243232798950179
ACH-000614,-0.1461070085256417
