,MT1B (4490)
ACH-000004,-0.18731332311475102
ACH-000005,-0.09234312309415912
ACH-000007,0.05466896566061995
ACH-000009,-0.17581002270785415
ACH-000011,-0.2302152098432998
ACH-000012,-0.12904503328411124
ACH-000013,-0.09978963142948387
ACH-000014,0.00925547576431483
ACH-000015,0.04363428207178826
ACH-000017,-0.11511421683380026
ACH-000018,-0.02227125242798883
ACH-000019,-0.05935068392053745
ACH-000021,-0.11265522683134027
ACH-000022,-0.0185266252025082
ACH-000025,-0.11244747738622493
ACH-000028,0.11201783380555297
ACH-000030,-0.06875063639986746
ACH-000035,-0.19777045293614035
ACH-000036,-0.08980150672193027
ACH-000037,-0.1890611088475445
ACH-000039,-0.03156576707027315
ACH-000040,-0.21794744937006247
ACH-000041,-0.34798389408281644
ACH-000042,-0.048986327549548785
ACH-000045,-0.33548003400533216
ACH-000047,-0.010055084296463549
ACH-000052,-0.18323162313562372
ACH-000053,-0.1955656980394644
ACH-000054,0.006985756271008707
ACH-000055,-0.14487045133112114
ACH-000060,-0.17561322784151798
ACH-000067,-0.09702859726244016
ACH-000070,-0.12794265176179914
ACH-000075,-0.1352911956634016
ACH-000078,-0.2611133225397657
ACH-000082,-0.2403917769015234
ACH-000085,-0.09286683882820716
ACH-000086,0.021358500365146332
ACH-000087,-0.2143341149385101
ACH-000092,-0.13470429349192206
ACH-000095,-0.3585312481347398
ACH-000097,-0.24344977628275155
ACH-000098,-0.1506133977793892
ACH-000099,-0.13084644981759924
ACH-000108,-0.030304140191173418
ACH-000113,0.010773193946767935
ACH-000116,-0.13858862728416144
ACH-000118,-0.014060222214310485
ACH-000120,-0.21882677771973116
ACH-000123,-0.17851333524559929
ACH-000127,-0.14400724944303886
ACH-000128,-0.10137522965310627
ACH-000132,-0.18121756142780696
ACH-000133,-0.18560038262473025
ACH-000137,0.0029581778903224405
ACH-000138,0.04624961812651513
ACH-000142,-0.16378625161438448
ACH-000143,-0.04412908125017004
ACH-000146,-0.13794681863288466
ACH-000148,-0.13849086146500555
ACH-000150,-0.2571329074668961
ACH-000152,-0.11778109846889523
ACH-000153,-0.07546589266496692
ACH-000159,-0.08558742628179962
ACH-000160,-0.10183184906870077
ACH-000163,-0.06471458087003527
ACH-000167,-0.4584809307768725
ACH-000168,-0.034111609437931976
ACH-000169,-0.2961146432026073
ACH-000178,-0.13582002351007566
ACH-000183,-0.048722728615089424
ACH-000188,-0.16910472051587588
ACH-000189,-0.07157033311274474
ACH-000190,-0.08367688545799999
ACH-000198,-0.12036242496801718
ACH-000203,0.1706970188568465
ACH-000204,-0.13294061125115644
ACH-000206,-0.2413995038575367
ACH-000207,-0.16965548017864782
ACH-000208,-0.14555356522366375
ACH-000210,0.15920713322382174
ACH-000211,-0.1116735009546449
ACH-000215,-0.11049085718430457
ACH-000221,-0.02899501042268808
ACH-000222,-0.03208118033806884
ACH-000223,-0.13593976850875578
ACH-000226,-0.34567382407165204
ACH-000227,-0.22297414580784816
ACH-000228,-0.03911250189847633
ACH-000231,-0.08832850367842413
ACH-000232,0.009167294496326474
ACH-000233,-0.18997589301115528
ACH-000234,-0.07622422166986459
ACH-000235,-0.164459496769436
ACH-000237,-0.18174617310496508
ACH-000238,-0.15209621394918682
ACH-000242,-0.2547873450843067
ACH-000243,-0.08261522672432102
ACH-000244,-0.013677349560440054
ACH-000246,-0.02420178595366169
ACH-000248,0.08460579010887005
ACH-000250,-0.10517307278682916
ACH-000251,-0.052330769804430764
ACH-000252,-0.1814968870123469
ACH-000253,-0.20006941298406894
ACH-000255,-0.0678939472719392
ACH-000256,-0.08029925174134428
ACH-000257,-0.1850456901093457
ACH-000258,-0.23785308265160965
ACH-000259,-0.15968338613508778
ACH-000260,-0.1476010092136173
ACH-000261,-0.11865467519353436
ACH-000262,-0.051262182962965884
ACH-000263,-0.21939786103769127
ACH-000264,-0.04767966045971811
ACH-000265,-0.08726665167547677
ACH-000266,-0.07370307224932503
ACH-000272,-0.09639816199795843
ACH-000274,-0.061744108729306524
ACH-000277,-0.07654839396621448
ACH-000278,-0.16531886125881662
ACH-000279,-0.13472215832722084
ACH-000280,-0.15448053230996328
ACH-000281,-0.0677525119255579
ACH-000288,-0.18564082162548384
ACH-000291,-0.09807310366445414
ACH-000293,-0.12121003534978644
ACH-000294,-0.1090205688561275
ACH-000295,0.2664600136080649
ACH-000296,-0.14409595752336027
ACH-000302,0.0235909079227351
ACH-000304,-0.14484281459842813
ACH-000307,-0.06383050244669586
ACH-000308,-0.08685747393427196
ACH-000310,-0.4073564320300063
ACH-000311,0.024970047414732587
ACH-000312,-0.11474646590926202
ACH-000315,-0.0952734509244762
ACH-000316,-0.2348206357470422
ACH-000317,-0.07617910121296934
ACH-000318,-0.03183497866805566
ACH-000319,-0.13324968157587086
ACH-000320,-0.18321725493378613
ACH-000322,-0.1905555576831472
ACH-000323,-0.19534321559839604
ACH-000324,-0.2315107337023277
ACH-000329,-0.2725588140885832
ACH-000330,-0.0989460218299044
ACH-000331,-0.17073050146582852
ACH-000332,-0.09298147477845496
ACH-000334,-0.243408284826592
ACH-000335,-0.19766028390219068
ACH-000336,-0.20000643220721206
ACH-000337,-0.3071111594023722
ACH-000338,0.6081649280273246
ACH-000339,-0.13057857128796316
ACH-000341,-0.160173576278185
ACH-000348,-0.01407784921455564
ACH-000350,-0.19437909981956414
ACH-000352,-0.2008557545229279
ACH-000356,-0.058268649158364265
ACH-000361,0.010373795535118196
ACH-000362,-0.20549573488915948
ACH-000363,-0.1103954373562512
ACH-000364,-0.023505063924696253
ACH-000365,-0.013059343486671995
ACH-000366,-0.10982650036525278
ACH-000368,-0.27136583497300626
ACH-000374,-0.016943792595898885
ACH-000375,-0.07792394582369189
ACH-000376,0.015930074800183394
ACH-000381,-0.13963069831189434
ACH-000383,-0.12833765670069686
ACH-000387,-0.13149931395674394
ACH-000389,-0.17383070399417466
ACH-000390,-0.08468698527235985
ACH-000393,-0.08337042423611933
ACH-000395,-0.06030087561418439
ACH-000396,-0.14550769358590218
ACH-000397,-0.1658645679014079
ACH-000401,-0.17453660936486806
ACH-000402,-0.1864858723412113
ACH-000403,-0.17645810475050067
ACH-000404,0.048721166224369734
ACH-000406,-0.11750125171393785
ACH-000407,-0.11365857889029835
ACH-000408,-0.04082092552349194
ACH-000410,-0.10239947296121972
ACH-000411,-0.07563517708985408
ACH-000414,-0.13686625425470214
ACH-000415,-0.14162277952540742
ACH-000416,-0.13784447820556275
ACH-000420,0.002325329835357098
ACH-000421,-0.20753817784851036
ACH-000424,0.0024900950893828127
ACH-000425,-0.10414235559372494
ACH-000426,-0.10342518385987487
ACH-000427,-0.29554766633229024
ACH-000433,-0.0684195099708196
ACH-000435,-0.4511330824776966
ACH-000436,-0.12063835010592207
ACH-000444,0.021872483219420872
ACH-000445,-0.016228702748838194
ACH-000448,-0.0621024326951337
ACH-000450,-0.2146390855949225
ACH-000452,-0.0673792934337841
ACH-000454,-0.18954689188218315
ACH-000458,-0.04459417315631986
ACH-000459,-0.1550927941728864
ACH-000460,-0.29049456106476906
ACH-000461,-0.19667473004898853
ACH-000463,-0.1312890576782928
ACH-000464,-0.12653629787225654
ACH-000466,-0.18144739739023008
ACH-000467,-0.13017065544904444
ACH-000468,-0.210668508404565
ACH-000469,-0.06474968806448299
ACH-000470,-0.2126638275493927
ACH-000471,-0.1681322196351179
ACH-000472,-0.07901533186520017
ACH-000473,-0.2464915195014071
ACH-000475,-0.2315256654918149
ACH-000476,-0.22404313294786327
ACH-000477,-0.0024463301554107264
ACH-000479,-0.14148629401187765
ACH-000480,-0.007316725031452835
ACH-000481,-0.10655895321656814
ACH-000483,-0.07385235373108265
ACH-000484,0.036794830717207364
ACH-000485,-0.12560823254480885
