,MT1B (4490)
ACH-000486,-0.009937350521659078
ACH-000487,-0.013276779542968402
ACH-000488,-0.2685082901675563
ACH-000490,-0.11899285667410164
ACH-000491,-0.05953761155240427
ACH-000495,-0.027953562909821133
ACH-000496,-0.09282092430672212
ACH-000499,-0.12401249375661412
ACH-000500,-0.3784002286057951
ACH-000502,-0.0618280687566696
ACH-000503,-0.0025353965384256323
ACH-000505,-0.2593090246358801
ACH-000507,-0.07909304907609759
ACH-000510,-0.031612476735080663
ACH-000511,-0.10396456625247254
ACH-000512,0.020664493242691692
ACH-000516,-0.16452164925847995
ACH-000517,-0.19347237164305225
ACH-000518,-0.24008326516057735
ACH-000520,-0.3277260662409449
ACH-000521,-0.05289705769232311
ACH-000522,-0.19412024421260365
ACH-000524,-0.2829417791272952
ACH-000527,-0.1049215065221988
ACH-000528,-0.1521674543952544
ACH-000537,-0.1682903416753012
ACH-000541,-0.030473627129742012
ACH-000542,-0.10421578034834628
ACH-000544,0.05140878065290183
ACH-000545,-0.15568111852704866
ACH-000547,-0.03778461996260123
ACH-000548,-0.2728114699564295
ACH-000549,-0.2118853767704726
ACH-000550,-0.23694811796899465
ACH-000552,-0.15557180792192518
ACH-000556,-0.3286058341593092
ACH-000557,-0.2615278732686009
ACH-000569,-0.0025167456425017488
ACH-000570,0.02613035700779298
ACH-000571,-0.057249976428403626
ACH-000573,-0.10030050420843103
ACH-000576,-0.14600076129552672
ACH-000579,-0.11397699190160634
ACH-000580,0.014722142090193091
ACH-000584,-0.08107126021297166
ACH-000585,-0.10918028022955016
ACH-000588,-0.13945760583791816
ACH-000589,-0.12325627307719132
ACH-000591,-0.13271337349516052
ACH-000593,-0.006037828594930606
ACH-000600,-0.16618061128584086
ACH-000601,-0.09021504238594537
ACH-000605,-0.0011897716469832429
ACH-000606,-0.08723148320943241
ACH-000608,-0.1363442933130111
ACH-000614,0.16613805584746796
ACH-000616,-0.21414496640246364
ACH-000618,-0.1409095425729228
ACH-000619,-0.13494619430035704
ACH-000620,-0.0940885839476884
ACH-000621,-0.3117287422497624
ACH-000622,0.005605077635212887
ACH-000623,-0.1960259732648544
ACH-000624,-0.16138229891138192
ACH-000627,-0.1434268440268286
ACH-000630,-0.07572618163769397
ACH-000631,-0.2371534259223473
ACH-000632,-0.14867184916090126
ACH-000633,0.010804248760883426
ACH-000637,-0.19392060114842166
ACH-000638,-0.18232432176495764
ACH-000646,-0.1932528348405424
ACH-000647,-0.15224809137529954
ACH-000648,-0.18389296739587624
ACH-000649,-0.15745577592111387
ACH-000651,-0.15374339752654587
ACH-000652,-0.19660762660962
ACH-000653,-0.11519131600804802
ACH-000657,-0.19095409039717604
ACH-000658,-0.17933787408662785
ACH-000661,-0.16309318555314453
ACH-000662,-0.29366174500965736
ACH-000663,-0.20445140341818202
ACH-000665,0.08017816008117712
ACH-000671,-0.12974210188410487
ACH-000672,-0.1735920842728501
ACH-000673,-0.054684728769984564
ACH-000676,-0.09929132027723818
ACH-000677,-0.12416955193192468
ACH-000681,-0.0711727203182997
ACH-000683,-0.10186893591456997
ACH-000684,-0.11985554493576557
ACH-000688,-0.14161419768409805
ACH-000693,-0.02383716050890499
ACH-000694,-0.1059685878295527
ACH-000695,0.023384834326056668
ACH-000696,0.009069099625304042
ACH-000697,-0.14624347842602356
ACH-000699,-0.09881203258368262
ACH-000701,-0.14741203467494887
ACH-000706,-0.0950957378379344
ACH-000711,-0.029290237337110375
ACH-000713,-0.07503775512633495
ACH-000714,0.051350154340329454
ACH-000718,-0.11933679556357868
ACH-000720,-0.08566076241267312
ACH-000721,-0.04159508917811913
ACH-000724,-0.31974244493780885
ACH-000725,-0.17798930896762347
ACH-000732,0.09940200119281876
ACH-000734,-0.05419435964462786
ACH-000735,-0.09731066854359577
ACH-000736,-0.15093348232360704
ACH-000738,-0.2832837585201355
ACH-000746,-0.15858130832041126
ACH-000747,-0.048612852653995765
ACH-000748,-0.0928434988787416
ACH-000753,-0.08773928978387356
ACH-000756,-0.05891685759229525
ACH-000757,-0.09345819568710399
ACH-000758,-0.5444612998584196
ACH-000760,-0.07670068347183079
ACH-000762,-0.188501121788478
ACH-000763,-0.2468131929924415
ACH-000764,-0.1219189903176952
ACH-000765,-0.10281687281972124
ACH-000766,-0.09242851596907
ACH-000767,-0.19204802081932287
ACH-000768,-0.19691194624737396
ACH-000769,-0.24160155059472
ACH-000770,-0.3300439124097124
ACH-000771,-0.039672417629676826
ACH-000773,-0.29416540894793314
ACH-000776,-0.16839197251534208
ACH-000777,0.008761851359936651
ACH-000778,-0.2580941567881841
ACH-000781,-0.011968299107665021
ACH-000782,-0.03929135330790928
ACH-000783,-0.1716151531508988
ACH-000784,-0.11181665774777673
ACH-000785,-0.1697421766595225
ACH-000787,-0.1569187889695514
ACH-000788,-0.0626945399924316
ACH-000791,-0.11377003734393885
ACH-000792,-0.14339227440599764
ACH-000794,-0.07320212366362908
ACH-000796,-0.01830451743499282
ACH-000798,-0.18308221947883435
ACH-000799,-0.15117069930377042
ACH-000800,-0.09166574583058452
ACH-000802,-0.16324713408168232
ACH-000804,-0.3835217190277901
ACH-000805,0.07106643772938866
ACH-000809,-0.0442681436050164
ACH-000810,-0.05046690067624754
ACH-000811,-0.18803354707314032
ACH-000817,-0.3208271413211264
ACH-000819,0.015356996596465741
ACH-000820,-0.2885579017904085
ACH-000821,-0.0753840825736882
ACH-000822,-0.021536503469542324
ACH-000823,-0.06864926276643588
ACH-000824,-0.0971531101978933
ACH-000827,-0.0707351734639742
ACH-000829,-0.0944996341333354
ACH-000831,-0.1371553942347273
ACH-000832,-0.08997484897579526
ACH-000833,-0.3658374118287416
ACH-000834,-0.2298797470061018
ACH-000835,-0.042124180323275966
ACH-000836,-0.09812221629949787
ACH-000837,-0.057537278304830936
ACH-000838,-0.026455853485689098
ACH-000839,-0.050044697001759064
ACH-000840,-0.37327742318567664
ACH-000841,-0.09048831157001644
ACH-000843,-0.002790043562421822
ACH-000846,-0.3176904074147649
ACH-000847,-0.010702449418596792
ACH-000848,-0.0395533654509896
ACH-000849,-0.09270045484742556
ACH-000851,-0.0448985593226166
ACH-000855,-0.17084414464228256
ACH-000856,-0.12260365582514528
ACH-000858,-0.04664793360615085
ACH-000859,-0.04564476476997769
ACH-000861,-0.20105146536398494
ACH-000862,-0.029094076226490007
ACH-000865,0.04872358250890039
ACH-000866,-0.2027768858801625
ACH-000867,-0.09074533213271907
ACH-000869,-0.1672636379587861
ACH-000872,-0.029882565201705583
ACH-000873,-0.08695910511146053
ACH-000876,-0.13504874555379678
ACH-000878,0.047117465773447234
ACH-000880,-0.2983152045979846
ACH-000881,0.0034032772430627987
ACH-000882,0.00425431497876399
ACH-000884,0.06832639545592765
ACH-000885,-0.10639086661157757
ACH-000887,0.07697319667446452
ACH-000889,-0.12778557224118947
ACH-000896,-0.1276547860556087
ACH-000898,-0.14459214469442944
ACH-000900,0.06539221107778495
ACH-000901,-0.2037469842151338
ACH-000905,-0.03806869002901904
ACH-000906,-0.15063556516435647
ACH-000907,-0.10782623486684073
ACH-000910,-0.18303674754331367
ACH-000911,-0.07792896452165596
ACH-000912,0.0007949017214197679
ACH-000913,-0.10352652693824564
ACH-000915,-0.20535783698025767
ACH-000916,-0.1593573324318015
ACH-000917,0.02378808256934765
ACH-000920,-0.08971524194540079
ACH-000921,-0.13591103794946718
ACH-000924,-0.11994067865429743
ACH-000926,-0.23793469803596906
ACH-000928,-0.24055964363992344
ACH-000929,0.0967398787274078
ACH-000932,0.0055792825890017
ACH-000935,-0.13356971159369924
ACH-000936,-0.09027148875464834
ACH-000937,-0.2020890679260771
ACH-000938,-0.059158090416753836
ACH-000939,-0.17792332270820124
ACH-000941,-0.14299458689766606
ACH-000943,-0.2109685692369851
ACH-000946,-0.06161175188174544
ACH-000947,-0.0703999341961913
ACH-000948,-0.11722493538756253
ACH-000950,0.005260050579957831
ACH-000953,-0.1992547914547284
ACH-000954,-0.21228079764983465
ACH-000957,-0.06274437538047391
ACH-000958,-0.10116632810739999
ACH-000960,-0.13084566395360306
ACH-000963,-0.2501458561099087
ACH-000968,-0.06794972411225911
ACH-000969,-0.14912508081347764
ACH-000972,0.2028622006764284
ACH-000973,-0.1439979865376199
ACH-000974,-0.15689431382672794
ACH-000978,-0.2413098117052892
ACH-000984,-0.056815717043315526
ACH-000986,-0.10574177033794928
ACH-000988,-0.026653449114611646
ACH-000993,-0.0993564413802158
ACH-000994,-0.1898411078509369
ACH-000996,-0.09185876501467642
ACH-001001,-0.1253370954169366
ACH-001020,0.11057123367704864
ACH-001028,-0.05217123678921242
ACH-001031,-0.14076093187037042
ACH-001038,-0.11233195087242642
ACH-001048,-0.07544165440318105
ACH-001050,-0.16866761624981166
ACH-001053,-0.008974852782527071
ACH-001054,-0.13431285657191058
ACH-001061,-0.08048925072945608
ACH-001067,0.01452020867235797
ACH-001075,0.012037517645518362
ACH-001096,-0.2248415228064506
ACH-001111,-0.262843221040134
ACH-001119,0.06981279893883534
ACH-001128,-0.07787431571517901
ACH-001134,-0.16054046372626254
ACH-001151,-0.17298658944330755
ACH-001163,-0.13416964216709729
ACH-001164,-0.27481471483243475
ACH-001183,-0.18558451212521374
ACH-001192,-0.19651203343155316
ACH-001193,-0.12758870246284015
ACH-001196,-0.06379308687459677
ACH-001197,-0.09742311571908016
ACH-001205,-0.17289589696734411
ACH-001211,-0.14748034635982607
ACH-001212,0.02723618520536139
ACH-001228,-0.19306808762171104
ACH-001232,-0.029692766112407187
ACH-001239,-0.1090583932271978
ACH-001270,-0.31122783158903033
ACH-001274,-0.09567452330179488
ACH-001275,-0.11494888664188485
ACH-001277,0.07821197101946087
ACH-001278,-0.053313140503435
ACH-001280,-0.2478307065228423
ACH-001283,-0.10560553294377452
ACH-001289,-0.2757894210945532
ACH-001300,-0.18299137561788686
ACH-001301,0.015882653187992347
ACH-001302,-0.15861364855680196
ACH-001306,-0.09206682764579728
ACH-001318,-0.09489502926994814
ACH-001322,-0.01612183160035301
ACH-001328,-0.10089477346842099
ACH-001332,-0.30915203509512623
ACH-001336,-0.20767146806598605
ACH-001346,-0.044611363319888186
ACH-001353,-0.11870043790532593
ACH-001354,-0.22117951258720128
ACH-001367,-0.009470843398148
ACH-001368,-0.1004803271919261
ACH-001374,-0.07331745669904244
ACH-001377,-0.1726807233414875
ACH-001380,0.0
ACH-001391,-0.10873532773626657
ACH-001408,-0.057362126319233285
ACH-001430,-0.08609323782024203
ACH-001431,-0.06732795430746348
ACH-001450,0.16804417610158934
ACH-001496,-0.15482536470992675
ACH-001500,-0.08480238941971574
ACH-001523,-0.12404944804690535
ACH-001532,0.0340718686718142
ACH-001550,-0.1250252311887068
ACH-001552,-0.14748826577960542
ACH-001554,-0.16143532594417034
ACH-001654,-0.1560333667119103
ACH-001735,-0.5735057738359198
ACH-001736,-0.2716533413275165
ACH-001737,0.045425523390951336
ACH-001740,-0.02109438307144297
ACH-001745,0.07691101141589758
ACH-001765,-0.037183351918627615
