,BECN1 (8678)
ACH-000004,-0.07237107771707159
ACH-000005,-0.4021892867198322
ACH-000007,-0.2165158517293909
ACH-000009,-0.2410074432301523
ACH-000011,-0.3652749306760174
ACH-000012,-0.08277803364979244
ACH-000013,-0.193526213305508
ACH-000014,-0.09770887026741687
ACH-000015,-0.27189008864968744
ACH-000017,-0.619043814483745
ACH-000018,-0.1836604444947873
ACH-000019,-0.2175932351414188
ACH-000021,-0.3994623017955352
ACH-000022,-0.22193948810923064
ACH-000025,-0.16083938527513078
ACH-000028,-0.3019274630976292
ACH-000030,-0.1424264072431017
ACH-000035,-0.4140192488693799
ACH-000036,-0.1102666946839556
ACH-000037,-0.0036545783357912844
ACH-000039,-0.10677541158438436
ACH-000040,-0.1788045000833545
ACH-000041,-0.2563195296890873
ACH-000042,-0.24760630093284675
ACH-000045,-0.03267730486815477
ACH-000047,-0.14369688460285593
ACH-000052,-0.4852899051995409
ACH-000053,-0.11277027810221955
ACH-000054,-0.2802604163388515
ACH-000055,0.007516378036318015
ACH-000060,-0.03157144107622386
ACH-000067,-0.22352640788697625
ACH-000070,-0.2329384554137945
ACH-000075,-0.15376548957164174
ACH-000078,-0.09511891375122708
ACH-000082,-0.2095843479096395
ACH-000085,-0.33771447288508066
ACH-000086,-0.12863387911797586
ACH-000087,-0.40985490450360657
ACH-000092,-0.334478382957357
ACH-000095,-0.12869268647334298
ACH-000097,-0.20125719632471253
ACH-000098,-0.35156884860144777
ACH-000099,-0.20157775575246056
ACH-000108,-0.1165587921744856
ACH-000113,-0.16037985438945976
ACH-000116,-0.15998854977834528
ACH-000118,-0.12094786071071953
ACH-000120,-0.18469484490255747
ACH-000123,-0.18079357271461385
ACH-000127,-0.2508355571204612
ACH-000128,-0.07825022329032323
ACH-000132,-0.20596539480867124
ACH-000133,-0.0899791929158472
ACH-000137,-0.2914969945022202
ACH-000138,-0.2347328231145512
ACH-000142,-0.2994516135873003
ACH-000143,-0.19419749751182394
ACH-000146,-0.06337358548163062
ACH-000148,-0.2830815515119807
ACH-000150,-0.26583923361862377
ACH-000152,-0.3679929015912529
ACH-000153,-0.004204220076282684
ACH-000159,-0.28911266140941105
ACH-000160,-0.17890062459187794
ACH-000163,-0.4194858314000392
ACH-000167,-0.2462201002902555
ACH-000168,-0.2677518754970099
ACH-000169,-0.3113705607723771
ACH-000178,-0.3869473439209149
ACH-000183,-0.26926882561874954
ACH-000188,-0.244129598953032
ACH-000189,-0.045625515137822654
ACH-000190,-0.3357340994213572
ACH-000198,-0.2412726374996913
ACH-000203,-0.3987187386146332
ACH-000204,-0.06629987325287891
ACH-000206,-0.1538337079813631
ACH-000207,0.015521774915203472
ACH-000208,-0.2285528296567495
ACH-000210,-0.2793870123450487
ACH-000211,-0.1822868146573264
ACH-000215,-0.2139091508269732
ACH-000221,-0.3716069226154738
ACH-000222,-0.05852428862618536
ACH-000223,-0.33262528961913723
ACH-000226,-0.14331793054269992
ACH-000227,-0.25853897050834873
ACH-000228,-0.4896062062887095
ACH-000231,-0.1623164787689973
ACH-000232,-0.09763690484170044
ACH-000233,-0.06814249861610422
ACH-000234,-0.3088681624457925
ACH-000235,-0.2302306367593071
ACH-000237,-0.2201164660607244
ACH-000238,-0.0962699824185161
ACH-000242,-0.5584957477674178
ACH-000243,-0.058475791804742966
ACH-000244,-0.40364769322475497
ACH-000246,0.08209074765411258
ACH-000248,-0.45804617713916496
ACH-000250,-0.2020561978356178
ACH-000251,-0.2451098096432147
ACH-000252,0.07522646762379212
ACH-000253,-0.08152772812195704
ACH-000255,-0.4601446116566952
ACH-000256,-0.08906459482169338
ACH-000257,-0.021036785196309436
ACH-000258,-0.0829861762141729
ACH-000259,-0.1762566885663457
ACH-000260,-0.28000335205494903
ACH-000261,-0.1503349768083117
ACH-000262,-0.10611245154917068
ACH-000263,-0.1310409785915006
ACH-000264,-0.13671997125060886
ACH-000265,-0.07570542534921627
ACH-000266,-0.2218361341590096
ACH-000272,-0.17130728966452544
ACH-000274,-0.2260780235043584
ACH-000277,-0.7773163606114695
ACH-000278,-0.16015052624601378
ACH-000279,-0.12626539631665212
ACH-000280,-0.3940899709233385
ACH-000281,-0.11762245328019835
ACH-000288,-0.026077385787020388
ACH-000291,-0.17158591816495414
ACH-000293,-0.22816458661194464
ACH-000294,-0.2653585522460281
ACH-000295,-0.017406856678991
ACH-000296,-0.4736836587157869
ACH-000302,-0.37053975192911376
ACH-000304,-0.08807950831072837
ACH-000307,-0.3335202104467113
ACH-000308,-0.1512899927989052
ACH-000310,-0.11591513092541456
ACH-000311,-0.21055247016531886
ACH-000312,-0.07733141279163454
ACH-000315,-0.13514104416078362
ACH-000316,-0.212369546456402
ACH-000317,-0.19479552841490685
ACH-000318,-0.26096820482093835
ACH-000319,-0.2382155941863397
ACH-000320,-0.10678055294883876
ACH-000322,-0.12597667771112211
ACH-000323,-0.5074964652091761
ACH-000324,-0.4209406114477904
ACH-000329,-0.13812707286295378
ACH-000330,-0.34769046876598997
ACH-000331,-0.19444319036492685
ACH-000332,0.007981830293947344
ACH-000334,-0.0006916406226565105
ACH-000335,-0.16192751651593876
ACH-000336,0.01829609691194775
ACH-000337,-0.3497035442004138
ACH-000338,0.2164411031203536
ACH-000339,-0.4165106896320984
ACH-000341,-0.17295206730307566
ACH-000348,-0.33227042074616203
ACH-000350,-0.1029505105108438
ACH-000352,-0.5139859565647907
ACH-000356,-0.2569209641236859
ACH-000361,-0.11957078426153606
ACH-000362,-0.2691290451770671
ACH-000363,-0.17788333749080432
ACH-000364,-0.3858754190695691
ACH-000365,-0.17634169431264365
ACH-000366,-0.08075296023102978
ACH-000368,0.04644194499613223
ACH-000374,-0.2567807198772784
ACH-000375,-0.3112032079982617
ACH-000376,0.02830601976529575
ACH-000381,-0.10761217094307968
ACH-000383,-0.09821367101817302
ACH-000387,-0.13423139151644548
ACH-000389,-0.039654027439782455
ACH-000390,-0.23397401688155076
ACH-000393,0.010935457523683188
ACH-000395,-0.0576620336171338
ACH-000396,-0.2730608726486865
ACH-000397,-0.21945337883752494
ACH-000401,-0.3456951815956393
ACH-000402,0.10536918324659952
ACH-000403,-0.04873535404501757
ACH-000404,-0.2706757479740673
ACH-000406,-0.2414254434767801
ACH-000407,-0.14624524074842016
ACH-000408,-0.2673182364439462
ACH-000410,-0.2573155075999444
ACH-000411,-0.39066884252742096
ACH-000414,-0.1110143311529246
ACH-000415,-0.4138018836376995
ACH-000416,-0.3869091914381292
ACH-000420,-0.3195697264127533
ACH-000421,-0.3607007829198531
ACH-000424,-0.1830094816056569
ACH-000425,-0.12354314159348302
ACH-000426,-0.21572594659813474
ACH-000427,-0.23375147524208895
ACH-000433,-0.22496892966347068
ACH-000435,-0.3811778032469945
ACH-000436,-0.13669564957912111
ACH-000444,-0.22934056615663945
ACH-000445,-0.3750284650652437
ACH-000448,-0.2646828226844146
ACH-000450,-0.12002504583652852
ACH-000452,-0.3313915410113997
ACH-000454,-0.2378348254158715
ACH-000458,-0.4303774945026638
ACH-000459,-0.23336213390102006
ACH-000460,-0.24135053448475105
ACH-000461,-0.12040560241161127
ACH-000463,-0.1868952825527248
ACH-000464,0.12803064616245768
ACH-000466,-0.18480241311709936
ACH-000467,-0.1399120928012887
ACH-000468,-0.1541528497607541
ACH-000469,-0.2977454027575019
ACH-000470,-0.2792075733916501
ACH-000471,-0.2080264798707956
ACH-000472,-0.0955118805877824
ACH-000473,-0.27138502166882433
ACH-000475,-0.1835581956896921
ACH-000476,-0.26623474376228
ACH-000477,-0.17117163334152188
ACH-000479,-0.1983239317588865
ACH-000480,-0.4798497807373624
ACH-000481,-0.1449306017893874
ACH-000483,-0.2405235031995012
ACH-000484,0.01525975779904356
ACH-000485,-0.11199037005448698
ACH-000486,-0.11606869876486033
ACH-000487,-0.22152956717046496
ACH-000488,-0.3187830815434577
ACH-000490,-0.36019145319021834
ACH-000491,-0.2418336488717797
ACH-000495,0.09521354238784284
ACH-000496,-0.2647970690434945
ACH-000499,-0.3441493141834525
ACH-000500,-0.4802237734429086
ACH-000502,-0.2311070625069717
ACH-000503,0.05711608447069522
ACH-000505,-0.022726613693133325
ACH-000507,-0.3568701933806882
ACH-000510,-0.0833983591294223
ACH-000511,-0.21559967044004685
ACH-000512,-0.013682846641355068
ACH-000516,-0.4556258166810408
ACH-000517,-0.04604359896434412
ACH-000518,-0.14845507692628326
ACH-000520,-0.048579129443293005
ACH-000521,-0.5082701903515427
ACH-000522,-0.235727118044164
ACH-000524,-0.19163535624452013
ACH-000527,-0.3774048552569748
ACH-000528,-0.6432971147938117
ACH-000537,-0.4701696531573415
ACH-000541,0.0544012482743449
ACH-000542,0.019879109380314074
ACH-000544,-0.4390534937007315
ACH-000545,-0.2750739350994536
ACH-000547,-0.29751566385788314
ACH-000548,-0.13486845781774298
ACH-000549,-0.2785942888214052
ACH-000550,-0.2721629937029963
ACH-000552,-0.1857442248051752
ACH-000556,-0.2934621551656444
ACH-000557,0.004480583697966927
ACH-000569,0.19850933668533569
ACH-000570,-0.12880358087290453
ACH-000571,-0.22863529894287865
ACH-000573,-0.30715751223741
ACH-000576,-0.14613843782056896
ACH-000579,-0.1905987132601954
ACH-000580,-0.3166577601421734
ACH-000584,-0.2039577243350183
ACH-000585,-0.4006772303320257
ACH-000588,-0.19822363143667696
ACH-000589,-0.009131628590947169
ACH-000591,-0.14317749675679978
ACH-000593,-0.2974806414893639
ACH-000600,-0.3052926267138601
ACH-000601,-0.325619602969454
ACH-000605,-0.18398401883352355
ACH-000606,-0.26674676816064763
ACH-000608,-0.21074257764153884
ACH-000614,-0.05801098908471571
ACH-000616,-0.10287791511672602
ACH-000618,-0.4221634257079818
ACH-000619,-0.059752866111529614
ACH-000620,-0.3761101251720759
ACH-000621,-0.2781260848678829
ACH-000622,0.08691378899428759
ACH-000623,0.015763694372615943
ACH-000624,-0.13294821124721207
ACH-000627,-0.2392049202794118
ACH-000630,-0.14308557429922605
ACH-000631,-0.03296371250065932
ACH-000632,-0.15018662665817992
ACH-000633,-0.3395954864666296
ACH-000637,-0.0781451115776929
ACH-000638,-0.10351626746859
ACH-000646,-0.4302520167679741
ACH-000647,-0.2836701331255844
ACH-000648,-0.1506397303993135
ACH-000649,-0.18841346599249048
ACH-000651,-0.08531569904916722
ACH-000652,-0.004078572092333782
ACH-000653,0.10401396933823476
ACH-000657,-0.21576015922349934
ACH-000658,0.0489197171464204
