,VCP (7415)
ACH-000253,-1.4002836493025628
ACH-000255,-1.1877312058656546
ACH-000256,-1.3333028440926988
ACH-000257,-1.3199393808548532
ACH-000258,-1.5402933083883406
ACH-000259,-1.238306522295136
ACH-000260,-1.2697037454179172
ACH-000261,-1.3284056863095262
ACH-000262,-1.4875917316846337
ACH-000263,-1.4484003914271242
ACH-000264,-1.4481744237532337
ACH-000265,-1.2374686815236544
ACH-000266,-1.2424675533865266
ACH-000272,-1.351019584828044
ACH-000274,-1.4686730287316867
ACH-000277,-1.5854700701809394
ACH-000278,-1.1655152347906872
ACH-000279,-1.4802945758078894
ACH-000280,-1.4194243758947722
ACH-000281,-1.3968321188108757
ACH-000288,-1.3980631253187283
ACH-000291,-1.5058977580753308
ACH-000293,-1.1465366248488376
ACH-000294,-0.9965645396581236
ACH-000295,-1.6996473702718085
ACH-000296,-1.3436222281194512
ACH-000302,-1.419671802336925
ACH-000304,-1.2582263158336922
ACH-000307,-1.324423556856271
ACH-000308,-1.5144942510184385
ACH-000310,-1.272940597950439
ACH-000311,-1.4429265515355143
ACH-000312,-1.269286282452892
ACH-000315,-1.5172520840825523
ACH-000316,-1.4813162717409252
ACH-000317,-1.5334516707041281
ACH-000318,-1.3032968577845347
ACH-000319,-1.2122362419143875
ACH-000320,-1.5178570932758502
ACH-000322,-1.7159520431483684
ACH-000323,-1.3806121982265258
ACH-000324,-1.3912468934949056
ACH-000329,-1.3490201674805575
ACH-000330,-1.3844995530894706
ACH-000331,-1.3816386345906366
ACH-000332,-1.2796282609848348
ACH-000334,-1.4450222905653518
ACH-000335,-1.2957147830074116
ACH-000336,-1.4457424612412864
ACH-000337,-1.5718238216376053
ACH-000338,-1.391034989043689
ACH-000339,-1.3523164550430944
ACH-000341,-1.3430596178195795
ACH-000348,-1.3654256278409518
ACH-000350,-1.23958116304775
ACH-000352,-1.5002554298815929
ACH-000356,-1.6018524104481824
ACH-000361,-1.33780227343112
ACH-000362,-1.3158719569357868
ACH-000363,-1.29926377533043
ACH-000364,-1.3151115016402892
ACH-000365,-1.2662787816580112
ACH-000366,-1.2674109385124406
ACH-000368,-1.5720928741731643
ACH-000374,-1.435634099394274
ACH-000375,-1.4258325284050548
ACH-000376,-1.362132659732023
ACH-000381,-1.4101538729049539
ACH-000383,-1.4628574147829558
ACH-000387,-1.5008312306276168
ACH-000389,-1.1293133518280594
ACH-000390,-1.2376952256996787
ACH-000393,-1.5175126457119659
ACH-000395,-1.4429747957293455
ACH-000396,-1.6006568922236724
ACH-000397,-1.2986919981210487
ACH-000401,-1.3431365130439548
ACH-000402,-1.0185828175078575
ACH-000403,-1.5175120216525844
ACH-000404,-1.4549468153558471
ACH-000406,-1.2977722616946734
ACH-000407,-1.3454847042519114
ACH-000408,-1.2879093220035611
ACH-000410,-1.200850290893673
ACH-000411,-1.2019544037526275
ACH-000414,-1.4346445719809688
ACH-000415,-1.3214653881568916
ACH-000416,-1.3429163410540348
ACH-000420,-1.3277802315626983
ACH-000421,-1.3159190721236915
ACH-000424,-1.4361938754404375
ACH-000425,-1.4757119615459442
ACH-000426,-0.99590269436497
ACH-000427,-1.3612978010743249
ACH-000433,-1.4374988914861384
ACH-000435,-1.5671262650327258
ACH-000436,-1.3226633880254597
ACH-000444,-1.1806694049560795
ACH-000445,-1.5893283203521669
ACH-000448,-1.3692845022992763
ACH-000450,-1.5282820739461749
ACH-000452,-1.4807158742576632
ACH-000454,-1.3030819326969023
ACH-000458,-1.0474982146247425
ACH-000459,-1.5746005614419123
ACH-000460,-1.1268481218650932
ACH-000461,-1.3600791014098137
ACH-000463,-1.288896719303486
ACH-000464,-1.4148403023721599
ACH-000466,-1.3628361748198927
ACH-000467,-1.2081281924090141
ACH-000468,-1.3286547770071713
ACH-000469,-1.2871653857479883
ACH-000470,-1.5629254252058964
ACH-000471,-1.4000942607638447
ACH-000472,-1.4769819918499854
ACH-000473,-1.266661933676946
ACH-000475,-1.4057696716615786
ACH-000476,-1.5054436357185057
ACH-000477,-1.1962164591809163
ACH-000479,-1.1588561269096822
ACH-000480,-1.2741309514266157
ACH-000481,-1.3376290495311611
ACH-000483,-1.2306137310225478
ACH-000484,-1.7133562498522068
ACH-000485,-1.2392299653468537
ACH-000486,-1.2468736598370018
ACH-000487,-1.2184221635765116
ACH-000488,-1.2223086031592714
ACH-000490,-1.342602345131363
ACH-000491,-1.4448494053433114
ACH-000495,-1.6972332518329036
ACH-000496,-1.2538940975472137
ACH-000499,-1.2618204987340014
ACH-000500,-1.468276610693395
ACH-000502,-1.4022567334655134
ACH-000503,-1.1914142848059146
ACH-000505,-1.2914569167836976
ACH-000507,-1.3957798404146002
ACH-000510,-1.354306359686222
ACH-000511,-1.2313731998255075
ACH-000512,-1.6124881543267429
ACH-000516,-1.4838392630083417
ACH-000517,-1.4148184082041744
ACH-000518,-1.4768601274197959
ACH-000520,-1.3979467667719228
ACH-000521,-1.4118622348851264
ACH-000522,-1.435553354867414
ACH-000524,-1.2541816073708016
ACH-000527,-1.2793625449597614
ACH-000528,-1.419278765366028
ACH-000537,-1.4145806443612496
ACH-000541,-1.7181993658791932
ACH-000542,-1.3010456389305378
ACH-000544,-1.4578414925835512
ACH-000545,-1.4236980845922471
ACH-000547,-1.390919376523915
ACH-000548,-1.2915975462828706
ACH-000549,-1.1658155673077457
ACH-000550,-1.1806246654483896
ACH-000552,-1.4379520940304091
ACH-000556,-1.4397989355498886
ACH-000557,-1.3731037449369443
ACH-000569,-1.4741908688399477
ACH-000570,-1.3030942051242658
ACH-000571,-1.4858340481119086
ACH-000573,-1.4736507092924118
ACH-000576,-1.1526084011693405
ACH-000579,-1.4192825204587234
ACH-000580,-1.7534314081059168
ACH-000584,-1.4978791404150518
ACH-000585,-1.0742113758484388
ACH-000588,-1.2797859460228107
ACH-000589,-1.3051907494336006
ACH-000591,-1.3705800064105689
ACH-000593,-1.0986046457722405
ACH-000600,-1.3588220801433717
ACH-000601,-1.45233551858566
ACH-000605,-1.0709255806451674
ACH-000606,-1.1732384527245303
ACH-000608,-1.6091640604728892
ACH-000614,-1.7603799549843908
ACH-000616,-1.2923666983955258
ACH-000618,-1.1165300334773929
ACH-000619,-1.4467829425068066
ACH-000620,-1.4159187841664291
ACH-000621,-1.4694693218652537
ACH-000622,-1.348508136044707
ACH-000623,-1.2990885367690168
ACH-000624,-1.3058828020665671
ACH-000627,-1.3299673010437143
ACH-000630,-1.3464828823552355
ACH-000631,-1.1106272505512842
ACH-000632,-1.4769244724553925
ACH-000633,-1.3847394871928846
ACH-000637,-1.2277877708772036
ACH-000638,-1.1691931975301149
ACH-000646,-1.6763597093643468
ACH-000647,-1.3753484937694411
ACH-000648,-1.3310468001519276
ACH-000649,-1.3795200616120038
ACH-000651,-1.4725255765587923
ACH-000652,-1.277434660506097
ACH-000653,-1.305206604346764
ACH-000657,-1.4291800534208463
ACH-000658,-1.3619396822658607
ACH-000661,-1.3212320556647754
ACH-000662,-1.4905558891924495
ACH-000663,-1.1983500879505304
ACH-000665,-1.2535484645016783
ACH-000671,-1.4417198257630033
ACH-000672,-0.95924490075541
ACH-000673,-1.3659999527530784
ACH-000676,-1.5292187873250798
ACH-000677,-1.146758459223462
ACH-000681,-1.2595784414958682
ACH-000683,-1.4099951430403823
ACH-000684,-1.077344330462933
ACH-000688,-1.8104354655797248
ACH-000693,-1.3193861905255342
ACH-000694,-1.4894381999502666
ACH-000695,-1.3879798863307842
ACH-000696,-1.370628104515539
ACH-000697,-1.3781600224124286
ACH-000699,-1.3808579899482416
ACH-000701,-1.5853040321015213
ACH-000706,-1.4791329187993485
ACH-000711,-1.3990519993567982
ACH-000713,-1.2767550921209232
ACH-000714,-1.4215668857534005
ACH-000718,-1.6193004181983512
ACH-000720,-1.3212282058228697
ACH-000721,-1.4207372803890923
ACH-000724,-1.1982131955823785
ACH-000725,-1.595942453794848
ACH-000732,-1.2198281103874775
ACH-000734,-1.4651999769094222
ACH-000735,-1.280567451526174
ACH-000736,-1.4214086261450172
ACH-000738,-1.4745975022093805
ACH-000746,-1.5900523791065575
ACH-000747,-1.4110353837242309
ACH-000748,-1.326188390245609
ACH-000753,-1.230332826222031
ACH-000756,-1.3321639476114222
ACH-000757,-1.5956960398813276
ACH-000758,-1.1264021249155889
ACH-000760,-1.2785006954938722
ACH-000762,-1.2089718006927606
ACH-000763,-1.476991662820395
ACH-000764,-1.5449639572256657
ACH-000765,-1.5617020153558714
ACH-000766,-1.4279925512881602
ACH-000767,-1.397262596966074
ACH-000768,-1.2038488243875491
ACH-000769,-1.4026586341008425
ACH-000770,-1.4247126588864918
ACH-000771,-1.3206568185579273
ACH-000773,-1.4564008095097036
ACH-000776,-1.1811676364644426
ACH-000777,-1.3386833056490959
ACH-000778,-1.3426729185822122
ACH-000781,-1.511059391058064
ACH-000782,-1.4380389261916795
ACH-000783,-1.5881638292900684
ACH-000784,-1.1616085867783992
ACH-000785,-1.603196750906255
ACH-000787,-1.3245209507039999
ACH-000788,-1.3959408810449183
ACH-000791,-1.3463698127126371
ACH-000792,-1.0786656857326828
ACH-000794,-1.3024719010538637
ACH-000796,-1.5785631606263593
ACH-000798,-1.4468957862415823
ACH-000799,-1.4030520859778406
ACH-000800,-1.3916987093984037
ACH-000802,-1.4228650461433991
ACH-000804,-1.08048090349983
ACH-000805,-1.5392554231192614
ACH-000809,-1.362988688979338
ACH-000810,-1.4683990279898584
ACH-000811,-1.329665686020137
ACH-000817,-1.3534850119603468
ACH-000819,-1.4480244573031522
ACH-000820,-1.3508009674696382
ACH-000821,-1.0005106597961608
ACH-000822,-1.6671542334101963
ACH-000823,-1.0903371288930157
ACH-000824,-1.2732501566315129
ACH-000827,-1.1963719239119777
ACH-000829,-1.3781251048234782
ACH-000831,-1.2379661572947376
ACH-000832,-1.176260949312436
ACH-000833,-1.5057858100716541
ACH-000834,-1.3122281664569018
ACH-000835,-1.5016047533167056
ACH-000836,-1.5380086063264016
ACH-000837,-1.274902946295703
ACH-000838,-1.4349323510688246
ACH-000839,-1.3491918442611068
ACH-000840,-1.5617619314797808
ACH-000841,-1.2970957125517573
ACH-000843,-1.3499179688008685
ACH-000846,-1.440082087195465
ACH-000847,-1.4487481828625783
ACH-000848,-1.4550808454384982
ACH-000849,-1.31477845995178
ACH-000851,-1.3044763483405122
ACH-000855,-1.3870735344192435
ACH-000856,-1.1370074207967855
ACH-000858,-1.4175205112406832
ACH-000859,-1.6655847871226481
ACH-000861,-1.4596524956103911
ACH-000862,-1.3180913302016253
ACH-000865,-1.333042450440209
ACH-000866,-1.2948940778921387
ACH-000867,-1.4855831098181183
ACH-000869,-1.8346579947062684
ACH-000872,-1.4061728195541203
ACH-000873,-1.4248683456521338
ACH-000876,-1.4576536124875301
ACH-000878,-1.226720258884617
ACH-000880,-1.5346561376574015
ACH-000881,-1.3523103059224335
ACH-000882,-1.3551318234577476
ACH-000884,-1.376470196638814
ACH-000885,-1.311531723445812
ACH-000887,-1.3068579631604005
ACH-000889,-1.4557283475382865
ACH-000896,-1.3975691701935335
ACH-000898,-1.4109686986400438
ACH-000900,-1.2032116064033385
ACH-000901,-1.2558931478663693
ACH-000905,-1.233638659774438
ACH-000906,-1.387826145422279
ACH-000907,-1.5360826236258802
ACH-000910,-1.2458407735556647
ACH-000911,-1.3583036043556185
ACH-000912,-1.210887662616907
ACH-000913,-1.4425840138323751
ACH-000915,-1.4795159126497237
ACH-000916,-1.097684902211389
ACH-000917,-1.498550568658486
ACH-000920,-1.515068383990864
ACH-000921,-1.5651259062186502
ACH-000924,-1.4194971420473117
ACH-000926,-1.747391982497806
ACH-000928,-1.9038183152671613
ACH-000929,-1.5411705497253794
ACH-000932,-1.4873840808623755
ACH-000935,-1.4534789513412316
ACH-000936,-1.3727837397637208
ACH-000937,-1.314668856419758
ACH-000938,-1.360090384357188
ACH-000939,-1.3020091400588414
ACH-000941,-1.5132464262946734
ACH-000943,-1.308949795451292
ACH-000946,-1.2591540726504056
ACH-000947,-1.4631170549743149
ACH-000948,-1.1564073352675586
ACH-000950,-1.4131989707917467
ACH-000953,-1.2370217628864306
ACH-000954,-1.2538157029927377
ACH-000957,-1.278274974351329
ACH-000958,-1.3590751792460356
ACH-000960,-1.5087604366622436
ACH-000963,-1.3946919330871106
ACH-000968,-1.3763156303916426
ACH-000969,-1.2400459824474803
ACH-000972,-1.5530595534684342
ACH-000973,-1.4511160975045707
ACH-000974,-1.4124826258746117
ACH-000978,-1.4262576756793393
ACH-000984,-1.4685266143077138
ACH-000986,-1.3716213196366027
ACH-000988,-1.3617807288440749
ACH-000993,-1.4111701570881343
ACH-000994,-1.3264828357149023
ACH-000996,-1.1747323630192832
ACH-001001,-1.5749303682975342
ACH-001020,-1.4456798890460854
ACH-001028,-1.4569184392216696
ACH-001031,-1.3388372100095856
ACH-001038,-1.4528955922317917
ACH-001048,-1.3103077252624074
ACH-001050,-1.2994537113392624
ACH-001053,-1.5819064455696532
ACH-001054,-1.5125609842975585
ACH-001061,-1.2896048463957823
ACH-001067,-1.4150502656225068
ACH-001075,-1.38263468809447
ACH-001096,-1.3995680029162152
ACH-001111,-1.4592957112296014
ACH-001119,-1.5252915405142526
ACH-001128,-1.3108708839591543
ACH-001134,-1.240713456956355
ACH-001151,-1.4603705819272148
ACH-001163,-1.3735922244936545
ACH-001164,-1.6226857591746806
ACH-001183,-1.1550946297109634
ACH-001192,-1.2609657110691697
ACH-001193,-1.341516117735999
ACH-001196,-1.1634991815805042
ACH-001197,-1.4478348294895265
ACH-001205,-1.421995154813222
ACH-001211,-1.3230840413715024
ACH-001212,-1.4041301048561088
ACH-001228,-1.074046820653118
ACH-001232,-1.202268708981531
ACH-001239,-1.497828768674064
ACH-001270,-1.3581568894169571
ACH-001274,-1.2056915391598733
ACH-001275,-1.3844346696717278
ACH-001277,-1.3613708626434171
ACH-001278,-1.3687862767362553
ACH-001280,-1.1540147225915005
ACH-001283,-1.3469521548978385
ACH-001289,-1.2227656839090193
ACH-001300,-1.1780009793187665
ACH-001301,-1.261815642115734
ACH-001302,-1.3030531052238985
ACH-001306,-1.2161171021479036
ACH-001318,-1.233717893427761
ACH-001322,-1.532612631514601
ACH-001328,-1.0919231243705778
ACH-001332,-1.2826996352491369
ACH-001336,-1.3885765097497529
ACH-001346,-1.2559604432034928
ACH-001353,-1.5459696647428736
ACH-001354,-1.242381208411521
ACH-001367,-1.5072828539602416
ACH-001368,-1.7263454642075176
ACH-001374,-1.455476382055808
ACH-001377,-1.4645075829944003
ACH-001380,-1.3084275171344868
ACH-001391,-1.3690866188986095
ACH-001408,-1.1862788412862717
ACH-001430,-1.638645173877345
ACH-001431,-1.2883495971448622
ACH-001450,-1.441749100661883
ACH-001496,-1.3858916755205
ACH-001500,-1.22088405670112
ACH-001523,-1.2587368051462866
ACH-001532,-1.3821884680034922
ACH-001550,-1.4761282669915006
ACH-001552,-1.3365210338642874
ACH-001554,-1.3391395849864491
ACH-001654,-1.2441454447331846
ACH-001735,-1.3399054480116226
ACH-001736,-1.5714394556502458
ACH-001737,-1.5296938419722157
ACH-001740,-1.0472753891122946
ACH-001745,-1.2031876635384535
ACH-001765,-1.3854786206502883
