,MTL5 (9633)
ACH-000004,-0.07931974397515328
ACH-000005,0.05992300669912173
ACH-000007,-0.2012472120631132
ACH-000009,-0.2507838047788257
ACH-000011,-0.07386323350867728
ACH-000012,-0.22274115357626828
ACH-000013,-0.16244888847737265
ACH-000014,-0.004913777183640505
ACH-000015,-0.022817821565340117
ACH-000017,-0.2425690334999772
ACH-000018,-0.3205232573597585
ACH-000019,-0.19595555504724455
ACH-000021,-0.08449389298444362
ACH-000022,-0.17314901721656314
ACH-000025,-0.169054557529971
ACH-000028,-0.11948988413184294
ACH-000030,-0.16152057190905442
ACH-000035,0.0725498129256399
ACH-000036,0.1812158816436628
ACH-000037,-0.12080785633273408
ACH-000039,-0.0617008954400012
ACH-000040,-0.09374206764742384
ACH-000041,-0.1142490574723872
ACH-000042,-0.19879011961376392
ACH-000045,-0.1927624335466077
ACH-000047,0.082922828619118
ACH-000052,-0.2404438787071573
ACH-000053,-0.09913479880896707
ACH-000054,-0.10435759790760593
ACH-000055,-0.16829337147322132
ACH-000060,0.010728472143263206
ACH-000067,0.06959142007959238
ACH-000070,0.031242394982103076
ACH-000075,-0.29639715309430503
ACH-000078,-0.1430917370553426
ACH-000082,-0.08080099116069915
ACH-000085,-0.5220457186963909
ACH-000086,-0.1974009295048848
ACH-000087,0.06613130055283936
ACH-000092,-0.0050985101247692935
ACH-000095,0.017229326272577318
ACH-000097,-0.3098152835349354
ACH-000098,-0.06843504018328507
ACH-000099,-0.17133491052276853
ACH-000108,-0.19279085440790514
ACH-000113,-0.23318093255692726
ACH-000116,-0.31153547095115514
ACH-000118,-0.18194102614250746
ACH-000120,-0.11361944207275698
ACH-000123,-0.06073270002337885
ACH-000127,-0.10451093507709727
ACH-000128,-0.17987264707472292
ACH-000132,-0.24374152973217905
ACH-000133,-0.075114117984502
ACH-000137,-0.18196281562020647
ACH-000138,-0.2345216245527281
ACH-000142,-0.19950316543348348
ACH-000143,-0.2532239168580588
ACH-000146,-0.0114740014039674
ACH-000148,-0.12467985153562565
ACH-000150,-0.008198791684558443
ACH-000152,-0.08086963101978198
ACH-000153,-0.005094978273398759
ACH-000159,-0.08233633234316545
ACH-000160,-0.5350280811494972
ACH-000163,-0.0064975385984947795
ACH-000167,0.057315485063527724
ACH-000168,-0.005302824460717204
ACH-000169,0.035883074514845965
ACH-000178,-0.17389156858078694
ACH-000183,-0.02785709348187647
ACH-000188,-0.25834152063861393
ACH-000189,0.15460531587928986
ACH-000190,-0.25235822300627064
ACH-000198,-0.10418952016013462
ACH-000203,-0.4618183779672489
ACH-000204,-0.13947979481793074
ACH-000206,-0.040793026057501784
ACH-000207,-0.3620389527414069
ACH-000208,-0.08828730615013781
ACH-000210,-0.1936098714816783
ACH-000211,-0.10954963655558796
ACH-000215,-0.05411551284992296
ACH-000221,-0.3689707997100745
ACH-000222,-0.14187495517547327
ACH-000223,-0.10688515315836944
ACH-000226,-0.0004137365974617228
ACH-000227,-0.2443366687806695
ACH-000228,-0.2705269512337194
ACH-000231,0.012253777056160566
ACH-000232,-0.17727994414356318
ACH-000233,-0.2282991122606564
ACH-000234,-0.2111000782371381
ACH-000235,-0.02784036665452717
ACH-000237,-0.3497912146108752
ACH-000238,-0.02337359785926935
ACH-000242,-0.3974252864889116
ACH-000243,-0.15444209712575405
ACH-000244,0.03361754132326465
ACH-000246,-0.09718266909113576
ACH-000248,0.19092243544977067
ACH-000250,-0.08012708140276746
ACH-000251,-0.03795020560359325
ACH-000252,-0.3305756198806688
ACH-000253,-0.11089703016368717
ACH-000255,-0.3251104928982374
ACH-000256,-0.08286119575333202
ACH-000257,0.18059982789819293
ACH-000258,-0.03730630695201601
ACH-000259,-0.17487702728038154
ACH-000260,-0.22293712735284704
ACH-000261,-0.16812373706430125
ACH-000262,-0.18529084895760628
ACH-000263,-0.08938492822925019
ACH-000264,-0.19045204598862125
ACH-000265,-0.013856092382459335
ACH-000266,-0.2004355402688046
ACH-000272,0.039129230884656176
ACH-000274,-0.22879193131271616
ACH-000277,-0.3242687340865443
ACH-000278,-0.11000411821456564
ACH-000279,-0.2909005169735405
ACH-000280,0.019329947890558544
ACH-000281,-0.2196142178132173
ACH-000288,-0.007054392777684719
ACH-000291,-0.0642790101390258
ACH-000293,-0.1735202342657035
ACH-000294,-0.2406160406175193
ACH-000295,-0.02409591664220392
ACH-000296,-0.08379529950729826
ACH-000302,-0.006187078974451925
ACH-000304,-0.12252223333180105
ACH-000307,-0.023925166043016036
ACH-000308,-0.3515494285496066
ACH-000310,-0.07330140155215938
ACH-000311,0.0017620936852545941
ACH-000312,-0.3291260373711697
ACH-000315,-0.255054330028755
ACH-000316,-0.36579732945051796
ACH-000317,-0.11338517348740927
ACH-000318,-0.5529500286828652
ACH-000319,-0.22259174192814926
ACH-000320,-0.0009883584262867886
ACH-000322,0.032615259879723836
ACH-000323,-0.10802733008747112
ACH-000324,-0.15888698594645842
ACH-000329,0.10977502369851436
ACH-000330,-0.2932753896286762
ACH-000331,-0.051389895188877405
ACH-000332,-0.31426708074252946
ACH-000334,-0.2148679653851001
ACH-000335,-0.16179264495678364
ACH-000336,-0.2335565818186856
ACH-000337,-0.041983632803736966
ACH-000338,-0.6560249808635594
ACH-000339,-0.13949835496395904
ACH-000341,0.01260242779283904
ACH-000348,-0.0015454215758268033
ACH-000350,0.0730459770307379
ACH-000352,-0.09461518118506557
ACH-000356,-0.2176413261313704
ACH-000361,-0.3728214565382889
ACH-000362,-0.056765966919749875
ACH-000363,0.014082436032294685
ACH-000364,0.014128633012828544
ACH-000365,-0.12207688421591945
ACH-000366,-0.29896848164464945
ACH-000368,-0.21628436814804086
ACH-000374,-0.08495939978500068
ACH-000375,-0.28169108707971363
ACH-000376,-0.09319149857330944
ACH-000381,-0.01736420895129149
ACH-000383,-0.18140504788305406
ACH-000387,-0.009289637044764121
ACH-000389,-0.09811946771568374
ACH-000390,-0.033312380296923315
ACH-000393,-0.101376959464263
ACH-000395,-0.15464580913508466
ACH-000396,-0.15970358259449127
ACH-000397,-0.2480447229296701
ACH-000401,0.20613504425612544
ACH-000402,-0.2927167767808247
ACH-000403,-0.2349060771278604
ACH-000404,0.12937569395258944
ACH-000406,-0.1130822279394031
ACH-000407,-0.3291212602092982
ACH-000408,-0.16957438144160278
ACH-000410,-0.16249765864504054
ACH-000411,-0.13802051317283462
ACH-000414,-0.2135448826008984
ACH-000415,-0.21216010415469405
ACH-000416,-0.03310145695500282
ACH-000420,-0.232378968683066
ACH-000421,-0.09753197175196754
ACH-000424,-0.5086453475198391
ACH-000425,0.008082424998918905
ACH-000426,0.08274300080216977
ACH-000427,-0.07365460746936421
ACH-000433,-0.19547918867536765
ACH-000435,-0.1112827417796962
ACH-000436,-0.07706108773105336
ACH-000444,-0.1319144108164354
ACH-000445,-0.0523830873205399
ACH-000448,-0.08742950779687071
ACH-000450,-0.1732561365874412
ACH-000452,-0.10255621628790816
ACH-000454,-0.09531660866529283
ACH-000458,-0.21147941946092375
ACH-000459,0.4089920222057583
ACH-000460,-0.11171940533348626
ACH-000461,-0.2995038488336352
ACH-000463,-0.13497679236513002
ACH-000464,-0.06705718406744961
ACH-000466,-0.013364703045649035
ACH-000467,-0.15799467734289213
ACH-000468,-0.1711187445369662
ACH-000469,-0.10873133565505667
ACH-000470,-0.18602526274151945
ACH-000471,-0.07106790720301398
ACH-000472,-0.13731181742677928
ACH-000473,-0.2353221216573348
ACH-000475,-0.0580343356010346
ACH-000476,-0.11163492837253748
