,LCE6A (448835)
ACH-000004,-0.21356397361648047
ACH-000005,0.1729977229474209
ACH-000007,-0.2842512021290738
ACH-000009,-0.3327241141802317
ACH-000011,-0.2045666766236953
ACH-000012,-0.09169859615585096
ACH-000013,-0.14298907073860487
ACH-000014,-0.035471844461130164
ACH-000015,-0.13413856618788422
ACH-000017,-0.031041164377031864
ACH-000018,0.019709471184678896
ACH-000019,-0.3244823182076917
ACH-000021,-0.09507690841888228
ACH-000022,-0.04698715998179659
ACH-000025,-0.07332030331114726
ACH-000028,-0.1974372909836328
ACH-000030,-0.10192288210134058
ACH-000035,-0.20861258311636446
ACH-000036,0.024804870836331108
ACH-000037,-0.05961257448646243
ACH-000039,0.007409411847023902
ACH-000040,-0.11328423054851865
ACH-000041,0.003442547425883693
ACH-000042,-0.10398398586078003
ACH-000045,-0.03291911979228828
ACH-000047,-0.07608151946910625
ACH-000052,-0.2619787673087396
ACH-000053,-0.06223118089850451
ACH-000054,-0.12202583633735113
ACH-000055,0.06549470292205192
ACH-000060,-0.05559156829857822
ACH-000067,-0.19330566549791325
ACH-000070,-0.034836970771832634
ACH-000075,-0.34202421864004684
ACH-000078,-0.09286083316671928
ACH-000082,-0.09886349768884303
ACH-000085,-0.1505733740422817
ACH-000086,-0.2718134479600569
ACH-000087,-0.12932490154568335
ACH-000092,-0.04923429684318568
ACH-000095,-0.025674475150959046
ACH-000097,-0.23109889020709204
ACH-000098,-0.11127440609798657
ACH-000099,-0.04937657747304281
ACH-000108,-0.05566692516870872
ACH-000113,-0.13843554098312055
ACH-000116,-0.08087813286035891
ACH-000118,-0.09271468221168697
ACH-000120,-0.1986819229266904
ACH-000123,-0.08385265711725637
ACH-000127,-0.08379978523717534
ACH-000128,-0.08236404900487401
ACH-000132,0.0027684748667581413
ACH-000133,-0.03910393547174712
ACH-000137,-0.1649174225359976
ACH-000138,-0.0487837568584569
ACH-000142,-0.16280887529107996
ACH-000143,0.03222059452278005
ACH-000146,-0.03374283190531648
ACH-000148,-0.2164352057841912
ACH-000150,-0.06633103889875085
ACH-000152,-0.05600394444579398
ACH-000153,-0.15157846181398138
ACH-000159,-0.1124784499904759
ACH-000160,0.038721008980467896
ACH-000163,-0.2235449173818282
ACH-000167,0.079620403931211
ACH-000168,-0.08549416478741262
ACH-000169,-0.11118222049563596
ACH-000178,-0.1388775811913871
ACH-000183,-0.11926225048416808
ACH-000188,-0.11648679011182045
ACH-000189,-0.01599060895281553
ACH-000190,-0.052430417434439526
ACH-000198,-0.09199679032356184
ACH-000203,-0.4093785316941264
ACH-000204,-0.4839848799601074
ACH-000206,0.0494471295924911
ACH-000207,-0.037010877172675316
ACH-000208,-0.10379142839163627
ACH-000210,-0.2118376176790864
ACH-000211,-0.1159610022958861
ACH-000215,-0.13180069096234995
ACH-000221,-0.22384371913616893
ACH-000222,-0.02768046589411712
ACH-000223,-0.042236557505383986
ACH-000226,-0.1184598578331665
ACH-000227,0.04024050877922098
ACH-000228,-0.1432671164641911
ACH-000231,-0.08605678659573526
ACH-000232,-0.1324137518377494
ACH-000233,-0.10444989917040376
ACH-000234,-0.052961490240965525
ACH-000235,-0.059774242651776874
ACH-000237,-0.13679144880018906
ACH-000238,-0.09508097024846213
ACH-000242,-0.07401913218745716
ACH-000243,-0.06786035925112545
ACH-000244,-0.15897721064143314
ACH-000246,-0.0628773020954939
ACH-000248,-0.07177265356344016
ACH-000250,-0.05317788242482069
ACH-000251,-0.11360146683537276
ACH-000252,0.013961680050298698
ACH-000253,-0.00028635502421947687
ACH-000255,-0.1328440950387695
ACH-000256,0.07591957237477545
ACH-000257,-0.1792941300167365
ACH-000258,-0.11183077322684362
ACH-000259,-0.012951227589536414
ACH-000260,-0.02569112792191931
ACH-000261,-0.14278751381184107
ACH-000262,-0.0579281175620976
ACH-000263,-0.014584300308136762
ACH-000264,-0.17644500136965915
