,CIDEA (1149)
ACH-000004,0.1811191542106984
ACH-000005,0.18029226136976176
ACH-000007,0.22545318512957946
ACH-000009,0.07320999937253903
ACH-000011,-0.12087548790502155
ACH-000012,-0.02445401088895097
ACH-000013,-0.01528242135117425
ACH-000014,0.03057156139146155
ACH-000015,0.2756736901540651
ACH-000017,0.035646113897032684
ACH-000018,-0.14537198955525354
ACH-000019,0.05199812294123468
ACH-000021,0.026803788564046045
ACH-000022,0.02410858338898375
ACH-000025,-0.08924777280762404
ACH-000028,-0.12044739322674736
ACH-000030,-0.018239686509048118
ACH-000035,0.011768200290932028
ACH-000036,-0.03179254301817317
ACH-000037,-0.03106433619700468
ACH-000039,-0.043050817871687526
ACH-000040,0.08141503467959015
ACH-000041,-0.0068377985267074224
ACH-000042,-0.04452960836477059
ACH-000045,-0.017860067049787872
ACH-000047,0.04393440802889128
ACH-000052,0.04850520789893042
ACH-000053,0.1055288109674187
ACH-000054,0.008372065619381463
ACH-000055,0.024606644874067232
ACH-000060,0.018851917997658545
ACH-000067,0.09168023248501864
ACH-000070,-0.06834260350166542
ACH-000075,0.16830366381578793
ACH-000078,0.0914020281366707
ACH-000082,-0.0673290427924216
ACH-000085,0.16193017122926107
ACH-000086,-0.07379813470894235
ACH-000087,0.13142956829051694
ACH-000092,-0.09194256518075287
ACH-000095,0.029233677553812138
ACH-000097,0.034877926329257326
ACH-000098,0.014290897243779056
ACH-000099,0.07403793083561748
ACH-000108,-0.04962987253111074
ACH-000113,0.01366544464426167
ACH-000116,0.1155096803032196
ACH-000118,0.08531812740589917
ACH-000120,-0.04854344440725325
ACH-000123,0.08386971334216735
ACH-000127,0.02134662835414431
ACH-000128,0.08143591188548185
ACH-000132,0.10245817813539124
ACH-000133,-0.2092048282983565
ACH-000137,-0.023973534705910668
ACH-000138,0.012057217017791309
ACH-000142,-0.10639740595282172
ACH-000143,0.12131959699731408
ACH-000146,-0.08298588552196444
ACH-000148,0.007899374579659163
ACH-000150,-0.07315551967733
ACH-000152,-0.0011537904280968765
ACH-000153,0.2614276295037985
ACH-000159,0.051389328150644766
ACH-000160,0.14098082426750355
ACH-000163,-0.05231431802446043
ACH-000167,0.2539355829618532
ACH-000168,0.1066963243436286
ACH-000169,0.15702171943507684
ACH-000178,0.07193668669685774
ACH-000183,0.041316106263983285
ACH-000188,-0.09181098048778967
ACH-000189,0.0026612142959545073
ACH-000190,-0.05672687931274869
ACH-000198,0.013200109873464972
ACH-000203,-0.3412051898871304
ACH-000204,0.2331018083477679
ACH-000206,-0.056335545220767815
ACH-000207,0.08031228737522203
ACH-000208,0.3092076286008233
ACH-000210,0.06794614199193473
ACH-000211,0.018275142140955096
ACH-000215,-0.10346684519615712
ACH-000221,0.1107374745437705
ACH-000222,0.05326333317388823
ACH-000223,0.009635522312525088
ACH-000226,0.04815346976810145
ACH-000227,-0.018271709739316952
ACH-000228,-0.1533483203574845
ACH-000231,0.009944574036568591
ACH-000232,-0.004801627095294097
ACH-000233,-0.010593633666142582
ACH-000234,0.06643993804069923
ACH-000235,0.024885471908706217
ACH-000237,0.08719552158930441
ACH-000238,-0.1382103523824222
ACH-000242,0.20654200796755606
ACH-000243,0.12352839000392445
ACH-000244,-0.454578563955531
ACH-000246,0.043176512200742236
ACH-000248,-0.1076218675396388
ACH-000250,-0.004348264975526863
ACH-000251,-0.16281615419745096
ACH-000252,0.18503928591457466
ACH-000253,0.050974484249412505
ACH-000255,-0.0220133610862666
ACH-000256,-0.10039279118284312
ACH-000257,0.20704789925249392
ACH-000258,0.2682417190766899
ACH-000259,-0.0026887254625371877
ACH-000260,0.03545904717051487
ACH-000261,0.04884888652069039
ACH-000262,-0.036164561759968086
ACH-000263,-0.06360065157140282
