,UBE3D (90025)
ACH-000152,-0.04167166165872711
ACH-000153,-0.29820347614057
ACH-000159,-0.13323138865609388
ACH-000160,-0.6219722539337029
ACH-000163,-0.2861305972673848
ACH-000167,-1.2688470303150505e-05
ACH-000168,-0.12977207855370973
ACH-000169,-0.17666290116472502
ACH-000178,-0.11200685066442906
ACH-000183,-0.4407939147079247
ACH-000188,-0.3181671643550036
ACH-000189,-0.22039138210943812
ACH-000190,-0.4338184012137766
ACH-000198,-0.3606865602990993
ACH-000203,-0.3829103976856664
ACH-000204,-0.27677902739136395
ACH-000206,-0.05989526645276062
ACH-000207,-0.022007305508979128
ACH-000208,-0.21416230680306175
ACH-000210,-0.3187514395132994
ACH-000211,-0.012193583262620841
ACH-000215,-0.18415219847773506
ACH-000221,-0.29452705452266953
ACH-000222,-0.040143703582031
ACH-000223,-0.3499712157548388
ACH-000226,-0.4151847984656437
ACH-000227,-0.4241439735759973
ACH-000228,-0.022721324219051826
ACH-000231,-0.4640252658377385
ACH-000232,-0.3862520624803065
ACH-000233,-0.11265518579027728
ACH-000234,-0.055615994382051934
ACH-000235,-0.1341746298005865
ACH-000237,-0.1140346463672676
ACH-000238,-0.3632778838039384
ACH-000242,-0.1726381557559286
ACH-000243,-0.122286173424829
ACH-000244,-0.12648602991935595
ACH-000246,-0.33328906704927114
ACH-000248,-0.4612922821652135
ACH-000250,-0.14064554437340362
ACH-000251,-0.2835140111069264
ACH-000252,-0.1679572184655712
ACH-000253,-0.17321772001956792
ACH-000255,-0.33049218312525586
ACH-000256,-0.3459885217154051
ACH-000257,0.06705198644861401
ACH-000258,0.04535842946858218
ACH-000259,-0.5849726092950861
ACH-000260,-0.5722628297042942
ACH-000261,-0.09779414537859506
ACH-000262,-0.10417305077021223
ACH-000263,-0.20926604938143006
ACH-000264,-0.11836459958432087
ACH-000265,-0.28559364059455783
ACH-000266,-0.09036738466031896
ACH-000272,-0.25410215996443924
ACH-000274,-0.10693234652343968
ACH-000277,-0.06614047823942386
ACH-000278,-0.07316292399146884
ACH-000279,-0.1744118603518071
ACH-000280,-0.31098874543318195
ACH-000281,-0.19023920911678527
ACH-000288,-0.08286324853645326
ACH-000291,-0.1887941826876248
ACH-000293,-0.05629896337494381
ACH-000294,-0.09591403365589496
ACH-000295,-0.2541239155642818
ACH-000296,-0.034202245185443035
ACH-000302,-0.4988009971347056
ACH-000304,-0.2230568532968422
ACH-000307,-0.2864439620857321
ACH-000308,-0.19682347547795434
ACH-000310,-0.3087344137108741
ACH-000311,-0.20700810211965304
ACH-000312,-0.24557912936083576
ACH-000315,-0.1508451223585173
ACH-000316,-0.4107570395464217
ACH-000317,-0.1123910531212455
ACH-000318,-0.007905070354958821
ACH-000319,-0.06373248385812043
ACH-000320,-0.0305822983487703
ACH-000322,-0.4874667307525063
ACH-000323,-0.1242583185140584
ACH-000324,-0.1682223715781872
ACH-000329,-0.0758173477876029
ACH-000330,-0.1879979966151247
ACH-000331,0.3085388740059948
ACH-000332,-0.2640076654816557
ACH-000334,0.002466040464480971
ACH-000335,-0.4449067887268533
ACH-000336,-0.4134433147051109
ACH-000337,0.009863705946390959
ACH-000338,-0.04625945800900582
ACH-000339,-0.08699260841132808
ACH-000341,-0.3002607384683957
ACH-000348,-0.23019132321950486
ACH-000350,-0.21301010306067927
ACH-000352,-0.007743511883524775
ACH-000356,-0.3525304584672675
ACH-000361,0.008890443543019341
ACH-000362,-0.008291346649746211
ACH-000363,-0.1560993516114282
ACH-000364,-0.6550254729350896
ACH-000365,-0.10752888572401527
ACH-000366,-0.13171847962630406
ACH-000368,-0.00669143339825104
ACH-000374,-0.4417260452456846
ACH-000375,-0.3256273049834198
ACH-000376,-0.10483874011026408
ACH-000381,-0.14723788195747334
ACH-000383,-0.044921023370727085
ACH-000387,-0.11750008871592925
ACH-000389,-0.6083614174350098
ACH-000390,-0.2423269300005935
ACH-000393,-0.12208715792379732
ACH-000395,-0.07443152731025172
ACH-000396,-0.44724782004279817
ACH-000397,-0.3777009425375289
ACH-000401,-0.15131158305573886
ACH-000402,0.013901049783639137
ACH-000403,-0.19885745488046136
ACH-000404,-0.2959620096936105
ACH-000406,-0.07090740692214126
ACH-000407,-0.5244272455283473
ACH-000408,-0.06780807022096402
ACH-000410,-0.3911695637342532
ACH-000411,-0.2010760864536082
ACH-000414,-0.12142587818680932
ACH-000415,-0.10737985899557873
ACH-000416,-0.02182723828885493
ACH-000420,-0.6640248126535091
ACH-000421,-0.28587599799816016
ACH-000424,-0.2863545122615801
ACH-000425,-0.1160218281968686
ACH-000426,-0.05315489379723133
ACH-000427,-0.0555746364145594
ACH-000433,-0.08756297871553094
ACH-000435,-0.029313803377705217
ACH-000436,-0.32657573723833266
ACH-000444,-0.6057231159751165
ACH-000445,-0.5113380120434581
ACH-000448,-0.21769287650057398
ACH-000450,-0.3585208624368735
ACH-000452,-0.4457216052725715
ACH-000454,-0.4077298047404807
ACH-000458,-0.3578184474702877
ACH-000459,-0.3323135918255591
ACH-000460,-0.0332936824188963
ACH-000461,-0.4218499339264303
ACH-000463,-0.15463403150596156
ACH-000464,-0.11438067615024125
ACH-000466,-0.18499390278993666
ACH-000467,0.1340972237442863
ACH-000468,-0.15871154915628888
ACH-000469,-0.19587190971927784
ACH-000470,-0.10513797714305774
ACH-000471,-0.16259843854481892
ACH-000472,-0.2607617303503377
ACH-000473,-0.09052984566220257
ACH-000475,-0.2550956818445613
ACH-000476,-0.08586572907952203
ACH-000477,-0.3307028280798401
ACH-000479,0.05608676682629131
ACH-000480,-0.1335298566656977
ACH-000481,-0.322957676325927
ACH-000483,-0.15106776833602972
ACH-000484,-0.16882597728212215
ACH-000485,-0.1553813959912255
ACH-000486,-0.31304376414456075
ACH-000487,-0.05331734617733334
ACH-000488,-0.053100762864473114
ACH-000490,-0.4995006722616877
ACH-000491,-0.5397132547373974
ACH-000495,-0.1780396833065453
ACH-000496,-0.2392022208861359
ACH-000499,0.037702561423692806
ACH-000500,-0.5983320532793522
ACH-000502,-0.2725240804227086
ACH-000503,-0.4725329356409666
ACH-000505,-0.9999548909621926
ACH-000507,-0.32091292450164915
ACH-000510,-0.055581778943213665
ACH-000511,-0.16105285696987895
ACH-000512,-0.17324940407918324
ACH-000516,-0.14351784425158098
ACH-000517,-0.1360393102676127
ACH-000518,-0.2482013069476977
ACH-000520,-0.3679255780741548
ACH-000521,-0.12517971593756785
ACH-000522,-0.11114794336624828
ACH-000524,-0.09354343611274674
ACH-000527,-0.5455030794006934
ACH-000528,-0.07662221513333636
ACH-000537,-0.4226955436003682
ACH-000541,-0.11285605411839394
ACH-000542,-0.2486655981548211
ACH-000544,-0.14607746845960842
ACH-000545,-0.24555572398081485
ACH-000547,0.2702906131916247
ACH-000548,-0.20687370654233328
ACH-000549,-0.05238303562389556
ACH-000550,-0.16030555669541735
ACH-000552,-0.4115194647462408
ACH-000556,-0.1738643355059924
ACH-000557,-0.055237290973650016
ACH-000569,-0.1848989174977626
ACH-000570,-0.023458125614747485
ACH-000571,-0.1172044474010238
ACH-000573,-0.045108772952466375
ACH-000576,0.1342483673943521
ACH-000579,-0.037097465514764734
ACH-000580,-0.012898127620808338
ACH-000584,-0.1208924859282802
ACH-000585,-0.21397310730128247
ACH-000588,-0.5258065452745329
ACH-000589,-0.2998918324841249
ACH-000591,-0.18590433117009791
ACH-000593,-0.22072672901975807
ACH-000600,-0.07314604744555796
ACH-000601,-0.1572284090998886
ACH-000605,0.007249004853176102
ACH-000606,-0.6264269554571397
ACH-000608,-0.1305198858551733
ACH-000614,-0.17012638075254927
ACH-000616,-0.09985128968706837
ACH-000618,-0.14157474798252334
ACH-000619,-0.5183436974653903
ACH-000620,-0.3594183694686249
ACH-000621,-0.2264239077200613
ACH-000622,-0.13538613140452374
ACH-000623,-0.0845761976484642
ACH-000624,-0.0499211869040581
ACH-000627,-0.17536454345212665
ACH-000630,-0.33657135189712545
ACH-000631,-0.6492565615287365
ACH-000632,-0.5533463875620043
ACH-000633,0.061760834504653625
ACH-000637,-0.3489790524070062
ACH-000638,-0.20700290770376145
ACH-000646,-0.3264778328695305
ACH-000647,-0.3702451115693177
ACH-000648,-0.1871454566509667
ACH-000649,-0.1472200892208413
ACH-000651,-0.05765357799161268
ACH-000652,-0.13340970304498606
ACH-000653,-0.1078605884910327
ACH-000657,-0.22098824003416928
ACH-000658,0.13410950912449066
ACH-000661,-0.09794227339723552
ACH-000662,-0.4638434151849439
ACH-000663,-0.1841443969792073
ACH-000665,-0.11113901642810184
ACH-000671,-0.1614640305193792
ACH-000672,-0.08988362655705649
ACH-000673,-0.2367401936083708
ACH-000676,-0.048512625706321526
ACH-000677,-0.2722387938378568
ACH-000681,-0.22154153003094668
ACH-000683,-0.2403870392269465
ACH-000684,-0.4949158211125458
ACH-000688,-0.198886730797828
ACH-000693,-0.21438847838637065
ACH-000694,-0.531976713716814
ACH-000695,0.09131712903163566
ACH-000696,-0.2554508646687105
ACH-000697,-0.4803261674873393
ACH-000699,-0.5290810605134044
ACH-000701,-0.2536076127585041
ACH-000706,-0.1020741601020278
ACH-000711,-0.11131149670279757
ACH-000713,-0.3231722612537621
ACH-000714,-0.18685338976217145
ACH-000718,0.01069432323324424
ACH-000720,-0.19274871166042945
ACH-000721,-0.3923669320822744
ACH-000724,-0.18598970638354
ACH-000725,-0.2600036061131009
ACH-000732,-0.1908818969186741
ACH-000734,-0.2710993392352626
ACH-000735,-0.2389974667738325
ACH-000736,-0.031658724205515784
ACH-000738,0.006270302521487086
ACH-000746,-0.3061158117758021
ACH-000747,-0.035043129470183135
ACH-000748,-0.5095731437032394
ACH-000753,-0.24561263594556684
ACH-000756,-0.0428431982187454
ACH-000757,0.06376990148377665
ACH-000758,-0.2563955669989676
ACH-000760,-0.13714267855510445
ACH-000762,-0.5966915436989944
ACH-000763,-0.14364225695811447
ACH-000764,-0.7056029742867471
ACH-000765,-0.06564604333814965
ACH-000766,-0.13360397269305765
ACH-000767,-0.127927970200162
ACH-000768,-0.3706578519036791
ACH-000769,-0.12604905100313227
ACH-000770,0.05899445870317097
ACH-000771,-0.2979487224344793
ACH-000773,-0.22504111707007352
ACH-000776,-0.1891042153900748
ACH-000777,-0.17170327552708656
ACH-000778,-0.19904075668673335
ACH-000781,-0.1102223194276531
ACH-000782,0.11802252630553835
ACH-000783,-0.058995940225697825
ACH-000784,-0.24323760840476724
ACH-000785,-0.11973801718670872
ACH-000787,-0.003712945001701911
ACH-000788,-0.20326814460185136
ACH-000791,-0.11058183318311984
ACH-000792,-0.2564627411830035
ACH-000794,-0.6393771559838166
ACH-000796,-0.047559774838261716
ACH-000798,0.0728944522803983
ACH-000799,-0.03018062065117221
ACH-000800,-0.12267851946832566
ACH-000802,-0.3234501021491976
ACH-000804,-0.23579684435104686
ACH-000805,-0.10409090840490418
ACH-000809,-0.2936145373400672
ACH-000810,-0.23693715178188826
ACH-000811,-0.2722738754778121
ACH-000817,-0.13089362229939874
ACH-000819,0.011352311294482529
ACH-000820,0.08736578616491733
ACH-000821,-0.02437114711279257
ACH-000822,-0.1025086924094974
ACH-000823,-0.03258873738194932
ACH-000824,-0.1012879395079631
ACH-000827,-0.1508000132504332
ACH-000829,-0.24860735327415076
ACH-000831,-0.025760469022424192
ACH-000832,-0.2629056675560737
ACH-000833,-0.11517775725750955
ACH-000834,-0.1897166361701674
ACH-000835,-0.17012214299123582
ACH-000836,-0.2523915034724172
ACH-000837,-0.21863205780230327
ACH-000838,-0.21862531580002365
ACH-000839,-0.5451911592907375
ACH-000840,-0.3091963783502986
ACH-000841,-0.2438898251067567
ACH-000843,-0.34429964162424753
ACH-000846,-0.2985482694006266
ACH-000847,-0.1484591648489377
ACH-000848,-0.3050044116524286
ACH-000849,-0.013554955861275609
ACH-000851,-0.033120023391476634
ACH-000855,-0.19274140141160495
ACH-000856,-0.2813472828864199
ACH-000858,0.05751739559971082
ACH-000859,0.1409143486028621
ACH-000861,-0.15853409514919856
ACH-000862,-0.22984250568147904
ACH-000865,-0.11230455263535212
ACH-000866,-0.3758900095526814
ACH-000867,-0.11114516367398307
ACH-000869,-0.17160355018492007
ACH-000872,-0.4111592993486381
ACH-000873,-0.11599661644017177
ACH-000876,-0.1133923438303111
ACH-000878,-0.25565234527157543
ACH-000880,-0.4395941283986729
ACH-000881,-0.5898398533479112
ACH-000882,-0.29473467104565537
ACH-000884,-0.12048141139117832
ACH-000885,-0.3577852983550591
ACH-000887,-0.11006780531795236
ACH-000889,-0.32709218869733314
ACH-000896,-0.4821363905059132
ACH-000898,0.0565958176912655
ACH-000900,-0.29360430786612546
ACH-000901,-0.30785893868920045
ACH-000905,-0.3232623976788355
ACH-000906,-0.6189452149608753
ACH-000907,-0.12822033399442356
ACH-000910,-0.2797218963874578
ACH-000911,0.08053802096704625
ACH-000912,-0.2691703607421104
ACH-000913,-0.13705168909546214
ACH-000915,-0.04236994625422831
ACH-000916,-0.18145447850633464
ACH-000917,-0.05005229780730711
ACH-000920,-0.3751949977010692
ACH-000921,-0.33148554090759497
ACH-000924,-0.027990578750218032
ACH-000926,-0.09142676019961003
ACH-000928,-0.3398577335837422
ACH-000929,0.15926266836742456
ACH-000932,-0.2567645846979497
ACH-000935,-0.1171384243941912
ACH-000936,-0.5467324515101933
ACH-000937,0.002068348356466255
ACH-000938,-0.1347522730602818
ACH-000939,-0.0993530835016418
ACH-000941,-0.2535906468675776
ACH-000943,-0.2312349934154384
ACH-000946,-0.32216668541094445
ACH-000947,-0.10659111094404496
ACH-000948,-0.2616292886283318
ACH-000950,-0.16940921626721986
ACH-000953,-0.05838265874199471
ACH-000954,-0.2934745926598405
ACH-000957,-0.08592437534788533
ACH-000958,-0.013818156168745798
ACH-000960,-0.032680589802206415
ACH-000963,-0.15943962924103092
ACH-000968,-0.06548976359629821
ACH-000969,-0.321678152386984
ACH-000972,-0.12179175060624155
ACH-000973,-0.19040418376088836
ACH-000974,-0.19753878035586112
ACH-000978,-0.15626859574916432
ACH-000984,0.05523223694944418
ACH-000986,-0.07469445146070011
ACH-000988,-0.14412621752718507
ACH-000993,-0.12628910959583214
ACH-000994,-0.09251657843318868
ACH-000996,0.011361936189787208
ACH-001001,-0.002002489729852998
ACH-001020,-0.010657445970422869
ACH-001028,-0.022695605563484385
ACH-001031,-0.13730555417790172
ACH-001038,-0.2287337999436552
ACH-001048,-0.222148435568641
ACH-001050,-0.31105263970846764
ACH-001053,-0.6150539418018869
ACH-001054,-0.3918520577526651
ACH-001061,0.002077221883083913
ACH-001067,-0.3315082855244753
ACH-001075,-0.2547272923276057
ACH-001096,-0.3135484073905635
ACH-001111,-0.057073260728913465
ACH-001119,-0.2708821232344101
ACH-001128,0.07335406554008253
ACH-001134,0.11536224823186154
ACH-001151,-0.3442462342831349
ACH-001163,-0.10138823662479758
ACH-001164,-0.346202579650954
ACH-001183,-0.2201791768372413
ACH-001192,-0.220687426448957
ACH-001193,-0.4892248452857721
ACH-001196,-0.08497316898123015
ACH-001197,0.058482923884656174
ACH-001205,-0.24133455332774134
ACH-001211,-0.11485288317313057
ACH-001212,-0.6444239426254473
ACH-001228,-0.1778190667040872
ACH-001232,-0.02392793011841552
ACH-001239,-0.08123803862672073
ACH-001270,-0.22424432357338775
ACH-001274,-0.2019638019430179
ACH-001275,-0.2913416783993249
ACH-001277,-0.4047151040620542
ACH-001278,-0.14300023168333864
ACH-001280,-0.0748992273825443
ACH-001283,-0.4912121665739505
ACH-001289,-0.15744757522671984
ACH-001300,-0.6666757532995924
ACH-001301,-0.2350348915337144
ACH-001302,-0.550057995172123
ACH-001306,-0.3244001356244826
ACH-001318,-0.13184511567552884
ACH-001322,-0.14485325986938785
ACH-001328,-0.15734318734722752
ACH-001332,-0.08199977818385429
ACH-001336,-0.3338146691059054
ACH-001346,-0.2282773890179364
ACH-001353,-0.1818474136572619
ACH-001354,-0.2013550623561559
ACH-001367,0.0010852652480913042
ACH-001368,-0.07202787572829872
ACH-001374,-0.17001070341720656
ACH-001377,-0.3759639794723808
ACH-001380,-0.05225986012952041
ACH-001391,-0.19545423223057445
ACH-001408,-0.27911595223716035
ACH-001430,-0.05362728702772858
ACH-001431,-0.6432925301135181
ACH-001450,-0.2758349619827174
ACH-001496,-0.1055560295480256
ACH-001500,0.010905640083988349
ACH-001523,0.04431426289167782
ACH-001532,-0.336045193734236
ACH-001550,-0.6922829533411933
ACH-001552,-0.08022890212156816
ACH-001554,-0.1725036130837077
ACH-001654,-0.2631657641522631
ACH-001735,0.048033251371919085
ACH-001736,-0.22264147850745264
ACH-001737,-0.03596614561612537
ACH-001740,0.015307125339759916
ACH-001745,-0.1881277317912003
ACH-001765,-0.4672541269758371
