,STRN4 (29888)
ACH-000004,-0.05528056463349856
ACH-000005,-0.17465573096437131
ACH-000007,-0.1782321624805238
ACH-000009,-0.28880455552410284
ACH-000011,-0.13410142288574373
ACH-000012,-0.16407921146433502
ACH-000013,-0.23615167583387275
ACH-000014,-0.24830976126489224
ACH-000015,-0.14770162253987934
ACH-000017,-0.12831208539683506
ACH-000018,-0.009037706508106251
ACH-000019,-0.2713313996333965
ACH-000021,-0.13813765442814607
ACH-000022,-0.13792066661636715
ACH-000025,-0.057387086782417836
ACH-000028,-0.24518846878151634
ACH-000030,-0.1781994317381151
ACH-000035,-0.3305302354498543
ACH-000036,-0.1149476565379167
ACH-000037,-0.08774053756939543
ACH-000039,-0.015318288614060937
ACH-000040,-0.2048368878874372
ACH-000041,-0.17126894017994276
ACH-000042,-0.14055471311759746
ACH-000045,-0.1528405748657649
ACH-000047,-0.11526952427676113
ACH-000052,-0.08973583564233567
ACH-000053,-0.280375114993695
ACH-000054,-0.3123160232462037
ACH-000055,0.04493995908435422
ACH-000060,-0.1291466151045054
ACH-000067,-0.132948253457984
ACH-000070,-0.08178563587713462
ACH-000075,-0.09673278289021572
ACH-000078,-0.07273685159549677
ACH-000082,-0.17837194148913724
ACH-000085,-0.31634222471300383
ACH-000086,-0.25164811277419197
ACH-000087,-0.30118965259607555
ACH-000092,-0.2358004843359646
ACH-000095,-0.12069037670340285
ACH-000097,-0.1496564577712794
ACH-000098,-0.2669732466345013
ACH-000099,-0.22318162235182676
ACH-000108,-0.3146889242249645
ACH-000113,-0.09332364496563728
ACH-000116,-0.11273106289196272
ACH-000118,-0.24896629687714136
ACH-000120,-0.0814072936554099
ACH-000123,-0.16602736178591396
ACH-000127,-0.18127856953108545
ACH-000128,-0.26406404331698624
ACH-000132,-0.13984556014352115
ACH-000133,-0.0518251467755982
ACH-000137,-0.3095049675064946
ACH-000138,-0.21332661365322125
ACH-000142,-0.056522818024592025
ACH-000143,-0.2617194579984817
ACH-000146,-0.20926403023313853
ACH-000148,-0.03862223420267054
ACH-000150,-0.07486523840469181
ACH-000152,-0.10632305066544832
ACH-000153,-0.036487144108003584
