,TBC1D10B (26000)
ACH-000004,0.21715005529921
ACH-000005,-0.044590275831755885
ACH-000007,-0.0851080535036027
ACH-000009,-0.0737460831726348
ACH-000011,-0.14403475720328066
ACH-000012,-0.30029373601512216
ACH-000013,-0.1975734689468712
ACH-000014,-0.06275522834485116
ACH-000015,-0.10896089375962843
ACH-000017,-0.035294468144467864
ACH-000018,-0.043013175394140214
ACH-000019,0.04402610434399593
ACH-000021,-0.05909651037270551
ACH-000022,-0.016018496340803292
ACH-000025,-0.13726419036476772
ACH-000028,0.10860549028700674
ACH-000030,-0.07067258574851819
ACH-000035,-0.042886662288480135
ACH-000036,-0.2195333028936679
ACH-000037,-0.0693269454814885
ACH-000039,-0.28509975769695417
ACH-000040,0.031158485711310493
ACH-000041,0.002431455944744738
ACH-000042,0.08988087648583938
ACH-000045,-0.10260556870489704
ACH-000047,-0.07071071005725174
ACH-000052,0.2752947118492446
ACH-000053,0.05575558143916808
ACH-000054,-0.1642904702248054
ACH-000055,0.1403652386296188
ACH-000060,0.04897136714716967
ACH-000067,-0.2178833474081245
ACH-000070,-0.048819473408282466
ACH-000075,-0.12312690619271585
ACH-000078,-0.13906503310910812
ACH-000082,-0.08058623275442751
ACH-000085,-0.030897168948639437
ACH-000086,0.1260658855117921
ACH-000087,0.07760448071132188
ACH-000092,-0.35234598000563466
ACH-000095,-0.15927346739521686
ACH-000097,-0.1973452762514352
ACH-000098,-0.14386139648419433
ACH-000099,-0.038867189190866604
ACH-000108,0.11975571681650793
ACH-000113,0.020748037906503085
ACH-000116,-0.2153650261240424
ACH-000118,-0.02004387409053061
ACH-000120,-0.0913555362933836
ACH-000123,-0.06463258951337776
ACH-000127,-0.28742449451269564
ACH-000128,-0.03937009128759325
ACH-000132,-0.3885216070765852
ACH-000133,-0.07815345430494051
ACH-000137,-0.24887628371875065
ACH-000138,0.0674955614913001
ACH-000142,0.011331606043950228
ACH-000143,-0.2907998917481185
ACH-000146,0.04507350878456578
ACH-000148,-0.044018467203534
ACH-000150,-0.003917992363549966
ACH-000152,-0.12478151569486827
ACH-000153,-0.2650957374926665
ACH-000159,-0.0885468959703318
ACH-000160,0.11426424224581765
ACH-000163,0.03458788742396024
ACH-000167,0.17832211582200974
ACH-000168,0.1919680611818248
ACH-000169,-0.03827659785716054
ACH-000178,0.07268844418080796
ACH-000183,-0.2673261572419497
ACH-000188,-0.09441982200131424
ACH-000189,0.19417392254149254
ACH-000190,0.12545402884296766
ACH-000198,-0.20668383303658547
ACH-000203,0.1186396634085828
ACH-000204,-0.14825315924262672
ACH-000206,-0.011244349377060982
ACH-000207,0.18204124267076524
ACH-000208,-0.11700452081412754
ACH-000210,0.2898813912930421
ACH-000211,-0.046620769620278286
ACH-000215,-0.11677037519034356
ACH-000221,0.0012955210701038606
ACH-000222,0.030535995813671026
ACH-000223,-0.049720558629572816
ACH-000226,-0.060321264132318725
ACH-000227,-0.144692467370889
ACH-000228,-0.14122455156070085
ACH-000231,-0.19752514363885046
ACH-000232,-0.04480945078116872
ACH-000233,0.008980644228475445
ACH-000234,-0.3532069033447873
ACH-000235,0.007988032099891499
ACH-000237,-0.045874511670570425
ACH-000238,0.12031781929647788
ACH-000242,-0.2929179283672902
ACH-000243,-0.016737771476254534
ACH-000244,-0.23971467750302186
ACH-000246,-0.18685616567502733
ACH-000248,-0.07864550847857521
ACH-000250,-0.1206954778597759
ACH-000251,-0.5380849603324346
ACH-000252,0.11182687138505716
ACH-000253,0.07400668207202764
ACH-000255,0.06754353659363696
ACH-000256,-0.2131911197335449
ACH-000257,-0.011531943435415548
ACH-000258,-0.051736661810078896
ACH-000259,-0.0626459204669345
