,GAL3ST2 (64090)
ACH-000004,-0.04304425409673509
ACH-000005,-0.11567818901639985
ACH-000007,0.17841057294620455
ACH-000009,0.12669607835614372
ACH-000011,0.06340791116581539
ACH-000012,-0.045138453047512725
ACH-000013,0.04648145842714388
ACH-000014,-0.15894570882798822
ACH-000015,0.008822615873114401
ACH-000017,0.007629646409734419
ACH-000018,0.03604592488348672
ACH-000019,0.1752507210630048
ACH-000021,0.061300212474607874
ACH-000022,0.10117164798598254
ACH-000025,0.06602020496222459
ACH-000028,0.1465615012738238
ACH-000030,0.10022085258543112
ACH-000035,-0.037180109966342516
ACH-000036,-0.015553272371760915
ACH-000037,0.025821871583691283
ACH-000039,0.13463482404009258
ACH-000040,0.042792290247903805
ACH-000041,0.02769499449548484
ACH-000042,-0.047850667415859006
ACH-000045,-0.1422531917008402
ACH-000047,0.036456481628048
ACH-000052,-0.07945956789400614
ACH-000053,0.04179958822509852
ACH-000054,-0.003809419715183261
ACH-000055,0.00884134702272599
ACH-000060,0.13736678197894306
ACH-000067,0.05263957895199932
ACH-000070,0.17675986430608318
ACH-000075,-0.11340143195170292
ACH-000078,-0.10799186976568992
ACH-000082,0.0626394243516958
ACH-000085,0.1057179796870906
ACH-000086,-0.001172204953910102
ACH-000087,-0.08841425231029967
ACH-000092,0.00608463387917438
ACH-000095,0.08251523523486151
ACH-000097,0.04378066191910196
ACH-000098,0.0751036621064275
ACH-000099,0.09320506633633817
ACH-000108,-0.047001566063051885
ACH-000113,-0.06952387214147561
ACH-000116,0.14570662478246274
ACH-000118,0.08460862823932744
ACH-000120,0.15782160427505842
ACH-000123,0.17077613369064254
ACH-000127,-0.009804775380968713
ACH-000128,-0.01717150916933756
ACH-000132,0.06155071057653162
ACH-000133,-0.0042059492556543385
ACH-000137,0.042111557042197864
ACH-000138,0.0010015848137097725
ACH-000142,-0.020656684554930808
ACH-000143,-0.028667907895453232
ACH-000146,0.010529275087882504
ACH-000148,0.049197033897829714
ACH-000150,-0.16895815337847764
ACH-000152,0.059007215500189274
ACH-000153,0.13716056683496186
ACH-000159,0.08083567389272245
ACH-000160,0.02348924298005741
ACH-000163,-0.060619974637038776
ACH-000167,0.008329970204096801
ACH-000168,-0.13707141058374026
ACH-000169,-0.04805765757872557
ACH-000178,0.026140562016308516
ACH-000183,0.1093444338136408
ACH-000188,0.0928688802605312
ACH-000189,-0.24778707506577224
ACH-000190,0.05588883225500608
ACH-000198,0.02622780595005049
ACH-000203,-0.1094866289887336
ACH-000204,-0.05162371466656242
ACH-000206,0.11665566505844635
ACH-000207,0.08363304659289117
ACH-000208,0.21997499091860376
ACH-000210,0.08829434850960825
ACH-000211,-0.009382858905271504
ACH-000215,-0.026056645218977048
ACH-000221,-0.059317207479933874
ACH-000222,0.03217756872507123
ACH-000223,0.08297707391989613
ACH-000226,0.11800671041379478
ACH-000227,-0.0012090659143663498
ACH-000228,-0.005719653907060046
ACH-000231,0.035851468672836506
ACH-000232,0.05817743806886051
ACH-000233,0.05751862898217407
ACH-000234,0.08147710981797675
ACH-000235,-0.03420856381436952
ACH-000237,0.007621009368351321
ACH-000238,0.08933468171437706
ACH-000242,0.3772340936929413
ACH-000243,0.048910629920290466
ACH-000244,-0.10043248945102123
ACH-000246,0.07410142441560941
ACH-000248,0.015550125404823412
ACH-000250,0.008995533797651327
ACH-000251,0.0054281065917345175
ACH-000252,0.04969669026151604
ACH-000253,-0.008082936531963144
ACH-000255,-0.0035572326313825305
ACH-000256,0.017457214559383934
ACH-000257,0.1628836225891943
ACH-000258,0.19471056814812526
ACH-000259,-0.009535863328001921
ACH-000260,0.06058667827158275
ACH-000261,0.0682411646971921
ACH-000262,0.04893833921356385
ACH-000263,0.03126720276487845
ACH-000264,-0.002385417388954725
ACH-000265,0.0919890459001685
ACH-000266,-0.015654441878206388
ACH-000272,0.05748064086178841
ACH-000274,0.004369086479992886
ACH-000277,0.02436778108010166
ACH-000278,0.06296361276600612
ACH-000279,0.040160860473693265
ACH-000280,0.03758873745613033
ACH-000281,0.023802414479740363
ACH-000288,-0.07430901605129284
ACH-000291,-0.09856900436612297
ACH-000293,0.12399934527956577
ACH-000294,0.03187328919339465
ACH-000295,-0.12231464011927327
ACH-000296,0.17041161489937426
ACH-000302,0.017225014408174175
ACH-000304,0.25810981664007804
ACH-000307,0.060149161871247386
ACH-000308,0.01237865056434012
ACH-000310,0.01345551244990772
ACH-000311,0.02294840469325896
ACH-000312,-0.03310049999291086
ACH-000315,-0.001099530569413807
ACH-000316,0.005677888092458072
ACH-000317,0.097839270043271
ACH-000318,0.06650182761456386
ACH-000319,0.10940626345680388
ACH-000320,-0.03313620846653212
ACH-000322,-0.07496622542148952
ACH-000323,0.06591524735488252
ACH-000324,0.009241052035911235
ACH-000329,-0.23026394074394566
ACH-000330,0.0059519652059535
ACH-000331,0.10427723411085232
ACH-000332,0.009151817944103729
ACH-000334,0.14327084922719013
ACH-000335,0.16019081605964622
ACH-000336,0.07562158535157118
ACH-000337,-0.01356287523978441
ACH-000338,-0.44464920564243976
ACH-000339,0.05592938040090475
ACH-000341,0.12605930170599638
ACH-000348,-0.011387838453373269
ACH-000350,0.00734561329389145
ACH-000352,0.018519508264147642
ACH-000356,0.21418658233490495
ACH-000361,-0.034490976245349164
ACH-000362,0.05554036713154165
ACH-000363,-0.02458734336675666
ACH-000364,-0.019106648265283237
ACH-000365,0.028409955325728924
ACH-000366,-0.04198257408737377
