,PPY (5539)
ACH-000004,-0.41844498664301216
ACH-000005,-0.488302628639797
ACH-000007,-0.5614855786285433
ACH-000009,-0.6458731673880981
ACH-000011,-0.5449996967945501
ACH-000012,-0.5479573200465337
ACH-000013,-0.4048047888114453
ACH-000014,-0.4638641711713154
ACH-000015,-0.44263177432784995
ACH-000017,-0.5766112316302892
ACH-000018,-0.515806932434697
ACH-000019,-0.5721948414368704
ACH-000021,-0.4902769904045819
ACH-000022,-0.5937428329728951
ACH-000025,-0.5267349551008808
ACH-000028,-0.5062413045032502
ACH-000030,-0.4516099659827967
ACH-000035,-0.6093094801808345
ACH-000036,-0.3970559692286952
ACH-000037,-0.5019494869646515
ACH-000039,-0.493653277907182
ACH-000040,-0.4762472053107427
ACH-000041,-0.6576905158848141
ACH-000042,-0.4580258076700088
ACH-000045,-0.4766335904825153
ACH-000047,-0.3387657200561523
ACH-000052,-0.5731122227167269
ACH-000053,-0.475444182124193
ACH-000054,-0.5412015646232242
ACH-000055,-0.41306740822473453
ACH-000060,-0.515683757734073
ACH-000067,-0.4847640043836565
ACH-000070,-0.4199390376704101
ACH-000075,-0.5006331202524013
ACH-000078,-0.6349255784714509
ACH-000082,-0.6562133475548655
ACH-000085,-0.5361049993171828
ACH-000086,-0.4876369385249526
ACH-000087,-0.3060697252129837
ACH-000092,-0.41632053836905053
ACH-000095,-0.7789895951608189
ACH-000097,-0.5126275286381522
ACH-000098,-0.3960098746613953
ACH-000099,-0.5446164170655542
ACH-000108,-0.5535482133386961
ACH-000113,-0.5139094166570995
ACH-000116,-0.4867843061195535
ACH-000118,-0.33311883177013263
ACH-000120,-0.4301956611461921
ACH-000123,-0.528870965637673
ACH-000127,-0.405926288984232
ACH-000128,-0.5658302776281648
ACH-000132,-0.4810411095976563
ACH-000133,-0.4880098878773052
ACH-000137,-0.551465228826107
ACH-000138,-0.5949206379006556
ACH-000142,-0.6584667301966681
ACH-000143,-0.4584027085866076
ACH-000146,-0.4379759692910161
ACH-000148,-0.6269485260442802
ACH-000150,-0.4172247735586387
ACH-000152,-0.6524035896425534
ACH-000153,-0.3165518246565861
ACH-000159,-0.5630623862283237
ACH-000160,-0.4926761563196109
ACH-000163,-0.4347028789351515
ACH-000167,-0.3658643699208985
ACH-000168,-0.5579801754991855
ACH-000169,-0.3604910814350658
ACH-000178,-0.5223248250816672
ACH-000183,-0.4717123499907084
ACH-000188,-0.6359123421384342
ACH-000189,-0.4938502324305253
ACH-000190,-0.2946449801165912
ACH-000198,-0.42632845677212106
ACH-000203,-0.7118062115822847
ACH-000204,-0.3574362531251989
ACH-000206,-0.5323321775207561
ACH-000207,-0.5451827904018882
ACH-000208,-0.5922394640376436
ACH-000210,-0.31074258294507595
ACH-000211,-0.5984329206648304
ACH-000215,-0.5498826847337125
ACH-000221,-0.3580971271086181
ACH-000222,-0.5772443743300999
ACH-000223,-0.5875230434389752
ACH-000226,-0.5495653191368333
ACH-000227,-0.6340738135002911
ACH-000228,-0.4928570540991232
ACH-000231,-0.5509431427945254
ACH-000232,-0.468428222738126
ACH-000233,-0.3380933269744814
ACH-000234,-0.5832803114786751
ACH-000235,-0.6186148834209774
ACH-000237,-0.4295257395963995
ACH-000238,-0.4695038564125932
ACH-000242,-0.8506484645467732
ACH-000243,-0.5167851415109573
ACH-000244,-0.6284840647528321
ACH-000246,-0.3933266909391683
ACH-000248,-0.6097705059565939
ACH-000250,-0.5668546118812224
ACH-000251,-0.5721168207304618
ACH-000252,-0.4397018282412216
ACH-000253,-0.6073520570720825
ACH-000255,-0.5185652275980585
ACH-000256,-0.7184758558029913
ACH-000257,-0.5415368987044883
ACH-000258,-0.396377782332165
ACH-000259,-0.5812139369885638
ACH-000260,-0.594581359825366
ACH-000261,-0.4677049107653429
ACH-000262,-0.4981998160275108
ACH-000263,-0.6683102976875797
ACH-000264,-0.4982424587291505
ACH-000265,-0.5057673742879096
ACH-000266,-0.5450722597194501
ACH-000272,-0.4832263434134321
ACH-000274,-0.7330189903056361
ACH-000277,-0.6178638080701637
ACH-000278,-0.2765794857075525
ACH-000279,-0.6008423672946543
ACH-000280,-0.5901985558410847
ACH-000281,-0.41664416069905696
ACH-000288,-0.6272912595161758
ACH-000291,-0.50965845174429
ACH-000293,-0.4910300051000414
ACH-000294,-0.3049281085857446
ACH-000295,-0.4999779804465389
ACH-000296,-0.4314809319560916
ACH-000302,-0.4570645209399484
ACH-000304,-0.5526072008497099
ACH-000307,-0.3935050657769425
ACH-000308,-0.6404201346492359
ACH-000310,-0.6475317114800062
ACH-000311,-0.5195795443935618
ACH-000312,-0.5326729480137273
ACH-000315,-0.19984774131311345
ACH-000316,-0.5196705254305883
ACH-000317,-0.5278556199978711
ACH-000318,-0.5345367474925505
ACH-000319,-0.4803182894295388
ACH-000320,-0.5075288384513031
ACH-000322,-0.7367819595983608
ACH-000323,-0.5720857629579681
ACH-000324,-0.3917316874403325
ACH-000329,-0.6713332430559923
ACH-000330,-0.6263749612346379
ACH-000331,-0.517276472454805
ACH-000332,-0.5374281187333879
ACH-000334,-0.6974271806378359
ACH-000335,-0.6581139945326505
ACH-000336,-0.6720101556459882
ACH-000337,-0.6653847003601795
ACH-000338,-0.5312702943129591
ACH-000339,-0.553610428096089
ACH-000341,-0.39994755244664026
ACH-000348,-0.4580066678939674
ACH-000350,-0.5347563614363778
ACH-000352,-0.5590377082872422
ACH-000356,-0.4007139946429513
ACH-000361,-0.5261408106570181
ACH-000362,-0.5667698930438231
ACH-000363,-0.6016564812880184
ACH-000364,-0.4203538874986847
ACH-000365,-0.5667217809853109
ACH-000366,-0.5566159534188184
ACH-000368,-0.6125652469820909
ACH-000374,-0.546620128913805
ACH-000375,-0.4648117427969393
ACH-000376,-0.44248692495003106
ACH-000381,-0.5712759048779287
ACH-000383,-0.638902378995171
ACH-000387,-0.5213300331346452
ACH-000389,-0.4721220844275858
ACH-000390,-0.7074458027943713
ACH-000393,-0.5610796469528261
ACH-000395,-0.7941864018441223
ACH-000396,-0.4465470479076111
ACH-000397,-0.7158337516294475
ACH-000401,-0.4037772517803175
ACH-000402,-0.6547319229551931
ACH-000403,-0.6922262499639411
ACH-000404,-0.19385567449680735
ACH-000406,-0.4565906685518162
ACH-000407,-0.4605713962763521
ACH-000408,-0.4534830289539227
ACH-000410,-0.4352623128731509
ACH-000411,-0.4464099030252615
ACH-000414,-0.5901744901644298
ACH-000415,-0.7790577464891555
ACH-000416,-0.6501532525871571
ACH-000420,-0.4887286870345469
ACH-000421,-0.5214958334290406
ACH-000424,-0.4501925320160903
ACH-000425,-0.5660830101340126
ACH-000426,-0.5240206142336121
ACH-000427,-0.6264291050802783
ACH-000433,-0.5167085920725554
ACH-000435,-0.636581130589112
ACH-000436,-0.4660367379267338
ACH-000444,-0.3679388819643093
ACH-000445,-0.4216150298099776
ACH-000448,-0.3657448406462284
ACH-000450,-0.363054498951706
ACH-000452,-0.4402701002040597
ACH-000454,-0.22172190477148335
ACH-000458,-0.6115988939695153
ACH-000459,-0.2079662584027863
ACH-000460,-0.5328464401095268
ACH-000461,-0.5558912521792558
ACH-000463,-0.528681744614803
ACH-000464,-0.4659559585783746
ACH-000466,-0.413608434618029
ACH-000467,-0.6667244486895534
ACH-000468,-0.5320820066628202
ACH-000469,-0.5123273023949416
ACH-000470,-0.7023907986018917
ACH-000471,-0.4763829203783202
ACH-000472,-0.5436017655787145
ACH-000473,-0.3649452509243363
ACH-000475,-0.5069532709775335
ACH-000476,-0.6923892436525388
ACH-000477,-0.47196162059369295
ACH-000479,-0.4173310890478365
ACH-000480,-0.6003448260369014
ACH-000481,-0.5557131649867371
ACH-000483,-0.4674505866645205
ACH-000484,-0.6359763888714984
ACH-000485,-0.521442833529354
ACH-000486,-0.5255474807790144
ACH-000487,-0.4209392281821895
ACH-000488,-0.3828410001738664
ACH-000490,-0.4778712913349904
ACH-000491,-0.5281054570353267
ACH-000495,-0.6304104408274096
ACH-000496,-0.6368929237296441
ACH-000499,-0.2907297142660947
ACH-000500,-0.5857664549288453
ACH-000502,-0.5004836523071114
ACH-000503,-0.2846348218136467
ACH-000505,-0.5048833257285475
ACH-000507,-0.5774581175464611
ACH-000510,-0.3949944840666494
ACH-000511,-0.42279434437964414
ACH-000512,-0.4592031591470385
ACH-000516,-0.4458156982386061
ACH-000517,-0.5879031738654125
ACH-000518,-0.5636471702177738
ACH-000520,-0.616225596781547
ACH-000521,-0.7350638446889204
ACH-000522,-0.6372531107908102
ACH-000524,-0.5613062622298551
ACH-000527,-0.5240422812662238
ACH-000528,-0.4421463180957236
ACH-000537,-0.37936169466174857
ACH-000541,-0.17928913324789333
ACH-000542,-0.5612422614607703
ACH-000544,-0.4507678934893806
