,SGCE (8910)
ACH-000004,-0.23141183703952045
ACH-000005,-0.5165741295031403
ACH-000007,-0.3761152825599631
ACH-000009,-0.2970370865623813
ACH-000011,-0.5199024188855507
ACH-000012,-0.2920867119371249
ACH-000013,-0.2259263949936197
ACH-000014,-0.44706323484892657
ACH-000015,-0.16323569837214913
ACH-000017,-0.41689938983758135
ACH-000018,-0.14799454226275907
ACH-000019,-0.4021835248358595
ACH-000021,-0.2716427825920355
ACH-000022,-0.269700487655814
ACH-000025,-0.2100191306564624
ACH-000028,-0.2861541717905421
ACH-000030,-0.2457736753583716
ACH-000035,-0.18479281365289568
ACH-000036,-0.27047491445804217
ACH-000037,-0.3938349315476715
ACH-000039,-0.2823918418005941
ACH-000040,-0.4834425324779854
ACH-000041,-0.3584629572147977
ACH-000042,-0.3540021254360544
ACH-000045,-0.31551222337272194
ACH-000047,-0.40858393151507066
ACH-000052,0.0035985331591068077
ACH-000053,-0.29988547217908906
ACH-000054,-0.4693827522727058
ACH-000055,-0.3480500456630668
ACH-000060,-0.3645265634885672
ACH-000067,-0.4798716993912476
ACH-000070,-0.2777285430714463
ACH-000075,-0.08977456208609473
ACH-000078,-0.18068854592270592
ACH-000082,-0.16393022398842585
ACH-000085,-0.10474513074466396
ACH-000086,-0.1503161236267361
ACH-000087,-0.3682047910360822
ACH-000092,-0.11551468602019445
ACH-000095,-0.31018138572549203
ACH-000097,-0.31842394083938275
ACH-000098,-0.20049744504357428
ACH-000099,-0.3716948585295089
ACH-000108,-0.3213083479371122
ACH-000113,-0.31594602351188256
ACH-000116,-0.3035646620581277
ACH-000118,-0.2635540584715612
ACH-000120,-0.4428899304380669
ACH-000123,-0.3892686416524177
ACH-000127,-0.3204686267758663
ACH-000128,-0.4994289648596413
ACH-000132,-0.31234433591238553
ACH-000133,-0.5293762880007026
ACH-000137,-0.4940973758827492
ACH-000138,-0.20554630288006773
ACH-000142,-0.005932336276187651
ACH-000143,-0.354358472466144
ACH-000146,-0.26389995829199403
ACH-000148,-0.4202880389975572
ACH-000150,-0.4055714215048413
ACH-000152,-0.3923657879586608
ACH-000153,-0.2545961832511741
ACH-000159,-0.3629031980448912
ACH-000160,-0.22728188839586444
ACH-000163,-0.4521819179954218
ACH-000167,0.3873347809465904
ACH-000168,-0.2576415921427407
ACH-000169,-0.30272960580109604
ACH-000178,-0.24005657748043285
ACH-000183,-0.22191135517509925
ACH-000188,-0.24190916905714585
ACH-000189,-0.19336618706088696
ACH-000190,-0.34063902497487325
ACH-000198,-0.31575289684667296
ACH-000203,-0.6674624789136285
ACH-000204,-0.35240244901394363
ACH-000206,-0.4060326743101487
ACH-000207,-0.3379241247089208
ACH-000208,-0.2884754753544973
ACH-000210,-0.4989345477194746
ACH-000211,-0.264160982752501
ACH-000215,-0.3015091100230323
ACH-000221,-0.5089959993575414
ACH-000222,-0.26902400341895977
ACH-000223,-0.36767584850529306
ACH-000226,-0.19993560693004844
ACH-000227,-0.2928744077558266
ACH-000228,-0.2424245007441859
ACH-000231,-0.3881006588092021
ACH-000232,-0.3318973030895801
ACH-000233,-0.32893300203036235
ACH-000234,-0.207573358901964
ACH-000235,-0.3358302049644156
ACH-000237,-0.2760031756803855
ACH-000238,-0.2753498748728178
ACH-000242,-0.2332828204257203
ACH-000243,-0.342670562249384
ACH-000244,-0.44548367556887225
ACH-000246,-0.23954514387605105
ACH-000248,-0.1978646504436836
ACH-000250,-0.4213413663011997
ACH-000251,-0.2233723051450892
ACH-000252,-0.004093498295053801
ACH-000253,-0.29901340221256184
ACH-000255,-0.4516839192685914
ACH-000256,-0.286744835591831
ACH-000257,-0.4046884359028179
ACH-000258,-0.4852140443281105
ACH-000259,-0.3929212739525927
ACH-000260,-0.27622332441285385
ACH-000261,-0.42609702764891705
ACH-000262,-0.31294467921312497
ACH-000263,-0.28945906122382936
ACH-000264,-0.3110926454855163
ACH-000265,-0.2860712163503137
ACH-000266,-0.30706187182557776
ACH-000272,-0.3157603238112243
ACH-000274,-0.29491183491206424
ACH-000277,-0.3319808385717096
ACH-000278,-0.4650429217062717
ACH-000279,-0.15306183150278518
ACH-000280,-0.2974365649749431
ACH-000281,-0.3701533994505433
ACH-000288,-0.3168941509088663
ACH-000291,-0.4526420658451807
ACH-000293,-0.4633543719516036
ACH-000294,-0.2188217467244604
ACH-000295,-0.3635983181550618
ACH-000296,-0.4849976941954628
ACH-000302,-0.23643490215655155
