,LYPLA1 (10434)
ACH-000004,-0.21223999432498405
ACH-000005,-0.2401536378379508
ACH-000007,-0.11526155655548535
ACH-000009,0.11145890693180846
ACH-000011,-0.10780797737760088
ACH-000012,-0.11222693569478467
ACH-000013,-0.0311284793248019
ACH-000014,-0.07245523318387764
ACH-000015,0.029384567559210945
ACH-000017,-0.0464142674547101
ACH-000018,-0.07818735085434958
ACH-000019,-0.1640591111332672
ACH-000021,-0.020306201207130798
ACH-000022,-0.0015843398018979796
ACH-000025,-0.21554237790179234
ACH-000028,0.006400269885236655
ACH-000030,-0.024368029977009827
ACH-000035,-0.06262276627153415
ACH-000036,-0.042873541253677296
ACH-000037,-0.07514894728393542
ACH-000039,-0.08441793759752604
ACH-000040,-0.10198277739218194
ACH-000041,-0.14425922854453707
ACH-000042,-0.02232161612839729
ACH-000045,-0.2595154725713537
ACH-000047,-0.1759192455907454
ACH-000052,0.1925499004171336
ACH-000053,-0.11115788185263607
ACH-000054,-0.04574257166004963
ACH-000055,-0.18573698112546044
ACH-000060,-0.1130649933640024
ACH-000067,0.07739880822605394
ACH-000070,-0.1382502714991056
ACH-000075,-0.13827729532181346
ACH-000078,0.05380494869639826
ACH-000082,-0.06881330389777056
ACH-000085,-0.042303425150846084
ACH-000086,0.052558534765522
ACH-000087,-0.09068804144054976
ACH-000092,-0.19491436818900806
ACH-000095,-0.10082790009958284
ACH-000097,-0.0908250412878264
ACH-000098,-0.002582232660306201
ACH-000099,-0.0713428780654596
ACH-000108,-0.22447690281578905
ACH-000113,-0.17402730617159715
ACH-000116,-0.09664675900299767
ACH-000118,0.015785228000361803
ACH-000120,-0.25313103406036513
ACH-000123,-0.0737654874490218
ACH-000127,-0.056103148591738636
ACH-000128,-0.10431079783053228
ACH-000132,-0.16498120055210316
ACH-000133,-0.05574307424928723
ACH-000137,0.022568372025171427
ACH-000138,-0.0009086056848229287
ACH-000142,-0.060574012778502176
ACH-000143,-0.0039241922457742655
ACH-000146,-0.1371595943209025
ACH-000148,0.015095675939703672
ACH-000150,-0.11085666072484783
ACH-000152,-0.07018048949446255
ACH-000153,-0.3978427138425593
ACH-000159,-0.26076396562487364
ACH-000160,-0.009855494764753637
ACH-000163,-0.1059794854894584
ACH-000167,0.15531029318910958
ACH-000168,-0.07388850053755941
ACH-000169,0.08621721341581784
ACH-000178,-0.08018017861281389
