,SCRG1 (11341)
ACH-000004,0.10743621480308524
ACH-000005,0.04766708991624735
ACH-000007,0.2922817338552909
ACH-000009,-0.021893493037728976
ACH-000011,0.109817184249731
ACH-000012,0.11625950999787373
ACH-000013,0.13046744430760102
ACH-000014,0.06638383563576088
ACH-000015,0.07777069672997619
ACH-000017,0.1417184919652351
ACH-000018,0.027494290676812742
ACH-000019,-0.0483875865689592
ACH-000021,0.17886771511412328
ACH-000022,0.19400506859311886
ACH-000025,0.08204102158651043
ACH-000028,0.03550701897376577
ACH-000030,0.02664926258505453
ACH-000035,0.16757876995867002
ACH-000036,0.044130124208347464
ACH-000037,0.07684028974685768
ACH-000039,0.19157958619807866
ACH-000040,0.09389518531587646
ACH-000041,-0.03548138223066048
ACH-000042,0.13840440415423338
ACH-000045,0.08094299281397314
ACH-000047,0.1862662078156168
ACH-000052,-0.11745757861838925
ACH-000053,0.10112359985138904
ACH-000054,-0.05265898215372486
ACH-000055,-0.015452340027493287
ACH-000060,0.04769916617275923
ACH-000067,0.05337677468149488
ACH-000070,0.09330265875242634
ACH-000075,0.11333035447478672
ACH-000078,-0.16002373139486226
ACH-000082,0.08901652431410602
ACH-000085,0.3020193992981037
ACH-000086,0.1875912732508496
ACH-000087,0.044517889661094524
ACH-000092,0.12970218499926814
ACH-000095,0.02331555580534459
ACH-000097,0.11913256815606688
ACH-000098,0.06574728489007511
ACH-000099,0.09336065019842384
ACH-000108,0.09259175278796897
ACH-000113,0.20737867350773204
ACH-000116,0.11683268355080928
ACH-000118,0.11694826101387125
ACH-000120,0.015277282049260337
ACH-000123,0.10014477902927613
ACH-000127,0.11287740519680295
ACH-000128,0.2097265661275404
ACH-000132,0.0006540260273031799
ACH-000133,0.02922020223500805
ACH-000137,0.1030834577499026
ACH-000138,0.12523201677633986
ACH-000142,0.20670440714895805
ACH-000143,0.022995488533527418
ACH-000146,0.05496779853604565
ACH-000148,0.08589425544766073
ACH-000150,0.1343724676186309
ACH-000152,0.09853945349637017
ACH-000153,0.06902645381045501
ACH-000159,0.044930057491911736
ACH-000160,0.14911865498806015
ACH-000163,0.11656860689066065
ACH-000167,0.20332610227928447
ACH-000168,0.24541198630100194
ACH-000169,0.1410568249298244
ACH-000178,0.18967246380524236
ACH-000183,0.1129720464140506
ACH-000188,0.0846693728869464
ACH-000189,-0.10815251572184267
ACH-000190,0.17617025243027246
ACH-000198,0.09700164901340701
ACH-000203,-0.023734479032544387
ACH-000204,0.02034010990793325
ACH-000206,0.25203200193915365
ACH-000207,0.05511987510291829
ACH-000208,0.06814898009177171
ACH-000210,0.14278064908721835
ACH-000211,0.05885401604995711
ACH-000215,0.1423330569661886
ACH-000221,0.14078571397931525
ACH-000222,0.16828678905782118
