,GPBP1L1 (60313)
ACH-000317,-0.13383072440436322
ACH-000318,-0.08025366860355945
ACH-000319,-0.17580526121736487
ACH-000320,-0.2354462246580072
ACH-000322,-0.03358772838040377
ACH-000323,-0.06481515892833149
ACH-000324,0.01794864110122701
ACH-000329,-0.08098055521166947
ACH-000330,-0.16503706092965134
ACH-000331,-0.0739576516872146
ACH-000332,-0.035106452725875904
ACH-000334,-0.06598460189478482
ACH-000335,-0.02616276424801413
ACH-000336,-0.33640185307564063
ACH-000337,-0.15885113353597582
ACH-000338,-0.09002986613775378
ACH-000339,-0.024510050790034318
ACH-000341,-0.06831246928497188
ACH-000348,-0.010958202844087805
ACH-000350,-0.057995768061421725
ACH-000352,-0.10754332385016896
ACH-000356,-0.11293057258718993
ACH-000361,-0.2282348176174306
ACH-000362,-0.08069550571643642
ACH-000363,-0.03723255415297353
ACH-000364,-0.10935947058750853
ACH-000365,-0.11220656304175576
ACH-000366,-0.09443107610472637
ACH-000368,-0.2950372180908107
ACH-000374,-0.10481666651811716
ACH-000375,0.003187319760489529
ACH-000376,-0.09688353921060032
ACH-000381,-0.2836238777593318
ACH-000383,-0.16632228562955478
ACH-000387,0.03960303572904922
ACH-000389,0.0628329306670068
ACH-000390,-0.13301001258033346
ACH-000393,-0.1341617411280078
ACH-000395,-0.2201200411292272
ACH-000396,-0.14630406742836402
ACH-000397,-0.01899111517939553
ACH-000401,-0.03945176219554821
ACH-000402,0.24043709086371906
ACH-000403,-0.03495173465108077
ACH-000404,0.024892085699012537
ACH-000406,-0.12725564645764587
ACH-000407,0.02654412576727021
ACH-000408,-0.14784644558581664
ACH-000410,-0.10306143319776112
ACH-000411,-0.18372698598806947
ACH-000414,-0.055672549937279284
ACH-000415,-0.16312696320326464
ACH-000416,-0.04055623667778892
ACH-000420,-0.20738836145102807
ACH-000421,-0.06481161456039274
ACH-000424,-0.2246489634021529
ACH-000425,-0.03527266220724192
ACH-000426,-0.003433090633842205
ACH-000427,-0.05173309712745169
ACH-000433,0.03568495609466933
ACH-000435,-0.11384239624046448
ACH-000436,-0.2167009333772698
ACH-000444,-0.11093032263987516
ACH-000445,-0.21739937743393384
ACH-000448,0.04574140938300968
ACH-000450,-0.3491473192661487
ACH-000452,-0.11690070509066018
ACH-000454,-0.16843538608586806
ACH-000458,-0.14555006722554742
ACH-000459,0.013556714579782218
ACH-000460,0.024316832364897758
ACH-000461,-0.01869186545640476
ACH-000463,0.11339273506519075
ACH-000464,-0.26642037796106394
ACH-000466,-0.011209511915330123
ACH-000467,-0.3071364906767424
ACH-000468,-0.0732626608623451
ACH-000469,-0.028131499521191303
ACH-000470,0.13557293073572704
ACH-000471,-0.12067485420285436
ACH-000472,-0.1578473464903697
ACH-000473,-0.14113355683774534
ACH-000475,-0.040394601652183365
ACH-000476,0.1391501600421084
ACH-000477,-0.06011874495377189
ACH-000479,-0.18457793200978054
ACH-000480,-0.11822197443477035
ACH-000481,-0.10053100125405166
ACH-000483,-0.01227402076534463
ACH-000484,-0.18106553197629285
ACH-000485,0.0476010463731312
ACH-000486,-0.05868896438356675
ACH-000487,-0.18522575638933625
ACH-000488,-0.09637343308361514
ACH-000490,-0.15007021676925775
ACH-000491,-0.20581670564766852
ACH-000495,-0.1565275746138846
ACH-000496,0.0415079982136265
ACH-000499,-0.01800577106791686
ACH-000500,0.22955245744490255
ACH-000502,-0.09948185368066216
ACH-000503,0.11028979820487944
ACH-000505,-0.16967029867353656
ACH-000507,-0.17707881551204002
ACH-000510,-0.11406061622086
ACH-000511,-0.1737476014990432
ACH-000512,-0.21517457618146812
ACH-000516,-0.158502399786341
ACH-000517,-0.05824810579289035
ACH-000518,-0.12847119515378191
ACH-000520,-0.15111126246576131
ACH-000521,-0.1913924976320243
ACH-000522,-0.19246154958681788
ACH-000524,-0.1100617981449598
ACH-000527,-0.13960477205278685
ACH-000528,-0.058586189671766285
ACH-000537,-0.09709178282398527
ACH-000541,-0.009616394240424014
ACH-000542,-0.21460966213597046
ACH-000544,-0.13354005752635778
ACH-000545,-0.1281800488538148
ACH-000547,0.058638583706738974
ACH-000548,-0.11825645005460945
ACH-000549,-0.21092755897111504
ACH-000550,-0.1280031466131919
ACH-000552,-0.1040636593184412
ACH-000556,-0.20235065010624065
ACH-000557,0.020115096988462974
ACH-000569,0.04358375648626231
ACH-000570,-0.1777488532408642
ACH-000571,-0.10820986832983676
ACH-000573,0.05433567937578273
ACH-000576,-0.009357885508390366
ACH-000579,-0.2915705573544535
ACH-000580,-0.06719661545877313
ACH-000584,-0.04551401933633093
ACH-000585,-0.08908357558949691
ACH-000588,-0.163959345516501
ACH-000589,-0.1619889890134517
ACH-000591,-0.3492279230539169
ACH-000593,-0.18199521995657106
ACH-000600,-0.12472411849380735
ACH-000601,-0.14473167665641426
ACH-000605,-0.254212654446629
ACH-000606,-0.21693149381649734
ACH-000608,-0.16486557194103152
ACH-000614,-0.1339601594670008
ACH-000616,-0.17092127080731004
ACH-000618,-0.12188718725483713
ACH-000619,-0.06325577710991948
ACH-000620,-0.23943151485567085
ACH-000621,-0.20082720328431464
ACH-000622,-0.1257061288101921
ACH-000623,-0.14440074881621706
ACH-000624,-0.10263563049228716
ACH-000627,-0.13824874848541338
ACH-000630,-0.1888256600915463
ACH-000631,-0.4218345683966305
ACH-000632,-0.26197278319208883
ACH-000633,-0.11080103889728303
ACH-000637,0.005986158467188076
ACH-000638,-0.13036610946695942
ACH-000646,-0.040577006122326426
ACH-000647,-0.02079073609906153
ACH-000648,0.015955962230632708
ACH-000649,-0.013015475759212941
ACH-000651,-0.07423095619630128
ACH-000652,-0.3702101065566691
ACH-000653,-0.022467210827101843
ACH-000657,-0.1345264370013788
ACH-000658,-0.02625882747054735
ACH-000661,-0.018488920732004942
ACH-000662,-0.02725519536021653
ACH-000663,-0.07473924609235381
ACH-000665,-0.1020288437425507
ACH-000671,-0.20459768834731434
ACH-000672,-0.3208018006783194
ACH-000673,-0.05196469283975308
ACH-000676,-0.1370467579109674
ACH-000677,-0.1524683017528975
ACH-000681,-0.004855080393057034
ACH-000683,-0.17170112988643965
ACH-000684,0.010916458458518432
ACH-000688,-0.04670356885894512
ACH-000693,-0.15599752769550898
ACH-000694,-0.10990316267137283
ACH-000695,0.0024478892919259317
ACH-000696,-0.08488830454081002
ACH-000697,-0.05461147153712274
ACH-000699,-0.11832086956415748
ACH-000701,-0.18551220439425967
ACH-000706,-0.02683872763367341
ACH-000711,-0.14309050513659374
ACH-000713,-0.3410471379970745
ACH-000714,-0.05448400346182745
ACH-000718,-0.07499374037752128
ACH-000720,-0.08424584472374465
ACH-000721,-0.12180104068843235
ACH-000724,0.0108455054817881
ACH-000725,0.1015620895211199
ACH-000732,-0.4124344007029574
ACH-000734,-0.1965630197400486
ACH-000735,-0.1854118568398812
ACH-000736,0.047666551249852314
ACH-000738,-0.11909366357908055
ACH-000746,0.09933369794482913
ACH-000747,-0.1911820823384045
ACH-000748,-0.07262427199564299
ACH-000753,-0.14834109840263207
ACH-000756,-0.1476999394684957
ACH-000757,-0.2752052203836257
ACH-000758,-0.3083754901798805
ACH-000760,-0.047795950888334916
ACH-000762,-0.028973957260038725
ACH-000763,0.04053311506188825
ACH-000764,0.17145852073693946
ACH-000765,-0.32150568413582153
ACH-000766,-0.05054763947153208
ACH-000767,-0.13837370553687195
ACH-000768,0.053417199605222745
ACH-000769,-0.14239382181816101
ACH-000770,0.014703875925756622
ACH-000771,-0.11387104482188605
ACH-000773,-0.04453149617339229
ACH-000776,-0.03853896232167172
ACH-000777,-0.15198664190572198
ACH-000778,-0.21733530429760786
ACH-000781,-0.04669008080330776
ACH-000782,-0.10378471194577432
ACH-000783,-0.17125062088347562
ACH-000784,-0.1805354570134668
ACH-000785,-0.16122499480063274
ACH-000787,-0.05716615057730659
ACH-000788,-0.09063353952283884
ACH-000791,-0.1265358602400499
ACH-000792,-0.11451549903773701
ACH-000794,-0.07471742112585696
ACH-000796,0.006786727020535656
ACH-000798,0.009597757142031288
ACH-000799,-0.03722042247548255
ACH-000800,-0.05389674192979165
ACH-000802,-0.12512029545705508
ACH-000804,-0.030490214662886938
ACH-000805,0.1954445736060894
ACH-000809,-0.10070006140739207
ACH-000810,-0.17761108986041196
ACH-000811,-0.08885385010607348
ACH-000817,-0.1995873851681806
ACH-000819,-0.1552861702660129
ACH-000820,0.004089885679050949
ACH-000821,-0.21679432084750014
ACH-000822,-0.022648158724325608
ACH-000823,-0.1540346031846164
ACH-000824,0.02143682861860584
ACH-000827,-0.18077932323995025
ACH-000829,-0.26140471422174033
ACH-000831,-0.10707980873464112
ACH-000832,-0.09816854451912706
ACH-000833,0.11548762627263615
ACH-000834,-0.2101493275658345
ACH-000835,-0.10380211096566684
ACH-000836,-0.13306923273083665
ACH-000837,-0.1119332737839084
ACH-000838,-0.1748423183988499
ACH-000839,-0.1940421869971734
ACH-000840,-0.04788651775612363
ACH-000841,-0.0851548758802354
ACH-000843,-0.158964065383532
ACH-000846,-0.21934026010656568
ACH-000847,-0.1743696148732436
ACH-000848,0.07107540034137384
ACH-000849,-0.016984852712424874
ACH-000851,-0.2015196154454464
ACH-000855,-0.18254987699452574
ACH-000856,-0.1611003701300379
ACH-000858,-0.15338141885278211
ACH-000859,-0.2631010090381886
ACH-000861,-0.06569349672499357
ACH-000862,-0.08713725415033115
ACH-000865,-0.10466177905150233
ACH-000866,-0.09732743673643614
ACH-000867,-0.06418221713114973
ACH-000869,-0.04614132624097344
ACH-000872,-0.1185445678554875
ACH-000873,-0.06971406587537812
ACH-000876,-0.054513385817885576
ACH-000878,0.3271845369317056
ACH-000880,-0.094940005304997
ACH-000881,-0.06271930109439146
ACH-000882,-0.36258535252327395
ACH-000884,-0.17383725963006755
ACH-000885,-0.13870433226262813
ACH-000887,-0.16850947220695914
ACH-000889,-0.16033506543990084
ACH-000896,-0.11267796477299027
ACH-000898,-0.12223812229446665
ACH-000900,-0.10538248479426386
ACH-000901,-0.14469021849922006
ACH-000905,-0.1113703706089966
ACH-000906,-0.19917852769693395
ACH-000907,-0.010382512546546444
ACH-000910,-0.10615306872056393
ACH-000911,-0.0890869546662741
ACH-000912,-0.12882317033279247
ACH-000913,-0.10133157457794552
ACH-000915,-0.13329813623568426
ACH-000916,-0.2565040313112089
ACH-000917,-0.01641674156671681
ACH-000920,0.1619833474580909
ACH-000921,-0.05687471143856258
ACH-000924,-0.03020279621673336
ACH-000926,-0.22903124979720746
ACH-000928,-0.0699002845117219
ACH-000929,-0.21274638041981309
ACH-000932,-0.2521294308053158
ACH-000935,-0.047289721814726
ACH-000936,-0.08536240761455527
ACH-000937,-0.14644693082147967
ACH-000938,0.07657254369243839
ACH-000939,-0.33884928164168954
ACH-000941,-0.13605731762557044
ACH-000943,-0.0638070456704589
ACH-000946,-0.13609692030585674
ACH-000947,-0.06412746271416891
ACH-000948,-0.07740477265427599
ACH-000950,-0.1231111404406476
ACH-000953,-0.10813484321319647
ACH-000954,-0.11178252328617974
ACH-000957,0.0638622170593763
ACH-000958,-0.001361535032286877
ACH-000960,-0.07142547016781119
ACH-000963,-0.1809416488728308
ACH-000968,-0.19166658008633905
ACH-000969,-0.06087936462144501
ACH-000972,-0.13376984805119044
ACH-000973,-0.12923410620629303
ACH-000974,-0.021480373014495627
ACH-000978,-0.17948378829468192
ACH-000984,-0.2090198541740648
ACH-000986,-0.021438713761768768
ACH-000988,-0.02304505484551789
ACH-000993,-0.15562562824824006
ACH-000994,-0.1584865710564446
ACH-000996,-0.1714397820693936
ACH-001001,-0.21497026201861588
ACH-001020,-0.05739301601939096
ACH-001028,-0.02744109429122556
ACH-001031,-0.09558305587241198
ACH-001038,-0.13958945865005004
ACH-001048,0.013851536696572242
ACH-001050,-0.0705149862432228
ACH-001053,0.018911747631418226
ACH-001054,-0.2395934732182269
ACH-001061,-0.048334063401438115
ACH-001067,-0.04361163274296822
ACH-001075,-0.13048191195357206
ACH-001096,0.0499847827104363
ACH-001111,-0.13297358119566324
ACH-001119,-0.23798192217939898
ACH-001128,-0.18375704635042628
ACH-001134,-0.04637779255661485
ACH-001151,-0.08013894003985665
ACH-001163,-0.19199964466189104
ACH-001164,0.07605647328340934
ACH-001183,-0.29261426732250945
ACH-001192,0.10280088456290123
ACH-001193,-0.4020191435835943
ACH-001196,-0.18367209892385306
ACH-001197,-0.13355768045154318
ACH-001205,-0.2818138896796305
ACH-001211,-0.206443501862459
ACH-001212,0.026439906047486486
ACH-001228,-0.032894065181602844
ACH-001232,0.012537855023926979
ACH-001239,-0.24623658341146734
ACH-001270,0.042022328566868807
ACH-001274,0.059196113424896266
ACH-001275,0.21938949928685605
ACH-001277,-0.07040175146986437
ACH-001278,0.03848318842900356
ACH-001280,-0.08534188053256654
ACH-001283,-0.07184680402972651
ACH-001289,-0.10630863924215304
ACH-001300,-0.04046724171038993
ACH-001301,-0.14747210211477
ACH-001302,-0.09070567327815532
ACH-001306,-0.1646952816517474
ACH-001318,-0.2700748589678644
ACH-001322,-0.15468690388702666
ACH-001328,-0.2714445955679177
ACH-001332,-0.22272950692921106
ACH-001336,-0.1239558367831009
ACH-001346,-0.019397648183600274
ACH-001353,-0.10253476731557368
ACH-001354,-0.2865211170490891
ACH-001367,-0.028889682752466676
ACH-001368,-0.3116180160952999
ACH-001374,-0.07096399178958122
ACH-001377,-0.03247971394283211
ACH-001380,-0.08949382759153411
ACH-001391,-0.2684951049107729
ACH-001408,0.14410688546907074
ACH-001430,-0.19980740362281094
ACH-001431,0.1497342789552346
ACH-001450,0.03038750711449947
ACH-001496,-0.09693120990815418
ACH-001500,-0.004963441762181318
ACH-001523,-0.12295306000328755
ACH-001532,-0.11405394405160388
ACH-001550,-0.06371027371788977
ACH-001552,0.1094246028928921
ACH-001554,-0.11149188302289773
ACH-001654,-0.028555984195923475
ACH-001735,-0.14603853911336234
ACH-001736,-0.20781950354657505
ACH-001737,-0.09991284504937667
ACH-001740,-0.12197690678136187
ACH-001745,-0.12774451834066433
ACH-001765,-0.055381840408754664
