,RPGRIP1L (23322)
ACH-000004,0.20895645167085555
ACH-000005,0.2712357639955117
ACH-000007,0.3509111151305717
ACH-000009,0.18069319649220947
ACH-000011,0.1547367985587106
ACH-000012,0.1446559320161799
ACH-000013,0.18269230032102576
ACH-000014,0.1393807332755441
ACH-000015,0.3377977076074864
ACH-000017,0.28488531239467285
ACH-000018,0.16059033445632134
ACH-000019,0.2058043829635817
ACH-000021,0.2303691709477957
ACH-000022,0.24825192834151355
ACH-000025,0.17675544730007342
ACH-000028,0.08746527275965083
ACH-000030,0.23462052714368756
ACH-000035,0.08878170481399893
ACH-000036,0.2157682836377066
ACH-000037,0.15655521819086027
ACH-000039,0.39809732087944827
ACH-000040,0.2164052961224074
ACH-000041,0.14919449955796854
ACH-000042,0.19230300564422967
ACH-000045,0.15264049148878248
ACH-000047,0.17545174306283826
ACH-000052,0.005347181855608554
ACH-000053,0.2031526939898779
ACH-000054,0.2384627004461995
ACH-000055,0.2748554410914738
ACH-000060,0.06944577065365885
ACH-000067,0.27544226810937644
ACH-000070,0.17573211769148495
ACH-000075,0.21540300458828354
ACH-000078,0.12782496368463106
ACH-000082,0.1731958249858807
ACH-000085,0.2009589195346516
ACH-000086,0.17631421504379052
ACH-000087,0.20213943777491866
ACH-000092,0.11591084696985116
ACH-000095,0.1741826720131034
ACH-000097,0.1768382305804776
ACH-000098,0.1010810926578801
ACH-000099,0.2514702426055337
ACH-000108,0.2153596685237934
ACH-000113,0.18514652133992265
ACH-000116,0.07504666632337287
ACH-000118,0.1861005486736688
ACH-000120,0.11016709705493684
ACH-000123,0.18472543722597745
ACH-000127,0.19357672311468674
ACH-000128,0.2885047550925319
ACH-000132,0.05720229798376785
ACH-000133,0.06659663344229226
ACH-000137,0.08868748220648003
ACH-000138,0.29338756934777915
ACH-000142,0.0007800960636162479
ACH-000143,0.08025193724084004
ACH-000146,0.2026876612968153
ACH-000148,0.1664171403578356
ACH-000150,0.3322461971542425
ACH-000152,0.14787536574471538
ACH-000153,0.2360562721010129
ACH-000159,0.1896419823944911
ACH-000160,0.13161715082682415
ACH-000163,0.3107357199919084
ACH-000167,0.04073906018879095
ACH-000168,0.3093279040364504
ACH-000169,0.2165846331086423
ACH-000178,0.22004696086813355
ACH-000183,0.17376824563725976
ACH-000188,0.20426429637924945
ACH-000189,0.32283619931918445
ACH-000190,0.2298387058946081
ACH-000198,0.10842966199672176
ACH-000203,-0.14002493287963946
ACH-000204,0.2639399352580688
ACH-000206,0.11494544631805975
ACH-000207,0.2706181421847609
ACH-000208,0.05452192450505403
ACH-000210,0.24823525461890425
ACH-000211,0.13952330312669428
ACH-000215,0.12752167151915705
ACH-000221,0.10034095035619428
ACH-000222,0.19756433905155196
ACH-000223,0.12121994267318073
ACH-000226,0.14379934968042155
ACH-000227,0.10086748638479673
