,GPIHBP1 (338328)
ACH-000203,-0.2026192933860162
ACH-000204,0.07372278098694568
ACH-000206,0.06263057249095501
ACH-000207,-0.10000413266727756
ACH-000208,0.06678428815322772
ACH-000210,-0.09546477454246123
ACH-000211,-0.11353691642844142
ACH-000215,-0.1411966204231576
ACH-000221,-0.036991784112356825
ACH-000222,0.12006422044258305
ACH-000223,-0.18922281922290066
ACH-000226,-0.08164256757340828
ACH-000227,-0.03316434888089925
ACH-000228,-0.1034790972490692
ACH-000231,-0.07118176498832514
ACH-000232,-0.17925057161485103
ACH-000233,-0.11055728373072553
ACH-000234,-0.1582635866685582
ACH-000235,-0.2301972071792216
ACH-000237,-0.09140065320386176
ACH-000238,-0.12487148852308093
ACH-000242,-0.15164913334614452
ACH-000243,-0.13160137171909084
ACH-000244,-0.07306517518429251
ACH-000246,-0.1932176270894602
ACH-000248,-0.13910475573423015
ACH-000250,-0.1851888610041368
ACH-000251,-0.12685755759224968
ACH-000252,-0.3609703726443938
ACH-000253,-0.17472189596116364
ACH-000255,0.0017148050711069428
ACH-000256,-0.11097053018526903
ACH-000257,-0.1873656588795904
ACH-000258,-0.23926215098570694
ACH-000259,-0.15763309230008907
ACH-000260,-0.11776105761131485
ACH-000261,-0.17055938772147186
ACH-000262,0.23627772551508264
ACH-000263,-0.288967750285253
ACH-000264,-0.003256883871943185
ACH-000265,-0.10664724884205427
ACH-000266,-0.19910829858771467
ACH-000272,-0.02420011057855326
ACH-000274,-0.1544330873235432
ACH-000277,-0.19400176827780846
ACH-000278,-0.11409050299426254
ACH-000279,-0.18274569538404575
ACH-000280,-0.1270452556049256
ACH-000281,-0.0183686097548667
ACH-000288,0.05724262281606653
ACH-000291,-0.08733439589499208
ACH-000293,-0.2072089069938342
ACH-000294,-0.100177784221102
ACH-000295,-0.4641615355895112
ACH-000296,-0.08643047690224984
ACH-000302,-0.12538384136886008
ACH-000304,-0.2662886960666256
ACH-000307,-0.08364102093238324
ACH-000308,-0.15077401021067266
ACH-000310,-0.17726709238509095
ACH-000311,0.02369527617988357
ACH-000312,-0.07501772491835973
ACH-000315,-0.1125781902927422
ACH-000316,-0.027327424787909428
ACH-000317,0.1119600587128059
ACH-000318,-0.1320414152647096
ACH-000319,-0.09220812331444367
ACH-000320,-0.3367369161381956
ACH-000322,-0.04394894980867725
ACH-000323,-0.01331395298562262
ACH-000324,-0.08167925662508194
ACH-000329,-0.1973869270373277
ACH-000330,-0.09126479980599486
ACH-000331,-0.08039447791411644
ACH-000332,-0.31392045860070666
ACH-000334,0.05490147591071058
ACH-000335,0.1546398783136728
ACH-000336,-0.21582340348619905
ACH-000337,0.13358525025866044
ACH-000338,0.1008855089471505
ACH-000339,-0.12029700479402908
ACH-000341,-0.04194300187937527
ACH-000348,-0.04558633161399208
ACH-000350,-0.09590400030278999
ACH-000352,-0.17618456775907812
ACH-000356,0.15435183696402288
ACH-000361,-0.17960654465061768
ACH-000362,-0.3352936811872225
ACH-000363,-0.15027328601428944
ACH-000364,-0.10199357509803476
ACH-000365,-0.09252189967081052
ACH-000366,0.011434269836326715
ACH-000368,-0.14111298245153248
ACH-000374,0.018176894179200164
ACH-000375,0.0015350036869058686
ACH-000376,-0.13364867166897035
ACH-000381,-0.0560312527427817
ACH-000383,-0.0933497279653936
ACH-000387,-0.3044508720410758
ACH-000389,-0.012314451263454464
ACH-000390,-0.12763456227583522
ACH-000393,-0.1259055110238738
ACH-000395,-0.1020033427600387
ACH-000396,-0.6102613458577888
ACH-000397,-0.1178766110833872
ACH-000401,-0.1801809978272168
ACH-000402,-0.2536005321246633
ACH-000403,-0.07218597185474046
ACH-000404,-0.08942878665578892
ACH-000406,-0.13206560564228384
ACH-000407,-0.22183199353097785
ACH-000408,0.021235063659618518
ACH-000410,-0.0919513953920136
ACH-000411,-0.10702722564981387
ACH-000414,-0.2511589323509085
ACH-000415,-0.08149569084610109
ACH-000416,-0.1986994761926197
ACH-000420,-0.27376781231697195
ACH-000421,-0.018078145082159745
ACH-000424,0.04563296497428432
ACH-000425,-0.15402855948782446
ACH-000426,-0.10757310040104023
ACH-000427,-0.20223881316195244
ACH-000433,-0.06903854339356026
ACH-000435,-0.19310543344152886
ACH-000436,-0.2412112585238819
ACH-000444,-0.20274277882726105
ACH-000445,0.05251725447467174
ACH-000448,-0.2734076710558708
ACH-000450,-0.1650340430663064
ACH-000452,-0.1247676656625992
ACH-000454,0.002191698489727192
ACH-000458,-0.12719725979434435
ACH-000459,-0.047911008581576216
ACH-000460,-0.09136369799365676
ACH-000461,-0.04498527129300868
ACH-000463,0.03912879007681334
ACH-000464,-0.040894765453939504
ACH-000466,-0.1977936962012584
ACH-000467,-0.12591492333296458
ACH-000468,-0.040142720195292234
ACH-000469,0.06236327441293135
ACH-000470,-0.1271147741631895
ACH-000471,-0.05571918117550967
ACH-000472,-0.06681414493600461
ACH-000473,-0.033748160707225826
ACH-000475,-0.11226964980497806
ACH-000476,-0.18255802604883786
ACH-000477,0.02976090582602333
ACH-000479,0.029396327004807026
ACH-000480,-0.0006362822844392235
ACH-000481,-0.15958915442366595
ACH-000483,-0.24341330984095946
ACH-000484,-0.2666718224388774
ACH-000485,-0.030112417140802757
ACH-000486,-0.24159109235376605
ACH-000487,-0.18591243639939686
ACH-000488,-0.14476156398246434
ACH-000490,-0.13440632317349194
ACH-000491,-0.1386170696583902
ACH-000495,-0.11332448308375268
ACH-000496,0.07504546475716911
ACH-000499,-0.2157994848738187
ACH-000500,0.043170207248368835
ACH-000502,-0.2422890789579011
ACH-000503,-0.2415854097948215
ACH-000505,-0.1388572223858543
ACH-000507,-0.1065707969764489
ACH-000510,-0.11067769842885457
ACH-000511,-0.10592418179686763
ACH-000512,-0.07333955326319476
ACH-000516,-0.11437541521582048
ACH-000517,-0.1558168645695065
ACH-000518,-0.055498484521570926
ACH-000520,-0.13434568506889524
ACH-000521,-0.12150897136233743
ACH-000522,-0.12883619391282514
ACH-000524,-0.15367654256880314
ACH-000527,-0.15645167554362793
ACH-000528,-0.1148714418074444
ACH-000537,-0.07283102332336394
ACH-000541,-0.15960137621896062
ACH-000542,-0.13694708785404827
ACH-000544,0.005922212710229147
ACH-000545,-0.2026288474977411
ACH-000547,0.07121905505573202
ACH-000548,-0.058442091285261726
ACH-000549,-0.03579933855899173
ACH-000550,-0.07114858395049875
ACH-000552,0.007708938650789381
ACH-000556,-0.0482800119701494
ACH-000557,-0.3414937209124768
ACH-000569,-0.1915316987123308
ACH-000570,-0.09422233043968642
ACH-000571,-0.10510972446504116
ACH-000573,-0.14881814544363248
ACH-000576,-0.3779127752435368
ACH-000579,0.1453625793835593
ACH-000580,-0.27261758078739146
ACH-000584,0.008392090442702987
ACH-000585,-0.098857422531845
ACH-000588,0.037454917587452535
ACH-000589,-0.0871390061199751
ACH-000591,-0.04481057025494207
ACH-000593,-0.0786848280553979
ACH-000600,-0.029127384092898837
ACH-000601,-0.18677015441715694
ACH-000605,-0.1700886102004481
ACH-000606,-0.12036177926128044
ACH-000608,-0.10548823687087222
ACH-000614,0.062040459741395014
ACH-000616,0.044470136357773145
ACH-000618,-0.044583603392046006
ACH-000619,-0.26962855463983226
ACH-000620,-0.014147942745487663
ACH-000621,-0.2023692716910516
ACH-000622,0.1409530761941175
ACH-000623,0.03055974944304508
ACH-000624,-0.1438113673045048
ACH-000627,-0.04637000650356461
ACH-000630,-0.11375632151429142
ACH-000631,-0.2761588252916246
ACH-000632,-0.05934684413411075
ACH-000633,-0.13528794215906734
ACH-000637,-0.1904066541203744
ACH-000638,0.18085790396066484
ACH-000646,-0.11291113515155145
ACH-000647,-0.02540301172692013
ACH-000648,-0.26534455460894457
ACH-000649,-0.06157429561026941
ACH-000651,-0.08668741381143659
ACH-000652,-0.10923940787175387
ACH-000653,-0.190883017488199
ACH-000657,-0.13480688560388726
ACH-000658,-0.5067021105209301
ACH-000661,-0.11357060265204227
ACH-000662,-0.4013027825641813
ACH-000663,-0.07684599112744328
ACH-000665,0.009730816011371466
ACH-000671,0.02315091848350488
ACH-000672,-0.3100321317302078
ACH-000673,-0.04437734467227462
ACH-000676,0.06857397199258257
ACH-000677,-0.11570801727554378
ACH-000681,0.010064459105077004
ACH-000683,-0.16209017321316205
ACH-000684,-0.04308145539713815
ACH-000688,-0.04330323274986006
ACH-000693,-0.029474097609014142
ACH-000694,-0.09524693601090987
ACH-000695,-0.15662052888215855
ACH-000696,-0.1028167145594864
ACH-000697,-0.10567027078721238
ACH-000699,-0.20251615219940075
ACH-000701,-0.10070549603397368
ACH-000706,-0.07823233034147965
ACH-000711,-0.10794667350479678
ACH-000713,0.012096496367732284
ACH-000714,0.004616819441049192
ACH-000718,-0.3862579238381302
ACH-000720,-0.2002779723270484
ACH-000721,-0.032261449021444615
ACH-000724,-0.07701299495981333
ACH-000725,-0.06400641771586824
ACH-000732,-0.04345124020985301
ACH-000734,-0.07295180164360034
ACH-000735,-0.08427216920436632
ACH-000736,-0.026987559600672943
ACH-000738,-0.19537916447783335
ACH-000746,-0.25889393110956826
ACH-000747,0.0466487321837055
ACH-000748,-0.17307218830601476
ACH-000753,-0.163104451915489
ACH-000756,0.1356769289889756
ACH-000757,0.012843043123480877
ACH-000758,0.042150855979091316
ACH-000760,-0.0738983711755337
ACH-000762,-0.01379507397160017
ACH-000763,-0.06673117247292806
ACH-000764,0.020687889213136742
ACH-000765,0.035838228880422374
ACH-000766,-0.07494379240213234
ACH-000767,-0.22396674567464012
ACH-000768,-0.2876603581463973
ACH-000769,-0.1603627739584641
ACH-000770,-0.1302817180564549
ACH-000771,-0.09033399232570363
ACH-000773,-0.10019487990834296
ACH-000776,-0.02257534383820401
ACH-000777,-0.10922143516961612
ACH-000778,-0.011343815937428316
ACH-000781,-0.10945916245376518
ACH-000782,-0.11591169516752214
ACH-000783,-0.4672410487815334
ACH-000784,0.062022867762838316
ACH-000785,-0.3010285377680361
ACH-000787,0.06316737855341951
ACH-000788,-0.06903617856001543
ACH-000791,-0.14372955945273114
ACH-000792,0.06781596278750222
ACH-000794,-0.04971726885024779
ACH-000796,-0.23968250471165944
ACH-000798,-0.13860822309130075
ACH-000799,-0.32611044326503963
ACH-000800,0.058154304886382006
ACH-000802,0.010280847525021295
ACH-000804,-0.046352299015356487
ACH-000805,-0.008632564458450722
ACH-000809,-0.07833506905862855
ACH-000810,-0.004318194790942772
ACH-000811,-0.08910523423990645
ACH-000817,-0.04016116194636411
ACH-000819,0.0013716069597186373
ACH-000820,-0.17783542295304408
ACH-000821,-0.0028566090071199704
ACH-000822,-0.0648852875676988
ACH-000823,-0.17716713654000452
ACH-000824,-0.12812036811127026
ACH-000827,-0.04798080427118881
ACH-000829,-0.2015313678833112
ACH-000831,-0.1066237104618414
ACH-000832,-0.04455178670275264
ACH-000833,0.007975123286733065
ACH-000834,-0.018888788113195887
ACH-000835,-0.11114705111508676
ACH-000836,-0.294306880029562
ACH-000837,-0.056198667619561764
ACH-000838,-0.09664134516214863
ACH-000839,-0.11102763685150903
ACH-000840,0.04192563143034262
ACH-000841,0.004041607910979093
ACH-000843,-0.11669590632543245
ACH-000846,-0.3011259270974299
ACH-000847,0.07948263176012048
ACH-000848,0.047637631325711915
ACH-000849,-0.108139059369392
ACH-000851,-0.16872512919358965
ACH-000855,-0.031497931565161494
ACH-000856,-0.11729062765951692
ACH-000858,0.0412547441899816
ACH-000859,-0.01856900353528769
ACH-000861,-0.035636331111803116
ACH-000862,-0.08676010445148148
ACH-000865,-0.09396593763290977
ACH-000866,-0.11799125721041435
ACH-000867,-0.0303179081099733
ACH-000869,-0.09666667991379388
ACH-000872,-0.17244278778836816
ACH-000873,-0.11430902815181565
ACH-000876,-0.14593581841892148
ACH-000878,-0.02803715444732912
ACH-000880,-0.32790371985071753
ACH-000881,-0.06771027760567054
ACH-000882,-0.13924262491872924
ACH-000884,-0.12245915353448425
ACH-000885,-0.16619294226836234
ACH-000887,-0.13197994033125854
ACH-000889,-0.0715235322792933
ACH-000896,-0.0728136930089855
ACH-000898,-0.08365493967518074
ACH-000900,-0.2543137100910605
ACH-000901,-0.13730863062935558
ACH-000905,-0.022712700172653404
ACH-000906,-0.13405780880482515
ACH-000907,-0.07637929432831679
ACH-000910,-0.1858063661754528
ACH-000911,-0.07918041023639634
ACH-000912,-0.21964483252875647
ACH-000913,-0.03722569503958033
ACH-000915,-0.0926927301326098
ACH-000916,-0.3532661412509089
ACH-000917,-0.08278906470779647
ACH-000920,0.4239637699733908
ACH-000921,-0.04244414567188748
ACH-000924,-0.19180212764338125
ACH-000926,-0.19228684965776344
ACH-000928,-0.07099406320725014
ACH-000929,-0.2212190815382497
ACH-000932,-0.08238485596422644
ACH-000935,-0.2275271644881311
ACH-000936,-0.15298706512788912
ACH-000937,-0.13864945791563707
ACH-000938,0.1288528572440957
ACH-000939,-0.0626923392677434
ACH-000941,0.028551476069363355
ACH-000943,-0.1434945058666336
ACH-000946,-0.09663427937853686
ACH-000947,-0.13042489497387044
ACH-000948,-0.11650597373223713
ACH-000950,-0.1019644098583216
ACH-000953,-0.1264020252214549
ACH-000954,-0.4109454813361863
ACH-000957,-0.13529157773054318
ACH-000958,-0.10011732481599868
ACH-000960,-0.06387889300099238
ACH-000963,-0.08783933292593371
ACH-000968,-0.16182473481749518
ACH-000969,-0.20930395528693435
ACH-000972,-0.2473685771650649
ACH-000973,-0.18774225775738448
ACH-000974,-0.1212656248277011
ACH-000978,0.33447527862362264
ACH-000984,-0.1919441686846448
ACH-000986,-0.11834398422506298
ACH-000988,-0.09662422927775016
ACH-000993,-0.1770047920827939
ACH-000994,-0.10153736389985596
ACH-000996,-0.30779157220150816
ACH-001001,-0.07109794027468377
ACH-001020,-0.02270672178883906
ACH-001028,-0.14935905762997873
ACH-001031,-0.06610539100795612
ACH-001038,-0.2145155946186738
ACH-001048,-0.07503370413800826
ACH-001050,-0.02582181338843669
ACH-001053,-0.030491960803806437
ACH-001054,-0.12852955832341295
ACH-001061,-0.2313798780090276
ACH-001067,-0.12301034183436413
ACH-001075,-0.13561574098068752
ACH-001096,-0.08119141409748883
ACH-001111,0.14770819686796696
ACH-001119,-0.09422171167097493
ACH-001128,-0.19596349337697846
ACH-001134,0.006873943051425992
ACH-001151,-0.20656547671553765
ACH-001163,-0.2385065910412216
ACH-001164,0.17807276516331155
ACH-001183,-0.15363334796647513
ACH-001192,0.06348674753414
ACH-001193,-0.1327427332291245
ACH-001196,-0.17131988862712969
ACH-001197,0.044061967414760685
ACH-001205,-0.16636087525982513
ACH-001211,-0.010972599184409808
ACH-001212,-0.13775813175569113
ACH-001228,-0.28824550418131584
ACH-001232,-0.17222674043134795
ACH-001239,-0.1291709220010267
ACH-001270,0.0061656909121254495
ACH-001274,-0.16916947579291106
ACH-001275,-0.2470300728550481
ACH-001277,-0.10333178309215488
ACH-001278,-0.2701005983434233
ACH-001280,-0.10213858236119072
ACH-001283,-0.05875623825701835
ACH-001289,-0.05235013629886125
ACH-001300,-0.042722140601727916
ACH-001301,-0.2345665613394836
ACH-001302,-0.21230912994179293
ACH-001306,0.04519688035137452
ACH-001318,-0.03611618610672277
ACH-001322,0.05625068155932721
ACH-001328,-0.017973324483120726
ACH-001332,0.05578700297268158
ACH-001336,-0.01982848710299907
ACH-001346,-0.0713846702771897
ACH-001353,-0.18925173463103234
ACH-001354,0.07531731045160643
ACH-001367,0.08646196938439024
ACH-001368,-0.12471124326197673
ACH-001374,-0.13759098223937974
ACH-001377,-0.21464612837375596
ACH-001380,-0.11321200678285435
ACH-001391,-0.18351231078033567
ACH-001408,-0.3569262316521
ACH-001430,-0.2834256442454578
ACH-001431,-0.07858449993049751
ACH-001450,-0.06837677725650902
ACH-001496,0.06618223847896518
ACH-001500,-0.04871467112115793
ACH-001523,0.08788202539786415
ACH-001532,-0.07812915595644479
ACH-001550,-0.13784400752967996
ACH-001552,-0.006703978794519685
ACH-001554,-0.10029771657598928
ACH-001654,-0.2308607324897625
ACH-001735,-0.06612465418351599
ACH-001736,-0.043925347383197984
ACH-001737,-0.31091485446517864
ACH-001740,-0.04041042259979912
ACH-001745,-0.0886632074111448
ACH-001765,-0.17820776332108135
