,ITGB3 (3690)
ACH-000004,-0.26982727773855397
ACH-000005,0.10147240579652417
ACH-000007,-0.1166831998028272
ACH-000009,-0.12226677474039901
ACH-000011,-0.4744454108257549
ACH-000012,-0.15966574493676533
ACH-000013,-0.07814925409279051
ACH-000014,-0.2270615439645707
ACH-000015,-0.1007588709862954
ACH-000017,-0.02989150907420273
ACH-000018,-0.4160913518431405
ACH-000019,-0.17461495924299508
ACH-000021,0.050837238463219116
ACH-000022,-0.2651274127096323
ACH-000025,-0.012803344225549287
ACH-000028,-0.13602908516582207
ACH-000030,-0.15491668829091484
ACH-000035,-0.26221477632465473
ACH-000036,-0.24758490051911666
ACH-000037,-0.20001087645338395
ACH-000039,-0.08901929984199349
ACH-000040,-0.12948854409700947
ACH-000041,-0.15869149088181525
ACH-000042,-0.07496095026409437
ACH-000045,-0.22057539867107584
ACH-000047,-0.11199801571360528
ACH-000052,-0.14376898310456018
ACH-000053,-0.044435267966785416
ACH-000054,0.020825288249838952
ACH-000055,-0.14838016386899114
ACH-000060,-0.14352116808704013
ACH-000067,-0.3892969787740592
ACH-000070,-0.0803895641984283
ACH-000075,-0.12902479441414486
ACH-000078,-0.1868803122142607
ACH-000082,-0.03893899715047409
ACH-000085,-0.20693417952110027
ACH-000086,-0.29173024857599744
ACH-000087,-0.10542641709818236
ACH-000092,-0.1114140557051491
ACH-000095,-0.20413840745358472
ACH-000097,-0.048526574945061386
ACH-000098,-0.43610773406254577
ACH-000099,-0.06586173042894103
ACH-000108,-0.0954774127526611
ACH-000113,-0.13050712874761264
ACH-000116,-0.09109327226280907
ACH-000118,-0.011222097277464524
ACH-000120,-0.10187902929125484
ACH-000123,-0.1363955219089686
ACH-000127,-0.030811792176115963
ACH-000128,-0.09972819315348126
ACH-000132,-0.5257897368999261
ACH-000133,-0.5661669237810439
ACH-000137,-0.1341551576023267
ACH-000138,-0.1461092823720076
ACH-000142,-0.24034465381222855
ACH-000143,-0.12776445888884114
ACH-000146,-0.014725780084584871
ACH-000148,-0.16919578124730067
ACH-000150,-0.2643479801025367
ACH-000152,-0.4278490976011881
ACH-000153,-0.004338766218313587
ACH-000159,-0.13072648285575114
ACH-000160,-0.04880577716288214
ACH-000163,-0.10946178860849202
ACH-000167,-0.30465087428278403
ACH-000168,-0.07764489699034295
ACH-000169,-0.07111920748401493
ACH-000178,-0.2840572472896668
ACH-000183,-0.06979311125451798
ACH-000188,-0.1180386559992579
ACH-000189,-0.17098859183032725
ACH-000190,-0.05486971615387087
ACH-000198,-0.1084123164134194
ACH-000203,0.008040143972972938
ACH-000204,-0.2020339353359299
ACH-000206,0.01704398921444356
ACH-000207,-0.0313772348003012
ACH-000208,-0.09446151871533738
ACH-000210,-0.2589601077613595
ACH-000211,-0.15766679784313595
ACH-000215,-0.04743181498657873
ACH-000221,-0.027950172012231784
ACH-000222,-0.07879150162141357
ACH-000223,0.02006021111064936
ACH-000226,-0.07450681871035958
ACH-000227,-0.18148332152832847
ACH-000228,-0.02492773486317084
ACH-000231,-0.06781153636383208
ACH-000232,-0.03832395177957389
ACH-000233,0.009750866112984195
ACH-000234,-0.40360604762590585
ACH-000235,-0.09546687759628356
ACH-000237,-0.2339094816755172
ACH-000238,-0.1262926791156331
ACH-000242,-0.20321866094017715
ACH-000243,-0.20785356721964848
ACH-000244,-0.39075201009502747
ACH-000246,-0.4778218340537495
ACH-000248,-0.03896997020314708
ACH-000250,-0.17777674279813974
ACH-000251,-0.1027028548832026
ACH-000252,-0.03454501009950866
ACH-000253,-0.035846920185719056
ACH-000255,-0.08655670529448747
ACH-000256,-0.09537786894628678
ACH-000257,-0.1659051621335682
ACH-000258,-0.12945837056166215
ACH-000259,-0.06358222396958517
ACH-000260,-0.0608623244557307
ACH-000261,-0.06256270909185535
ACH-000262,-0.031808109913177535
ACH-000263,-0.2400475870174095
ACH-000264,-0.08203693827107772
ACH-000265,-0.1664328549453557
ACH-000266,0.02644069397740782
ACH-000272,-0.06451652227559572
ACH-000274,-0.2136060396210361
ACH-000277,-0.02900028780406009
ACH-000278,-0.21574934824599604
ACH-000279,-0.13128659304498916
ACH-000280,-0.15184329537632776
ACH-000281,-0.07833678624921482
ACH-000288,-0.3128539532242152
ACH-000291,0.026439628373319216
ACH-000293,-0.2331698100683633
ACH-000294,-0.3096607273567797
ACH-000295,-0.0409878403501014
ACH-000296,-0.11644921482968952
ACH-000302,-0.6977607982715994
ACH-000304,-0.08030503929246821
ACH-000307,-0.0012559002500586204
ACH-000308,-0.544286715856218
ACH-000310,-0.178242671797624
ACH-000311,-0.12422945648548744
ACH-000312,-0.17354283868007234
ACH-000315,-0.1303216195280556
ACH-000316,-0.5232189202512114
ACH-000317,0.040917239460383566
ACH-000318,-0.18388306411414385
ACH-000319,0.01587115999957913
ACH-000320,-0.13685217893264195
ACH-000322,-0.022413906786010216
ACH-000323,0.02962207014865575
ACH-000324,-0.2699245737826066
ACH-000329,-0.3440878391934532
ACH-000330,-0.14490237915850002
ACH-000331,-0.0100698072435886
ACH-000332,-0.03978303935315748
ACH-000334,-0.308208906546856
ACH-000335,-0.1299068194604778
ACH-000336,-0.15638612239642516
ACH-000337,-0.1041911576006429
ACH-000338,-0.19574967979360608
ACH-000339,-0.2328621964558249
ACH-000341,-0.12435557442870195
ACH-000348,-0.17095320241989606
ACH-000350,-0.04194828329862628
ACH-000352,-0.09994275178319216
ACH-000356,-0.20025096887263244
ACH-000361,-0.06765314436097651
ACH-000362,-0.17963340011648302
ACH-000363,-0.12550356094577972
ACH-000364,-0.08682339192195768
ACH-000365,-0.22143944723640374
ACH-000366,-0.04544949546273894
ACH-000368,-0.13983787555432356
ACH-000374,-0.22355806070973305
ACH-000375,-0.20484950305857225
ACH-000376,-0.03455218421491432
ACH-000381,-0.08940236695816085
ACH-000383,-0.07254804003133769
ACH-000387,-0.2242819194579322
ACH-000389,-0.011533871068855672
ACH-000390,-0.1882772104041397
ACH-000393,-0.30217752683207644
ACH-000395,-0.13195071351447205
ACH-000396,0.06252811868670663
ACH-000397,-0.3753337985115009
ACH-000401,-0.2765176630363385
ACH-000402,-0.1405589284377658
ACH-000403,-0.01633196297093448
ACH-000404,-0.2775249083805485
ACH-000406,-0.06580666968374684
ACH-000407,-0.19805096318179624
ACH-000408,-0.13845230230183772
ACH-000410,-0.1224681115150564
ACH-000411,-0.03769975378093795
ACH-000414,-0.15361266039673904
ACH-000415,-0.10763439422912484
ACH-000416,-0.14786479851344006
ACH-000420,-0.16444831235808885
ACH-000421,-0.04341843072442933
ACH-000424,-0.2341511277293484
ACH-000425,-0.17480523037209414
ACH-000426,0.014542219360168362
ACH-000427,-0.06143528764808302
