,U2AF1 (7307)
ACH-000004,-0.8318648199735909
ACH-000005,-0.8096155155920806
ACH-000007,-1.1105341790411083
ACH-000009,-1.1672872052572625
ACH-000011,-0.9536503284082896
ACH-000012,-1.2324058028417515
ACH-000013,-0.9307668573035828
ACH-000014,-0.9899004655214269
ACH-000015,-1.0608568065251751
ACH-000017,-1.2128318221290346
ACH-000018,-1.0452133796624563
ACH-000019,-1.0295450798685348
ACH-000021,-1.0360640196539947
ACH-000022,-1.014673441473662
ACH-000025,-0.99141550480052
ACH-000028,-0.9583377725583696
ACH-000030,-1.2200671009243085
ACH-000035,-1.106230602069708
ACH-000036,-1.0606728142719295
ACH-000037,-1.1575167652346754
ACH-000039,-1.0431345203999989
ACH-000040,-1.2441046957227324
ACH-000041,-0.887091740638232
ACH-000042,-1.1846645829164133
ACH-000045,-1.0549372104556392
ACH-000047,-1.029448766189753
ACH-000052,-1.01181756605936
ACH-000053,-1.0336430626982576
ACH-000054,-0.9804776610352044
ACH-000055,-1.000942097092765
ACH-000060,-1.2526841109742746
ACH-000067,-0.9660338030226706
ACH-000070,-0.9095057473659146
ACH-000075,-1.009102031346678
ACH-000078,-1.288181509427793
ACH-000082,-1.2042657614752574
ACH-000085,-1.028159355115835
ACH-000086,-1.2677467323510614
ACH-000087,-0.9982712704800272
ACH-000092,-1.0815435340051942
ACH-000095,-1.1048652027375672
ACH-000097,-1.2335965690045376
ACH-000098,-1.0897700685886278
ACH-000099,-1.2587727749562938
ACH-000108,-0.9956137480855809
ACH-000113,-1.0436051938806623
ACH-000116,-0.9515666974846776
ACH-000118,-1.0526862962018744
ACH-000120,-1.1631259840702814
ACH-000123,-1.078500975732658
ACH-000127,-1.168255478435397
ACH-000128,-1.3589754852843168
ACH-000132,-0.942708072173128
ACH-000133,-1.014249202503594
ACH-000137,-1.2090765196893618
ACH-000138,-1.0096488036393385
ACH-000142,-1.0156364269261942
ACH-000143,-1.015005550434244
ACH-000146,-1.0345156065422612
ACH-000148,-0.95796658488479
ACH-000150,-1.0523824168970806
ACH-000152,-1.0313113293740337
ACH-000153,-1.3142104724420935
ACH-000159,-1.019536355060216
ACH-000160,-0.9291566522888705
ACH-000163,-1.0384937101412741
ACH-000167,-1.1313290562386005
ACH-000168,-0.8727795557643778
ACH-000169,-0.9816133429690296
ACH-000178,-1.0026890573530842
ACH-000183,-0.9175012429121252
ACH-000188,-1.0190806193790762
ACH-000189,-1.09511924182889
ACH-000190,-0.8323224019123621
ACH-000198,-1.08892290783423
ACH-000203,-0.7708349597843964
ACH-000204,-1.2321535633550758
ACH-000206,-1.0766994822984346
ACH-000207,-1.216510401656267
ACH-000208,-1.277148398601318
ACH-000210,-1.5181372235742023
ACH-000211,-1.1217493212126408
ACH-000215,-1.0610284082716954
ACH-000221,-1.2016758931200144
ACH-000222,-0.9166530584483832
ACH-000223,-1.2942368587999755
ACH-000226,-1.1922194296715949
ACH-000227,-0.9816103737478656
ACH-000228,-1.150113206822439
ACH-000231,-1.1212313453800653
ACH-000232,-1.1769626553118533
ACH-000233,-1.0661010571791931
ACH-000234,-0.930018097106728
ACH-000235,-1.1146912396901103
ACH-000237,-1.0096372533868512
ACH-000238,-1.2178846757159814
ACH-000242,-1.2426574523297609
ACH-000243,-0.9881918150540938
ACH-000244,-0.8702747548169835
ACH-000246,-0.9432215356443222
ACH-000248,-1.0753810981190175
ACH-000250,-1.1434057834099014
ACH-000251,-0.8784916104460998
ACH-000252,-1.1861941074004734
ACH-000253,-1.012978598875376
ACH-000255,-1.0623480817486848
ACH-000256,-0.9966258411934122
ACH-000257,-1.1520282523750227
ACH-000258,-1.2229725367263242
ACH-000259,-1.029481573327885
ACH-000260,-0.9556956100133326
ACH-000261,-0.9880830003145338
ACH-000262,-0.9978520324544549
ACH-000263,-1.065688490232114
ACH-000264,-1.274068381786832
ACH-000265,-1.0484181897215916
ACH-000266,-1.0992202085020253
ACH-000272,-0.9964562067296818
ACH-000274,-1.1038712057540736
ACH-000277,-1.2577177135340936
ACH-000278,-0.943393742480414
ACH-000279,-1.2454365016679203
ACH-000280,-0.9198128551297536
ACH-000281,-1.119116433875064
ACH-000288,-1.1603380227360942
ACH-000291,-1.043000240419175
ACH-000293,-0.9267741463293088
ACH-000294,-0.8374412119869034
ACH-000295,-0.9820834819407054
ACH-000296,-1.1928252788097835
ACH-000302,-1.066122634973247
ACH-000304,-1.2098880523757156
ACH-000307,-1.240289048923466
ACH-000308,-1.1228661579180856
ACH-000310,-1.0516325882744828
ACH-000311,-0.9917575326040872
ACH-000312,-1.104972967331082
ACH-000315,-1.1431993624741914
ACH-000316,-1.0902738917345594
ACH-000317,-0.8724633579601543
ACH-000318,-1.0833719918200313
ACH-000319,-1.0824880702415407
ACH-000320,-1.0587377098398651
ACH-000322,-1.0921520439756465
ACH-000323,-0.9541964921394244
ACH-000324,-1.0472086550947215
ACH-000329,-1.129248877432212
ACH-000330,-1.3769846681491689
ACH-000331,-0.911493705506754
ACH-000332,-0.9513281875625929
ACH-000334,-1.1416581638532526
ACH-000335,-1.1065513066482051
ACH-000336,-1.1292260498454654
ACH-000337,-1.2041309602852797
ACH-000338,-1.6135472884933713
ACH-000339,-1.1579705111606793
ACH-000341,-1.0155147382185394
ACH-000348,-0.977568116457138
ACH-000350,-0.9269307878961488
ACH-000352,-0.9979900224272934
ACH-000356,-1.0834220158179209
ACH-000361,-1.0308260160196074
ACH-000362,-0.8386949987419252
ACH-000363,-0.9791015333439546
ACH-000364,-0.985391341000539
ACH-000365,-1.0737691757722818
ACH-000366,-1.047413491620773
ACH-000368,-1.2451409845249
ACH-000374,-1.1071727889670655
ACH-000375,-1.003303394717363
ACH-000376,-1.1337767660107323
ACH-000381,-1.2147614007248941
ACH-000383,-1.2746625411765184
ACH-000387,-1.062003320287878
ACH-000389,-1.0594913739790817
ACH-000390,-1.0909046531949076
ACH-000393,-1.1891694578084118
ACH-000395,-1.0491837873740155
ACH-000396,-1.4601275326578793
ACH-000397,-1.3441125576257276
ACH-000401,-0.9795924757720976
ACH-000402,-1.1282414214899137
ACH-000403,-1.3917611656578792
ACH-000404,-1.1755352091455964
ACH-000406,-0.9577093243752768
ACH-000407,-1.0007482303595616
ACH-000408,-1.3046208895436828
ACH-000410,-0.8390366995763022
ACH-000411,-0.9507686089149436
ACH-000414,-0.9117396511387472
ACH-000415,-1.3066719426626132
ACH-000416,-1.1736404971710472
ACH-000420,-1.1203936158933805
ACH-000421,-0.9882770566274884
ACH-000424,-1.231726803137423
ACH-000425,-1.2055958058060596
ACH-000426,-0.7497015020736132
ACH-000427,-1.1984428229089548
ACH-000433,-0.993888566566976
ACH-000435,-1.2020306897573254
ACH-000436,-1.0010982006844245
ACH-000444,-1.0475130564727406
ACH-000445,-1.0046101788550827
ACH-000448,-0.9648859038406942
ACH-000450,-1.1611496145577762
ACH-000452,-1.1967174389016368
ACH-000454,-0.983565098088498
ACH-000458,-1.115962390009786
ACH-000459,-0.8756537871828709
ACH-000460,-1.1695672055995898
ACH-000461,-0.9172259569409464
ACH-000463,-0.9999447491438878
ACH-000464,-0.9970821430514608
ACH-000466,-1.144683581654946
ACH-000467,-0.9089223785476872
ACH-000468,-1.13812007751654
ACH-000469,-1.0500585643419684
ACH-000470,-1.3072048362902853
ACH-000471,-1.1767086735846848
ACH-000472,-1.2509804866122498
ACH-000473,-0.9131706250411438
ACH-000475,-1.0891041188895074
ACH-000476,-1.0819954876589075
ACH-000477,-0.6688474370587189
ACH-000479,-0.9731472144284956
ACH-000480,-0.921409643738946
ACH-000481,-1.112180122426388
ACH-000483,-0.8767240146745403
ACH-000484,-1.0297623946278875
ACH-000485,-1.1428799143327493
ACH-000486,-1.047769825657089
ACH-000487,-1.1331490704185645
ACH-000488,-0.9520327551572908
ACH-000490,-1.0720287958973838
ACH-000491,-1.2537231503008603
ACH-000495,-1.1268072364317865
ACH-000496,-1.050435763227739
ACH-000499,-1.0683781139724664
ACH-000500,-1.0269620324724682
ACH-000502,-0.9998575038339484
ACH-000503,-0.9362640419940096
ACH-000505,-0.9913931641696426
ACH-000507,-1.1296247493828149
ACH-000510,-1.1249308333568993
ACH-000511,-0.931069870077327
ACH-000512,-1.210490130720204
ACH-000516,-1.0793452123153169
ACH-000517,-1.1590087501107915
ACH-000518,-1.1657553289668352
ACH-000520,-1.1527445522649595
ACH-000521,-1.2952328162586786
ACH-000522,-1.2015505077649848
ACH-000524,-0.9011379960103952
ACH-000527,-0.7752822316637632
ACH-000528,-0.936131411394722
ACH-000537,-1.1837416946839197
ACH-000541,-0.8771566709149409
ACH-000542,-1.0182485213143355
ACH-000544,-1.1758145170994694
ACH-000545,-1.1250482384060756
ACH-000547,-1.1065188271873303
ACH-000548,-1.0267933947873622
ACH-000549,-1.1486586715545792
ACH-000550,-0.8581707179208491
ACH-000552,-1.2215776484095762
ACH-000556,-1.1370858891933984
ACH-000557,-0.9991249519604072
ACH-000569,-0.935039693975261
ACH-000570,-0.9805112266303871
ACH-000571,-1.067577319779895
ACH-000573,-1.2136985002454015
ACH-000576,-0.9034138739692248
ACH-000579,-1.3681107202215514
ACH-000580,-1.0419642757207896
ACH-000584,-1.0619388692985774
ACH-000585,-0.9161304589733984
ACH-000588,-1.159658601190168
ACH-000589,-0.8348539239155884
ACH-000591,-1.0266753536023758
ACH-000593,-0.9287250563496436
ACH-000600,-1.008118042054598
ACH-000601,-1.05729748281954
ACH-000605,-0.9636231738887266
ACH-000606,-1.0216566947151284
ACH-000608,-1.1511864733525448
ACH-000614,-1.102967607835456
ACH-000616,-1.055125518603965
ACH-000618,-1.1161754904736725
ACH-000619,-1.4033295897724702
ACH-000620,-0.979964564334248
ACH-000621,-1.0198785067582758
ACH-000622,-1.2144763146485875
ACH-000623,-1.0680407902630815
ACH-000624,-1.1168655309344206
ACH-000627,-1.069382878539355
ACH-000630,-0.8454203294128056
ACH-000631,-0.8134540100703744
