,CDCA3 (83461)
ACH-000004,-0.2777686240266445
ACH-000005,-0.4466898965991941
ACH-000007,-0.4552721625844397
ACH-000009,-0.2876701869315996
ACH-000011,-0.13042323784564208
ACH-000012,-0.3836897559866222
ACH-000013,-0.17854820300372473
ACH-000014,-0.467380694345053
ACH-000015,-0.3880336979701402
ACH-000017,-0.4324955552333592
ACH-000018,-0.3715371742701958
ACH-000019,-0.05014502542603299
ACH-000021,-0.28028215565333003
ACH-000022,-0.3156778109160525
ACH-000025,-0.2895564919237604
ACH-000028,-0.530847696440404
ACH-000030,-0.10852314601968084
ACH-000035,-0.2588015958090619
ACH-000036,-0.3233849804148847
ACH-000037,-0.4931167912753771
ACH-000039,-0.17868684821074998
ACH-000040,-0.29139581146064986
ACH-000041,-0.26161374530190706
ACH-000042,-0.2713304461152179
ACH-000045,-0.7625516437671997
ACH-000047,-0.4366669888241456
ACH-000052,-0.6787478159500543
ACH-000053,-0.17973647520323038
ACH-000054,-0.2602998145773573
ACH-000055,-0.5606852526661493
ACH-000060,-0.12230637178335678
ACH-000067,-0.2308266415552583
ACH-000070,-0.10413945640627864
ACH-000075,-0.4102584853560756
ACH-000078,-0.2320844104381185
ACH-000082,-0.5849280210299267
ACH-000085,-0.2974219185465142
ACH-000086,-0.4216736360870495
ACH-000087,-0.0276240665882174
ACH-000092,-0.28248868267755545
ACH-000095,-0.032311770889014185
ACH-000097,-0.37611243739207106
ACH-000098,-0.05670150471059484
ACH-000099,-0.3040668458278089
ACH-000108,-0.6060933930094351
ACH-000113,-0.2857156727421478
ACH-000116,-0.4460016880417291
ACH-000118,-0.3715010001763052
ACH-000120,-0.5903006880679269
ACH-000123,-0.4194598625100603
ACH-000127,-0.3616108410042977
ACH-000128,-0.24533552572233336
ACH-000132,-0.5543271358384239
ACH-000133,-0.397491480112393
ACH-000137,-0.4739926631898782
ACH-000138,-0.5083043304574634
ACH-000142,-0.3197323569950143
ACH-000143,-0.12569132059121293
ACH-000146,-0.5533114108837078
ACH-000148,-0.4835921704202498
