,MYO1F (4542)
ACH-000004,-0.1761246058325464
ACH-000005,-0.28428810828829904
ACH-000007,-0.07606733822193391
ACH-000009,-0.028803792736582155
ACH-000011,0.06581805645454826
ACH-000012,0.015626504275668397
ACH-000013,-0.2201776258011008
ACH-000014,0.03108968295993805
ACH-000015,-0.2121788608222527
ACH-000017,-0.0918423568746147
ACH-000018,-0.3848990639383494
ACH-000019,-0.25220157407488164
ACH-000021,-0.16709866911775595
ACH-000022,-0.028032842329694704
ACH-000025,-0.06026604293239168
ACH-000028,-0.10810486070830523
ACH-000030,-0.19100357077489188
ACH-000035,-0.1429918386435825
ACH-000036,-0.13460066925229566
ACH-000037,-0.2676417947766397
ACH-000039,0.040372560930965015
ACH-000040,-0.10446150210643357
ACH-000041,-0.19830335468804705
ACH-000042,-0.1429854095541577
ACH-000045,0.002966064165197005
ACH-000047,-0.11392604624542566
ACH-000052,-0.1960889597942728
ACH-000053,-0.034202397186176244
ACH-000054,-0.12190127748664535
ACH-000055,-0.009757024646795476
ACH-000060,0.06746714997012332
ACH-000067,-0.13105043603914365
ACH-000070,-0.037931870220255695
ACH-000075,-0.3142288915961835
ACH-000078,-0.1370318751792202
ACH-000082,-0.11772232820797007
ACH-000085,-0.2571271044793541
ACH-000086,-0.10904963994962756
ACH-000087,-0.1903906913575593
ACH-000092,-0.1918936459226837
ACH-000095,-0.28029306961722233
ACH-000097,0.0064170930735005394
ACH-000098,-0.3043770850454959
ACH-000099,0.017255428090400392
ACH-000108,-0.15268475137035886
ACH-000113,-0.028546457629402413
ACH-000116,-0.1922198650650761
ACH-000118,-0.2304673199228649
ACH-000120,-0.14497657530179778
ACH-000123,-0.04341852150527272
ACH-000127,-0.15673768403415805
ACH-000128,-0.19982321750781887
ACH-000132,-0.05485955679849035
ACH-000133,-0.10195598198362617
ACH-000137,-0.1762152745703154
ACH-000138,-0.055354233530636135
ACH-000142,-0.15794219670595613
ACH-000143,-0.14083955714868907
ACH-000146,-0.13728273788954584
ACH-000148,-0.046189816132596505
ACH-000150,-0.02471003428349147
ACH-000152,-0.08689194891807428
ACH-000153,0.11926887295420767
ACH-000159,-0.14555756247816984
ACH-000160,-0.0073613555704727905
ACH-000163,-0.01297190290449594
ACH-000167,-0.16331656367196568
ACH-000168,-0.15094570836926807
ACH-000169,-0.11311560735101275
ACH-000178,-0.16370209598550606
ACH-000183,-0.2464324526638294
ACH-000188,-0.10744327917604828
ACH-000189,-0.04617923285268034
ACH-000190,-0.011787037579673035
ACH-000198,-0.08251536038019985
ACH-000203,-0.2662334108740017
ACH-000204,0.018630709970967982
ACH-000206,-0.050952449779946805
ACH-000207,-0.02312473940361572
ACH-000208,0.05463062478641798
ACH-000210,-0.1061007953721873
ACH-000211,-0.10054159528010898
ACH-000215,-0.0416840784175943
ACH-000221,-0.2427303718425997
ACH-000222,-0.060747622893606815
ACH-000223,-0.07951739951441282
ACH-000226,-0.07334383573621203
ACH-000227,0.06552303497511347
ACH-000228,-0.020826874463122032
ACH-000231,-0.10131989357136034
ACH-000232,-0.008857379878357791
ACH-000233,-0.05706447578400301
ACH-000234,-0.08049289068441565
ACH-000235,-0.1166238688099404
ACH-000237,-0.06318620585136096
ACH-000238,-0.14390105270794326
ACH-000242,-0.0619910326194824
ACH-000243,-0.18472559711895747
ACH-000244,-0.29774881644449025
ACH-000246,-0.15047285748569972
ACH-000248,-0.11392914628887392
ACH-000250,-0.08217937789320101
ACH-000251,-0.24115403265967164
ACH-000252,0.2700252025914713
ACH-000253,-0.2743249701506131
ACH-000255,-0.1205450618356333
ACH-000256,-0.0954446817667796
ACH-000257,-0.10227147949036082
ACH-000258,0.10211154190511992
ACH-000259,-0.1833332715457229
ACH-000260,-0.11314534535639098
ACH-000261,-0.083236249993838
ACH-000262,0.020135505467338388
ACH-000263,-0.09861763729907702
ACH-000264,-0.046665170656850136
ACH-000265,-0.13342228063425585
ACH-000266,-0.10897394514689113
ACH-000272,-0.016800123058593564
ACH-000274,-0.03128804446076774
ACH-000277,-0.1522970564536238
ACH-000278,0.06434567813541199
ACH-000279,-0.021848893057973426
ACH-000280,-0.060294245301392185
ACH-000281,-0.09675566017731166
ACH-000288,-0.011950070862218328
ACH-000291,-0.1882612249846292
ACH-000293,-0.2243831832966119
ACH-000294,-0.22289815470628127
ACH-000295,-0.1171539771281961
ACH-000296,-0.05489323567526266
ACH-000302,-0.2610812723958387
ACH-000304,-0.14315856032543253
ACH-000307,-0.20822460235832935
ACH-000308,-0.07394736764725016
ACH-000310,-0.04999035277121289
ACH-000311,-0.1345860985296319
ACH-000312,-0.029880264388922294
ACH-000315,-0.06187727467258865
ACH-000316,-0.025209055373239246
ACH-000317,-0.11283909378732307
ACH-000318,-0.15764278134689122
ACH-000319,-0.26072592627107843
ACH-000320,-0.2742052425278375
ACH-000322,-0.06370171327811029
ACH-000323,-0.12191444738951385
ACH-000324,0.0035187033055959047
ACH-000329,-0.06522559200314901
ACH-000330,-0.13960456994124595
ACH-000331,-0.09787653080782284
ACH-000332,-0.1211486413990944
ACH-000334,-0.11526746679663373
ACH-000335,0.019230288369267663
ACH-000336,-0.2551952630800963
ACH-000337,-0.2315001171507659
ACH-000338,0.5604883993960503
ACH-000339,-0.15160398317497234
ACH-000341,-0.07262568551261596
ACH-000348,-0.15252452747982775
ACH-000350,-0.07028310635116276
ACH-000352,-0.06522300902429759
ACH-000356,-0.11784160581745015
ACH-000361,-0.04003758475916276
ACH-000362,-0.005950287604936364
ACH-000363,-0.06536380804174312
ACH-000364,-0.2454713737139125
ACH-000365,-0.053913214477323806
ACH-000366,-0.20362474298693944
ACH-000368,-0.07695387602914483
ACH-000374,-0.10128785761242526
ACH-000375,-0.17625974245503112
ACH-000376,-0.06539047442840658
ACH-000381,-0.036425920234136606
ACH-000383,-0.07244816308365172
ACH-000387,-0.13613091922171786
ACH-000389,-0.03295886163552798
ACH-000390,-0.0479389989604768
ACH-000393,-0.10918499009588074
ACH-000395,-0.09591441979520307
ACH-000396,0.026237497588898283
ACH-000397,-0.06683586107247913
ACH-000401,0.10478339255341927
ACH-000402,-0.24014157975005204
ACH-000403,-0.1866471539117772
ACH-000404,0.052926843941287695
ACH-000406,-0.08320294008693467
ACH-000407,-0.04407077183837163
ACH-000408,-0.10139088337704574
ACH-000410,-0.13927397280581266
ACH-000411,-0.1535685671946574
ACH-000414,-0.0333775488986369
ACH-000415,-0.14431401251054016
ACH-000416,-0.20276497897888296
ACH-000420,-0.17385946908093874
ACH-000421,-0.150585942918246
ACH-000424,-0.013978613073741849
ACH-000425,-0.03256268017918863
ACH-000426,-0.07790555321186772
ACH-000427,-0.14074869234629864
ACH-000433,-0.31677148440884034
ACH-000435,0.07426817963698522
ACH-000436,-0.12617274189910913
ACH-000444,-0.10594597057431424
ACH-000445,-0.3040515384591284
ACH-000448,-0.19567401166674075
ACH-000450,0.04761968605787219
ACH-000452,-0.05906320207986133
ACH-000454,-0.24192749143822065
ACH-000458,-0.16069205549754306
ACH-000459,-0.22846937883153895
ACH-000460,-0.004542284736443625
ACH-000461,-0.19651500632584065
ACH-000463,-0.10783047755056743
ACH-000464,-0.0703186273130046
ACH-000466,0.06379574570093446
ACH-000467,0.037762402285194174
ACH-000468,-0.13304831263533415
ACH-000469,-0.17911276951317456
ACH-000470,-0.11105663161003096
ACH-000471,-0.11038541280020264
ACH-000472,-0.1913411724560412
ACH-000473,0.005427660187610162
ACH-000475,-0.06720731043020264
ACH-000476,-0.0999934452472206
ACH-000477,-0.05737510605325069
ACH-000479,0.013119238175859409
ACH-000480,-0.20638969994149345
ACH-000481,-0.1281350609823041
ACH-000483,-0.06813756332629223
ACH-000484,-0.1309553196295862
ACH-000485,-0.012225466973260105
ACH-000486,-0.15459206363127065
ACH-000487,-0.07705106012645277
ACH-000488,-0.0867429652333041
ACH-000490,-0.058795724840801374
ACH-000491,-0.1905376158258682
ACH-000495,-0.05703551348256523
ACH-000496,-0.06292120976181632
ACH-000499,-0.19973473064859948
ACH-000500,0.002819920672717457
ACH-000502,-0.14678544221005144
ACH-000503,-0.3084083048621406
ACH-000505,-0.12748221269909418
ACH-000507,-0.07730780579474421
ACH-000510,-0.05368551315186746
ACH-000511,-0.08277557404950807
ACH-000512,0.013732263597694213
ACH-000516,-0.050338988519768965
ACH-000517,-0.15052424853913274
ACH-000518,-0.04453981730206888
ACH-000520,-0.02149649389653057
ACH-000521,-0.13441774264414247
ACH-000522,-0.2183058134269123
ACH-000524,-0.2006236899598709
ACH-000527,-0.07584944407123485
ACH-000528,-0.02141045229872266
ACH-000537,-0.1242470189083886
ACH-000541,-0.01700869214294115
ACH-000542,-0.060033170750711164
ACH-000544,0.16463197538754648
ACH-000545,-0.2832707515598161
ACH-000547,-0.054249342945108935
ACH-000548,-0.06665536137789924
ACH-000549,-0.2362443080377705
ACH-000550,-0.07255581861170284
ACH-000552,-0.14310702212907705
ACH-000556,-0.2311880666082503
ACH-000557,-0.05994469955453626
ACH-000569,-0.24920976896513844
ACH-000570,-0.017876608860151334
ACH-000571,-0.09135522369336342
ACH-000573,-0.16147637548940802
ACH-000576,-0.17383080902982048
ACH-000579,-0.2724825612011416
ACH-000580,-0.1087469260558874
ACH-000584,-0.11202893927418904
ACH-000585,-0.11096371709947428
ACH-000588,-0.1443291731461792
ACH-000589,-0.21680967831021694
ACH-000591,-0.14067461527152586
ACH-000593,-0.05284688166943415
ACH-000600,-0.10668823593816204
ACH-000601,-0.1454656270905758
ACH-000605,-0.005777723371251085
ACH-000606,-0.014333844776944278
ACH-000608,-0.06637845853606847
ACH-000614,-0.0022130236535541927
ACH-000616,-0.038951607082213305
ACH-000618,-0.1258114365286367
ACH-000619,-0.11295447772498204
ACH-000620,-0.1422139511575529
ACH-000621,-0.21978755354049173
ACH-000622,-0.10339042477111016
ACH-000623,-0.05681857189628223
ACH-000624,-0.09349446218583823
ACH-000627,-0.17605255097316946
ACH-000630,-0.2590427607870895
ACH-000631,-0.13946851871622046
ACH-000632,-0.0555246655567644
ACH-000633,-0.32199339170442626
ACH-000637,-0.24316204897742505
ACH-000638,-0.0784593279088909
ACH-000646,-0.10399007722440662
ACH-000647,-0.1002376820655798
ACH-000648,-0.0242090177999544
ACH-000649,-0.07275715303513956
ACH-000651,-0.1460227284823042
ACH-000652,-0.20338119218262
ACH-000653,-0.15991923318953832
ACH-000657,-0.16239719933801436
ACH-000658,-0.047276890738922925
ACH-000661,0.06806079189529471
ACH-000662,0.02133082242590041
ACH-000663,-0.14062664489891852
ACH-000665,-0.20647217154240727
ACH-000671,-0.275940114297778
ACH-000672,-0.16324386668980986
ACH-000673,-0.06999769341854413
ACH-000676,-0.1300468398779047
ACH-000677,0.05240169276452394
ACH-000681,-0.15179347450830682
ACH-000683,-0.07460247113206216
ACH-000684,-0.06995062569664735
ACH-000688,-0.045460016536518766
ACH-000693,-0.02410036965593733
ACH-000694,-0.14481275920810638
ACH-000695,-0.00922049237196984
ACH-000696,-0.1502598199209584
ACH-000697,0.01214066089647828
ACH-000699,-0.11495994216669495
ACH-000701,-0.1759021996039009
ACH-000706,-0.06679387650551283
ACH-000711,-0.09760275503578827
ACH-000713,-0.08932436212640213
ACH-000714,-0.15738116320780396
ACH-000718,-0.08476693985570846
ACH-000720,-0.08961819596713957
ACH-000721,-0.11688995769777932
ACH-000724,-0.2941511910881724
ACH-000725,-0.023846301448528603
ACH-000732,-0.2234613893574339
ACH-000734,-0.23130704827815504
ACH-000735,-0.1570951806905222
ACH-000736,0.002839245861790894
ACH-000738,-0.1952894524764563
ACH-000746,-0.09764218616413077
ACH-000747,-0.24240691514003326
ACH-000748,-0.0897245896217173
ACH-000753,-0.11697297439234633
ACH-000756,-0.16891401939712336
ACH-000757,-0.14968305725447406
ACH-000758,-0.1030837433587098
ACH-000760,-0.11495891024983546
ACH-000762,-0.2512167818886299
ACH-000763,-0.1803532092380916
ACH-000764,-0.08383364725565705
ACH-000765,-0.119487999474843
ACH-000766,-0.03234173211113394
ACH-000767,-0.1352562116395861
ACH-000768,-0.17101980840518327
ACH-000769,0.006121530219781284
ACH-000770,-0.09682249693674086
ACH-000771,-0.020228899838151654
ACH-000773,-0.053450027819568785
ACH-000776,-0.18910966558863532
ACH-000777,-0.1430671112162293
ACH-000778,-0.1690705527750712
ACH-000781,-0.1931942961949737
ACH-000782,-0.015365208483954947
ACH-000783,-0.08131241656253893
ACH-000784,-0.1296984813404291
ACH-000785,-0.11690768385717006
ACH-000787,-0.02865033664538718
ACH-000788,-0.1469882870116967
ACH-000791,-0.07882467895234684
ACH-000792,-0.15300987512971712
ACH-000794,-0.01641712270805968
ACH-000796,-0.10910738658706988
ACH-000798,-0.2367381621732821
ACH-000799,-0.11373685597986705
ACH-000800,-0.14776323073930525
ACH-000802,-0.06516370019605322
ACH-000804,0.030379413606701964
ACH-000805,-0.08843786903069062
ACH-000809,-0.14496102577967693
ACH-000810,0.10600881678064523
ACH-000811,-0.2247684065657444
ACH-000817,-0.033679471503778216
ACH-000819,-0.1859370668037372
ACH-000820,-0.3007748097271584
ACH-000821,-0.04515218395108338
ACH-000822,0.03624446361362652
ACH-000823,-0.08743392998929705
ACH-000824,-0.06998149690697741
ACH-000827,-0.08416698971273152
ACH-000829,-0.11194895606670413
ACH-000831,-0.1173887122038498
ACH-000832,-0.16083095908783965
ACH-000833,-0.14424883583852635
ACH-000834,-0.27874829474867546
ACH-000835,-0.16311478406802762
ACH-000836,-0.11725260026747265
ACH-000837,-0.16697284190523115
ACH-000838,-0.15893943133204164
ACH-000839,-0.08872759393276185
ACH-000840,-0.014906349683355975
ACH-000841,-0.1539188571461285
ACH-000843,-0.09396735537271876
ACH-000846,-0.15052147972472465
ACH-000847,-0.1496995965958144
ACH-000848,-0.18350088556646388
ACH-000849,-0.09029348357886298
ACH-000851,-0.11558180617200772
ACH-000855,-0.18140211110183466
ACH-000856,-0.0965433385585992
ACH-000858,-0.07288817301665956
ACH-000859,-0.23009317993137565
ACH-000861,-0.29818143396132085
ACH-000862,-0.022623871382429002
ACH-000865,-0.09973710960212183
ACH-000866,-0.09061512936136007
ACH-000867,-0.10149535302518492
ACH-000869,-0.14238614555510448
ACH-000872,-0.08497058483200494
ACH-000873,-0.424346239144194
ACH-000876,-0.1703696089283646
ACH-000878,-0.2989754330787504
ACH-000880,-0.1372952912744903
ACH-000881,-0.11562490465876042
ACH-000882,-0.21194343999422224
ACH-000884,-0.04430644849924981
ACH-000885,-0.08263853405945161
ACH-000887,-0.24155769350346715
ACH-000889,-0.07901752432547
ACH-000896,-0.055236295998110266
ACH-000898,-0.028068624260136267
ACH-000900,0.006675804237456008
ACH-000901,-0.11324116461441013
ACH-000905,-0.07379765738141478
ACH-000906,-0.0875947648146142
ACH-000907,-0.14177467063661686
ACH-000910,-0.02782413112623995
ACH-000911,-0.14151949182740708
ACH-000912,-0.11576052459590475
ACH-000913,0.002110165082003228
ACH-000915,-0.06708077236260129
ACH-000916,0.2205801740709011
ACH-000917,-0.2355202903417807
ACH-000920,0.36822961851861796
ACH-000921,-0.15623555531432626
ACH-000924,-0.06533909298406429
ACH-000926,-0.019750478200405937
ACH-000928,-0.4179484707991317
ACH-000929,0.08217424614786406
ACH-000932,-0.16243836589220684
ACH-000935,0.12156244201908566
ACH-000936,-0.043679077278881866
ACH-000937,-0.16890278981223433
ACH-000938,-0.1188764301699008
ACH-000939,-0.2921455091963149
ACH-000941,-0.25316426768076233
ACH-000943,-0.13360069838212005
ACH-000946,0.006165132360414558
ACH-000947,-0.16692810600132246
ACH-000948,-0.11054544008404364
ACH-000950,-0.2254939866349309
ACH-000953,-0.07173441421274604
ACH-000954,-0.3377216636529249
ACH-000957,-0.17948989539051108
ACH-000958,-0.32742618674598106
ACH-000960,-0.14420316200701375
ACH-000963,-0.22252759025969784
ACH-000968,-0.017183309116253247
ACH-000969,-0.14827167149106385
ACH-000972,-0.052288317843393946
ACH-000973,-0.023995410519041832
ACH-000974,-0.21583738916402687
ACH-000978,-0.12988975750132598
ACH-000984,-0.12080258704204215
ACH-000986,-0.0648690419171516
ACH-000988,-0.21914098361135384
ACH-000993,-0.156313189613735
ACH-000994,-0.0778842391177481
ACH-000996,-0.172004204079302
ACH-001001,-0.1824512439242869
ACH-001020,-0.13453867731524233
ACH-001028,-0.10115500233019696
ACH-001031,-0.11378334638254725
ACH-001038,-0.1007866260032408
ACH-001048,-0.09125250943760048
