,NQO1 (1728)
ACH-000004,-0.09105051466029553
ACH-000005,-0.021941750558357398
ACH-000007,-0.04797340188589324
ACH-000009,0.14428257461490174
ACH-000011,-0.006768865358737261
ACH-000012,-0.058451898087834124
ACH-000013,-0.03331653788885275
ACH-000014,-0.2469133030432309
ACH-000015,0.02178705818818259
ACH-000017,-0.15433967498616774
ACH-000018,-0.15915415287992454
ACH-000019,-0.03499890526400322
ACH-000021,0.00295074684013032
ACH-000022,0.030172481132551356
ACH-000025,-0.1753259691841464
ACH-000028,0.02175070256572947
ACH-000030,0.05992979875365405
ACH-000035,-0.07414107240098641
ACH-000036,0.03893998778925708
ACH-000037,-0.09024559804134867
ACH-000039,0.09903800961209024
ACH-000040,-0.1049834405156109
ACH-000041,-0.0703459946607828
ACH-000042,0.034154518754362234
ACH-000045,-0.004061403411839313
ACH-000047,0.09506473077544568
ACH-000052,-0.12835789753484106
ACH-000053,-0.061718304547997774
ACH-000054,0.04141060371142054
ACH-000055,0.05192478481767437
ACH-000060,-0.09841595365973477
ACH-000067,-0.1113203910801108
ACH-000070,0.1217003124583464
ACH-000075,-0.0765531254517385
ACH-000078,0.142375455874049
ACH-000082,-0.008131002767149183
ACH-000085,-0.1834304592689953
ACH-000086,0.04201027080929095
ACH-000087,-0.19456849606604745
ACH-000092,0.023959977150766032
ACH-000095,-0.02533769443046802
ACH-000097,0.07084261105980341
ACH-000098,-0.07606746638829676
ACH-000099,-0.05478050420378633
ACH-000108,0.010320532480548528
ACH-000113,0.04490443484334486
ACH-000116,0.13320088805596614
ACH-000118,-0.0010442195324514788
ACH-000120,-0.0023683122414310284
ACH-000123,0.004351098962097747
ACH-000127,-0.0976272079000346
ACH-000128,-0.05144042809003175
ACH-000132,-0.13224584786983992
ACH-000133,-0.14547285822683825
ACH-000137,-0.03448101347718897
ACH-000138,0.1548172406441418
ACH-000142,-0.08777466315787928
ACH-000143,0.13296859455699694
ACH-000146,-0.031129986163753308
ACH-000148,-0.014792760864355959
ACH-000150,0.05910499050972365
ACH-000152,0.05141660259844899
ACH-000153,-0.12227496145881332
ACH-000159,0.024239427478407963
ACH-000160,0.02653774308392678
ACH-000163,0.002139241740641598
ACH-000167,-0.023451823268239292
ACH-000168,-0.06608681481446378
ACH-000169,0.046250973872330715
ACH-000178,0.03668467655398204
ACH-000183,0.056535715855052626
ACH-000188,-0.0102933579502462
ACH-000189,0.292322141774386
ACH-000190,0.056608587407559766
ACH-000198,-0.017408173132650962
ACH-000203,0.027152893532130386
ACH-000204,0.06326934594449449
ACH-000206,0.05071058577740548
ACH-000207,-0.08961140619214328
ACH-000208,-0.15545326673240994
ACH-000210,0.14489066666621706
ACH-000211,0.003471432924152839
ACH-000215,-0.07199355756042769
ACH-000221,-0.1548286060726164
ACH-000222,0.009020150986656384
ACH-000223,0.040874908099878725
ACH-000226,0.023627165971059613
ACH-000227,0.14351052835286396
ACH-000228,-0.054550399835236865
ACH-000231,-0.05041999656544818
ACH-000232,-0.04789043890595685
ACH-000233,0.04429108125237393
ACH-000234,-0.035531642885614036
ACH-000235,-0.03459646993786115
ACH-000237,-0.09005884224466383
ACH-000238,-0.017281520906795786
ACH-000242,0.2385740919900261
ACH-000243,0.007577139406568296
ACH-000244,-0.23614214813705656
ACH-000246,-0.05006192650171724
ACH-000248,-0.03463599039677078
ACH-000250,-0.02054439795854601
ACH-000251,-0.1702010965049284
ACH-000252,0.10186468280940747
ACH-000253,-0.04041002927037258
ACH-000255,0.012685568423680151
ACH-000256,-0.0193477000565956
ACH-000257,-0.19603692037520948
ACH-000258,0.0952122690113275
ACH-000259,0.019666466655958892
ACH-000260,-0.05342332673949049
ACH-000261,-0.05130726955715493
ACH-000262,0.18827695859066745
ACH-000263,0.02599202886605621
ACH-000264,-0.07099760923424495
ACH-000265,0.06684444992611756
ACH-000266,-0.007461041167124509
