,CHRDL2 (25884)
ACH-000004,-0.049470119630005915
ACH-000005,-0.2918446622489389
ACH-000007,0.10440699690637087
ACH-000009,-0.02168223170818924
ACH-000011,0.10114308517898224
ACH-000012,-0.05729374590397126
ACH-000013,-0.041880010953194304
ACH-000014,-0.06338021820986757
ACH-000015,0.042525566816547546
ACH-000017,0.12414013499205058
ACH-000018,-0.2801370853574285
ACH-000019,-0.08470922471705371
ACH-000021,-0.08073544043543672
ACH-000022,-0.022966045127915932
ACH-000025,-0.032731410000526595
ACH-000028,-0.15508224775137036
ACH-000030,-0.04752415590586363
ACH-000035,0.06442828051979366
ACH-000036,-0.08119872395368212
ACH-000037,0.0035602385729604454
ACH-000039,-0.09311158671744824
ACH-000040,0.12310113020007987
ACH-000041,0.06493110988924816
ACH-000042,-0.04983534438092063
ACH-000045,0.01087878033074648
ACH-000047,-0.08470603302246338
ACH-000052,-0.04290095840048723
ACH-000053,-0.09750013284600073
ACH-000054,0.06329560671495266
ACH-000055,-0.04567814411187947
ACH-000060,-0.0012208980830811773
ACH-000067,0.1035652486343079
ACH-000070,-0.07032844456240109
ACH-000075,0.07829591131746698
ACH-000078,0.042177342753253584
ACH-000082,-0.015043951189281524
ACH-000085,0.1282079323806035
ACH-000086,0.018193807936880173
ACH-000087,0.1749468052550155
ACH-000092,-0.027620929002543555
ACH-000095,0.023122039026790043
ACH-000097,0.04768548981420771
ACH-000098,0.07881722146187696
ACH-000099,-0.03458111412620555
ACH-000108,0.010482488457372185
ACH-000113,-0.11264236986833942
ACH-000116,-0.03542729215329389
ACH-000118,-0.1120800351518957
ACH-000120,0.0622867493680744
ACH-000123,0.06834042240042618
ACH-000127,-0.05947155096971647
ACH-000128,-0.04058126698446983
ACH-000132,-0.1607124988839336
ACH-000133,-0.08190594958755233
ACH-000137,-0.06206866149042602
ACH-000138,-0.20327134176401293
ACH-000142,-0.09164304394104043
ACH-000143,0.019135280899840644
ACH-000146,-0.001816757394510232
ACH-000148,0.09411182538156483
ACH-000150,-0.11539807364223742
ACH-000152,-0.10817442454179801
ACH-000153,0.012678751737854595
ACH-000159,0.04325550888040163
ACH-000160,-0.02063077773398937
ACH-000163,0.026479174299549418
ACH-000167,-0.14969310963783164
ACH-000168,0.08327249608929056
ACH-000169,-0.00549955812658068
ACH-000178,-0.03508832543754042
ACH-000183,-0.13101552190267055
ACH-000188,-0.11572503353373124
ACH-000189,-0.3431910217356637
ACH-000190,-0.03451985255319511
ACH-000198,-0.09834678811797253
ACH-000203,0.09894979903365468
ACH-000204,-0.09525364532003047
ACH-000206,-0.2180222622814569
ACH-000207,-0.3693063439408067
ACH-000208,0.043517092500292266
ACH-000210,0.025431149443613632
ACH-000211,-0.053808278054947103
ACH-000215,-0.05530365950716936
ACH-000221,-0.253354735575549
ACH-000222,0.1872015851881466
ACH-000223,0.05209684955172214
ACH-000226,-0.07971225693739252
ACH-000227,-0.039287652530849065
ACH-000228,-0.2274045392862972
ACH-000231,0.007892385883576259
ACH-000232,-0.08096741184296471
ACH-000233,0.077871497820086
ACH-000234,0.0951678368319092
ACH-000235,-0.0017677055113708535
ACH-000237,-0.12892137926782626
ACH-000238,-0.15023763987418007
ACH-000242,0.16439725399688346
ACH-000243,0.035450512334184614
ACH-000244,1.4018504381393277e-05
ACH-000246,-0.006769537159653735
ACH-000248,-0.03228775181408745
ACH-000250,0.01170291732276106
ACH-000251,0.04346403240319281
ACH-000252,-0.0441758744119641
ACH-000253,0.015947179712810983
ACH-000255,-0.10751560384941747
ACH-000256,-0.08416621024473635
ACH-000257,-0.10760944373182732
ACH-000258,-0.010590526669640804
ACH-000259,-0.10079024242479713
ACH-000260,-0.04841127190103879
ACH-000261,-0.018490681354028943
ACH-000262,0.12319770224921095
ACH-000263,-0.02526930290907304
ACH-000264,-0.06845721047989119
ACH-000265,0.09012167735842744
ACH-000266,0.051867924099589575
ACH-000272,0.03598572961628934
ACH-000274,0.01828209036872704
ACH-000277,0.028289517812443075
ACH-000278,-0.1214042864922089
ACH-000279,0.038657557381695365
ACH-000280,0.11584271929004318
ACH-000281,0.11979489325116142
ACH-000288,-0.02364174431274126
ACH-000291,-0.004384623074711485
ACH-000293,-0.1657296607973376
ACH-000294,-0.04161129412802834
ACH-000295,-0.19149529322680375
ACH-000296,-0.012052902042479515
ACH-000302,-0.04480544187497525
ACH-000304,0.08278082421960409
ACH-000307,-0.043031122249660665
ACH-000308,0.045118151079755135
ACH-000310,-0.02048031989998717
ACH-000311,-0.011697699250805377
ACH-000312,-0.18656456457011708
ACH-000315,0.2795738407647971
ACH-000316,-0.10436993970132936
ACH-000317,0.00026045995243491023
ACH-000318,-0.06324670978983106
ACH-000319,-0.033428507354880746
ACH-000320,-0.1211944724318554
ACH-000322,0.021971078741882026
ACH-000323,-0.10860345579077543
ACH-000324,-0.07177402090325287
ACH-000329,0.049335659340756184
ACH-000330,-0.015366563180235352
ACH-000331,-0.0914434513794694
ACH-000332,0.09123997315203937
ACH-000334,-0.1242671121487876
ACH-000335,-0.09149572379561938
ACH-000336,0.046149649092055836
ACH-000337,-0.1249382215588038
ACH-000338,-0.31667584596934
ACH-000339,-0.014860193124391241
ACH-000341,0.0887918824185228
ACH-000348,-0.11926947496843544
ACH-000350,-0.13025064665042954
ACH-000352,0.04019441691405862
ACH-000356,0.07135949452526716
ACH-000361,-0.06102977358454351
ACH-000362,-0.06871437958849805
ACH-000363,-0.10827447420296206
ACH-000364,0.14002149660230187
ACH-000365,-0.020854414719873225
ACH-000366,-0.06709619503451687
ACH-000368,-0.12819740150456282
ACH-000374,-0.11146881652178324
ACH-000375,-0.13441134790251674
ACH-000376,-0.07602340209783412
ACH-000381,0.038943011371382834
ACH-000383,-0.036857688753478605
ACH-000387,-0.041534771698578915
ACH-000389,0.2758163477856587
ACH-000390,-0.01166987801978877
ACH-000393,-0.17350366231699416
ACH-000395,-0.03933867821278817
ACH-000396,0.14712130818643962
ACH-000397,0.08991416552923548
ACH-000401,0.08186569797774028
ACH-000402,0.006769621721512135
ACH-000403,-0.017984046255417677
ACH-000404,-0.2815165361024077
ACH-000406,-0.04668248023353822
ACH-000407,0.054324784256577455
ACH-000408,-0.010105287048118349
ACH-000410,-0.04460148628857112
ACH-000411,0.033870496838611895
ACH-000414,0.010544722790362736
ACH-000415,-0.166192736560572
ACH-000416,0.02019940635715712
ACH-000420,0.10314166864506913
ACH-000421,-0.006602806410888213
ACH-000424,-0.12368650290749775
ACH-000425,0.05861494159783116
ACH-000426,0.09300905696280692
ACH-000427,-0.06922360720573069
ACH-000433,0.04818275591711255
ACH-000435,-0.16793736866920342
ACH-000436,0.02037298247782617
ACH-000444,0.07402938915547849
ACH-000445,0.0517398610918722
ACH-000448,0.018148249081998143
ACH-000450,-0.014654716429698116
ACH-000452,-0.01943153182219289
ACH-000454,-0.07588885912207817
ACH-000458,0.047273808177685776
ACH-000459,0.06167748261067343
ACH-000460,-0.07205792053128025
ACH-000461,-0.0965875472512509
ACH-000463,0.00335829939586165
ACH-000464,-0.07669343580714971
ACH-000466,-0.1500310215531412
ACH-000467,0.06889944782162934
ACH-000468,-0.001477983589019309
ACH-000469,-0.028439628304382236
ACH-000470,0.08125366383310995
ACH-000471,-0.1516981028774996
ACH-000472,-0.012767861884949074
ACH-000473,-0.07562687195986424
ACH-000475,-0.02974898631912736
ACH-000476,0.037543114037132466
ACH-000477,-0.13311979333065932
ACH-000479,-0.0055965915162913046
ACH-000480,0.013475734829979836
ACH-000481,0.14640726065608206
ACH-000483,-0.09086587587761467
ACH-000484,0.018941555773298008
ACH-000485,-0.034859603088060784
ACH-000486,-0.021018653335136687
ACH-000487,-0.016104586111753246
ACH-000488,-0.017018198777107103
ACH-000490,-0.0852145531706717
ACH-000491,-0.060144334806690423
ACH-000495,0.09310740610803772
ACH-000496,-0.03205266258218327
ACH-000499,-0.08534882830871021
ACH-000500,0.002563949983358012
ACH-000502,0.02889848438395585
ACH-000503,-0.23358834849296725
ACH-000505,-0.09646471531007876
ACH-000507,-0.032989389405324594
ACH-000510,-0.04779490643208801
ACH-000511,0.09802194840946013
ACH-000512,-0.2884177467599505
ACH-000516,-0.009172054316049786
