,CTRL (1506)
ACH-000004,0.04553145470117968
ACH-000005,0.18840379079841407
ACH-000007,0.30552676377182314
ACH-000009,0.10604475021205126
ACH-000011,0.21165471815389375
ACH-000012,0.17395741240479728
ACH-000013,0.0820142335821795
ACH-000014,0.224140845464694
ACH-000015,0.16965260286413786
ACH-000017,0.18570673675956156
ACH-000018,0.08942958488846113
ACH-000019,0.17881108498712367
ACH-000021,0.07833996981381547
ACH-000022,0.1100508218909748
ACH-000025,0.159785797913478
ACH-000028,0.26559663260646377
ACH-000030,0.13372284740164933
ACH-000035,0.23203672074487466
ACH-000036,0.18000561992843492
ACH-000037,-0.0486477142554098
ACH-000039,0.2815579051991188
ACH-000040,0.15172873245100138
ACH-000041,0.14967893993259046
ACH-000042,0.12351374268331633
ACH-000045,0.22227488262540315
ACH-000047,0.07913069783091987
ACH-000052,0.09698108672447696
ACH-000053,0.08689487874065205
ACH-000054,0.24318533117895985
ACH-000055,0.272018937936024
ACH-000060,0.003741390109612692
ACH-000067,0.1839199440811647
ACH-000070,0.13690101005133548
ACH-000075,0.2498893725740031
ACH-000078,0.20466311964821288
ACH-000082,0.044173131004542766
ACH-000085,-0.28514187428777343
ACH-000086,0.12091125720204453
ACH-000087,0.033378896220514584
ACH-000092,0.07824088360051637
ACH-000095,0.2301082544517162
ACH-000097,0.2239146440459165
ACH-000098,-0.08697767204356006
ACH-000099,0.15312699456759354
ACH-000108,0.1284560815677183
ACH-000113,0.19187586869312653
ACH-000116,0.17395193771183587
ACH-000118,0.074183994246176
ACH-000120,0.08708300128943362
ACH-000123,0.08161543944496992
ACH-000127,0.013855322773030978
ACH-000128,0.2056896837299676
ACH-000132,0.014208864554637232
ACH-000133,-0.029087576162824782
ACH-000137,0.1805370672161285
ACH-000138,0.18770598290201404
ACH-000142,0.07151199192155508
ACH-000143,0.03789561786473702
ACH-000146,0.08662853551304696
ACH-000148,0.06041283419261505
ACH-000150,0.15147233181561215
ACH-000152,0.10881699715382773
ACH-000153,0.3102876201545685
ACH-000159,0.1831998097611219
ACH-000160,0.14924134352398613
ACH-000163,0.15554056289859172
ACH-000167,-0.05348305831184762
ACH-000168,0.21973350763131388
ACH-000169,0.12600588764410153
ACH-000178,0.14520470392842882
ACH-000183,0.18230042007778505
ACH-000188,0.17186985988113276
ACH-000189,0.08871232115194838
ACH-000190,0.07132323128646913
ACH-000198,0.21690743020220296
ACH-000203,0.388673348803058
ACH-000204,0.10633680233253312
ACH-000206,0.058812583295852074
ACH-000207,0.018136826902095126
ACH-000208,0.4732438695211253
ACH-000210,0.24002391621480096
ACH-000211,0.11684282143575846
ACH-000215,0.1563610675326249
ACH-000221,0.18650599383005675
ACH-000222,0.24839203043148755
ACH-000223,0.1331368273048021
ACH-000226,-0.024889983411010917
ACH-000227,0.12321789481451703
ACH-000228,0.1270846233453923
ACH-000231,0.09435905814191184
ACH-000232,0.1839149291866612
ACH-000233,0.21325390281626586
ACH-000234,0.0295387120865444
ACH-000235,0.12471198115065325
ACH-000237,0.12878931232799046
ACH-000238,0.1036132216903432
ACH-000242,0.2112214205197588
ACH-000243,0.11542655199927028
ACH-000244,-0.05458226540956184
ACH-000246,0.1719167391526536
ACH-000248,0.1419792484149576
ACH-000250,0.06416686235080066
ACH-000251,0.11867269110679222
ACH-000252,0.14898870650494328
ACH-000253,0.1486752237348442
ACH-000255,0.14155685550050814
ACH-000256,-0.02469747458218157
ACH-000257,-0.00567170030132779
ACH-000258,0.15091302351422192
ACH-000259,0.11722748391692532
ACH-000260,0.028388658501624864
ACH-000261,0.12317593459585688
ACH-000262,-0.00672704561399953
ACH-000263,0.10054382729114904
ACH-000264,0.12930576401423186
ACH-000265,0.15209971094022626
ACH-000266,0.013379914990493031
ACH-000272,0.15799120222825622
ACH-000274,0.15699530844979945
ACH-000277,0.17389398186798832
ACH-000278,-0.039105171682969085
ACH-000279,0.10591488271031888
ACH-000280,0.1615478434622348
ACH-000281,0.022855067533780433
ACH-000288,0.07357877157548053
ACH-000291,0.11253090711600486
ACH-000293,0.10112661335852999
ACH-000294,-0.10780273213409433
ACH-000295,0.2305725598166251
ACH-000296,0.16283733242048334
ACH-000302,0.09594149243212416
ACH-000304,0.3946592224695371
ACH-000307,0.0935099603586626
ACH-000308,0.19781676770465906
ACH-000310,0.04089604674363874
ACH-000311,0.0599788189929102
ACH-000312,0.008927697343711806
ACH-000315,-0.11318412484874653
ACH-000316,-0.058955277799765685
ACH-000317,0.16200180325110472
ACH-000318,0.21098086364111715
ACH-000319,0.09997454528503953
ACH-000320,0.09250885794455802
ACH-000322,0.06654131918809758
ACH-000323,0.16987011786055264
ACH-000324,0.12257819910903528
ACH-000329,0.14209115645432555
ACH-000330,0.1938837599646645
ACH-000331,0.13710764492755548
ACH-000332,0.09613558124381183
ACH-000334,0.3397530667945675
ACH-000335,0.06985214618746495
ACH-000336,0.3396361372965724
ACH-000337,0.023811871835229717
ACH-000338,0.5405570595918613
ACH-000339,0.09879641143662518
ACH-000341,-0.07213805820872775
ACH-000348,0.09268310182841427
ACH-000350,0.16069952252744166
ACH-000352,0.05513959337056313
ACH-000356,0.08014587068142331
ACH-000361,0.20078890447418604
ACH-000362,0.0733800536109634
ACH-000363,0.05035116216051245
ACH-000364,0.17868269225487196
ACH-000365,0.11742987904537885
ACH-000366,0.04976066046683788
ACH-000368,0.1432980792091
ACH-000374,0.3748666496820596
