,PKP2 (5318)
ACH-000004,-0.17269398839123978
ACH-000005,-0.0949857206427403
ACH-000007,-0.021026461720324668
ACH-000009,-0.0643385387117625
ACH-000011,0.011841722373025571
ACH-000012,0.10550982643554332
ACH-000013,-0.01575241365854826
ACH-000014,-0.11212527579208473
ACH-000015,-0.15395955975273345
ACH-000017,-0.10859948038047984
ACH-000018,-0.15724840058155606
ACH-000019,0.1582684240931641
ACH-000021,-0.041354651430668514
ACH-000022,-0.16226234344006296
ACH-000025,-0.15556294554238334
ACH-000028,0.19281876271100915
ACH-000030,-0.16574224626378736
ACH-000035,-0.17408013871210035
ACH-000036,-0.04442677971584005
ACH-000037,-0.12423922634009762
ACH-000039,0.000765782253663793
ACH-000040,0.025074339829099
ACH-000041,-0.18433752704029194
ACH-000042,-0.10935518238758142
ACH-000045,-0.10282655732249192
ACH-000047,-0.09576039687001124
ACH-000052,-0.3196828059652156
ACH-000053,-0.07087455442369256
ACH-000054,-0.07796648900413462
ACH-000055,-0.199008737434482
ACH-000060,0.1141138244966616
ACH-000067,-0.06833673415823273
ACH-000070,-0.0019785831232715873
ACH-000075,-0.036651610514983085
ACH-000078,-0.276235558352526
ACH-000082,-0.1702893130979654
ACH-000085,0.13114054815096554
ACH-000086,-0.17932986835688752
ACH-000087,0.0950561936220983
ACH-000092,-0.1402846742920086
ACH-000095,-0.2256100716104049
ACH-000097,-0.01790916734176952
ACH-000098,-0.08296448524083631
ACH-000099,-0.10216758282040812
ACH-000108,-0.13806505889052229
ACH-000113,-0.1113351090185052
ACH-000116,-0.18473241595421053
ACH-000118,-0.03869841069904998
ACH-000120,-0.029939992208607262
ACH-000123,-0.21654378035358104
ACH-000127,-0.07381242869902803
ACH-000128,-0.1957011129487676
ACH-000132,0.011065923408761042
ACH-000133,0.0025261355717611737
ACH-000137,-0.03461241843280996
ACH-000138,-0.16060122295415125
ACH-000142,-0.20256889348210047
ACH-000143,-0.12047632920990015
ACH-000146,-0.2546006385799857
ACH-000148,-0.21697639262970567
ACH-000150,-0.21841489287664168
ACH-000152,-0.05664975692947204
ACH-000153,-0.142521392957368
ACH-000159,-0.08518522765344284
ACH-000160,-0.3182875514968279
ACH-000163,-0.11436992784044052
ACH-000167,-0.2286715994164373
ACH-000168,-0.04845544913479363
ACH-000169,-0.17423778127240486
ACH-000178,-0.03886027542329455
ACH-000183,-0.28069435891403216
ACH-000188,-0.20117973527721336
ACH-000189,-0.26689982758434344
ACH-000190,-0.24662402090062946
ACH-000198,-0.14700412439187707
ACH-000203,-0.5409971151785815
ACH-000204,-0.3141651850469176
ACH-000206,-0.15305497406578866
ACH-000207,-0.23866625248852524
ACH-000208,0.1413199027596136
ACH-000210,0.42981294663212666
ACH-000211,-0.13179334092957415
ACH-000215,-0.26635003127682444
ACH-000221,-0.1930128243093189
ACH-000222,-0.11370999474927924
ACH-000223,-0.08644798483281506
ACH-000226,-0.0803283642075262
ACH-000227,-0.2359427991247353
ACH-000228,-0.1116199822028302
ACH-000231,-0.20990184951904015
ACH-000232,-0.19037890711496325
ACH-000233,-0.06163695489937278
ACH-000234,-0.18061236842884235
ACH-000235,-0.04764974373683452
ACH-000237,-0.06232322741878338
ACH-000238,-0.20563416652106892
ACH-000242,-0.3480612076506833
ACH-000243,0.030091306424186705
ACH-000244,-0.2478393195873494
ACH-000246,-0.13412077659576652
ACH-000248,-0.03803288362158498
ACH-000250,-0.16782098029844342
ACH-000251,-0.1725414291046546
ACH-000252,-0.4222301830057668
ACH-000253,-0.0925081885934102
ACH-000255,-0.3654470096431313
ACH-000256,-0.20493007215406386
ACH-000257,-0.18057781870338568
ACH-000258,0.04952736512927768
ACH-000259,-0.1692839739142367
ACH-000260,-0.0890027999049201
ACH-000261,-0.21705217329924914
ACH-000262,-0.2338434774852199
ACH-000263,-0.2854335376847836
ACH-000264,-0.21806512021122965
ACH-000265,-0.13420308102162948
ACH-000266,-0.09712531696810618
ACH-000272,-0.1433432329906882
ACH-000274,-0.1894052511253172
ACH-000277,-0.04664186410218113
ACH-000278,0.06787314118292873
ACH-000279,-0.2286457651207501
ACH-000280,-0.14718404068919105
ACH-000281,-0.41757516282120577
ACH-000288,-0.1937655777051968
ACH-000291,-0.0464930430015863
ACH-000293,-0.09955130248009234
ACH-000294,-0.24630128144517185
ACH-000295,-0.03999474811318075
ACH-000296,-0.07397844054072884
ACH-000302,-0.1122604044015754
ACH-000304,-0.1186608975747872
ACH-000307,-0.2283911901743341
ACH-000308,-0.1219932682157172
ACH-000310,-0.1986529173047015
ACH-000311,-0.11825039588211365
ACH-000312,-0.09721484196533482
ACH-000315,0.12615926186024815
ACH-000316,-0.12633702199651828
ACH-000317,-0.2398575952957371
ACH-000318,-0.02511368921411973
ACH-000319,-0.14754472929105406
ACH-000320,-0.09715929256401047
ACH-000322,0.017358749519675018
ACH-000323,-0.12763580531224114
ACH-000324,-0.1690897359021145
ACH-000329,-0.11563530335113932
ACH-000330,-0.3302492873487205
ACH-000331,0.039775409495611286
ACH-000332,-0.10635170233131364
ACH-000334,-0.007250005684858399
ACH-000335,0.050949942136865024
ACH-000336,-0.1807198853409167
ACH-000337,0.04002890925074427
ACH-000338,-0.3787620734634532
ACH-000339,-0.06408849120255072
ACH-000341,0.04802928747112997
ACH-000348,-0.08894280665873228
ACH-000350,-0.16855783372584776
ACH-000352,-0.1545417264005933
ACH-000356,-0.21590243816643676
ACH-000361,-0.4052901049470414
ACH-000362,-0.02340282186915912
ACH-000363,-0.11303279866304655
ACH-000364,-0.03617395800647085
ACH-000365,-0.3490302155771302
ACH-000366,-0.10793986221935466
ACH-000368,-0.2530544007528293
ACH-000374,-0.044167564931810906
ACH-000375,-0.15250123760324724
ACH-000376,-0.1465651490120166
ACH-000381,-0.3528957299172913
ACH-000383,-0.04588404080694028
ACH-000387,-0.15575638730244296
ACH-000389,0.1405696589464199
ACH-000390,0.03730915625420368
ACH-000393,-0.07389873318595087
ACH-000395,-0.15457127381446828
ACH-000396,0.021096398417805747
ACH-000397,0.09095978456670636
ACH-000401,-0.040990754510108605
ACH-000402,-0.16810575340332548
ACH-000403,-0.10091094178347293
ACH-000404,-0.08938007435245666
ACH-000406,-0.10937734687912394
ACH-000407,-0.0952618994049378
ACH-000408,-0.2513136091704734
ACH-000410,-0.1993504335619067
ACH-000411,-0.14818402350967874
ACH-000414,-0.2146674134072248
ACH-000415,-0.0167877691662685
ACH-000416,-0.08780456356780478
ACH-000420,-0.0185940639251678
ACH-000421,-0.18831703724558474
ACH-000424,-0.13813386713473905
ACH-000425,-0.011046226511522709
ACH-000426,-0.054215545773291816
ACH-000427,-0.04360335223358455
ACH-000433,0.02946545576238262
ACH-000435,-0.1060086075202082
ACH-000436,0.020643739178096757
ACH-000444,-0.1084362568030608
ACH-000445,0.08721397701590004
ACH-000448,-0.15491850539036606
ACH-000450,-0.14071718967580976
ACH-000452,-0.19034386188235689
ACH-000454,0.02401398124182766
ACH-000458,-0.08301741829321263
ACH-000459,-0.13563126211979154
ACH-000460,-0.0817241710213369
ACH-000461,0.06374571054672028
ACH-000463,-0.10402453808744748
ACH-000464,-0.2745324929042637
ACH-000466,-0.1522363398403541
ACH-000467,-0.16294548558704527
ACH-000468,-0.3541805083717521
ACH-000469,-0.116734178489777
ACH-000470,-0.13421370942915287
ACH-000471,-0.2499963065193117
ACH-000472,-0.11692691138201243
ACH-000473,-0.0943934498972441
ACH-000475,-0.13559382787250066
