,MSRA (4482)
ACH-000004,0.09634946669571844
ACH-000005,0.16598117243473154
ACH-000007,0.09956550329047678
ACH-000009,0.19513966369568275
ACH-000011,0.016754181163271216
ACH-000012,0.12384446322295872
ACH-000013,0.12464873003405473
ACH-000014,0.09850738859102316
ACH-000015,0.16671772533603865
ACH-000017,0.04469090680642475
ACH-000018,0.1693843419493544
ACH-000019,0.34890019647761084
ACH-000021,0.08607433171011132
ACH-000022,0.03668245692958026
ACH-000025,0.0656934295413348
ACH-000028,0.06334466296330986
ACH-000030,0.14410082366073612
ACH-000035,-0.003003005396281211
ACH-000036,0.21713390428746876
ACH-000037,0.17804151703145807
ACH-000039,0.061903739625513016
ACH-000040,0.15896820016891927
ACH-000041,0.06754888987601812
ACH-000042,0.06683193349031258
ACH-000045,0.1720641385591404
ACH-000047,0.14551666361990964
ACH-000052,0.21303109001016093
ACH-000053,0.07553868892686727
ACH-000054,0.10303573911051804
ACH-000055,0.20066205307679735
ACH-000060,-0.010615899430686115
ACH-000067,0.180962267342298
ACH-000070,0.18357254386598687
ACH-000075,0.0500095589395461
ACH-000078,0.04592307622099857
ACH-000082,0.08260306075876138
ACH-000085,0.1857232852208949
ACH-000086,0.18841640465013104
ACH-000087,0.35212442624957146
ACH-000092,0.0871392866905865
ACH-000095,0.18076937977690166
ACH-000097,-0.04746436914715692
ACH-000098,0.1664308844698967
ACH-000099,0.09035451194780153
ACH-000108,0.08908445387138758
ACH-000113,0.09568209812603108
ACH-000116,0.04920111684598878
ACH-000118,0.02780578245950329
ACH-000120,0.08015705559038226
ACH-000123,0.09547901527687226
ACH-000127,0.10915088651709833
ACH-000128,0.09787057238288067
ACH-000132,0.1658232897286198
ACH-000133,-0.008288653040110344
ACH-000137,0.07355599293694459
ACH-000138,0.03447938057773935
ACH-000142,0.0907938984542785
ACH-000143,0.037193195950377685
ACH-000146,0.07709451435299218
ACH-000148,0.14075166971912614
ACH-000150,0.09786750791071712
ACH-000152,0.12286787525063693
ACH-000153,0.20552851782706333
ACH-000159,-0.006596102892504139
ACH-000160,0.12822943631459255
ACH-000163,-0.0028142967072815888
ACH-000167,-0.026706660526224103
ACH-000168,0.06268243967372343
ACH-000169,0.18730737181658288
ACH-000178,0.007469664846839107
ACH-000183,0.0006877567277021227
ACH-000188,0.07750772308131777
ACH-000189,0.21940859460777126
ACH-000190,0.3310772542660146
ACH-000198,0.11251373746910354
ACH-000203,0.4765262320124522
ACH-000204,-0.07649219132349065
ACH-000206,0.12625317370122158
ACH-000207,0.1201413362367568
ACH-000208,0.1850733468128116
ACH-000210,0.16111127911892614
ACH-000211,0.0356191206929188
ACH-000215,0.14223131077003426
ACH-000221,0.02275333634760441
ACH-000222,0.16681726258431606
ACH-000223,0.10794809745620954
ACH-000226,0.1571107833854734
ACH-000227,0.07555379891629778
ACH-000228,0.13783462418705675
ACH-000231,0.0504112368420435
ACH-000232,0.055754978336500616
ACH-000233,0.18291682196222891
ACH-000234,-0.03302646210167421
