,KIF14 (9928)
ACH-000004,-0.5987095051971387
ACH-000005,-0.4739859622368676
ACH-000007,-0.3832782991880916
ACH-000009,-0.6667241517867234
ACH-000011,-0.34935721226957694
ACH-000012,-0.2793349978196569
ACH-000013,-0.3173468945347513
ACH-000014,-0.5944415280218913
ACH-000015,-0.4675218679519074
ACH-000017,-0.4917528231019826
ACH-000018,-0.4847521905014677
ACH-000019,-0.7646580174229696
ACH-000021,-0.6503909458804504
ACH-000022,-0.4587227459795486
ACH-000025,-0.4348117839207848
ACH-000028,-0.5176528385296434
ACH-000030,-0.31544777428638376
ACH-000035,-0.21553038431027088
ACH-000036,-0.5421164138033999
ACH-000037,-0.3304439215792111
ACH-000039,-0.6966972566742987
ACH-000040,-0.5033621387221501
ACH-000041,-0.5417329587988111
ACH-000042,-0.6720662014195744
ACH-000045,-0.43904303566422975
ACH-000047,-0.34298644417780194
ACH-000052,-0.609082765949355
ACH-000053,-0.6379877485741451
ACH-000054,-0.6563706908813443
ACH-000055,-0.4632685549799701
ACH-000060,-0.7375150068631663
ACH-000067,-0.4905400273487511
ACH-000070,-0.7185761957228737
ACH-000075,-0.6138484249920024
ACH-000078,-0.5965843020730804
ACH-000082,-0.4578559912339792
ACH-000085,-0.5855743077946901
ACH-000086,-0.4200199237374175
ACH-000087,-0.6068394542292997
ACH-000092,-0.6411397100963699
ACH-000095,-0.6011292839841782
ACH-000097,-0.4338649068882643
ACH-000098,-0.5592058257812397
ACH-000099,-0.8432994459909887
ACH-000108,-0.547904225800757
ACH-000113,-0.2705808996994725
ACH-000116,-0.4607267088392109
ACH-000118,-0.4794401571507492
ACH-000120,-0.4062536257753109
ACH-000123,-0.6244093818075959
ACH-000127,-0.4509756125331026
ACH-000128,-0.3395753342216625
ACH-000132,-0.2737351001847681
ACH-000133,-0.4103369284500186
ACH-000137,-0.3311231619325685
ACH-000138,-0.4997128947083418
ACH-000142,-0.6361808588302077
ACH-000143,-0.4121288037056711
ACH-000146,-0.5065178786964609
ACH-000148,-0.5459357995124566
ACH-000150,-0.7227029676526808
ACH-000152,-0.29248761266839324
ACH-000153,-0.6497581578272289
ACH-000159,-0.5502537858120083
ACH-000160,-0.6013872163186513
ACH-000163,-0.17609221922361362
ACH-000167,-0.3278431755116944
ACH-000168,-0.23106637961131704
ACH-000169,-0.16949967071892025
ACH-000178,-0.4980584179351258
ACH-000183,-0.4758795172709735
ACH-000188,-0.6408651021001989
ACH-000189,-0.5091840011549179
ACH-000190,-0.7554691857615827
ACH-000198,-0.5737687550989304
ACH-000203,-0.5556674621564883
ACH-000204,-0.37794331526480496
ACH-000206,-0.4158337032448483
ACH-000207,-0.3915938437296757
ACH-000208,-0.482745370695896
ACH-000210,-0.5580385269326771
ACH-000211,-0.5043390656132084
ACH-000215,-0.6045795552731172
