,VPS33A (65082)
ACH-000004,-0.8550938993764412
ACH-000005,-1.204259078771428
ACH-000007,-0.5292192212436426
ACH-000009,-0.7083967718882249
ACH-000011,-0.9008605743678172
ACH-000012,-0.3058659256568688
ACH-000013,-0.5214129814447556
ACH-000014,-0.22194702598022908
ACH-000015,-0.8684249888769591
ACH-000017,-1.025728804640695
ACH-000018,-0.8731010213450741
ACH-000019,-0.6444292434360963
ACH-000021,-0.6586029908422465
ACH-000022,-0.4076134897324501
ACH-000025,-0.8012986262037644
ACH-000028,-0.4698338775110299
ACH-000030,-0.9051887248695849
ACH-000035,-0.5296142054680666
ACH-000036,-0.9163786661975476
ACH-000037,-0.6843815376243172
ACH-000039,-0.8518097051809016
ACH-000040,-0.27380139927061736
ACH-000041,-0.6588800829862707
ACH-000042,-0.5166091678747899
ACH-000045,-0.6791538069630926
ACH-000047,-0.6682310938918767
ACH-000052,-0.8859471773362187
ACH-000053,-0.9166820651956956
ACH-000054,-1.189884359088114
ACH-000055,-0.4343574406751636
ACH-000060,-0.3235385109047396
ACH-000067,-0.5263624467449908
ACH-000070,-1.1033148049890014
ACH-000075,-0.6631193096017141
ACH-000078,-0.3406032711244692
ACH-000082,-0.6205922594418644
ACH-000085,-0.7635163096584526
ACH-000086,-0.7735775223857059
ACH-000087,-0.7296639019638176
ACH-000092,-0.9256870666825596
ACH-000095,-0.4757916253452967
ACH-000097,-0.5474070348864415
ACH-000098,0.1958597351690428
ACH-000099,-0.7347031339076747
ACH-000108,-0.7701853348781104
ACH-000113,-0.8637216872779023
ACH-000116,-0.7338363389888286
ACH-000118,-0.6414102934298782
ACH-000120,-0.6001383538487327
ACH-000123,-0.6208615349381943
ACH-000127,-0.7565221197375378
ACH-000128,-0.8219549385435481
ACH-000132,-0.6686837690228085
ACH-000133,-0.9073686236387652
ACH-000137,-0.5519575074549196
ACH-000138,-0.7830912145399311
ACH-000142,-0.8512610513073039
ACH-000143,-0.8214027019400905
ACH-000146,-0.9103315253511822
ACH-000148,-0.6201702518837986
ACH-000150,-0.8160861385858431
ACH-000152,-0.8040197364309875
ACH-000153,-0.6172280630038673
ACH-000159,-0.6123136279153834
ACH-000160,-0.6161738639844228
ACH-000163,-0.6396050135173098
ACH-000167,-0.9257346193000912
ACH-000168,-0.9212647660517732
ACH-000169,-1.017654464940396
ACH-000178,-0.9910232027872156
ACH-000183,-0.9146292431931988
ACH-000188,-0.8521117359771605
ACH-000189,-0.8522819269798434
ACH-000190,-0.7451463704853607
ACH-000198,-0.921399157550166
ACH-000203,0.01812698670488593
ACH-000204,-0.7493646295387063
ACH-000206,-0.6506434677014936
ACH-000207,-0.7982013509278227
ACH-000208,-0.7430741670334899
ACH-000210,-0.7343776989149996
ACH-000211,-0.8325013309074176
ACH-000215,-0.6058879965431674
ACH-000221,-0.6679725714734085
ACH-000222,-0.8642504266308825
ACH-000223,-0.5247037912778847
ACH-000226,-0.7186915972354808
ACH-000227,-0.5564468120792362
ACH-000228,-0.4295666432472703
ACH-000231,-0.910072205830547
ACH-000232,-0.4972812845114376
ACH-000233,-0.9608126684873158
ACH-000234,-0.9944708732342626
ACH-000235,-0.8585326158153316
ACH-000237,-0.7985577278214682
ACH-000238,-0.9352135901148764
ACH-000242,-0.535070329711869
ACH-000243,-0.8969859302233625
ACH-000244,-0.7928450913118332
ACH-000246,-0.9166744091224353
ACH-000248,-1.153691983281933
ACH-000250,-0.7730002600005962
ACH-000251,-1.3052011730620563
ACH-000252,-0.7335861740799978
ACH-000253,-0.7118496695706994
