,CORO1A (11151)
ACH-000004,-0.30368109884909394
ACH-000005,0.1843825166018928
ACH-000007,-0.04873752135062223
ACH-000009,-0.007024120345942196
ACH-000011,0.11754889798626925
ACH-000012,-0.1746933277629645
ACH-000013,-0.07820288404090166
ACH-000014,-0.19026537458729006
ACH-000015,-0.0959543002939396
ACH-000017,-0.03616571440980338
ACH-000018,-0.058524543257414616
ACH-000019,-0.062068899885743774
ACH-000021,-0.12827040827253208
ACH-000022,-0.054535999621651565
ACH-000025,-0.0017095540305515034
ACH-000028,-0.11602028997783585
ACH-000030,0.009235132289728115
ACH-000035,-0.043932644274288286
ACH-000036,-0.01645697969861869
ACH-000037,-0.12318410174535945
ACH-000039,-0.03056339674557408
ACH-000040,0.05392097985383861
ACH-000041,-0.1651791471144005
ACH-000042,-0.0753552609579519
ACH-000045,-0.11763326174430187
ACH-000047,0.02190390369688416
ACH-000052,-0.08363996894551576
ACH-000053,-0.10992606074318312
ACH-000054,0.012090378477183144
ACH-000055,-0.12474039264220943
ACH-000060,0.027641163900503342
ACH-000067,-0.09222691086926788
ACH-000070,-0.2054567135897641
ACH-000075,-0.1157183694190383
ACH-000078,-0.09560172981649408
ACH-000082,-0.053413868352938286
ACH-000085,0.05241361747544648
ACH-000086,0.0865973174177227
ACH-000087,0.08441560347436994
ACH-000092,-0.2617089275303897
ACH-000095,-0.07753544894043775
ACH-000097,-0.13283957262417098
ACH-000098,-0.19649340638635146
ACH-000099,-0.01910981753481469
ACH-000108,0.0008553999978373951
ACH-000113,-0.030033247666428026
ACH-000116,-0.05031999054948935
ACH-000118,-0.10921371963449436
ACH-000120,-0.2443554727849937
ACH-000123,-0.05326145759090474
ACH-000127,-0.11731286266550355
ACH-000128,0.008271785001721849
ACH-000132,-0.08433646463435017
ACH-000133,-0.1362441798793957
ACH-000137,-0.1929311460131516
ACH-000138,-0.018197888174376085
ACH-000142,-0.10282494213341684
ACH-000143,-0.14006398601878575
ACH-000146,-0.0722399503307396
ACH-000148,-0.1135215210690021
ACH-000150,-0.12229351840230113
ACH-000152,-0.03458369304811675
ACH-000153,-0.22193638155838816
ACH-000159,-0.13541428353422913
ACH-000160,-0.05249473431345253
ACH-000163,-0.04609380916709576
ACH-000167,-0.3059535482251796
ACH-000168,-0.2556010046314115
ACH-000169,-0.11425033410319126
ACH-000178,-0.07621692183692377
ACH-000183,-0.1841267364895565
ACH-000188,-0.002403324988446723
ACH-000189,0.013808081453114948
ACH-000190,0.029361135711854988
ACH-000198,-0.16044375747918488
ACH-000203,-0.5984913964339519
ACH-000204,0.04045122858810137
ACH-000206,-0.65104254611653
ACH-000207,0.01849582747017784
ACH-000208,-0.1110516003572964
ACH-000210,-0.0052095277462234565
ACH-000211,-0.11928410114974547
ACH-000215,-0.12349760682382177
ACH-000221,-0.10988257099054803
ACH-000222,-0.10803428277250887
ACH-000223,-0.14026372933348472
ACH-000226,-0.06740140897122307
ACH-000227,0.020072947118005814
ACH-000228,-0.1459647478073898
ACH-000231,-0.13313674673725875
ACH-000232,0.0043778835114825845
ACH-000233,-0.16554089121463414
ACH-000234,-0.036719811178940784
ACH-000235,-0.10507930241653347
ACH-000237,-0.04255500169991736
ACH-000238,-0.06036567205264162
ACH-000242,-0.509682285050646
ACH-000243,-0.1741888106070302
ACH-000244,-0.2311287538771663
ACH-000246,-0.04883252494309346
ACH-000248,0.04465867570187953
ACH-000250,-0.0992100168579449
ACH-000251,0.060294855900805966
ACH-000252,-0.059710486071370625
ACH-000253,-0.015565257173987575
ACH-000255,-0.06385748632488734
ACH-000256,0.12230221284284908
ACH-000257,-0.1966820944709284
ACH-000258,-0.18733214366773196
ACH-000259,-0.032575342916919214
ACH-000260,-0.13013200358466193
ACH-000261,-0.12677640323909267
ACH-000262,-0.2239929543607964
ACH-000263,0.06136130997610996
ACH-000264,-0.11017037818143208
ACH-000265,-0.05212249083399894
ACH-000266,-0.03633351248469855
ACH-000272,-0.023265641900453642
ACH-000274,-0.0938662955496084
ACH-000277,-0.09789041501524078
ACH-000278,-0.016747732018345646
ACH-000279,0.020372827565830674
ACH-000280,-0.20667674250256635
ACH-000281,-0.005073983936832839
ACH-000288,-0.21334376855969328
ACH-000291,-0.053560482897507485
ACH-000293,-0.07557592463109558
ACH-000294,-0.11544283465179725
ACH-000295,-0.12334433390233275
ACH-000296,-0.09719074357533902
ACH-000302,-0.11591035214901665
ACH-000304,0.09366371148206193
ACH-000307,-0.08483322306372754
ACH-000308,-0.18189066868341205
ACH-000310,-0.05400030381479445
ACH-000311,-0.07875982141040795
ACH-000312,-0.10928706010424626
ACH-000315,-0.0603324376976162
ACH-000316,-0.2331412939527896
ACH-000317,0.10826902619741156
ACH-000318,-0.08576896384306394
ACH-000319,0.053029844566461565
ACH-000320,-0.12038995905157306
ACH-000322,-0.26792814300567763
ACH-000323,-0.1406989162981924
ACH-000324,-0.1405178354757851
ACH-000329,0.13678177064503586
ACH-000330,-0.11532573850598905
ACH-000331,-0.07794406198791716
ACH-000332,-0.1688426404485995
ACH-000334,-0.262607703348872
ACH-000335,-0.15350288143435756
ACH-000336,0.10193058922507044
ACH-000337,0.03573972509029778
ACH-000338,-0.15035728514414956
ACH-000339,-0.05474810488350845
ACH-000341,0.01956299191650616
ACH-000348,-0.2168389165123327
ACH-000350,-0.2029829705761987
ACH-000352,0.02037804297043759
ACH-000356,-0.05678832924332902
ACH-000361,-0.11007526656892007
ACH-000362,-0.2491511911036333
ACH-000363,-0.08937228830931712
ACH-000364,0.02070415511468709
ACH-000365,-0.2240041666496224
ACH-000366,-0.08081274611316606
ACH-000368,0.011755164236858885
ACH-000374,-0.1214986617010478
ACH-000375,-0.08801966547597062
ACH-000376,-0.06988843964009345
ACH-000381,-0.07991084538192089
ACH-000383,0.008418941937647416
ACH-000387,0.04623024225279836
ACH-000389,0.09886642779446553
ACH-000390,-0.09431758904584446
ACH-000393,-0.15435765891676498
ACH-000395,-0.20566992625939853
ACH-000396,-0.25489959094165243
ACH-000397,-0.17590827924551006
ACH-000401,-0.27293974492870776
ACH-000402,-0.16627222939837408
ACH-000403,-0.02644317940895015
ACH-000404,0.026607911090231563
ACH-000406,-0.2335211438868661
ACH-000407,-0.08614172480349808
