,DYNLT1 (6993)
ACH-000004,-0.11773913452050898
ACH-000005,-0.3223591382497632
ACH-000007,-0.1233776374740862
ACH-000009,-0.30131370094712856
ACH-000011,-0.29963678958276124
ACH-000012,-0.1481108640248925
ACH-000013,-0.2766013739252001
ACH-000014,-0.06161044118564056
ACH-000015,-0.35275019751859804
ACH-000017,-0.30475550790286243
ACH-000018,-0.2922264444235696
ACH-000019,0.013186867747578938
ACH-000021,-0.32852618300550146
ACH-000022,-0.2184389236083378
ACH-000025,-0.21613274310797995
ACH-000028,-0.20837782783524547
ACH-000030,-0.3815480928891278
ACH-000035,-0.3050265010832911
ACH-000036,-0.274576032164054
ACH-000037,-0.049434562825866085
ACH-000039,-0.3499837273375009
ACH-000040,-0.3536147012812124
ACH-000041,-0.3015594749739165
ACH-000042,-0.2563665545010533
ACH-000045,-0.20340867571838653
ACH-000047,-0.2903395951366589
ACH-000052,-0.16161304849779287
ACH-000053,-0.2493759182908249
ACH-000054,-0.15638168413234307
ACH-000055,0.052443430521063435
ACH-000060,-0.3893692166080147
ACH-000067,-0.2722322629390334
ACH-000070,-0.17704226871160295
ACH-000075,-0.3352495463424867
ACH-000078,-0.2532979794409839
ACH-000082,-0.30458441056081825
ACH-000085,-0.20133062299861568
ACH-000086,-0.18329338047452612
ACH-000087,-0.057874241314690995
ACH-000092,-0.17674426128189302
ACH-000095,-0.17907219625773027
ACH-000097,-0.11696242977035833
ACH-000098,-0.2572794218956617
ACH-000099,-0.11108707404289203
ACH-000108,-0.15623250786791004
ACH-000113,-0.06098254166555722
ACH-000116,0.013584180767389865
ACH-000118,-0.18478863044671606
ACH-000120,-0.15592045369043644
ACH-000123,-0.1520109317470266
ACH-000127,-0.2690144851686353
ACH-000128,-0.16380387842004626
ACH-000132,-0.2552596342361652
ACH-000133,-0.2884961926181591
ACH-000137,-0.20040009187592905
ACH-000138,-0.2045769588896077
ACH-000142,-0.23446654145385284
ACH-000143,-0.2493042728061384
ACH-000146,-0.29817445027859313
ACH-000148,-0.20239401520173106
ACH-000150,-0.31369721442404563
ACH-000152,-0.21589148311521944
ACH-000153,-0.16509948776935165
ACH-000159,-0.17192879679917775
ACH-000160,-0.1635882995353764
ACH-000163,-0.18498729436651104
ACH-000167,0.14654461142986286
ACH-000168,-0.4675352955269244
ACH-000169,-0.2772742338992058
ACH-000178,-0.24181038308200234
ACH-000183,-0.024258835930339947
ACH-000188,-0.16012378552235715
ACH-000189,-0.12013126933899107
ACH-000190,-0.1221575506308273
ACH-000198,-0.10294473944900258
ACH-000203,0.02139579889138954
ACH-000204,0.1436379931201773
ACH-000206,-0.5691376188665994
ACH-000207,-0.1263743567022838
ACH-000208,-0.2919563276356408
ACH-000210,-0.053815294325289864
ACH-000211,-0.16094503483624306
ACH-000215,-0.23879510836273876
ACH-000221,-0.2956706735969599
ACH-000222,-0.2708554222972046
ACH-000223,-0.22058362906236767
ACH-000226,-0.2169460880946496
ACH-000227,-0.2893739076306569
ACH-000228,-0.2025857279880843
ACH-000231,-0.10010917544366768
ACH-000232,-0.164091908354048
ACH-000233,-0.14137105240298212
ACH-000234,0.01101977637383532
ACH-000235,-0.1735458972512718
ACH-000237,-0.36089454918247055
ACH-000238,-0.5311871831274891
ACH-000242,-0.008314068380431888
ACH-000243,-0.08795292990522359
ACH-000244,-0.2557954350041671
ACH-000246,-0.1642176030041535
ACH-000248,-0.15210293681959294
ACH-000250,-0.22619357114417496
ACH-000251,-0.5045003695973279
ACH-000252,-0.22138914690625328
ACH-000253,-0.14218082741352933
ACH-000255,-0.2705365787375057
ACH-000256,-0.21804453593336096
ACH-000257,-0.2428918781879663
ACH-000258,0.011814907829185187
ACH-000259,-0.12264627813876346
ACH-000260,-0.17995847168509568
ACH-000261,-0.2805599312014692
ACH-000262,-0.3401406449408266
ACH-000263,-0.12374435617316333
ACH-000264,-0.10092986177733526
ACH-000265,-0.42200860935999057
ACH-000266,-0.24633811243987505
ACH-000272,-0.3130964599158037
ACH-000274,-0.22037743691893205
ACH-000277,-0.1801654032086845
ACH-000278,-0.2718984677644331
ACH-000279,-0.2514452905360082
ACH-000280,-0.11554145903735505
ACH-000281,-0.10724323325124027
ACH-000288,-0.4553312107376499
ACH-000291,-0.12165944004456355
ACH-000293,-0.134477508931005
ACH-000294,-0.4992479695897221
ACH-000295,-0.3964374132086156
ACH-000296,-0.21026233183479415
ACH-000302,-0.0918539341576342
ACH-000304,-0.17094281789684304
ACH-000307,-0.10348393599522218
ACH-000308,-0.2655875395719803
ACH-000310,-0.33642826962321754
ACH-000311,-0.2683539582509337
ACH-000312,-0.20136988156518965
ACH-000315,0.0337678401884055
ACH-000316,-0.32234232273839913
ACH-000317,0.05526998842133202
ACH-000318,-0.12813280614013398
ACH-000319,-0.2587277895062728
ACH-000320,-0.0712836088844514
ACH-000322,-0.18988784595555105
ACH-000323,-0.23969223238569354
ACH-000324,-0.08721375226247327
ACH-000329,-0.29298714299540113
ACH-000330,-0.04347378201136571
ACH-000331,-0.24623138223635044
ACH-000332,-0.2225457593299669
ACH-000334,-0.1228090917369389
ACH-000335,-0.21712001114283694
ACH-000336,-0.09774002415539014
ACH-000337,-0.2038690802754581
ACH-000338,0.031146674595549182
ACH-000339,-0.2445221508222392
ACH-000341,-0.17754909496784674
ACH-000348,-0.15619474989605894
ACH-000350,-0.2606784758193101
ACH-000352,0.008324382194487697
ACH-000356,0.019444399108072986
ACH-000361,-0.17476058506008132
ACH-000362,-0.14751985275377588
ACH-000363,-0.25174512742648625
ACH-000364,-0.3379385803578819
ACH-000365,-0.04756999259245153
ACH-000366,-0.34107104387093906
ACH-000368,-0.0999421603033075
ACH-000374,-0.04589045095652936
ACH-000375,-0.2855859274348376
ACH-000376,-0.09879253749810342
ACH-000381,-0.2398428733687875
ACH-000383,-0.2282122493956949
ACH-000387,-0.3518182804734028
ACH-000389,-0.2466499771947831
ACH-000390,-0.0688823164989139
ACH-000393,-0.3080641119020322
ACH-000395,-0.21057745772799705
ACH-000396,-0.2693444796486398
ACH-000397,-0.1276341175450776
ACH-000401,-0.3908031256937085
ACH-000402,-0.12136372050060913
ACH-000403,-0.21524604608282802
ACH-000404,0.10569463628133877
ACH-000406,-0.14289152356832194
ACH-000407,-0.18520202134077174
ACH-000408,-0.2189743547555612
ACH-000410,-0.2706837114398661
ACH-000411,-0.235280179231002
ACH-000414,-0.1927907743442974
ACH-000415,-0.4270974115763272
ACH-000416,-0.2721070632944714
ACH-000420,-0.2813898029776355
ACH-000421,-0.21788597687973646
ACH-000424,-0.6672343580909058
ACH-000425,-0.053749455788939235
ACH-000426,-0.001721161047333295
ACH-000427,-0.16089466861796578
ACH-000433,-0.11418177270378682
ACH-000435,0.23144558095364784
ACH-000436,-0.1475907870784657
ACH-000444,-0.18829815233401298
ACH-000445,-0.5142874375043094
ACH-000448,-0.2817462575628255
ACH-000450,-0.2840389990906688
ACH-000452,-0.22300254253029145
ACH-000454,-0.277165172558322
ACH-000458,-0.27491639255574263
ACH-000459,-0.15590484441033015
ACH-000460,-0.1572053524877748
ACH-000461,-0.3361783461847169
ACH-000463,-0.24712546704582386
ACH-000464,-0.06077320202566031
ACH-000466,-0.2925869703299719
ACH-000467,-0.3695224257682898
ACH-000468,-0.1858700157955519
ACH-000469,-0.2302845325875159
ACH-000470,-0.4438791252459163
ACH-000471,-0.2242257024677243
ACH-000472,-0.12048260390111795
ACH-000473,-0.15669920587397335
ACH-000475,-0.19618754853489456
ACH-000476,-0.15711173166052475
ACH-000477,0.02648533234652815
ACH-000479,-0.2523185255218883
ACH-000480,-0.2557862888033925
ACH-000481,-0.2033960478138287
ACH-000483,-0.4851819480871911
ACH-000484,-0.2534747296441939
ACH-000485,-0.3321327071168235
ACH-000486,-0.111432073281083
ACH-000487,-0.17744828986361205
ACH-000488,-0.1132391171337111
ACH-000490,-0.16013230610251186
ACH-000491,-0.1365984906998728
ACH-000495,-0.035904756027012964
ACH-000496,-0.1724095113728262
ACH-000499,-0.16926393873295698
ACH-000500,0.318697003627996
ACH-000502,-0.2438966762477577
ACH-000503,0.016558887895629718
ACH-000505,-0.23838988830838895
ACH-000507,-0.09600127813140356
ACH-000510,-0.2214617689107361
ACH-000511,-0.1802744940230201
ACH-000512,0.3091117160326869
ACH-000516,-0.18521330025405855
ACH-000517,-0.2682566837103824
ACH-000518,-0.3603532300545068
ACH-000520,-0.27897115208115825
