,EIF4E3 (317649)
ACH-000004,0.08976613030983102
ACH-000005,-0.15373357198545545
ACH-000007,0.010766081544865537
ACH-000009,-0.03483103413498615
ACH-000011,0.03140634160771648
ACH-000012,-0.045404395150677006
ACH-000013,0.02856517249774752
ACH-000014,-0.1157927303197113
ACH-000015,-0.002688425718813859
ACH-000017,-0.061581949446694276
ACH-000018,-0.014978264821080415
ACH-000019,-0.07299082310711626
ACH-000021,-0.01792171059747476
ACH-000022,-0.014101828482982297
ACH-000025,-0.2567903688584968
ACH-000028,-0.13101363731222698
ACH-000030,-0.026356421729897685
ACH-000035,0.10636411373937583
ACH-000036,-0.13919245995538854
ACH-000037,0.02704566993293561
ACH-000039,-0.00574827688449979
ACH-000040,-0.05611865879580557
ACH-000041,-0.1244765168438962
ACH-000042,-0.07145565022741067
ACH-000045,-0.006863502141020812
ACH-000047,-0.08956723082737393
ACH-000052,0.07258592806744549
ACH-000053,-0.07711269518140969
ACH-000054,-0.1954554811236119
ACH-000055,-0.06131917468035598
ACH-000060,-0.07597782164895688
ACH-000067,-0.13489111608594995
ACH-000070,-0.10926793948431744
ACH-000075,0.10625076681588856
ACH-000078,-0.01877825098067236
ACH-000082,-0.08533171970985591
ACH-000085,0.0549583272374875
ACH-000086,-0.08741870150225563
ACH-000087,-0.02286876982824632
ACH-000092,-0.08332395629402707
ACH-000095,-0.10168125351675593
ACH-000097,-0.09495140540940833
ACH-000098,-0.07674031427550466
ACH-000099,-0.18169387301773984
ACH-000108,-0.1549949371768182
ACH-000113,0.010754310211487348
ACH-000116,-0.03184103369549944
ACH-000118,-0.24425152728630226
ACH-000120,-0.013635001934017026
ACH-000123,-0.13598276292515404
ACH-000127,-0.0981635059743013
ACH-000128,0.037430915940120685
ACH-000132,0.12101349562434092
ACH-000133,-0.031672323503340344
ACH-000137,0.07461313377646643
ACH-000138,-0.013186290241577395
ACH-000142,-0.02817709600810685
ACH-000143,-0.049405529630545335
ACH-000146,-0.05343002353746587
ACH-000148,0.010935474920788791
ACH-000150,-0.08278720051910382
ACH-000152,-0.037887642953982587
ACH-000153,-0.1610946649660884
ACH-000159,0.03183777262667401
ACH-000160,-0.028543034200722708
ACH-000163,-0.06829041825149061
ACH-000167,-0.11474598975776078
ACH-000168,-0.11601924944421645
ACH-000169,-0.020364826100124703
ACH-000178,-0.02955965965982953
ACH-000183,0.04595105736338717
ACH-000188,-0.05425258993240383
ACH-000189,0.011092489321054921
ACH-000190,-0.0872406968438679
ACH-000198,-0.044758535040247696
ACH-000203,-0.4527252055159456
ACH-000204,0.13868586728818116
ACH-000206,-0.06762822670351899
ACH-000207,-0.04267116623735292
