,NACA2 (342538)
ACH-001054,-0.14594275413353255
ACH-001061,-0.3009613325036543
ACH-001067,-0.1350562117473227
ACH-001075,-0.1043694310305272
ACH-001096,-0.12793544059371698
ACH-001111,-0.08957583014207815
ACH-001119,-0.2673926594123493
ACH-001128,-0.4230871015795529
ACH-001134,-0.28141402410579874
ACH-001151,-0.0941525706112851
ACH-001163,-0.1664107169469564
ACH-001164,-0.21950362258375294
ACH-001183,-0.14018440787713607
ACH-001192,-0.12199609860705353
ACH-001193,-0.1921066100722953
ACH-001196,-0.3093301905839013
ACH-001197,-0.16749773083457492
ACH-001205,-0.1356304178659654
ACH-001211,-0.28138403504900394
ACH-001212,-0.07748179494062205
ACH-001228,-0.13163676403033472
ACH-001232,-0.2941874729160976
ACH-001239,-0.2608348607852993
ACH-001270,-0.5009132523333404
ACH-001274,-0.44133005740802417
ACH-001275,-0.27896313418330776
ACH-001277,-0.2309037551052803
ACH-001278,-0.13112097355056168
ACH-001280,-0.0288406786241968
ACH-001283,-0.16065601772072802
ACH-001289,-0.08923538683939536
ACH-001300,-0.07963727125551509
ACH-001301,-0.35803052976823035
ACH-001302,-0.3472574891742876
ACH-001306,-0.30827920141872084
ACH-001318,-0.2661093624319394
ACH-001322,-0.01852191882559384
ACH-001328,-0.278110114601306
ACH-001332,-0.3915761849977699
ACH-001336,-0.1351434251361166
ACH-001346,-0.2321840977496083
ACH-001353,-0.1907322350681126
ACH-001354,0.08256562587720241
ACH-001367,-0.3137835599499903
ACH-001368,-0.1178191471464122
ACH-001374,-0.4805506244804894
ACH-001377,-0.1816943692644168
ACH-001380,-0.14005497071834772
ACH-001391,-0.09618273278376753
ACH-001408,-0.2456228034599056
ACH-001430,-0.3719961999617597
ACH-001431,-0.052058945220223175
ACH-001450,-0.3328761783587303
ACH-001496,-0.23467582447078736
ACH-001500,-0.16636842133870575
ACH-001523,-0.19263960326795712
ACH-001532,-0.2452062805084873
ACH-001550,-0.17161273127969726
ACH-001552,-0.15749263383543888
ACH-001554,-0.16225928733960646
ACH-001654,-0.2442408567258327
ACH-001735,0.0018699272925592398
ACH-001736,-0.1690951348823475
ACH-001737,-0.5791100106420551
ACH-001740,-0.17027137429806075
ACH-001745,0.039341633823650635
ACH-001765,-0.1618655287403202
