,NACA2 (342538)
ACH-000004,-0.42986708476151175
ACH-000005,-0.5309267230948467
ACH-000007,-0.14548708110937256
ACH-000009,-0.3731402609840048
ACH-000011,-0.2202217742991777
ACH-000012,-0.28093609067138625
ACH-000013,-0.24586554005764802
ACH-000014,-0.14552628563812708
ACH-000015,-0.07084877600108795
ACH-000017,-0.09163674154106001
ACH-000018,-0.2604391308164044
ACH-000019,-0.3975285219550058
ACH-000021,-0.23883271029694514
ACH-000022,-0.2048733193845921
ACH-000025,-0.2327655645027587
ACH-000028,-0.2864874416544191
ACH-000030,-0.13310131856235782
ACH-000035,-0.1841758133020609
ACH-000036,-0.34609623407281315
ACH-000037,-0.11577600127547995
ACH-000039,-0.039912854837408585
ACH-000040,-0.2897546283925215
ACH-000041,-0.2196333340575339
ACH-000042,-0.3807743162565442
ACH-000045,0.1027343870502326
ACH-000047,-0.05048114275164282
ACH-000052,-0.11481194747539747
ACH-000053,-0.1751262641205842
ACH-000054,-0.2728538947607764
ACH-000055,-0.213156076079831
ACH-000060,-0.2477225096755097
ACH-000067,-0.1044566468588706
ACH-000070,-0.08815129100224599
ACH-000075,-0.3111509338043267
ACH-000078,-0.2788717168938423
ACH-000082,-0.2726662196715221
ACH-000085,-0.34234475874949266
ACH-000086,-0.4137319691905199
ACH-000087,-0.2777435007282164
ACH-000092,-0.2580123873345396
ACH-000095,-0.17764824661607534
ACH-000097,-0.23130209478362804
ACH-000098,-0.197012824522858
ACH-000099,-0.13703868639769398
ACH-000108,-0.046349499364567504
ACH-000113,0.01556375447627728
ACH-000116,-0.16103331677776506
ACH-000118,-0.21214978999965506
ACH-000120,-0.2860251456201533
ACH-000123,-0.10903715310281174
ACH-000127,-0.16862684433563122
ACH-000128,-0.1384207762886141
ACH-000132,-0.2387520729510552
ACH-000133,-0.15491627582154816
ACH-000137,-0.0724594870405118
ACH-000138,-0.3161130669184376
ACH-000142,-0.4043779332516344
ACH-000143,-0.2743038677053809
ACH-000146,-0.1609833745132974
ACH-000148,-0.21659506054401625
ACH-000150,-0.22945610222525925
ACH-000152,-0.3465247445717833
ACH-000153,-0.036518237692245416
ACH-000159,-0.16541040874291205
ACH-000160,-0.08116745948764661
ACH-000163,-0.11731377263414773
ACH-000167,-0.32567444532633594
ACH-000168,0.03171630348507589
ACH-000169,-0.14024972165452826
ACH-000178,-0.1937299696653814
ACH-000183,-0.25671329632309914
ACH-000188,-0.33584527230752137
ACH-000189,0.04380172864794187
ACH-000190,-0.11110821022906373
ACH-000198,-0.06835173242099173
ACH-000203,-0.3634119683827542
ACH-000204,-0.1182569037083796
ACH-000206,-0.14669140143444007
ACH-000207,-0.1936604495557448
ACH-000208,-0.3244353500781419
ACH-000210,-0.2233271922258619
ACH-000211,-0.11683106241279542
ACH-000215,-0.2858109973536193
ACH-000221,-0.11397206709725935
ACH-000222,-0.12732867429149286
ACH-000223,-0.1841307334980503
ACH-000226,-0.1473721837140359
ACH-000227,-0.3622639615538002
ACH-000228,-0.15474184189596102
ACH-000231,-0.21291783428998728
ACH-000232,-0.08475383960257336
ACH-000233,-0.10733646147867906
ACH-000234,-0.1431274199524123
ACH-000235,-0.35593418368551216
ACH-000237,-0.2480239390933046
ACH-000238,-0.4357069738787527
ACH-000242,-0.1953433190183586
ACH-000243,-0.4053842031785955
ACH-000244,-0.15112311036949802
ACH-000246,-0.14765023607640249
ACH-000248,-0.2569243430889467
ACH-000250,-0.3268473070392485
ACH-000251,-0.2160825447292507
ACH-000252,-0.07722907487619719
ACH-000253,-0.28197448623649657
ACH-000255,-0.19927073852937735
ACH-000256,-0.2807921358123017
ACH-000257,-0.1978280357136935
ACH-000258,-0.3611467757938343
ACH-000259,-0.19303146280700495
ACH-000260,-0.22014893207560846
ACH-000261,-0.11931013600307848
ACH-000262,0.020617376256743737
ACH-000263,-0.06465073711244441
ACH-000264,-0.16523059698402567
ACH-000265,-0.12736865800342684
ACH-000266,-0.2927595774062211
ACH-000272,-0.22160428662338147
ACH-000274,-0.3748674122755027
ACH-000277,-0.06262669941730435
ACH-000278,-0.2924835576281387
ACH-000279,-0.0540026975663878
ACH-000280,-0.2318037702332872
ACH-000281,-0.17175607141296456
ACH-000288,-0.38014897485810994
ACH-000291,-0.16350466308726247
ACH-000293,-0.21246445495992355
ACH-000294,-0.1588233837685667
ACH-000295,-0.14982270690546384
ACH-000296,-0.1801236917625682
ACH-000302,-0.17096834607158812
ACH-000304,-0.2826588484447769
ACH-000307,-0.19399317888466672
ACH-000308,-0.1428836644874734
ACH-000310,-0.3455389914326218
ACH-000311,-0.23684829514488506
ACH-000312,-0.11649320663329366
ACH-000315,-0.23505947231270616
ACH-000316,-0.18208734062138107
ACH-000317,-0.08936139523418613
ACH-000318,-0.056562433160179934
ACH-000319,-0.1795306954334567
ACH-000320,-0.07889372942632494
ACH-000322,-0.2799758730680804
ACH-000323,-0.4473144663557373
ACH-000324,-0.17720524880762364
ACH-000329,-0.20650812224686607
ACH-000330,-0.2176052624610028
ACH-000331,-0.17108983794522473
ACH-000332,-0.2623171264669517
ACH-000334,0.6757723079225203
ACH-000335,-0.14098226592808116
ACH-000336,-0.2841700848806624
ACH-000337,-0.17877382843622613
ACH-000338,-0.25834913458756376
ACH-000339,-0.2909626385644717
ACH-000341,-0.14725856659218353
ACH-000348,-0.2711559542793273
ACH-000350,-0.2087098059408404
ACH-000352,-0.1791454832455994
ACH-000356,-0.2749923415953221
ACH-000361,-0.30497519091934444
ACH-000362,-0.09124121627568912
ACH-000363,-0.27486616128817903
ACH-000364,-0.19775369334275544
ACH-000365,-0.027234757892047986
ACH-000366,-0.12991869582741633
ACH-000368,-0.20517658203137928
ACH-000374,-0.1097705751018353
ACH-000375,-0.2748884871502385
ACH-000376,-0.04938291253915948
ACH-000381,-0.3088836771706589
ACH-000383,-0.2564090701129174
ACH-000387,-0.207447769527218
ACH-000389,-0.42985437089119066
ACH-000390,-0.12579328476304869
ACH-000393,-0.22127982355315154
ACH-000395,0.0987873704126742
ACH-000396,-0.19654426092191774
ACH-000397,-0.10979609199468036
ACH-000401,-0.21958884032934248
ACH-000402,-0.1346240901261561
ACH-000403,-0.1604800490208475
ACH-000404,-0.16466006808082093
ACH-000406,-0.15391448463561805
ACH-000407,-0.334200187379079
ACH-000408,-0.2761386300450716
ACH-000410,-0.265521766971924
ACH-000411,-0.22845227045020175
ACH-000414,-0.1772066642536265
ACH-000415,-0.31006565280193393
ACH-000416,-0.32180133390327365
ACH-000420,-0.1098788951953208
ACH-000421,-0.16167052706929472
ACH-000424,-0.06000251956122939
ACH-000425,-0.2143084434387202
ACH-000426,-0.14673149427033694
ACH-000427,-0.20466050029079144
ACH-000433,-0.2586413328607439
ACH-000435,-0.3048687547177617
ACH-000436,-0.10126451996103986
ACH-000444,-0.20704614133250587
ACH-000445,-0.34998840149943905
ACH-000448,-0.2230560650708321
ACH-000450,-0.043563401487988325
ACH-000452,-0.1482603252763942
ACH-000454,-0.05025092251834838
ACH-000458,-0.2248399156631813
ACH-000459,0.012701979562946004
ACH-000460,-0.2866293170743015
ACH-000461,-0.1806213331973328
ACH-000463,-0.18309815939299426
ACH-000464,-0.2788692908886196
ACH-000466,-0.24364623173721575
ACH-000467,-0.21504413129713806
ACH-000468,-0.2701084866881933
ACH-000469,-0.022880827194359816
ACH-000470,-0.274201032509422
ACH-000471,-0.3027654020665487
ACH-000472,-0.26029371948106955
ACH-000473,-0.15588229881982296
ACH-000475,-0.09442778662823467
ACH-000476,-0.10512343228158212
ACH-000477,-0.15144480112415734
ACH-000479,-0.16837476642674593
ACH-000480,-0.2637302861419169
ACH-000481,-0.2006661096422946
ACH-000483,-0.14992975219264054
ACH-000484,-0.05322467252033946
ACH-000485,-0.18709421750504096
ACH-000486,-0.18709351117066766
ACH-000487,-0.08334435776596348
ACH-000488,-0.2616899263561948
ACH-000490,-0.1565727098717946
ACH-000491,-0.057877804016961576
ACH-000495,-0.17093696721814766
ACH-000496,-0.2459240926744813
ACH-000499,0.05941911358771595
ACH-000500,-0.049290945604843636
ACH-000502,-0.2252193636042452
ACH-000503,-0.15239919133977978
ACH-000505,-0.2255260763228773
ACH-000507,-0.21140318586476065
ACH-000510,-0.04280589686533502
ACH-000511,-0.17452534955389926
ACH-000512,-0.0679990411549883
ACH-000516,-0.2553680035523629
ACH-000517,-0.13784489867781252
ACH-000518,-0.07304261918445025
ACH-000520,-0.20671980517736055
ACH-000521,-0.20753331646948955
ACH-000522,-0.17046769606655152
ACH-000524,-0.2103072248778156
ACH-000527,-0.2796795981371269
ACH-000528,-0.22509754143830876
ACH-000537,-0.21677889973473802
ACH-000541,0.11800200719461215
ACH-000542,-0.24572196919202874
ACH-000544,-0.34371543191874243
ACH-000545,-0.14678935861678935
ACH-000547,-0.16563063191486418
ACH-000548,-0.4316259485198615
ACH-000549,-0.2497030694936644
ACH-000550,-0.3708919721233444
ACH-000552,-0.21055670427318296
ACH-000556,-0.2531307280895632
ACH-000557,-0.10793916879123663
ACH-000569,-0.3876844537211561
ACH-000570,-0.29131687953881763
ACH-000571,-0.07703826897234685
ACH-000573,-0.11814646239415197
ACH-000576,-0.08496489449740904
ACH-000579,-0.015225315706334498
ACH-000580,-0.02615676154937155
ACH-000584,-0.23269726351323394
ACH-000585,-0.1439169024653425
ACH-000588,-0.21616421840527444
ACH-000589,-0.29518166486468234
ACH-000591,-0.2001292276990442
ACH-000593,-0.21370700676160745
ACH-000600,-0.124418848260798
ACH-000601,-0.2909314124187076
ACH-000605,-0.2993316057839717
ACH-000606,-0.2973179523649184
ACH-000608,-0.21165331274866508
ACH-000614,-0.12726766105144782
ACH-000616,-0.36012596908483663
ACH-000618,-0.21372533936651306
ACH-000619,-0.2847172304328143
ACH-000620,-0.15054866166670128
ACH-000621,-0.17940523503901668
ACH-000622,-0.1463897072800393
ACH-000623,-0.2873926002907598
ACH-000624,-0.2969586477796136
ACH-000627,-0.2952438757009635
ACH-000630,-0.2850421360615479
ACH-000631,0.03365376377154892
ACH-000632,-0.3180442289589707
ACH-000633,-0.14787027855677606
ACH-000637,-0.2124866696347249
ACH-000638,-0.2352243281850445
ACH-000646,-0.17255570953688446
ACH-000647,-0.34214392983791536
ACH-000648,-0.2076103147621784
ACH-000649,-0.21580450241382332
ACH-000651,-0.2159983657982739
ACH-000652,-0.2480461608977733
ACH-000653,-0.07136738109028731
ACH-000657,-0.2249123424781657
ACH-000658,-0.02324859205854293
ACH-000661,-0.1487989524826696
ACH-000662,-0.1333511628150979
ACH-000663,-0.12760775497766108
ACH-000665,-0.19074251031098674
ACH-000671,-0.10702865399978098
ACH-000672,-0.05208368307505663
ACH-000673,-0.2591923144097668
ACH-000676,-0.3786877625266573
ACH-000677,-0.11527747860736028
ACH-000681,-0.11473349929644047
ACH-000683,-0.1692451121482968
ACH-000684,-0.16066638461500124
ACH-000688,-0.2207672214394676
ACH-000693,-0.12540016278847327
ACH-000694,-0.1327539916529632
ACH-000695,0.1652860895468055
ACH-000696,-0.1845589405151686
ACH-000697,-0.011486750384086612
ACH-000699,-0.1302630514636978
ACH-000701,-0.08188936073967197
ACH-000706,-0.07422517808915456
ACH-000711,-0.259310951751928
ACH-000713,-0.2318150065613101
ACH-000714,-0.168486947320723
ACH-000718,-0.2361789104543684
ACH-000720,-0.2333600352489968
ACH-000721,-0.1055884805616714
ACH-000724,-0.06273703146117103
ACH-000725,-0.06846070209662453
ACH-000732,-0.3332899965656069
ACH-000734,-0.09642280906202626
ACH-000735,-0.2490343759852431
ACH-000736,-0.2658861194045559
ACH-000738,-0.16898927187539564
ACH-000746,-0.31358646214176805
ACH-000747,-0.16909247566587313
ACH-000748,-0.1665241847096442
ACH-000753,-0.1000845414142712
ACH-000756,-0.28734875890386363
ACH-000757,-0.1354705494923326
ACH-000758,-0.3068140322368512
ACH-000760,-0.19837214275782566
ACH-000762,-0.27803724724857354
ACH-000763,-0.28515834183836225
ACH-000764,-0.1952448425699478
ACH-000765,-0.3515177369047086
ACH-000766,-0.29412526406362344
ACH-000767,-0.11832104597492325
ACH-000768,-0.2620823657945395
ACH-000769,-0.1884662462873436
ACH-000770,-0.14549364715176466
ACH-000771,-0.15370705574864035
ACH-000773,-0.21854148252918013
ACH-000776,-0.15245239783193498
ACH-000777,-0.13577308815227168
ACH-000778,-0.27964966854388995
ACH-000781,-0.09016424630583872
ACH-000782,0.14425182458437738
ACH-000783,-0.1948446472720952
ACH-000784,-0.15987433641458834
ACH-000785,-0.11469733088168195
ACH-000787,-0.01309168563385898
ACH-000788,-0.20970654427043814
ACH-000791,-0.2457505249128256
ACH-000792,-0.3401059814226837
ACH-000794,-0.2523710154306935
ACH-000796,-0.1866046562116264
ACH-000798,-0.22411318819096265
ACH-000799,-0.2922103337566181
ACH-000800,-0.1628559038908536
ACH-000802,-0.08415812841705964
ACH-000804,-0.23325688663963506
ACH-000805,-0.26893842077373303
ACH-000809,-0.2631096916263633
ACH-000810,-0.23631277011354976
ACH-000811,-0.1951332601291804
ACH-000817,-0.1040230671697494
ACH-000819,-0.20019397518985835
ACH-000820,-0.4032848816423055
ACH-000821,-0.4742748289454786
ACH-000822,-0.1824183804946933
ACH-000823,-0.2543842843573625
ACH-000824,-0.17445866191020776
ACH-000827,-0.31457893269918336
ACH-000829,-0.2579419829266587
ACH-000831,-0.15747107946328334
ACH-000832,-0.2123552519498985
ACH-000833,-0.22483920500459068
ACH-000834,-0.3705355082702197
ACH-000835,-0.04876123944903594
ACH-000836,-0.2934478334293969
ACH-000837,-0.19914588357139212
ACH-000838,0.11609758226240945
ACH-000839,-0.32959886346385603
ACH-000840,-0.14099798802327174
ACH-000841,-0.14574853538530094
ACH-000843,-0.2225648580803902
ACH-000846,-0.24567537916903265
ACH-000847,-0.07000961235931563
ACH-000848,-0.04411777961650995
ACH-000849,-0.12771336891634535
ACH-000851,-0.22646514982289315
ACH-000855,-0.17272334328643693
ACH-000856,-0.14467928720075052
ACH-000858,-0.2338665260276263
ACH-000859,-0.3399781055923622
ACH-000861,-0.27519681060328066
ACH-000862,-0.1874559075463851
ACH-000865,-0.11748051345782967
ACH-000866,-0.1453767656218812
ACH-000867,-0.2752054187324632
ACH-000869,-0.08864580818767838
ACH-000872,0.01326341019040688
ACH-000873,-0.2647541137627145
ACH-000876,-0.08300262840634645
ACH-000878,-0.3738118455052619
ACH-000880,-0.07918513200555295
ACH-000881,-0.14377772328968447
ACH-000882,-0.1351549705778385
ACH-000884,-0.3797678534494526
ACH-000885,-0.06985289581463855
ACH-000887,-0.2848730469806963
ACH-000889,-0.05182569158110626
ACH-000896,-0.35208542194508274
ACH-000898,0.011553844678915931
ACH-000900,-0.25328811081903546
ACH-000901,-0.2172579701171422
ACH-000905,-0.16524406368343278
ACH-000906,-0.10204447245671897
ACH-000907,-0.21730849013987608
ACH-000910,-0.11287964771782265
ACH-000911,-0.31457722203904565
ACH-000912,-0.26935966240511305
ACH-000913,-0.2281789169111357
ACH-000915,-0.22786728439776224
ACH-000916,0.4617982642753274
ACH-000917,-0.1523879327485247
ACH-000920,-0.25759362793008345
ACH-000921,-0.1556211116846841
ACH-000924,-0.1748385437094391
ACH-000926,-0.07450428760269097
ACH-000928,-0.1836150013293176
ACH-000929,0.041976189372689335
ACH-000932,-0.08855362363820568
ACH-000935,-0.2453966175877283
ACH-000936,-0.1822116456575884
ACH-000937,-0.2192831493437872
ACH-000938,-0.25525207001401795
ACH-000939,-0.1308716973732739
ACH-000941,0.09177233902314397
ACH-000943,-0.1120675956948264
ACH-000946,-0.13245452980643058
ACH-000947,-0.21846716656435572
ACH-000948,-0.049012291679345316
ACH-000950,-0.15780151072211376
ACH-000953,-0.19061118573794872
ACH-000954,0.13486289890272438
ACH-000957,-0.3655394328101991
ACH-000958,-0.09451076228055047
ACH-000960,-0.20681607282034348
ACH-000963,-0.21068515478093736
ACH-000968,-0.2056019257452084
ACH-000969,-0.10564235225527026
ACH-000972,-0.35383793474780245
ACH-000973,-0.14129442811996828
ACH-000974,-0.18637137146793092
ACH-000978,-0.20474184657317526
ACH-000984,-0.2077821096947519
ACH-000986,-0.17812898694654256
ACH-000988,-0.18558820404282747
ACH-000993,-0.046970533908044405
ACH-000994,-0.1624252032310665
ACH-000996,-0.14056411891856355
ACH-001001,-0.2319379902848165
ACH-001020,-0.4066388839233575
ACH-001028,-0.20391604946165626
ACH-001031,-0.1834615259294896
ACH-001038,-0.16113755179900688
ACH-001048,-0.0072869422038234904
ACH-001050,-0.1822823255259191
ACH-001053,-0.030461190074704818
