,LYSMD4 (145748)
ACH-000004,0.06774049643925628
ACH-000005,0.19819572382978454
ACH-000007,0.07684239194728287
ACH-000009,0.1954966363956004
ACH-000011,0.21326089838208154
ACH-000012,0.15160996254630335
ACH-000013,0.09471359925999068
ACH-000014,0.08637100015332637
ACH-000015,0.07627224977348848
ACH-000017,0.09515482460267292
ACH-000018,0.2427427196184657
ACH-000019,0.1515235674551361
ACH-000021,0.15407894479902262
ACH-000022,0.06650899676414164
ACH-000025,0.21683195388517051
ACH-000028,0.2515731234191547
ACH-000030,0.1929396192022027
ACH-000035,0.10277468586235472
ACH-000036,0.15304195336806387
ACH-000037,0.14438985541194982
ACH-000039,0.14489287704007733
ACH-000040,0.19312532186843653
ACH-000041,0.16351279022556928
ACH-000042,0.07128849956762341
ACH-000045,0.01893109302586873
ACH-000047,-0.029720693302817663
ACH-000052,0.1118460748826412
ACH-000053,0.16924011660456428
ACH-000054,0.0917470479238169
ACH-000055,0.12308803647816326
ACH-000060,0.12217389295306852
ACH-000067,0.2245185544780426
ACH-000070,0.2492401425608569
ACH-000075,0.20484282746438165
ACH-000078,0.19753554136694146
ACH-000082,0.2028650203850637
ACH-000085,0.16869548221580666
ACH-000086,0.1509468914229226
ACH-000087,0.16578007768807942
ACH-000092,0.18957482087495836
ACH-000095,0.1611697661775829
ACH-000097,0.1459252453543221
ACH-000098,0.21724332339549424
ACH-000099,0.11602836093702178
ACH-000108,0.08496099232490283
ACH-000113,0.16987707973723565
ACH-000116,0.1907615617968753
ACH-000118,0.1297349259383267
ACH-000120,-0.0808978857931483
ACH-000123,0.1339409162986578
ACH-000127,0.14791806332456636
ACH-000128,0.09254944489870563
ACH-000132,0.11463122629315027
ACH-000133,0.3816853214684495
ACH-000137,0.2385384163579525
ACH-000138,0.13514182579142975
ACH-000142,0.1729686798923066
ACH-000143,0.05156414477024896
ACH-000146,0.14340912149375054
ACH-000148,0.14699000891722264
ACH-000150,0.12761785508100815
ACH-000152,0.1973553114504542
ACH-000153,0.06295612930519477
ACH-000159,0.14627472176471726
ACH-000160,0.11421265586206138
ACH-000163,0.15540451634479166
ACH-000167,0.35324690161900424
ACH-000168,0.09208921278060776
ACH-000169,0.1442791591814008
ACH-000178,0.06642649465408486
ACH-000183,0.09080220428119852
ACH-000188,0.2384882456355027
ACH-000189,0.05844794379428892
ACH-000190,0.05758366031305569
ACH-000198,0.12682847960021545
ACH-000203,-0.1422620772529874
ACH-000204,-0.06001391845649755
ACH-000206,0.13237228942611354
ACH-000207,0.10379905251273144
ACH-000208,0.4467535001414749
ACH-000210,0.08137642244079131
ACH-000211,0.1449403496337006
ACH-000215,0.15350388559947686
ACH-000221,0.10460000823092044
ACH-000222,0.01291727516933412
ACH-000223,0.16561386347119994
ACH-000226,0.2027599518380005
ACH-000227,0.16085684717210222
ACH-000228,0.16743807638652974
ACH-000231,0.17621936292266446
ACH-000232,0.12735589421008067
ACH-000233,0.14064212836789108
ACH-000234,0.1534567667378027
ACH-000235,0.08610545360363757
ACH-000237,0.20049870033552405
ACH-000238,0.1145023645860666
ACH-000242,0.2566422220416065
ACH-000243,0.14059791564986762
ACH-000244,0.33284393863237177
ACH-000246,0.13681715215492907
ACH-000248,0.2483478825804838
ACH-000250,0.12798999134666547
ACH-000251,0.15551692389038274
ACH-000252,0.1925993896084965
ACH-000253,0.08970512961474167
ACH-000255,-0.16022506590660554
ACH-000256,0.15595188553051234
ACH-000257,0.19436505321629613
ACH-000258,0.07899143598894
ACH-000259,0.08637799166485675
ACH-000260,0.14636205459375562
ACH-000261,0.13512607745334618
ACH-000262,0.3367413659625864
ACH-000263,-0.011730015967953918
ACH-000264,0.09709300240644814
ACH-000265,0.02524345369828407
ACH-000266,0.06242707387351421
ACH-000272,0.1717163512351061
ACH-000274,0.022625099857992017
ACH-000277,0.12119496695007033
ACH-000278,0.20472432763176976
ACH-000279,0.01581111242718196
ACH-000280,0.17307543585472174
ACH-000281,0.010764647370634
ACH-000288,0.06710083109945701
ACH-000291,0.09162527311674158
ACH-000293,0.024089805622329027
ACH-000294,0.20556362121822888
ACH-000295,0.1325594900273687
ACH-000296,0.3563398810686653
ACH-000302,0.17837347487275726
ACH-000304,-0.06738981115923294
ACH-000307,0.13348108997949776
ACH-000308,0.09120438289854932
ACH-000310,0.14045522927562734
ACH-000311,-0.00443163108304826
ACH-000312,0.03661378731763438
ACH-000315,0.25089565710446976
ACH-000316,0.24705584513799494
ACH-000317,0.09028523482666646
ACH-000318,0.22005691040924694
ACH-000319,0.19582687773484608
ACH-000320,0.08311538506487083
ACH-000322,-0.02618278653274074
ACH-000323,0.25659184010644154
ACH-000324,0.25659181604819603
ACH-000329,0.15865454186921635
ACH-000330,0.08438511036966607
ACH-000331,0.19082734325642065
ACH-000332,0.12292535638218552
ACH-000334,0.15166568866094404
ACH-000335,-0.03022483675176594
ACH-000336,0.17171031773561413
ACH-000337,0.08366903919047428
ACH-000338,0.3931630615088899
ACH-000339,0.12467854207352062
ACH-000341,0.2325993440732491
ACH-000348,0.17904021437517678
ACH-000350,0.10347793224405584
ACH-000352,0.15208084302406988
ACH-000356,0.19952636031685347
ACH-000361,0.14202166725342294
ACH-000362,0.16447298359295767
ACH-000363,0.035995087060827484
ACH-000364,0.2881833093305621
ACH-000365,0.1789999422523071
ACH-000366,0.14341886106691393
ACH-000368,-0.013553283048767607
ACH-000374,0.2792551949869973
ACH-000375,0.06358559383699466
ACH-000376,0.07792424408987332
ACH-000381,0.21958683214552085
ACH-000383,0.11268299478285168
ACH-000387,0.2877366565906012
ACH-000389,0.3444982088917684
ACH-000390,0.20971836817061326
ACH-000393,0.02215730136805767
ACH-000395,0.0583377703114968
ACH-000396,-0.2964267985067032
ACH-000397,0.1737599245276769
ACH-000401,0.042954647899950266
ACH-000402,0.1991078430504692
ACH-000403,0.11240787273461283
ACH-000404,0.05409177675164868
ACH-000406,0.1602319672856695
ACH-000407,0.16024599993745328
ACH-000408,0.12152914780016626
ACH-000410,0.16209081300703113
ACH-000411,0.11923508207863333
ACH-000414,0.08768458440261405
ACH-000415,0.2827538839265594
ACH-000416,0.005434497829020045
ACH-000420,0.19273273484313835
ACH-000421,0.15251282726769985
ACH-000424,0.16508965843295312
ACH-000425,0.15568067695154966
ACH-000426,0.26681794361299704
ACH-000427,0.1232752088799482
ACH-000433,0.11318095667522253
ACH-000435,0.3322377592550916
ACH-000436,0.1512435369446704
ACH-000444,0.04259007770929951
ACH-000445,0.16276448346631825
ACH-000448,0.1818999264974934
ACH-000450,0.13001018509488896
ACH-000452,0.1096465822642965
ACH-000454,0.19130834695600585
ACH-000458,0.07596621516010893
ACH-000459,0.08577761823005142
ACH-000460,0.1415508461840672
ACH-000461,0.08100922706145867
ACH-000463,0.1784378812527318
ACH-000464,0.22146895898606933
ACH-000466,0.12633466364394996
ACH-000467,0.1771876901295165
ACH-000468,0.09398086223368726
ACH-000469,0.10087308918130852
ACH-000470,0.13897952438408775
ACH-000471,0.12426571673105415
ACH-000472,0.1229029852189048
ACH-000473,0.2410916841661204
ACH-000475,0.12782607292065395
ACH-000476,0.27204146743929913
ACH-000477,0.0941849274393867
ACH-000479,0.4736200309529443
ACH-000480,0.17531227768711555
ACH-000481,0.17558916777717326
ACH-000483,0.15668628201142476
ACH-000484,0.2350689533836829
ACH-000485,0.1128221532469084
ACH-000486,0.13009405865568432
ACH-000487,-0.02794215485760987
ACH-000488,0.10474122295544977
ACH-000490,0.27099638051126024
ACH-000491,0.08331724960304639
ACH-000495,0.20379334642693256
ACH-000496,0.1133149654912806
ACH-000499,-0.044186836396468115
ACH-000500,0.34265234847491594
ACH-000502,0.05370020010521059
ACH-000503,0.12792572280058975
ACH-000505,0.17246021897183475
ACH-000507,0.17663757989215784
ACH-000510,0.15363587227105918
ACH-000511,0.11765632660002005
ACH-000512,0.294439467725127
ACH-000516,0.07921125870272694
ACH-000517,0.10942646661571537
ACH-000518,0.17740470158908367
ACH-000520,-0.04967443957963505
ACH-000521,0.08889669091982617
ACH-000522,0.14499507476651474
ACH-000524,0.16178464737094442
ACH-000527,0.11576929690337688
ACH-000528,0.15189335439743856
ACH-000537,0.06467185759317398
ACH-000541,0.04010734928022398
ACH-000542,0.07320366136330908
ACH-000544,0.21008827944726044
ACH-000545,0.13543077649810428
ACH-000547,0.3437588791355461
ACH-000548,0.2210717572693008
ACH-000549,0.15258175699829893
ACH-000550,0.04766459192570014
ACH-000552,0.07930253911283901
ACH-000556,0.13942404756745494
ACH-000557,0.11295627559860305
ACH-000569,0.07251456455198033
ACH-000570,0.13186615027792314
ACH-000571,0.07243452858855276
ACH-000573,0.1060524547844275
ACH-000576,-0.13181019394216822
ACH-000579,0.14855616825591658
ACH-000580,0.14226095760801072
ACH-000584,0.1081110032469926
ACH-000585,0.1253462989270324
ACH-000588,0.08331412419233229
ACH-000589,-0.05041309174452992
ACH-000591,0.1021902360496546
ACH-000593,0.12104123189907495
ACH-000600,0.19222863931706186
ACH-000601,0.054559481024807926
ACH-000605,0.16372770295300534
ACH-000606,0.22073421152862024
ACH-000608,0.12984648402966725
