,EFCC1 (79825)
ACH-000004,-0.21890240068386027
ACH-000005,0.1844021113259869
ACH-000007,-0.18300939669357064
ACH-000009,-0.11858160291381364
ACH-000011,-0.2797454065136663
ACH-000012,-0.1441315145670288
ACH-000013,-0.025791392186729125
ACH-000014,-0.2737119755139943
ACH-000015,-0.0644210285651019
ACH-000017,-0.17754670109059345
ACH-000018,-0.06573902162782817
ACH-000019,-0.2396384571013083
ACH-000021,-0.06750400400242358
ACH-000022,-0.2287774023596341
ACH-000025,-0.20552177155016368
ACH-000028,-0.3118183612858233
ACH-000030,-0.1595091274902778
ACH-000035,-0.30453637770178904
ACH-000036,-0.1463414633159863
ACH-000037,-0.26690732859253513
ACH-000039,-0.26645380161338456
ACH-000040,0.07481982154544492
ACH-000041,-0.23606970043510564
ACH-000042,-0.09350638533224816
ACH-000045,0.03137102753219161
ACH-000047,-0.15130683856844535
ACH-000052,0.08462446964791108
ACH-000053,-0.17978711753654336
ACH-000054,-0.13812231977438064
ACH-000055,-0.3483428796471224
ACH-000060,-0.3606972598165108
ACH-000067,0.01402416271668553
ACH-000070,-0.0842847040061418
ACH-000075,-0.25520540391447183
ACH-000078,0.009930861022390752
ACH-000082,-0.13801481852137634
ACH-000085,-0.2675728531813066
ACH-000086,-0.2141246647111769
ACH-000087,-0.1422303123974716
ACH-000092,-0.15778794935553422
ACH-000095,-0.09368676278109647
ACH-000097,-0.11043362947612934
ACH-000098,-0.126683284000891
ACH-000099,-0.13178561561106678
ACH-000108,-0.2419654306090105
ACH-000113,-0.1662111209000484
ACH-000116,0.030516984143519863
ACH-000118,-0.08454550466424895
ACH-000120,-0.2379169107589714
ACH-000123,-0.055820710872679744
ACH-000127,-0.13208188085642408
ACH-000128,-0.30102929791100524
ACH-000132,-0.0751688162979281
ACH-000133,-0.1989128658656676
ACH-000137,-0.2578994822347868
ACH-000138,-0.0919033357221868
ACH-000142,-0.2575612814934731
ACH-000143,-0.04341053671141348
ACH-000146,-0.0774228839978963
ACH-000148,-0.08875079097244264
ACH-000150,-0.2224317198514105
ACH-000152,-0.1859584082841748
ACH-000153,0.17950265660617518
ACH-000159,-0.11206679147200416
ACH-000160,-0.10878201294012924
ACH-000163,-0.19804877958235476
ACH-000167,-0.12826718706404228
ACH-000168,-0.3212493948026894
ACH-000169,-0.2122611273287336
ACH-000178,-0.07988364626681446
ACH-000183,-0.3050569306433422
ACH-000188,-0.3186334974960029
ACH-000189,-0.25131775244684323
ACH-000190,-0.3700728652150426
ACH-000198,-0.10731902760851857
ACH-000203,0.08427631268982817
ACH-000204,0.03991246608282678
ACH-000206,-0.036730146401551034
ACH-000207,0.001194376892763196
ACH-000208,-0.24005299373992586
ACH-000210,-0.2168145301661654
ACH-000211,-0.018165594728770468
ACH-000215,0.07491700231985626
ACH-000221,-0.19675759314021465
ACH-000222,0.03205909063732265
ACH-000223,-0.14633078211624875
ACH-000226,-0.019005826310081363
ACH-000227,-0.13093924766968884
ACH-000228,-0.2747146506355291
ACH-000231,-0.07745145734658092
ACH-000232,-0.3038666304826123
ACH-000233,0.0019268394945255133
ACH-000234,0.04148226345755352
ACH-000235,-0.11217415186190442
ACH-000237,-0.09571795499997472
ACH-000238,0.07073149349831323
ACH-000242,-0.24534071767061386
ACH-000243,-0.12594258227314215
ACH-000244,0.0802214665731385
ACH-000246,-0.10509345386182364
ACH-000248,0.06385210294828661
ACH-000250,-0.1412247892651145
ACH-000251,-0.009293134639104491
ACH-000252,-0.37216628039389976
ACH-000253,-0.08661493273254507
ACH-000255,-0.17156449093348405
ACH-000256,-0.0988062820689302
ACH-000257,-0.2354892434788753
ACH-000258,0.019482749250483298
ACH-000259,-0.12516995534340308
ACH-000260,-0.1841463678689333
ACH-000261,-0.15508165387228584
ACH-000262,-0.10083810502795736
ACH-000263,-0.22564709936805294
ACH-000264,-0.23698101879025435
ACH-000265,-0.04097378708233395
ACH-000266,-0.017911117389212094
ACH-000272,-0.18256572244927965
ACH-000274,-0.11076091381291472
ACH-000277,-0.15146377278706516
ACH-000278,-0.17605915876543626
ACH-000279,-0.14958217125333606
ACH-000280,-0.33768371103411
ACH-000281,-0.025286380396579204
ACH-000288,-0.07141429521949022
ACH-000291,0.02074366904021982
ACH-000293,-0.09217456647427354
ACH-000294,-0.06694687078936915
ACH-000295,-0.18196932048995426
ACH-000296,-0.10838668705330462
ACH-000302,-0.21131973251464792
ACH-000304,-0.12181817910571413
ACH-000307,-0.12563680751494175
ACH-000308,-0.16309534046656335
ACH-000310,0.02615159361956335
ACH-000311,-0.0928557896750582
ACH-000312,-0.047041731269948886
ACH-000315,0.09243546024118032
ACH-000316,-0.14743964666543122
ACH-000317,0.01919934184450064
ACH-000318,-0.12141386575521397
ACH-000319,-0.2047948086665192
ACH-000320,-0.3530131803235583
ACH-000322,-0.2471011605948621
ACH-000323,-0.16091984597897738
ACH-000324,-0.006301415223418123
ACH-000329,-0.03943040480673366
ACH-000330,-0.01543811302535058
ACH-000331,-0.06555959438101082
ACH-000332,-0.03668359906918126
ACH-000334,-0.10280784470051524
ACH-000335,-0.2708228347587537
ACH-000336,0.14201005695114652
ACH-000337,-0.33892924354410203
ACH-000338,-0.2608483224830909
ACH-000339,-0.0784201147403769
ACH-000341,-0.2466276115500381
ACH-000348,-0.024717325216725462
ACH-000350,-0.11835106529865355
ACH-000352,-0.2255143617897555
ACH-000356,-0.36611452468450456
ACH-000361,-0.05133802836474912
ACH-000362,-0.06407074196091524
ACH-000363,-0.14630394129342975
ACH-000364,-0.04664809011128748
ACH-000365,-0.009582784332069485
ACH-000366,-0.164873388661708
ACH-000368,-0.2072061552195734
ACH-000374,-0.09145362351565813
ACH-000375,-0.2475411416797955
ACH-000376,-0.036710338858518286
ACH-000381,-0.015863554187456733
ACH-000383,-0.28860217122845505
ACH-000387,-0.04161551738828851
ACH-000389,-0.4186596090648962
ACH-000390,-0.13372375730195055
ACH-000393,-0.19456364167584655
ACH-000395,-0.3904858662360424
ACH-000396,0.08375377374185745
ACH-000397,-0.2880211919420476
ACH-000401,-0.151740321478801
ACH-000402,-0.050302746527485065
ACH-000403,-0.16645062756585233
ACH-000404,-0.22484269131569665
ACH-000406,-0.08746058868889674
ACH-000407,-0.26149155323678897
ACH-000408,-0.056615247341936
ACH-000410,-0.3678898043493069
ACH-000411,-0.08137500220099246
ACH-000414,-0.06898321383132358
ACH-000415,-0.19218919271142246
ACH-000416,-0.09134592691131513
ACH-000420,-0.2543801061250594
ACH-000421,-0.20743448644597
ACH-000424,-0.07757433780282592
ACH-000425,-0.06720730218508379
ACH-000426,-0.076664793015278
ACH-000427,-0.2664739235793206
ACH-000433,-0.184831103370114
ACH-000435,-0.17136158616842445
ACH-000436,-0.21838778996970734
ACH-000444,-0.15562826740741836
ACH-000445,-0.2428181586048964
ACH-000448,-0.00185773593361118
ACH-000450,0.17104431185568073
ACH-000452,-0.31397178578712803
ACH-000454,0.04211689086326573
ACH-000458,-0.2492851754369385
ACH-000459,0.02883475400724174
ACH-000460,-0.15761888870119387
ACH-000461,0.112070716243853
ACH-000463,-0.062216825863379135
ACH-000464,0.013151134551552836
ACH-000466,-0.011094606261885373
ACH-000467,-0.2697560456083196
ACH-000468,-0.042361492694021695
ACH-000469,-0.3178747252753046
ACH-000470,0.06400660477874362
ACH-000471,-0.15807137597108395
ACH-000472,-0.10946851431988397
ACH-000473,-0.3004135375565031
ACH-000475,-0.09507973476209207
ACH-000476,-0.13647150366242006
ACH-000477,-0.12416676450454013
ACH-000479,-0.040318612563045586
ACH-000480,-0.28174112435170234
ACH-000481,-0.15130599299527706
ACH-000483,-0.057154228179003036
