,SOS1 (6654)
ACH-000004,-0.6467818129906893
ACH-000005,-0.6586391142780922
ACH-000007,-0.1456909525841392
ACH-000009,-0.8291720904665869
ACH-000011,-0.052822313129216314
ACH-000012,-0.33420021474691874
ACH-000013,-0.0923578999578855
ACH-000014,-0.22859016614378666
ACH-000015,-0.3445374755722256
ACH-000017,-0.12668878955537402
ACH-000018,-0.3019282047757613
ACH-000019,-0.18211618699768312
ACH-000021,-0.270963714311344
ACH-000022,-0.23981909757897205
ACH-000025,-0.17759039372960658
ACH-000028,-0.17328162477054473
ACH-000030,-0.17351240287473174
ACH-000035,-0.3720541192176372
ACH-000036,-0.6705792817445998
ACH-000037,-0.4408189285474534
ACH-000039,-0.19128136134874654
ACH-000040,-0.3760674677916793
ACH-000041,-0.4595276650472842
ACH-000042,-0.4428856545349934
ACH-000045,-0.3580889811981837
ACH-000047,-0.06138019892212281
ACH-000052,-0.17234966088500786
ACH-000053,-0.8791733827239424
ACH-000054,-0.06177312948800798
ACH-000055,-0.22343171160316527
ACH-000060,-0.1753025187028726
ACH-000067,-0.5936583437630538
ACH-000070,-0.07723892928220759
ACH-000075,-0.6961689295667459
ACH-000078,-0.4446348773657704
ACH-000082,-0.19378091571268552
ACH-000085,-0.10292246960325273
ACH-000086,-0.22763841566341944
ACH-000087,-0.030425488744193083
ACH-000092,-0.3562823810657082
ACH-000095,-0.11548053953682967
ACH-000097,-0.3135616740815729
ACH-000098,-0.5584964142393721
ACH-000099,-0.5607030986428997
ACH-000108,-0.3249124302497054
ACH-000113,-0.07510715431368761
ACH-000116,-0.26841419191241644
ACH-000118,-0.09992381800102744
ACH-000120,-0.13915020412345658
ACH-000123,-0.1137513492484787
ACH-000127,-0.0954002778406455
ACH-000128,-0.3409951282458271
ACH-000132,-0.3302653149743243
ACH-000133,-0.21671536232692026
ACH-000137,-0.020272071283334896
ACH-000138,-0.15523749398948009
ACH-000142,-0.2809491997906636
ACH-000143,-0.2597741177275377
ACH-000146,-0.24549929860579275
ACH-000148,-0.30275550456163497
ACH-000150,-0.0002789885251112418
ACH-000152,-0.1816795613135075
ACH-000153,-0.206073588838234
ACH-000159,-0.28368061428778424
ACH-000160,-0.15194354226838436
ACH-000163,-0.7311624539689616
ACH-000167,0.03301575313786851
ACH-000168,-0.12848593425061156
ACH-000169,0.05312127741793255
ACH-000178,-0.33799398400717423
ACH-000183,-0.17302118022548546
ACH-000188,-0.11801581217775504
ACH-000189,-0.4979817787899273
ACH-000190,-0.3028107016615789
ACH-000198,-1.1531342633427355
ACH-000203,-0.7674002615216544
ACH-000204,-0.4425366338445832
ACH-000206,-0.22131688724941387
ACH-000207,-0.39545983419210345
ACH-000208,-0.3109925901092445
ACH-000210,-0.3718084166679032
ACH-000211,-0.2271662198123801
ACH-000215,-0.2426097837552894
ACH-000221,-0.14600612749887534
ACH-000222,-0.1906234712671028
ACH-000223,-0.1852701701532116
ACH-000226,-0.7864609430226087
ACH-000227,-0.2495720578272248
ACH-000228,-0.6283572936902626
ACH-000231,-0.1804438062163123
ACH-000232,-0.3855999350633251
ACH-000233,-0.7244785407266878
ACH-000234,-0.12995978184839424
ACH-000235,-0.18530381409439384
ACH-000237,-0.30983103294227426
ACH-000238,-0.3580732270683927
ACH-000242,-0.8826260524821463
ACH-000243,-0.1986015268127853
ACH-000244,-0.6649274019984648
ACH-000246,-0.19268186093240106
ACH-000248,-0.18471251844565004
ACH-000250,-0.4739011056589248
ACH-000251,-0.13723300860855406
ACH-000252,0.014952116871330263
ACH-000253,-0.1404475309798372
ACH-000255,-0.3271797832940233
ACH-000256,-0.1871817623941833
ACH-000257,-0.32574362289532405
ACH-000258,-0.18472476126846585
ACH-000259,-0.5263899412178353
ACH-000260,-0.21529886559006065
ACH-000261,-0.17548828326187169
ACH-000262,-0.2536483859710802
ACH-000263,-0.6347603149137082
ACH-000264,-0.17252081408896378
ACH-000265,-0.20071720972637688
ACH-000266,-0.2964096244447342
ACH-000272,-0.220638980227862
ACH-000274,-0.33615442854691496
ACH-000277,-0.22283588252358288
ACH-000278,-0.2460038654362663
ACH-000279,-0.1570175613926893
ACH-000280,-0.30196887547229195
ACH-000281,-0.30979138157402714
ACH-000288,-0.3127958552466788
ACH-000291,-0.1283059577164365
ACH-000293,-0.2431561548148601
ACH-000294,-0.24974743601387486
ACH-000295,-0.825427722576375
ACH-000296,-0.32659337570067914
ACH-000302,-0.3711732393850727
ACH-000304,-0.13825790745845246
ACH-000307,-0.2463203931362944
ACH-000308,-0.13782143269383984
ACH-000310,-0.1400565000502085
ACH-000311,-0.0681085077990442
ACH-000312,-0.4972385098116427
ACH-000315,-0.19196518168918225
ACH-000316,-0.4628903611714695
ACH-000317,-0.6288911839894334
ACH-000318,-0.38881358745859007
ACH-000319,-0.04895252983630165
ACH-000320,0.030380228094452004
ACH-000322,-0.13688558368111742
ACH-000323,-0.39388476009680107
ACH-000324,-0.1345436603544872
ACH-000329,-0.20735610286292785
ACH-000330,-0.18141087206343814
ACH-000331,-0.4259658849881972
ACH-000332,-0.25200355039211314
ACH-000334,-0.1832599302135736
ACH-000335,-0.3058807246028133
ACH-000336,0.07137210620534426
ACH-000337,-0.4451224881631371
ACH-000338,-0.6477521459496286
ACH-000339,-0.1645254548598717
ACH-000341,-0.2819665026886026
ACH-000348,-0.21257107538452186
ACH-000350,-0.30465079554956626
ACH-000352,-0.16071147935296468
ACH-000356,-0.4584102304740926
ACH-000361,-0.15799603910094967
ACH-000362,-0.3843200026850538
ACH-000363,-0.19453731878025265
ACH-000364,-0.42493067801231704
ACH-000365,-0.16691451050748368
ACH-000366,-0.4720371142346563
ACH-000368,-0.6087574688336695
ACH-000374,-0.3571776010130832
ACH-000375,-0.3546585869178552
ACH-000376,-0.31341480508317404
ACH-000381,-0.4346172087073536
ACH-000383,-0.4927191948416571
ACH-000387,-1.0845820661333032
ACH-000389,-0.5500001224575318
ACH-000390,-0.4504395305640952
ACH-000393,-0.18796886906229973
ACH-000395,-0.3489167450755281
ACH-000396,-0.3822998999612601
ACH-000397,-0.3882326907228576
ACH-000401,0.034330568135651114
ACH-000402,-0.1379160406708421
ACH-000403,-0.43500806659340496
ACH-000404,0.1350151288107149
ACH-000406,-0.8701786935342785
ACH-000407,-0.3349507017711747
ACH-000408,-0.4018019100079387
ACH-000410,-0.14676727524995128
ACH-000411,-0.3411155930436905
ACH-000414,-0.2064600389468276
ACH-000415,-0.3784121161535636
ACH-000416,-0.2460945478162224
ACH-000420,-0.12832255192979955
ACH-000421,-0.31016343433964816
ACH-000424,-0.4177339491700124
ACH-000425,-0.1955752560039533
ACH-000426,-0.29330942452292186
ACH-000427,-0.22881829816111046
ACH-000433,-0.62997249124209
ACH-000435,-0.10132515227985273
ACH-000436,0.0023014795858440308
ACH-000444,-0.31809662596823673
ACH-000445,-0.3076098142110513
ACH-000448,-0.5102416023698823
ACH-000450,-0.1905506979344576
ACH-000452,-0.8074106094627483
ACH-000454,-0.5064450149814218
ACH-000458,-0.1759337064735726
ACH-000459,-0.2650250098495661
ACH-000460,-0.30553298117076555
ACH-000461,-0.07918785166535591
ACH-000463,-0.23767882399201626
ACH-000464,-0.4612348096499245
ACH-000466,-0.195566523162818
ACH-000467,-0.2780575844891337
ACH-000468,-0.2717238723375749
ACH-000469,-0.1552331080031256
ACH-000470,-0.28966233977936234
ACH-000471,-0.4475875268855091
ACH-000472,-0.2207199472924017
ACH-000473,-0.35559628989619885
ACH-000475,-0.289336417635781
ACH-000476,-0.1362392982825708
ACH-000477,-0.14529740274977052
ACH-000479,-0.42388608420054985
ACH-000480,-0.14348013373541202
ACH-000481,-0.26122975481528593
ACH-000483,-0.4998241925821108
ACH-000484,0.02191556504747965
ACH-000485,-0.24028131695549626
ACH-000486,-0.12044018472231288
ACH-000487,-0.9904780512870824
ACH-000488,-0.1431035927006124
ACH-000490,-0.16663670535108202
ACH-000491,-0.3771590321662653
ACH-000495,-0.3811796527356024
ACH-000496,-0.2683813837278409
ACH-000499,-0.33307738525511843
ACH-000500,-0.4855111706496377
ACH-000502,-0.13497932187294082
ACH-000503,-0.3671919828825039
ACH-000505,-0.31055664656074605
ACH-000507,-0.2573367349558568
ACH-000510,-0.10893784744175568
ACH-000511,-0.28677151754105895
ACH-000512,0.048153019485654605
ACH-000516,-0.149252190712432
ACH-000517,-0.1829626912303057
ACH-000518,-0.08073976705626705
ACH-000520,-0.15107686361717376
ACH-000521,-0.061830421362309575
ACH-000522,-0.26193414550846084
ACH-000524,-0.28492172445218866
ACH-000527,-0.12090729608139833
ACH-000528,-0.2340451637727709
ACH-000537,-0.4503583209772188
ACH-000541,-0.7261946870117442
ACH-000542,-0.2547528923181597
ACH-000544,-0.2942183982794844
ACH-000545,-0.39748677917259306
ACH-000547,0.009417278516931185
ACH-000548,-0.15326394064240165
ACH-000549,-0.4329623796916733
ACH-000550,-0.10840481837241067
ACH-000552,-0.5350466271823348
ACH-000556,-0.3857764167315122
ACH-000557,-0.18432221664762796
ACH-000569,-0.37285735053033003
ACH-000570,-0.3649236093129252
ACH-000571,-0.2675543644269435
ACH-000573,-0.26460251087610004
ACH-000576,-0.12457019253336996
ACH-000579,-0.2033111383052009
ACH-000580,-0.2829768099170532
ACH-000584,-0.26610385001178466
ACH-000585,-0.4913490739127239
